GEO_ID,B05003I_001E,B05003I_001M,B05003I_002E,B05003I_002M,B05003I_003E,B05003I_003M,B05003I_004E,B05003I_004M,B05003I_005E,B05003I_005M,B05003I_006E,B05003I_006M,B05003I_007E,B05003I_007M,B05003I_008E,B05003I_008M,B05003I_009E,B05003I_009M,B05003I_010E,B05003I_010M,B05003I_011E,B05003I_011M,B05003I_012E,B05003I_012M,B05003I_013E,B05003I_013M,B05003I_014E,B05003I_014M,B05003I_015E,B05003I_015M,B05003I_016E,B05003I_016M,B05003I_017E,B05003I_017M,B05003I_018E,B05003I_018M,B05003I_019E,B05003I_019M,B05003I_020E,B05003I_020M,B05003I_021E,B05003I_021M,B05003I_022E,B05003I_022M,B05003I_023E,B05003I_023M,NAME,B05003I_001MA,B05003I_001EA,B05003I_002MA,B05003I_002EA,B05003I_003MA,B05003I_003EA,B05003I_004MA,B05003I_004EA,B05003I_005EA,B05003I_005MA,B05003I_006MA,B05003I_006EA,B05003I_007MA,B05003I_007EA,B05003I_008MA,B05003I_008EA,B05003I_009MA,B05003I_009EA,B05003I_010MA,B05003I_010EA,B05003I_011MA,B05003I_011EA,B05003I_012MA,B05003I_012EA,B05003I_013MA,B05003I_013EA,B05003I_014MA,B05003I_014EA,B05003I_015MA,B05003I_015EA,B05003I_016EA,B05003I_016MA,B05003I_017MA,B05003I_017EA,B05003I_018MA,B05003I_018EA,B05003I_019MA,B05003I_019EA,B05003I_020MA,B05003I_020EA,B05003I_021MA,B05003I_021EA,B05003I_022MA,B05003I_022EA,B05003I_023MA,B05003I_023EA,state
0400000US08,1235127,-555555555,632094,3614,206317,3049,199259,3208,7058,1969,1667,821,5391,1704,425777,2037,289424,7325,136353,6961,45146,4315,91207,6043,603033,3612,191262,3082,184423,3585,6839,1648,1649,709,5190,1512,411771,1519,288298,5662,123473,5478,43472,4256,80001,5106,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,472419,1664,242976,2873,88514,2338,83130,2690,5384,1345,1133,484,4251,1313,154462,1799,83688,3788,70774,3584,20686,2518,50088,3643,229443,3186,86983,2666,83222,2811,3761,991,860,474,2901,931,142460,1676,80222,3523,62238,3204,21511,2690,40727,3224,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,161506,2471,86177,2541,31106,2098,28792,2223,2314,789,550,295,1764,719,55071,2077,20427,2317,34644,2587,8271,1605,26373,2492,75329,2476,28877,1751,26183,1860,2694,846,497,365,2197,779,46452,1609,21751,2338,24701,1626,5847,1303,18854,1832,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,239954,2568,127039,3385,38473,2409,32314,2752,6159,1674,934,758,5225,1527,88566,2798,39692,3006,48874,3299,13693,2018,35181,3323,112915,3057,36984,2368,32031,2759,4953,1544,927,680,4026,1221,75931,1991,38489,3086,37442,2417,13174,1828,24268,2543,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,2208868,1158,1130521,2776,361323,2215,348507,3207,12816,2345,3394,1170,9422,1903,769198,1681,395107,9491,374091,9409,141853,6340,232238,9489,1078347,2499,347410,2270,334289,2961,13121,2387,3499,1055,9622,2070,730937,1584,388725,8400,342212,8441,139149,5986,203063,8135,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,191473,901,96817,2250,38377,1814,36279,2041,2098,789,768,527,1330,693,58440,1517,32780,2226,25660,2328,8824,1370,16836,1905,94656,2221,36664,1774,35525,1840,1139,686,275,309,864,586,57992,1465,32658,2141,25334,1808,9008,1346,16326,1657,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,52648,687,26945,931,7964,897,7750,943,214,253,74,126,140,234,18981,697,14037,1392,4944,1008,2357,845,2587,959,25703,1008,8301,941,7575,1026,726,470,272,293,454,408,17402,669,11182,1154,6220,1180,3688,921,2532,859,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,230300,2006,118213,2323,44409,1851,42038,1982,2371,1061,654,523,1717,947,73804,1847,30081,3008,43723,2426,13219,2204,30504,2597,112087,2155,43934,1954,41241,2068,2693,1029,371,265,2322,981,68153,1359,30953,2653,37200,2609,11885,2072,25315,2225,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,91975,-555555555,47200,607,16676,399,14607,929,2069,721,366,356,1703,671,30524,541,14701,1693,15823,1595,4672,1376,11151,1498,44775,607,16164,400,14939,780,1225,701,158,182,1067,688,28611,540,14157,1686,14454,1678,5304,1352,9150,1527,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,308013,760,157712,2163,57505,1466,53351,1662,4154,1243,1533,573,2621,1203,100207,1458,48729,3257,51478,3088,13365,1652,38113,2772,150301,2055,58182,1595,54160,1708,4022,1111,1382,762,2640,845,92119,1170,49065,2902,43054,2570,13582,1585,29472,2468,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
