GEO_ID,C18106_001E,C18106_001M,C18106_002E,C18106_002M,C18106_003E,C18106_003M,C18106_004E,C18106_004M,C18106_005E,C18106_005M,C18106_006E,C18106_006M,C18106_007E,C18106_007M,C18106_008E,C18106_008M,C18106_009E,C18106_009M,C18106_010E,C18106_010M,C18106_011E,C18106_011M,C18106_012E,C18106_012M,C18106_013E,C18106_013M,C18106_014E,C18106_014M,C18106_015E,C18106_015M,C18106_016E,C18106_016M,C18106_017E,C18106_017M,C18106_018E,C18106_018M,C18106_019E,C18106_019M,C18106_020E,C18106_020M,C18106_021E,C18106_021M,NAME,C18106_001MA,C18106_001EA,C18106_002MA,C18106_002EA,C18106_003EA,C18106_003MA,C18106_004EA,C18106_004MA,C18106_005EA,C18106_005MA,C18106_006EA,C18106_006MA,C18106_007EA,C18106_007MA,C18106_008MA,C18106_008EA,C18106_009MA,C18106_009EA,C18106_010MA,C18106_010EA,C18106_011MA,C18106_011EA,C18106_012MA,C18106_012EA,C18106_013MA,C18106_013EA,C18106_014MA,C18106_014EA,C18106_015MA,C18106_015EA,C18106_016EA,C18106_016MA,C18106_017EA,C18106_017MA,C18106_018MA,C18106_018EA,C18106_019MA,C18106_019EA,C18106_020MA,C18106_020EA,C18106_021MA,C18106_021EA,state
0400000US08,5268463,3285,2621629,5311,474747,3755,4810,1337,469937,4029,1782326,3924,21682,2593,1760644,4876,364556,1466,15720,2005,348836,2632,2646834,4148,454739,3372,2794,904,451945,3604,1763021,3248,26083,2569,1736938,4024,429074,1808,26409,2900,402665,3422,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6174730,2963,3015987,5618,584220,3958,8300,1325,575920,4088,1982096,4104,37197,3336,1944899,5200,449671,2582,25546,2164,424125,3550,3158743,5142,561189,3611,5389,1176,555800,3405,2031337,3429,43325,3058,1988012,4694,566217,2122,45115,3518,521102,4077,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4114715,2846,2002846,4901,376250,4129,6357,1224,369893,4141,1310960,3442,33485,2820,1277475,4235,315636,1680,24593,2156,291043,2592,2111869,4838,355847,3529,5031,1524,350816,3542,1362142,3601,38847,3588,1323295,5074,393880,2043,39597,2837,354283,3603,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4254221,3494,2041702,5857,409189,4346,5639,1691,403550,4589,1325886,3709,34337,3816,1291549,4794,306627,2448,26495,2685,280132,3336,2212519,5887,384790,4099,3243,933,381547,4167,1435471,4030,31692,3233,1403779,5606,392258,2581,37773,3198,354485,3963,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,11804483,2510,5757672,4614,1070379,2941,10710,1663,1059669,3440,3841568,4091,58789,4455,3782779,5856,845725,2427,50418,2759,795307,3612,6046811,4913,1022127,2950,7786,1505,1014341,3299,3944873,3698,63001,3721,3881872,5101,1079811,3233,91647,4871,988164,5960,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2915146,2277,1439605,3646,273970,2547,3036,773,270934,2738,933168,2756,12267,1787,920901,3204,232467,1499,10924,1346,221543,1826,1475541,3570,259395,2241,1569,490,257826,2357,932908,2421,13435,1943,919473,3057,283238,1719,18729,2224,264509,2580,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1276692,1118,627186,2232,97727,1336,1002,347,96725,1345,420384,1780,7109,1613,413275,2445,109075,974,4907,1027,104168,1203,649506,2279,97330,1621,586,297,96744,1663,424316,1501,6549,1408,417767,2360,127860,1097,8246,1434,119614,1702,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2772411,2901,1345150,4441,260523,3340,4257,993,256266,3429,862769,3611,23882,2560,838887,4416,221858,1991,19572,1906,202286,2472,1427261,3870,253730,2963,2389,824,251341,2995,904497,3141,24557,2569,879940,4099,269034,1977,28086,2910,240948,3251,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,897876,1169,428808,1733,74794,791,934,573,73860,966,274255,1542,6023,1494,268232,2127,79759,817,3729,951,76030,1303,469068,954,73605,654,655,384,72950,799,298335,724,5901,1174,292434,1206,97128,703,5362,1098,91766,1368,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5198632,1833,2580376,3342,484216,2312,7278,1516,476938,2727,1702533,2858,23857,2680,1678676,3324,393627,1810,20915,1781,372712,2319,2618256,3286,460984,2228,2766,625,458218,2279,1692547,2916,23040,1887,1669507,3253,464725,2044,29253,2440,435472,2791,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
