GEO_ID,C21001G_001E,C21001G_001M,C21001G_002E,C21001G_002M,C21001G_003E,C21001G_003M,C21001G_004E,C21001G_004M,C21001G_005E,C21001G_005M,C21001G_006E,C21001G_006M,C21001G_007E,C21001G_007M,C21001G_008E,C21001G_008M,C21001G_009E,C21001G_009M,C21001G_010E,C21001G_010M,C21001G_011E,C21001G_011M,C21001G_012E,C21001G_012M,C21001G_013E,C21001G_013M,C21001G_014E,C21001G_014M,C21001G_015E,C21001G_015M,NAME,C21001G_001EA,C21001G_001MA,C21001G_002EA,C21001G_002MA,C21001G_003MA,C21001G_003EA,C21001G_004MA,C21001G_004EA,C21001G_005MA,C21001G_005EA,C21001G_006MA,C21001G_006EA,C21001G_007MA,C21001G_007EA,C21001G_008MA,C21001G_008EA,C21001G_009MA,C21001G_009EA,C21001G_010MA,C21001G_010EA,C21001G_011EA,C21001G_011MA,C21001G_012EA,C21001G_012MA,C21001G_013MA,C21001G_013EA,C21001G_014MA,C21001G_014EA,C21001G_015MA,C21001G_015EA,state
0400000US50,7971,1119,3971,981,3085,939,370,244,2715,911,886,474,582,395,304,223,4000,802,3214,772,74,125,3140,761,786,330,73,120,713,303,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,83552,5700,39612,3593,36724,3473,3868,919,32856,3312,2888,658,1175,454,1713,548,43940,3508,39984,3295,1163,586,38821,3257,3956,893,100,116,3856,883,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,18269,2176,8588,1414,7596,1206,750,459,6846,1190,992,527,317,266,675,486,9681,1716,8849,1661,0,201,8849,1661,832,471,66,117,766,442,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,176404,5917,86597,3864,77027,3924,7201,1245,69826,3683,9570,801,4510,584,5060,692,89807,4013,77986,4150,1465,574,76521,3980,11821,928,91,84,11730,934,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,72064,5071,36818,2981,33793,2784,1872,604,31921,2765,3025,860,1298,495,1727,674,35246,3265,31975,3188,640,324,31335,3124,3271,773,30,55,3241,760,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,120421,7171,56292,3346,43219,3350,1210,681,42009,3364,13073,1435,2055,638,11018,1396,64129,4942,46725,3822,25,44,46700,3826,17404,2124,90,130,17314,2111,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,180439,8968,82966,5345,76261,4886,9664,1922,66597,4505,6705,1494,2657,833,4048,1201,97473,5565,89358,5274,3931,1202,85427,5244,8115,1441,277,217,7838,1470,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,9677,1589,4804,1267,4648,1234,443,447,4205,1156,156,136,139,132,17,24,4873,1109,4494,1071,134,144,4360,1052,379,291,0,161,379,291,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,58559,5247,29260,3439,27225,3344,3675,932,23550,3111,2035,728,730,449,1305,590,29299,3340,26039,3023,883,676,25156,2824,3260,1058,0,214,3260,1058,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,120862,5900,58625,3915,52792,3470,4223,1099,48569,3394,5833,1466,3312,1188,2521,929,62237,4073,55819,3903,852,552,54967,3808,6418,1375,373,352,6045,1345,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,8045,1660,4397,1376,4058,1396,604,527,3454,1287,339,290,131,188,208,207,3648,1062,3372,1044,0,203,3372,1044,276,270,0,203,276,270,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,1143896,22720,561889,13527,513677,12857,34460,3173,479217,11945,48212,3217,13990,1935,34222,2679,582007,14770,517518,13948,7175,1322,510343,13741,64489,3306,658,322,63831,3269,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,20400,3053,10090,1923,9603,1853,1425,781,8178,1520,487,319,213,249,274,223,10310,1887,8679,1754,1040,735,7639,1639,1631,644,53,93,1578,641,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,62239,4389,28763,2673,26908,2722,1842,603,25066,2649,1855,680,336,169,1519,658,33476,3298,30969,3291,233,302,30736,3239,2507,643,29,50,2478,647,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,416236,13072,212173,8066,195949,8152,22140,2577,173809,8119,16224,1887,5904,1078,10320,1630,204063,8337,182803,7735,5376,1294,177427,7817,21260,2364,347,301,20913,2283,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,118952,6813,56294,3972,50918,3897,6084,1502,44834,3601,5376,952,1998,692,3378,876,62658,4356,55280,4073,1907,722,53373,4168,7378,1469,219,168,7159,1476,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,345071,13960,159809,8532,138840,7840,13440,2322,125400,7539,20969,2723,6838,1479,14131,1919,185262,8908,161067,8477,4413,1251,156654,8367,24195,2722,313,295,23882,2707,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,134905,7232,63996,4834,60068,4750,2310,707,57758,4700,3928,1012,1278,803,2650,809,70909,4270,64181,4099,543,470,63638,4169,6728,1459,60,103,6668,1474,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,16820,2257,7813,1396,7332,1357,295,245,7037,1325,481,410,133,141,348,387,9007,1582,7910,1470,115,131,7795,1471,1097,578,0,213,1097,578,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,48947,3503,24649,2544,23398,2415,1737,676,21661,2326,1251,471,259,200,992,457,24298,2417,22975,2305,369,472,22606,2364,1323,529,0,193,1323,529,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,384419,15806,180504,9762,161140,8855,6023,1088,155117,8627,19364,2137,2805,790,16559,2158,203915,8329,176932,7681,1410,550,175522,7638,26983,2897,28,45,26955,2904,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,137944,9448,67029,5463,60354,4762,2808,744,57546,4571,6675,1381,1502,657,5173,1221,70915,5858,62962,5407,1229,646,61733,5336,7953,1404,88,135,7865,1352,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,173853,8172,88670,5065,82979,4939,7075,1658,75904,4682,5691,1184,1960,722,3731,886,85183,5179,77625,5154,1238,508,76387,5123,7558,1333,141,145,7417,1308,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,86309,4451,40472,3528,36425,3360,2834,1003,33591,3255,4047,906,1608,546,2439,740,45837,3013,39915,2891,749,351,39166,2854,5922,1211,0,190,5922,1211,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,174428,8343,85124,5456,80073,5205,5604,1288,74469,4933,5051,1005,1972,657,3079,797,89304,5617,81549,5433,1495,502,80054,5430,7755,1132,134,166,7621,1130,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,156162,6287,76446,4661,69559,4602,4030,945,65529,4449,6887,1129,2586,689,4301,871,79716,4289,70158,3991,584,330,69574,3929,9558,1175,35,38,9523,1171,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,28443,3080,15317,2058,14280,1962,1146,472,13134,1994,1037,554,50,68,987,558,13126,1762,11677,1623,115,107,11562,1639,1449,514,0,161,1449,514,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,30442,3463,15424,2296,13911,2110,1653,584,12258,2044,1513,772,408,356,1105,696,15018,2414,13433,2329,424,418,13009,2357,1585,643,29,56,1556,628,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,37652,3465,19642,2440,17007,2268,2329,780,14678,2100,2635,801,1550,660,1085,487,18010,2155,15342,2018,526,333,14816,1986,2668,910,101,122,2567,902,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,211995,7684,107336,4395,94701,4252,7323,1340,87378,4176,12635,1483,5698,1020,6937,997,104659,4939,89643,4876,1282,567,88361,4833,15016,1496,94,115,14922,1477,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,11691,2172,5547,1399,5339,1387,457,363,4882,1341,208,174,67,78,141,160,6144,1361,5944,1333,12,24,5932,1330,200,158,0,163,200,158,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,248632,10363,120596,5669,113696,5429,10549,1633,103147,5329,6900,1031,3482,789,3418,739,128036,7084,116512,6901,2437,738,114075,6892,11524,1726,416,306,11108,1706,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,20109,2922,9651,1904,8576,1896,767,509,7809,1860,1075,400,542,357,533,290,10458,1843,9621,1794,32,54,9589,1792,837,448,0,220,837,448,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,162234,8438,79764,5655,71784,5096,6728,1481,65056,4703,7980,1411,3069,948,4911,1056,82470,5471,73103,4947,2004,897,71099,4814,9367,1419,304,261,9063,1400,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,74252,5534,32418,3738,28496,3461,2914,1003,25582,3267,3922,1056,2012,802,1910,747,41834,3625,38429,3333,464,286,37965,3291,3405,907,192,241,3213,869,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,54012,4999,27338,3349,25408,3336,2356,684,23052,3302,1930,584,817,367,1113,438,26674,2638,24658,2434,671,557,23987,2384,2016,675,55,85,1961,687,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
