GEO_ID,B19001H_001E,B19001H_001M,B19001H_002E,B19001H_002M,B19001H_003E,B19001H_003M,B19001H_004E,B19001H_004M,B19001H_005E,B19001H_005M,B19001H_006E,B19001H_006M,B19001H_007E,B19001H_007M,B19001H_008E,B19001H_008M,B19001H_009E,B19001H_009M,B19001H_010E,B19001H_010M,B19001H_011E,B19001H_011M,B19001H_012E,B19001H_012M,B19001H_013E,B19001H_013M,B19001H_014E,B19001H_014M,B19001H_015E,B19001H_015M,B19001H_016E,B19001H_016M,B19001H_017E,B19001H_017M,NAME,B19001H_001EA,B19001H_001MA,B19001H_002EA,B19001H_002MA,B19001H_003EA,B19001H_003MA,B19001H_004EA,B19001H_004MA,B19001H_005EA,B19001H_005MA,B19001H_006EA,B19001H_006MA,B19001H_007EA,B19001H_007MA,B19001H_008EA,B19001H_008MA,B19001H_009EA,B19001H_009MA,B19001H_010EA,B19001H_010MA,B19001H_011EA,B19001H_011MA,B19001H_012EA,B19001H_012MA,B19001H_013EA,B19001H_013MA,B19001H_014EA,B19001H_014MA,B19001H_015EA,B19001H_015MA,B19001H_016EA,B19001H_016MA,B19001H_017EA,B19001H_017MA,state
0400000US08,1623055,7271,65730,4526,46906,3564,50568,3201,58199,3348,49378,3555,59682,3826,57360,3366,61364,4233,56316,4062,114943,5146,159483,6011,220354,6980,184430,5539,125302,5206,149968,5251,163072,5257,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,2138890,11742,108469,5177,86505,4155,96383,5122,103204,5200,91944,4747,109282,4794,98158,4281,103924,4754,93838,5221,183439,6352,237453,7502,307590,8212,199302,7227,119199,5040,109099,4459,91101,4469,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,1501845,8091,119106,6033,80203,3623,80660,4306,80869,4716,75702,4627,78654,4345,71801,3823,69158,4074,61412,3736,120357,5116,153994,5811,182523,6451,123999,4615,74863,4188,64408,3356,64136,3620,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1078469,7878,66456,4223,48085,3517,52335,3498,57736,3683,48907,3503,50152,3988,48192,3511,44337,3162,44024,4041,79365,4094,100440,5164,137550,6080,102924,5835,62667,3629,68650,4199,66649,3860,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,3283875,11545,159328,6272,107753,5013,120531,6230,131493,5163,123729,4505,131270,5044,120055,5606,123998,4593,111421,4630,233301,6407,328088,8465,433171,8682,337315,8396,225344,7373,271729,7770,325349,7233,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,1137235,7193,56082,3418,48049,2961,47439,3158,50857,2906,50045,3340,53103,3486,50687,2813,52647,3097,48279,2881,94319,4455,127206,4531,167614,5416,109473,3865,66811,3553,58341,3565,56283,3088,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,491963,4896,19785,2519,15622,2035,19358,2111,18234,2215,18959,2294,18672,2097,16137,1651,20067,2322,15372,1470,33688,2895,46331,3305,68963,3974,54822,3735,38826,2790,42483,2578,44644,3303,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,880894,6049,60636,4086,48894,3042,45436,3318,54880,3712,44822,3428,47883,3376,43406,3034,43918,3042,43454,3437,71757,4467,90331,4501,100576,4995,69938,3749,39262,2613,39024,3484,36677,3069,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,245001,3785,10290,1811,8969,1160,6831,1198,11032,1564,9288,1575,10489,1445,9665,1547,9195,1413,9134,1510,19119,2243,24681,2643,36450,2754,25994,2344,17260,2121,18300,1970,18304,1989,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1870540,6194,67806,3345,64484,3565,62493,3134,69530,3542,66867,2875,70058,3471,75787,3681,74234,3601,68707,2901,137247,4953,192644,5866,267046,6067,208606,4852,144245,4414,148241,4535,152545,4293,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,387497,4816,21908,2486,18755,2024,16016,1959,21582,2227,20036,2092,19027,2085,16376,1608,17460,1946,18299,2158,33400,2659,44857,2527,52467,3209,33744,2910,18105,1716,19220,1859,16245,1548,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,543067,4813,33173,3070,29806,2762,28601,2148,25543,2571,24226,2004,26899,2280,27924,2539,21545,2254,24831,2582,43453,3319,55375,3178,73923,3910,47150,3143,30200,2970,26985,2236,23433,1995,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,2705172,12864,132266,5359,113515,5600,115792,5611,125230,5360,116784,5170,124374,5778,128159,6112,123198,4918,109082,5019,221317,8247,281597,7539,364639,8255,255662,6979,152521,6924,152721,5677,188315,6261,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US13,2166267,11189,114857,6267,75382,4233,84662,4974,89015,4819,89888,5299,91667,5172,81102,4935,92997,4988,84489,4443,158986,5131,214278,7213,287267,7806,213958,7097,136099,5696,153234,6376,198386,6647,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US02,173278,2978,6784,1163,5180,1089,4938,1171,5290,990,4171,860,5002,979,5440,973,4878,974,5343,1042,11144,1694,19797,2121,23938,2066,20891,2005,15014,1813,16867,1762,18601,1916,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US01,1253762,9341,78054,4739,59393,4232,60164,3402,66007,4206,58732,3508,64360,4195,54913,3585,53332,3937,49016,3464,97089,4562,129185,5564,168602,5623,113831,4727,68280,3449,68548,3999,64256,4508,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US50,246173,3434,14189,2213,12075,1532,9874,1358,10333,1226,9673,1334,11209,1111,10933,1296,10207,1435,8452,1024,21861,2030,24115,1973,37371,2304,25851,1996,14569,1454,13451,1517,12010,1254,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US32,649838,5477,33617,2997,21784,2415,23647,1865,28667,2968,25962,2323,29942,2457,23958,2480,30856,2672,28119,2915,50427,3275,62544,3497,89112,3965,66605,3653,40597,3173,47493,2853,46508,3238,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US54,686920,6385,61136,4189,42531,3420,45454,3134,43702,4023,40648,3147,41020,3190,38049,3382,31957,3188,30408,2885,53108,3535,68033,3505,70002,3918,53906,3031,25597,2722,21974,2231,19395,2239,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US40,1063032,5896,65608,3368,50189,3040,51283,2831,55472,3643,47113,3070,55512,2863,49923,2777,50884,3035,46802,2744,88016,3916,114306,4347,137008,3917,90997,3522,53300,3434,53300,2877,53319,3468,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,2027361,7042,83702,3437,79798,3823,75881,3626,91367,4285,88194,3343,95782,3832,89994,4375,92648,4558,83102,3474,162948,5435,231283,6021,295197,6798,208022,5972,129094,4439,117566,3938,102783,3286,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,10683,1581,2071,679,910,514,752,471,1139,509,993,588,142,185,412,348,419,368,290,267,971,481,766,449,600,396,625,436,88,115,175,193,330,387,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,2124264,10396,94321,5296,69842,4144,70898,4225,75276,4309,70563,4196,71500,4587,70166,3384,75656,4006,72027,3773,139734,6057,201756,7450,282755,7322,216090,6817,160705,5414,192604,6008,260371,5964,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
