B08406_025E,B08406_025M,B08406_049E,B08406_026E,B08406_049M,B08406_026M,B08406_050E,B08406_050M,B08406_027E,B08406_051E,B08406_051M,B08406_027M,B08406_028E,B08406_028M,B08406_029E,B08406_029M,B08406_030E,B08406_030M,B08406_031E,B08406_031M,B08406_032E,B08406_032M,B08406_033E,B08406_033M,B08406_034E,B08406_034M,B08406_035E,B08406_035M,B08406_036E,B08406_036M,B08406_037E,B08406_037M,B08406_038E,B08406_038M,B08406_039E,B08406_039M,B08406_040E,B08406_040M,B08406_041E,B08406_041M,B08406_042E,B08406_042M,B08406_043E,B08406_043M,B08406_044E,B08406_044M,B08406_045E,B08406_045M,B08406_046E,B08406_046M,B08406_047E,B08406_047M,B08406_048E,B08406_048M,GEO_ID,B08406_001E,B08406_001M,B08406_002E,B08406_002M,B08406_003E,B08406_003M,B08406_004E,B08406_004M,B08406_005E,B08406_005M,B08406_006E,B08406_006M,B08406_007E,B08406_007M,B08406_008E,B08406_008M,B08406_009E,B08406_009M,B08406_010E,B08406_010M,B08406_011E,B08406_011M,B08406_012E,B08406_012M,B08406_013E,B08406_013M,B08406_014E,B08406_014M,B08406_015E,B08406_015M,B08406_016E,B08406_016M,B08406_017E,B08406_017M,B08406_018E,B08406_018M,B08406_019E,B08406_019M,B08406_020E,B08406_020M,B08406_021E,B08406_021M,B08406_022E,B08406_022M,B08406_023E,B08406_023M,B08406_024E,B08406_024M,B08406_025MA,B08406_025EA,B08406_049MA,B08406_049EA,B08406_026EA,B08406_026MA,B08406_050EA,B08406_050MA,B08406_027EA,B08406_027MA,B08406_051EA,B08406_051MA,B08406_028MA,B08406_028EA,B08406_029MA,B08406_029EA,B08406_030EA,B08406_030MA,B08406_031EA,B08406_031MA,B08406_032EA,B08406_032MA,B08406_033MA,B08406_033EA,B08406_034MA,B08406_034EA,B08406_035EA,B08406_035MA,B08406_036MA,B08406_036EA,B08406_037EA,B08406_037MA,B08406_038MA,B08406_038EA,B08406_039MA,B08406_039EA,B08406_040EA,B08406_040MA,B08406_041EA,B08406_041MA,B08406_042EA,B08406_042MA,B08406_043MA,B08406_043EA,B08406_044MA,B08406_044EA,B08406_045EA,B08406_045MA,B08406_046EA,B08406_046MA,B08406_047MA,B08406_047EA,B08406_048MA,B08406_048EA,NAME,B08406_001MA,B08406_001EA,B08406_002MA,B08406_002EA,B08406_003MA,B08406_003EA,B08406_004EA,B08406_004MA,B08406_005MA,B08406_005EA,B08406_006MA,B08406_006EA,B08406_007MA,B08406_007EA,B08406_008EA,B08406_008MA,B08406_009EA,B08406_009MA,B08406_010MA,B08406_010EA,B08406_011MA,B08406_011EA,B08406_012MA,B08406_012EA,B08406_013MA,B08406_013EA,B08406_014MA,B08406_014EA,B08406_015EA,B08406_015MA,B08406_016EA,B08406_016MA,B08406_017EA,B08406_017MA,B08406_018MA,B08406_018EA,B08406_019MA,B08406_019EA,B08406_020EA,B08406_020MA,B08406_021EA,B08406_021MA,B08406_022EA,B08406_022MA,B08406_023MA,B08406_023EA,B08406_024MA,B08406_024EA,state
6253,1382,8515,2035,1474,669,4978,1112,3693,9048,1644,1113,470,287,55,94,0,198,2127,833,12035,1887,9399,1710,13342,2127,456984,8317,423372,8272,379849,8743,43523,3820,33581,3253,7908,1511,2034,651,10381,1597,2811,914,5716,1178,1752,778,0,198,102,176,690,548,0400000US72,980661,13679,903893,13953,825509,13742,78384,5520,61503,4892,12965,2191,3916,1065,16634,1955,4846,1119,9409,1603,2222,808,55,94,102,176,2817,1022,20550,2466,14377,2121,22390,2472,523677,9559,480521,10178,445660,9874,34861,3190,27922,2742,5057,1432,1882,661,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
68009,5039,42460,37446,3536,3847,23644,2974,549,120041,5269,435,23991,2493,5481,1156,542,393,13635,2573,52122,4380,33905,2799,116737,5488,1943347,17164,1697442,16626,1528202,15948,169240,7458,127642,6462,25262,2490,16336,2499,55932,4377,33716,4020,607,546,17268,2131,3738,1159,603,374,3828,840,0400000US51,4138905,24620,3608592,23860,3243522,22559,365070,11298,269991,9992,56565,4302,38514,4075,123941,7145,71162,5943,1156,702,41259,3124,9219,1688,1145,624,17463,2881,94582,5024,57549,4165,236778,8412,2195558,14227,1911150,14930,1715320,15649,195830,7124,142349,6754,31303,3371,22178,2806,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
1959,898,4750,1910,962,898,2091,786,0,8041,1162,198,0,198,35,68,14,22,607,385,9045,1387,2705,717,6856,979,190826,4494,174268,4652,156483,4615,17785,2037,12145,1623,3760,1131,1880,612,1360,742,1278,725,23,42,0,198,43,78,16,26,316,262,0400000US38,426892,6242,389162,6689,351035,6873,38127,3657,26516,2977,6686,1803,4925,1039,3319,1290,3188,1284,23,42,0,198,78,103,30,48,923,451,13795,1641,4796,1014,14897,1634,236066,4350,214894,4312,194552,4503,20342,2607,14371,2114,2926,988,3045,848,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
6415,1383,19700,5706,2724,1295,11457,2074,0,60404,4083,198,331,240,124,170,254,329,3472,973,27933,3813,18242,3214,54580,4196,1098463,13334,1000474,12449,898856,13007,101618,5682,78328,5254,13820,1952,9470,2356,5180,1173,4753,1141,145,210,33,61,0,198,249,322,1248,619,0400000US45,2272985,16798,2064354,17068,1846123,19874,218231,10000,168271,8589,29507,3541,20453,3769,11595,1987,10459,1845,145,210,364,275,124,170,503,648,4720,1117,47633,4242,29699,3925,114984,5700,1174522,11186,1063880,12111,947267,13501,116613,6822,89943,5621,15687,2690,10983,2368,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
46085,3472,39228,36681,3294,3171,8615,1636,4660,78964,5346,1465,3501,882,1243,466,0,198,27305,2746,38304,3338,15190,2442,69916,4727,950077,10137,770533,10996,679602,9291,90931,5066,70602,4845,13534,2144,6795,1395,40798,3932,33504,3772,3028,856,3060,931,1153,491,53,99,11939,1727,0400000US41,2035906,13706,1659562,15432,1466681,14237,192881,8936,149464,8323,27558,3366,15859,2540,86883,5524,70185,5409,7688,1728,6561,1344,2396,753,53,99,39244,3696,77532,4837,23805,3110,148880,7803,1085829,10144,889029,11043,787079,10352,101950,6283,78862,5757,14024,2334,9064,1994,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
2568,1017,5160,2456,1229,983,711,455,0,10181,1565,198,0,198,0,198,112,210,2017,693,7130,1514,1832,702,7511,1557,131553,4047,113044,3394,99042,3704,14002,1891,11029,1715,1924,523,1049,552,1203,750,1203,750,0,198,0,198,0,198,0,198,1254,562,0400000US56,292608,5728,253041,5566,221645,5971,31396,3451,22792,3072,5642,1408,2962,1002,3771,1412,3659,1387,0,198,0,198,0,198,112,210,3271,895,12290,2182,2543,874,17692,2406,161055,3802,139997,4032,122603,4591,17394,2595,11763,2164,3718,1278,1913,684,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
464020,12262,229630,276803,9824,9484,126812,8011,14832,567287,13197,2634,114494,5847,49717,3413,8174,1266,113332,5068,256999,9011,191195,7657,544668,12163,8440576,26165,7023738,30880,6155869,29138,867869,13671,647365,13363,129724,5875,90780,4464,447911,10455,291991,8205,10017,1709,105514,5049,34920,3039,5469,1146,45198,3867,0400000US06,18530965,35228,15543913,40660,13689395,41517,1854518,24354,1357081,21044,286087,10964,211350,8080,911931,16860,568794,13500,24849,3505,220008,7606,84637,4932,13643,1830,158530,6554,486629,13862,318007,11759,1111955,18685,10090389,25619,8520175,28225,7533526,30813,986649,17829,709716,14117,156363,8881,120570,5951,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
1186,569,6962,931,1448,505,4447,1264,132,17871,2287,140,123,203,0,198,0,198,1504,692,10173,2032,7384,1739,14226,2357,574292,8754,542921,8028,489762,8395,53159,4206,40758,3618,6710,1428,5691,1207,1879,767,1579,671,0,198,0,198,0,198,300,374,212,164,0400000US28,1162930,13805,1097086,14119,993238,14073,103848,6578,81580,5729,11466,1850,10802,1916,3065,996,2510,937,132,140,123,203,0,198,300,374,1716,726,17135,2418,11831,2050,32097,3245,588638,9215,554165,9985,503476,9895,50689,4180,40822,3840,4756,1092,5111,1204,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
22860,2604,23616,15329,2223,2249,8196,1878,77,50819,4302,126,1216,798,5904,1219,334,295,2295,978,23466,2825,9425,1648,50700,3634,847117,10134,737951,10593,668280,11292,69671,4065,56852,3786,7274,1340,5545,1254,25617,2790,20553,2545,379,284,342,274,4253,1189,90,152,918,350,0400000US09,1747322,13891,1529410,14235,1383478,13842,145932,7899,113239,6684,20460,2922,12233,1983,48477,3833,35882,3079,456,317,1558,853,10157,1684,424,399,3213,1074,47082,3631,17621,2440,101519,5670,900205,9637,791459,9491,715198,9794,76261,5723,56387,4547,13186,2451,6688,1602,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
91512,6815,86081,76530,6113,6453,66132,4462,2170,346566,8743,773,4843,1118,7081,1730,888,621,22453,2885,108992,6179,109221,7114,346592,11822,6050896,28733,5460405,27126,4856016,27168,604389,16971,459198,14223,95223,6379,49968,4440,83086,5747,72979,5564,1085,556,3914,1099,4653,1157,455,314,8626,1697,0400000US48,13340657,36188,12071396,39284,10773938,42344,1297458,24454,962868,21793,206376,9913,128214,8642,174598,10154,149509,9508,3255,994,8757,1672,11734,2068,1343,684,31079,3409,195073,8018,175353,8439,693158,15621,7289761,24458,6610991,27949,5917922,30098,693069,16947,503670,13983,111153,6701,78246,6280,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
68149,5440,31911,45724,2874,4413,18647,2447,776,86367,5008,695,18540,3107,2969,798,140,138,7073,1191,32072,3026,19092,3067,72616,3815,1368092,14642,1160335,14901,1040707,14253,119628,6568,91445,5165,16915,2193,11268,2039,68214,4720,49513,4484,517,332,15549,2090,2353,978,282,281,2618,1065,0400000US24,2796940,21192,2390181,22812,2138455,20691,251726,9574,190753,7555,33346,3560,27627,3231,136363,7189,95237,6244,1293,787,34089,3976,5322,1146,422,313,9691,1746,63983,4270,37739,4159,158983,6713,1428848,12971,1229846,13343,1097748,12569,132098,6497,99308,5145,16431,2566,16359,2498,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
71118,5891,57240,62897,4201,5668,65226,5567,848,292925,9947,514,3815,1163,3309,1236,249,248,43403,5829,72548,6358,91586,5228,303771,11356,4557408,24342,4043603,22808,3618171,22870,425432,13974,328585,12429,61398,5025,35449,3792,83366,6091,74135,5798,740,474,4837,1411,3050,1088,604,401,15048,2899,0400000US12,9557333,39850,8461102,40575,7564605,41234,896497,21048,677515,17123,126321,7528,92661,7905,154484,9054,137032,8554,1588,842,8652,1873,6359,1894,853,489,58451,6798,129788,8286,156812,7883,596696,16207,4999925,24399,4417499,27822,3946434,28150,471065,13185,348930,11165,64923,5978,57212,6358,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
182047,7556,96523,51153,3889,4388,21574,2839,2149,96761,4717,697,86806,5533,39126,3042,2813,728,22790,2826,85583,4572,25246,2442,91787,4596,1784908,13550,1376369,13793,1241088,13279,135281,6181,105091,5742,18727,2749,11463,1880,184772,6527,60813,4512,2834,870,91688,4303,28128,2742,1309,545,8909,1652,0400000US25,3639332,20601,2823340,20842,2550770,22425,272570,9448,208231,8683,36357,4122,27982,3051,366819,10991,111966,6947,4983,1114,178494,7524,67254,4462,4122,891,31699,3574,182106,6410,46820,4105,188548,6765,1854424,15125,1446971,14907,1309682,16534,137289,6327,103140,5290,17630,2477,16519,2621,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
145821,6043,27228,37616,2380,3196,8229,1476,538,11498,1954,362,92407,4559,15233,2109,27,44,11303,1591,23772,2526,8913,1230,11701,1844,412247,8108,198221,6328,164529,6334,33692,2534,23040,2311,5850,1351,4802,1102,160532,5519,45390,3847,311,324,103199,4730,11435,1449,197,261,6539,1292,0400000US11,844563,13780,429027,10533,357987,9522,71040,4835,46152,4343,12769,1942,12119,2191,306353,7962,83006,4649,849,481,195606,6404,26668,2790,224,272,17842,1794,51000,3584,17142,1831,23199,2792,432316,10771,230806,8903,193458,7578,37348,3535,23112,3086,6919,1506,7317,1678,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
17574,2348,18033,9838,2350,1839,3795,925,2083,57152,2877,841,1857,792,3796,783,0,198,7971,1882,17965,2062,10797,1878,47127,3192,672558,8224,575536,9048,499825,7865,75711,5341,58412,4442,9742,1490,7557,1848,15696,1975,10621,1911,1605,676,1384,648,2076,676,10,17,2346,732,0400000US49,1515772,10480,1317316,11248,1148551,11052,168765,8329,127697,6849,23634,3393,17434,2829,33270,3295,20459,2871,3688,1140,3241,1121,5872,1088,10,17,10317,1971,35998,3334,14592,2128,104279,4526,843214,6492,741780,8035,648726,7911,93054,5393,69285,4309,13892,2637,9877,1889,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
1480983,21392,292373,287535,8930,10316,64895,5240,8166,212795,8970,3001,937408,15242,232294,8480,15580,1782,47436,3921,264114,9480,73332,4703,208281,6830,4677511,22456,2616954,20351,2321750,19627,295204,9176,226688,7957,40213,3541,28303,3061,1469902,18755,353231,11461,5299,1302,938872,14788,161807,5769,10693,1527,20592,2516,0400000US36,9759279,30468,5624576,35025,5021750,35177,602826,14058,451862,11593,85666,6127,65298,4980,2950885,29960,640766,15779,13465,3666,1876280,21783,394101,11780,26273,2382,68028,4376,556487,13153,138227,7148,421076,11063,5081768,20972,3007622,23246,2700000,23313,307622,9395,225174,8197,45453,4139,36995,3305,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
101314,5795,56084,59203,4606,4973,34426,3688,1408,101425,4631,574,18847,2448,21165,2406,691,347,8575,1578,56369,4430,42499,4661,103745,5819,1922862,17655,1626355,15364,1464753,14242,161602,6800,115321,6246,23852,2749,22429,2542,101686,5757,66553,4816,1698,875,17196,2562,15843,2121,396,340,2886,777,0400000US34,4023190,24067,3414181,22010,3067512,22312,346669,11629,248345,10548,49432,4517,48892,4129,203000,8499,125756,7317,3106,1070,36043,3369,37008,2912,1087,484,11461,1826,112453,6435,76925,6251,205170,8390,2100328,15384,1787826,15151,1602759,15071,185067,8192,133024,6935,25580,3068,26463,2928,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
44985,4023,57830,42848,4815,3824,21522,2619,728,123938,5182,415,686,322,107,120,616,514,11531,1801,63925,4936,27980,2799,119376,5552,2662234,15829,2410578,16752,2190266,14731,220312,8227,170474,7669,31177,3199,18661,2410,42882,3597,40412,3496,1024,493,982,493,207,180,257,232,5484,1197,0400000US39,5540196,23177,5020743,24305,4569380,24483,451363,14234,347882,13098,59056,4930,44425,3898,87867,5606,83260,5241,1752,655,1668,583,314,212,873,619,17015,2166,121755,7109,49502,3847,243314,7111,2877962,14809,2610165,16500,2379114,18613,231051,9025,177408,7806,27879,2699,25764,2931,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
21426,2430,22693,18454,2766,2247,12000,1996,447,70232,4400,361,1838,579,316,168,371,246,4358,993,35222,3132,17244,2168,68110,3146,1418643,12166,1293507,12927,1171610,12694,121897,5507,94825,5115,15424,2009,11648,1704,18416,2598,16305,2422,345,229,1269,458,448,358,49,84,1795,658,0400000US29,2934860,16889,2663364,17215,2415704,17561,247660,8413,195369,7926,28267,2679,24024,2800,39842,3890,34759,3533,792,397,3107,766,764,437,420,262,6153,1085,57915,3858,29244,3188,138342,5340,1516217,12727,1369857,12626,1244094,12606,125763,5222,100544,4606,12843,1844,12376,1867,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
164848,7920,101955,103302,5491,6277,30603,3316,4018,162722,6418,1227,25708,2944,31391,2776,429,297,18305,2284,113925,5397,36725,3509,152600,5671,2934560,16977,2435859,15780,2187831,17000,248028,8329,192742,7111,33583,3499,21703,2471,195354,7020,127790,6247,3049,730,30042,2792,34027,3295,446,499,8067,1522,0400000US42,6088412,21942,5103308,23173,4589431,23966,513877,11838,401387,10208,62901,4420,49589,3906,360202,10649,231092,8351,7067,1399,55750,4620,65418,4612,875,578,26372,2834,215880,8238,67328,5135,315322,8926,3153852,17420,2667449,18165,2401600,17109,265849,7435,208645,6797,29318,2435,27886,2679,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
31952,3205,47003,30550,3342,3242,17024,2195,358,97742,4540,425,499,444,446,420,99,95,13198,1947,56853,3976,25047,2415,91913,4160,2175289,13010,1976845,13559,1779659,13946,197186,6730,151265,5681,26752,2393,19169,1878,30507,2599,29844,2542,137,150,63,81,84,100,379,242,6168,1358,0400000US26,4581345,18254,4163938,18653,3754947,20156,408991,10941,314213,9202,54314,3865,40464,3924,62459,4370,60394,4345,495,483,562,451,530,431,478,285,19366,2347,103856,4937,42071,3473,189655,6517,2406056,12993,2187093,13960,1975288,15238,211805,7842,162948,6746,27562,2607,21295,3192,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
3736,1077,12249,3533,1460,1104,2352,669,203,24163,1924,247,0,198,0,198,0,198,2739,780,12352,1491,6436,1183,26102,2290,473658,6796,432674,6975,391916,6993,40758,3034,30360,2618,6653,959,3745,682,1767,646,1621,630,136,165,0,198,10,18,0,198,453,197,0400000US31,1006300,8731,913951,9168,826379,9242,87572,4774,65659,4291,12487,1502,9426,1474,5503,1271,5154,1294,339,358,0,198,10,18,0,198,3192,794,24601,2103,8788,1319,50265,3065,532642,5056,481277,5269,434463,5354,46814,3456,35299,2866,5834,1106,5681,1385,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
3658,879,7927,3630,1517,879,1455,534,28,26696,2949,50,0,198,0,198,0,198,4954,1203,11897,1629,5130,1017,22645,2674,356401,6926,316969,7483,282506,7096,34463,3305,25600,2839,5350,1173,3513,1076,2291,754,2157,750,44,75,0,198,0,198,90,143,1063,509,0400000US16,777032,9849,689316,9679,620087,9768,69229,5851,49852,4806,11078,2009,8299,2141,5949,1114,5787,1136,72,89,0,198,0,198,90,143,6017,1305,19824,2595,6585,1229,49341,3993,420631,7501,372347,6917,337581,7098,34766,3938,24252,2942,5728,1556,4786,1402,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
5258,1573,6539,4898,1221,1538,3220,954,0,21495,2210,198,0,198,269,251,91,111,4181,1137,9130,1636,5375,1181,23128,2728,408310,6594,372090,6860,324892,7550,47198,4043,35051,3517,7352,1334,4795,1162,4146,1248,3686,1205,77,133,0,198,291,223,92,110,820,453,0400000US35,869347,9777,786055,10586,688169,11727,97886,6477,70762,5857,16138,2303,10986,2511,9404,2329,8584,2242,77,133,0,198,560,330,183,175,5001,1353,15669,2231,8595,1583,44623,3803,461037,7138,413965,7901,363277,8754,50688,3997,35711,3502,8786,1564,6191,1988,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
