GEO_ID,B05013_001E,B05013_001M,B05013_002E,B05013_002M,B05013_003E,B05013_003M,B05013_004E,B05013_004M,B05013_005E,B05013_005M,B05013_006E,B05013_006M,B05013_007E,B05013_007M,B05013_008E,B05013_008M,B05013_009E,B05013_009M,B05013_010E,B05013_010M,B05013_011E,B05013_011M,B05013_012E,B05013_012M,B05013_013E,B05013_013M,B05013_014E,B05013_014M,B05013_015E,B05013_015M,B05013_016E,B05013_016M,B05013_017E,B05013_017M,B05013_018E,B05013_018M,B05013_019E,B05013_019M,B05013_020E,B05013_020M,B05013_021E,B05013_021M,B05013_022E,B05013_022M,B05013_023E,B05013_023M,B05013_024E,B05013_024M,B05013_025E,B05013_025M,B05013_026E,B05013_026M,B05013_027E,B05013_027M,B05013_028E,B05013_028M,B05013_029E,B05013_029M,B05013_030E,B05013_030M,B05013_031E,B05013_031M,B05013_032E,B05013_032M,B05013_033E,B05013_033M,B05013_034E,B05013_034M,B05013_035E,B05013_035M,B05013_036E,B05013_036M,B05013_037E,B05013_037M,B05013_038E,B05013_038M,B05013_039E,B05013_039M,NAME,B05013_001EA,B05013_001MA,B05013_002EA,B05013_002MA,B05013_003MA,B05013_003EA,B05013_004EA,B05013_004MA,B05013_005EA,B05013_005MA,B05013_006EA,B05013_006MA,B05013_007EA,B05013_007MA,B05013_008EA,B05013_008MA,B05013_009EA,B05013_009MA,B05013_010EA,B05013_010MA,B05013_011EA,B05013_011MA,B05013_012EA,B05013_012MA,B05013_013EA,B05013_013MA,B05013_014MA,B05013_014EA,B05013_015EA,B05013_015MA,B05013_016EA,B05013_016MA,B05013_017EA,B05013_017MA,B05013_018EA,B05013_018MA,B05013_019EA,B05013_019MA,B05013_020EA,B05013_020MA,B05013_021EA,B05013_021MA,B05013_022EA,B05013_022MA,B05013_023EA,B05013_023MA,B05013_024EA,B05013_024MA,B05013_025MA,B05013_025EA,B05013_026EA,B05013_026MA,B05013_027EA,B05013_027MA,B05013_028EA,B05013_028MA,B05013_029EA,B05013_029MA,B05013_030EA,B05013_030MA,B05013_031EA,B05013_031MA,B05013_032EA,B05013_032MA,B05013_033EA,B05013_033MA,B05013_034EA,B05013_034MA,B05013_035EA,B05013_035MA,B05013_036EA,B05013_036MA,B05013_037EA,B05013_037MA,B05013_038EA,B05013_038MA,B05013_039EA,B05013_039MA,state
0400000US08,549181,15539,267965,10130,1640,668,4304,1213,7137,1958,9736,2173,15935,2418,26512,3205,29555,2877,30824,3192,35466,3427,29694,2483,22113,2139,16508,2085,14500,1843,7480,1060,7052,1331,5470,1038,2548,625,1491,618,281216,8770,2264,1091,5851,1258,6018,1309,8454,1553,15626,1908,21289,2398,29308,3067,30744,3016,32596,3527,30413,2392,25085,2190,20270,2311,15568,2003,12006,1757,9573,1573,6061,1306,5262,1268,4828,1064,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,354348,11369,179305,7131,1619,749,3616,1160,5162,1436,9660,1779,15534,2536,16734,2389,18987,2298,22762,2778,20460,2715,16019,1541,15190,2057,10496,1709,6674,1221,6752,1258,3155,776,3182,882,1019,444,2284,818,175043,6166,922,464,5094,1487,5130,1187,6631,1382,13035,2246,17132,2338,17604,2205,20818,2756,20403,2779,15154,1905,16327,1969,7836,1313,7973,1407,7055,1211,5670,1092,3086,820,2593,829,2580,677,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,169346,6623,85659,4219,579,369,2485,888,2148,815,4476,1047,8434,1730,7885,1385,10588,1788,10654,1729,10213,1787,8677,1358,5434,846,4989,920,3244,1099,2823,829,1392,586,602,350,376,281,660,372,83687,3772,648,354,1624,558,3493,1009,4637,1286,6186,1333,8727,1705,10552,1430,6630,1222,10636,1977,8016,1302,5472,973,3925,1036,3627,857,3230,1106,1490,509,2421,741,1291,646,1082,504,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,195027,8647,103349,6145,1088,618,2687,1120,3967,1193,3868,1057,8703,1943,10018,2039,11873,1707,10896,1722,8922,1629,10796,1515,7010,1426,6423,1203,5595,1291,5102,1480,2656,970,2158,707,927,594,660,351,91678,4470,1400,702,2325,947,3250,1088,3046,1079,4821,1310,7982,1676,9598,1563,9660,1750,8652,1664,7794,1544,6636,1405,6392,1324,5927,1130,5846,1374,2520,647,2701,881,1520,562,1608,601,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,1791313,19750,883112,13980,4970,1014,9281,1641,13259,1959,21338,2550,40802,3894,63054,4598,86692,4047,94233,4505,100090,5337,96245,3895,85018,3528,70796,3384,63492,4292,45882,2466,40346,2895,24870,1939,12288,1426,10456,1577,908201,11675,5603,1386,8492,1416,14808,2279,25978,2655,42977,3607,56545,3883,82400,3837,93745,4321,97473,4670,95172,3480,81474,2832,71408,4055,67176,4006,54117,3290,41814,3097,28863,2816,19705,2474,20451,1994,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,175137,7654,88108,4517,729,441,2405,943,3067,931,5346,1191,8673,1430,8496,1483,10254,1884,10952,1747,10049,1641,9017,1621,7074,1298,5098,1021,2821,802,1192,475,981,485,589,292,990,362,375,250,87029,4666,469,487,1502,607,2648,846,4161,1000,8216,1453,10302,2225,10189,1893,9969,1748,9998,1672,8716,1359,5465,1209,5134,1104,2895,812,2308,715,1936,723,875,305,1479,684,767,354,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,83002,4796,38420,2968,327,367,403,289,1106,710,1076,473,3202,883,3897,820,2640,632,3051,871,3337,1056,4196,1007,2649,730,3565,1055,2865,682,1760,538,1343,483,1209,698,558,292,1236,574,44582,3553,235,244,1131,532,1509,715,1693,729,2552,816,2547,521,3742,938,4120,1247,3402,664,3617,976,3806,850,2779,650,3259,798,3166,904,1911,500,1734,613,1468,680,1911,721,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,143709,6235,71847,3963,228,242,1004,479,1726,1043,2478,859,5361,1309,8023,1565,8218,1438,9008,1710,7815,1595,8530,1717,6643,1523,4899,1132,3349,858,1918,755,1411,643,334,228,470,300,432,303,71862,4068,382,326,1031,489,2246,798,3490,1046,4715,1216,7636,1931,8867,1442,8774,1759,6042,1188,8374,1376,4635,1139,3167,860,5622,1439,2306,816,2311,738,1028,522,532,287,704,411,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,91230,5598,44761,3215,1041,516,1232,712,1321,649,1677,722,3376,1028,3198,998,5183,756,4833,1237,5288,1016,3174,905,3992,1041,2818,795,2590,646,1820,732,1263,439,1012,459,550,285,393,377,46469,3133,355,293,525,357,1049,586,1502,696,2373,700,3190,781,5611,1059,6165,1308,4776,1283,4816,1014,3575,1062,3083,685,2360,773,2324,640,1861,653,1127,469,1091,472,686,308,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,484192,12617,233987,7540,1698,622,5493,1225,8415,1402,13846,1948,18084,2611,21835,2310,29384,2502,28363,2291,24801,2353,24696,1944,17450,1312,12714,1572,9321,1360,6887,1088,3904,854,3267,951,1997,553,1832,623,250205,7566,1553,573,5383,981,9061,1689,15384,2293,16990,1826,25104,2483,28543,2122,33735,2537,24474,2623,20948,1561,17416,1686,12754,1617,10187,1622,9981,1432,5481,1062,6209,1061,3107,860,3895,933,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
