GEO_ID,C18101_001E,C18101_001M,C18101_002E,C18101_002M,C18101_003E,C18101_003M,C18101_004E,C18101_004M,C18101_005E,C18101_005M,C18101_006E,C18101_006M,C18101_007E,C18101_007M,C18101_008E,C18101_008M,C18101_009E,C18101_009M,C18101_010E,C18101_010M,C18101_011E,C18101_011M,C18101_012E,C18101_012M,C18101_013E,C18101_013M,C18101_014E,C18101_014M,C18101_015E,C18101_015M,C18101_016E,C18101_016M,C18101_017E,C18101_017M,C18101_018E,C18101_018M,C18101_019E,C18101_019M,C18101_020E,C18101_020M,C18101_021E,C18101_021M,NAME,C18101_001MA,C18101_001EA,C18101_002MA,C18101_002EA,C18101_003MA,C18101_003EA,C18101_004EA,C18101_004MA,C18101_005MA,C18101_005EA,C18101_006MA,C18101_006EA,C18101_007MA,C18101_007EA,C18101_008EA,C18101_008MA,C18101_009EA,C18101_009MA,C18101_010EA,C18101_010MA,C18101_011EA,C18101_011MA,C18101_012EA,C18101_012MA,C18101_013MA,C18101_013EA,C18101_014MA,C18101_014EA,C18101_015MA,C18101_015EA,C18101_016MA,C18101_016EA,C18101_017MA,C18101_017EA,C18101_018MA,C18101_018EA,C18101_019MA,C18101_019EA,C18101_020MA,C18101_020EA,C18101_021EA,C18101_021MA,state
0400000US08,5604105,2082,2794853,5393,647971,3896,26483,2693,621488,4805,1782326,3924,155773,6297,1626553,7707,364556,1466,116998,3888,247558,4015,2809252,4984,617157,3871,16486,2235,600671,4381,1763021,3248,155209,7158,1607812,7423,429074,1808,129715,4209,299359,4396,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6592504,1089,3231118,5706,799351,4205,40954,3862,758397,5014,1982096,4104,230285,6156,1751811,7205,449671,2582,162183,4523,287488,5424,3361386,5708,763832,4390,26854,2660,736978,4963,2031337,3429,242159,8381,1789178,8773,566217,2122,192633,5282,373584,5655,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4388204,1183,2142570,5021,515974,4273,38284,3178,477690,5116,1310960,3442,200809,6069,1110151,7396,315636,1680,125584,4152,190052,4287,2245634,5101,489612,4013,24240,3413,465372,5025,1362142,3601,216999,6643,1145143,7118,393880,2043,156186,5022,237694,5101,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4556078,1982,2194791,6928,562278,5832,36822,4028,525456,6236,1325886,3709,191444,9624,1134442,9635,306627,2448,115999,4771,190628,4979,2361287,6963,533558,5815,24498,3374,509060,6199,1435471,4030,182977,8307,1252494,9403,392258,2581,149522,5922,242736,6406,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12563908,1621,6148424,5170,1461131,3494,63385,4066,1397746,5089,3841568,4091,331891,10426,3509677,10988,845725,2427,259514,5768,586211,6195,6415484,5220,1390800,3706,38053,3182,1352747,4490,3944873,3698,343201,7010,3601672,7537,1079811,3233,356578,6577,723233,7032,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3113029,531,1540690,3831,375055,3135,19395,1787,355660,3665,933168,2756,87860,3926,845308,4677,232467,1499,74763,3103,157704,3021,1572339,3755,356193,3081,10842,1395,345351,3414,932908,2421,87097,4254,845811,4604,283238,1719,85663,3306,197575,3727,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1339549,562,659292,2375,129833,1647,7640,1287,122193,1999,420384,1780,46183,3505,374201,3769,109075,974,34943,2237,74132,2208,680257,2304,128081,1752,4084,919,123997,1795,424316,1501,44571,3037,379745,3619,127860,1097,37370,2732,90490,2714,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2960503,988,1441597,4491,356970,3579,27222,2787,329748,4305,862769,3611,133691,5990,729078,6465,221858,1991,97728,3651,124130,3677,1518906,4340,345375,3399,15176,1757,330199,4087,904497,3141,142019,5362,762478,5974,269034,1977,107718,3704,161316,3598,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,952211,1135,456419,2074,102405,1181,5785,1483,96620,1984,274255,1542,30440,2928,243815,3076,79759,817,24605,2125,55154,2056,495792,1400,100329,1127,3856,993,96473,1588,298335,724,31091,2806,267244,2769,97128,703,30022,2021,67106,2028,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5553564,740,2761536,3436,665376,2727,31925,2662,633451,3712,1702533,2858,150350,5972,1552183,5789,393627,1810,127232,3781,266395,4125,2792028,3590,634756,2628,15530,2015,619226,3034,1692547,2916,146131,5685,1546416,6364,464725,2044,137576,3937,327149,4022,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
