GEO_ID,B17010H_001E,B17010H_001M,B17010H_002E,B17010H_002M,B17010H_003E,B17010H_003M,B17010H_004E,B17010H_004M,B17010H_005E,B17010H_005M,B17010H_006E,B17010H_006M,B17010H_007E,B17010H_007M,B17010H_008E,B17010H_008M,B17010H_009E,B17010H_009M,B17010H_010E,B17010H_010M,B17010H_011E,B17010H_011M,B17010H_012E,B17010H_012M,B17010H_013E,B17010H_013M,B17010H_014E,B17010H_014M,B17010H_015E,B17010H_015M,B17010H_016E,B17010H_016M,B17010H_017E,B17010H_017M,B17010H_018E,B17010H_018M,B17010H_019E,B17010H_019M,B17010H_020E,B17010H_020M,B17010H_021E,B17010H_021M,B17010H_022E,B17010H_022M,B17010H_023E,B17010H_023M,B17010H_024E,B17010H_024M,B17010H_025E,B17010H_025M,B17010H_026E,B17010H_026M,B17010H_027E,B17010H_027M,B17010H_028E,B17010H_028M,B17010H_029E,B17010H_029M,B17010H_030E,B17010H_030M,B17010H_031E,B17010H_031M,B17010H_032E,B17010H_032M,B17010H_033E,B17010H_033M,B17010H_034E,B17010H_034M,B17010H_035E,B17010H_035M,B17010H_036E,B17010H_036M,B17010H_037E,B17010H_037M,B17010H_038E,B17010H_038M,B17010H_039E,B17010H_039M,B17010H_040E,B17010H_040M,B17010H_041E,B17010H_041M,NAME,B17010H_001MA,B17010H_001EA,B17010H_002MA,B17010H_002EA,B17010H_003MA,B17010H_003EA,B17010H_004MA,B17010H_004EA,B17010H_005MA,B17010H_005EA,B17010H_006MA,B17010H_006EA,B17010H_007MA,B17010H_007EA,B17010H_008MA,B17010H_008EA,B17010H_009EA,B17010H_009MA,B17010H_010EA,B17010H_010MA,B17010H_011MA,B17010H_011EA,B17010H_012MA,B17010H_012EA,B17010H_013MA,B17010H_013EA,B17010H_014MA,B17010H_014EA,B17010H_015MA,B17010H_015EA,B17010H_016MA,B17010H_016EA,B17010H_017MA,B17010H_017EA,B17010H_018MA,B17010H_018EA,B17010H_019MA,B17010H_019EA,B17010H_020MA,B17010H_020EA,B17010H_021EA,B17010H_021MA,B17010H_022MA,B17010H_022EA,B17010H_023EA,B17010H_023MA,B17010H_024MA,B17010H_024EA,B17010H_025MA,B17010H_025EA,B17010H_026MA,B17010H_026EA,B17010H_027MA,B17010H_027EA,B17010H_028MA,B17010H_028EA,B17010H_029MA,B17010H_029EA,B17010H_030MA,B17010H_030EA,B17010H_031EA,B17010H_031MA,B17010H_032EA,B17010H_032MA,B17010H_033MA,B17010H_033EA,B17010H_034MA,B17010H_034EA,B17010H_035MA,B17010H_035EA,B17010H_036MA,B17010H_036EA,B17010H_037MA,B17010H_037EA,B17010H_038MA,B17010H_038EA,B17010H_039MA,B17010H_039EA,B17010H_040MA,B17010H_040EA,B17010H_041EA,B17010H_041MA,state
0400000US08,997741,9959,40655,3444,17932,1961,7977,1525,1757,744,2336,932,3884,999,9955,1505,22723,2634,4395,1180,3146,1091,474,363,202,166,2470,966,1249,452,18328,2467,15442,2261,2572,963,5182,1284,7688,1344,2886,853,957086,10174,804412,9509,304589,7032,62110,3527,56736,3958,185743,5706,499823,7621,152674,5876,52900,3355,28158,2589,5035,1250,2490,910,20633,2309,24742,2613,99774,5077,50082,4156,6299,1577,4664,1351,39119,3378,49692,2637,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,1395416,10488,100017,5279,39069,2927,20176,2188,2655,806,6046,1387,11475,1662,18893,2009,60948,4482,10938,1852,8500,1724,2120,681,883,420,5497,1548,2438,721,50010,4044,43339,3607,9502,1621,11519,2034,22318,2159,6671,1405,1295399,11184,1052127,12244,392901,7568,67185,4618,83039,4933,242677,6960,659226,10077,243272,7499,84674,4322,48355,3229,11275,1709,6162,1228,30918,2619,36319,3164,158598,6074,88919,5254,12095,1553,11918,2160,64906,4413,69679,3852,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,998984,10156,113353,5095,49081,3528,27240,2619,4307,942,9539,1820,13394,1797,21841,2129,64272,4328,9606,1604,7043,1352,1485,572,960,551,4598,1234,2563,820,54666,3828,45352,3611,9645,1881,11826,2127,23881,2410,9314,1269,885631,10336,716667,9656,274534,5667,52156,2886,51109,3526,171269,5058,442133,8288,168964,6740,57132,3696,30761,2771,8122,1492,3942,1081,18697,2161,26371,2958,111832,5358,57420,4042,8141,1545,6302,1412,42977,3169,54412,3375,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,705736,8914,57226,4294,22824,2761,9691,1804,1250,576,3635,1105,4806,1155,13133,1794,34402,3526,7142,1540,4665,1374,1933,905,546,457,2186,961,2477,892,27260,2876,23882,2821,4279,1265,6781,1375,12822,2314,3378,894,648510,9035,530647,10022,204883,6256,40401,3785,39386,3377,125096,5320,325764,6844,117863,6325,40079,3614,22186,2714,4008,1215,3934,1394,14244,2212,17893,2428,77784,4453,39638,3577,5436,1396,4891,1474,29311,3002,38146,3189,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,2063930,12697,108586,4474,43599,3322,18496,2109,2316,707,5841,1167,10339,1576,25103,2429,64987,3536,11575,1657,8062,1333,1862,586,1371,603,4829,1159,3513,954,53412,3534,44417,3309,9328,1558,10586,1523,24503,2448,8995,1483,1955344,12614,1630288,12218,606766,8717,124628,4747,103829,4942,378309,6536,1023522,9806,325056,8114,105196,4688,49886,3299,10748,1865,4868,1046,34270,2724,55310,3644,219860,6133,110791,5283,16175,1892,12118,2009,82498,4443,109069,3915,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,714393,7296,40690,2885,14537,1623,6514,1038,1643,597,2087,532,2784,723,8023,1062,26153,2248,3889,852,2885,727,924,432,730,324,1231,436,1004,420,22264,2122,19177,2191,4412,1347,4291,864,10474,1421,3087,707,673703,7502,560165,7997,205533,5112,38984,2665,43220,3424,123329,3919,354632,6474,113538,4527,42243,3166,27475,2528,6174,1176,3742,928,17559,1920,14768,1905,71295,3567,42793,2848,8097,1686,4636,1015,30060,2217,28502,2322,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,314455,5783,12451,1636,4068,856,1821,644,84,117,736,465,1001,483,2247,582,8383,1532,1265,600,1207,593,240,181,299,211,668,504,58,61,7118,1493,6041,1452,1101,638,1419,614,3521,995,1077,466,302004,5439,250766,5787,80678,3895,14005,1677,13716,1828,52957,2920,170088,4059,51238,3735,18214,2331,9261,1504,1711,658,828,601,6722,1253,8953,1676,33024,2801,18338,2218,2280,827,2129,711,13929,2355,14686,1655,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,587954,9191,55787,4545,25076,2786,12367,2020,2167,869,4548,1188,5652,1335,12709,1707,30711,2866,6024,1274,4358,986,1397,676,778,531,2183,770,1666,710,24687,2716,21219,2597,4505,1220,4397,1011,12317,2075,3468,892,532167,8134,433257,7598,156334,4933,28267,2584,28986,2527,99081,4021,276923,6118,98910,5369,33794,3420,18123,2392,3882,1304,2598,1211,11643,1734,15671,1995,65116,3962,35522,2732,5748,1365,4996,1206,24778,2366,29594,2351,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,158999,4099,7613,1367,3623,792,1552,626,95,117,333,286,1124,556,2071,573,3990,1115,830,453,731,441,336,273,0,200,395,352,99,125,3160,1079,2400,975,416,349,528,482,1456,778,760,397,151386,4333,123929,3953,37791,2711,7499,1169,5728,1187,24564,2085,86138,3200,27457,2593,7942,1478,3960,1079,373,261,477,336,3110,1029,3982,1044,19515,2024,9127,1359,1109,492,856,533,7162,1300,10388,1599,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,1181473,7730,43910,2707,18483,1628,7065,1091,1179,452,2268,683,3618,745,11418,1237,25427,2539,4297,922,2639,675,312,120,753,372,1574,488,1658,616,21130,2166,17810,2153,3759,973,3371,789,10680,1606,3320,739,1137563,7551,958725,8159,360175,5661,71820,3330,65359,3477,222996,5466,598550,7159,178838,4965,66800,3484,37233,2459,7817,1234,4511,905,24905,2159,29567,2325,112038,4268,62806,3104,9838,1241,6039,972,46929,2792,49232,2491,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
