GEO_ID,C21001H_001E,C21001H_001M,C21001H_002E,C21001H_002M,C21001H_003E,C21001H_003M,C21001H_004E,C21001H_004M,C21001H_005E,C21001H_005M,C21001H_006E,C21001H_006M,C21001H_007E,C21001H_007M,C21001H_008E,C21001H_008M,C21001H_009E,C21001H_009M,C21001H_010E,C21001H_010M,C21001H_011E,C21001H_011M,C21001H_012E,C21001H_012M,C21001H_013E,C21001H_013M,C21001H_014E,C21001H_014M,C21001H_015E,C21001H_015M,NAME,C21001H_001MA,C21001H_001EA,C21001H_002MA,C21001H_002EA,C21001H_003MA,C21001H_003EA,C21001H_004MA,C21001H_004EA,C21001H_005MA,C21001H_005EA,C21001H_006EA,C21001H_006MA,C21001H_007EA,C21001H_007MA,C21001H_008MA,C21001H_008EA,C21001H_009MA,C21001H_009EA,C21001H_010MA,C21001H_010EA,C21001H_011MA,C21001H_011EA,C21001H_012MA,C21001H_012EA,C21001H_013MA,C21001H_013EA,C21001H_014MA,C21001H_014EA,C21001H_015EA,C21001H_015MA,state
0400000US08,3130687,2694,1556874,2172,1247173,2125,130817,5695,1116356,5983,309701,377,134594,3315,175107,3360,1573813,1879,1211395,1821,23021,2330,1188374,2839,362418,366,6384,1366,356034,1404,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,4156928,3342,2019829,2383,1601040,2050,140591,5260,1460449,6265,418789,821,170168,4523,248621,4468,2137099,1503,1608826,1487,16034,1995,1592792,2406,528273,202,5661,999,522612,1015,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,2978050,1948,1439002,1694,1139982,1671,100714,5482,1039268,5759,299020,353,111671,3177,187349,3211,1539048,1195,1165172,1124,11944,1826,1153228,2277,373876,432,3371,762,370505,903,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2156119,2029,1044756,1812,818811,1826,70730,4401,748081,4720,225945,309,87547,3507,138398,3433,1111363,1143,833199,1063,10230,1778,822969,2240,278164,408,3653,734,274511,840,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,6293229,3445,3058589,2479,2388463,2434,161645,5449,2226818,6035,670126,304,251918,4972,418208,4981,3234640,1915,2386243,1849,20903,2719,2365340,3252,848397,377,6892,1078,841505,1127,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,2127249,1585,1040549,935,808594,951,66129,3598,742465,3478,231955,154,97765,3118,134190,3131,1086700,1022,800747,975,8598,1426,792149,1744,285953,263,2385,534,283568,657,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,999075,1354,488373,1275,380204,1261,36486,2632,343718,2860,108169,198,46317,2219,61852,2238,510702,383,382620,343,5263,1035,377357,1050,128082,184,2030,529,126052,516,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,1729690,1100,838224,869,641861,869,63485,3421,578376,3552,196363,13,80039,3636,116324,3635,891466,632,649674,617,8810,1577,640864,1744,241792,74,2591,626,239201,616,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,496848,945,236854,742,171652,742,15993,1800,155659,1899,65202,200,29178,1686,36024,1686,259994,387,181225,391,2611,808,178614,960,78769,59,507,323,78262,329,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,3560338,1606,1752265,1300,1374036,1184,97203,3648,1276833,3840,378229,256,154995,3771,223234,3744,1808073,817,1354538,824,14051,1604,1340487,1875,453535,193,4735,807,448800,839,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US30,730923,1073,365595,770,275240,768,30150,2623,245090,2770,90355,140,39021,2117,51334,2119,365328,705,268419,587,5545,1181,262874,1363,96909,215,1705,539,95204,551,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US23,1023845,677,494407,519,372176,515,40575,2775,331601,2827,122231,80,52542,1928,69689,1937,529438,264,382916,264,5869,1119,377047,1180,146522,170,2115,709,144407,709,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US37,5266204,3556,2520191,2798,1934481,2821,204874,7740,1729607,7843,585710,216,241866,5009,343844,4962,2746013,2276,2015819,2122,32916,2990,1982903,3611,730194,644,6429,1244,723765,1386,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
