GEO_ID,C17024_001E,C17024_001M,C17024_002E,C17024_002M,C17024_003E,C17024_003M,C17024_004E,C17024_004M,C17024_005E,C17024_005M,C17024_006E,C17024_006M,C17024_007E,C17024_007M,C17024_008E,C17024_008M,C17024_009E,C17024_009M,C17024_010E,C17024_010M,C17024_011E,C17024_011M,C17024_012E,C17024_012M,C17024_013E,C17024_013M,C17024_014E,C17024_014M,C17024_015E,C17024_015M,C17024_016E,C17024_016M,C17024_017E,C17024_017M,C17024_018E,C17024_018M,C17024_019E,C17024_019M,C17024_020E,C17024_020M,C17024_021E,C17024_021M,C17024_022E,C17024_022M,C17024_023E,C17024_023M,C17024_024E,C17024_024M,C17024_025E,C17024_025M,C17024_026E,C17024_026M,C17024_027E,C17024_027M,C17024_028E,C17024_028M,NAME,C17024_001MA,C17024_001EA,C17024_002MA,C17024_002EA,C17024_003EA,C17024_003MA,C17024_004EA,C17024_004MA,C17024_005MA,C17024_005EA,C17024_006MA,C17024_006EA,C17024_007MA,C17024_007EA,C17024_008MA,C17024_008EA,C17024_009MA,C17024_009EA,C17024_010MA,C17024_010EA,C17024_011MA,C17024_011EA,C17024_012MA,C17024_012EA,C17024_013EA,C17024_013MA,C17024_014EA,C17024_014MA,C17024_015MA,C17024_015EA,C17024_016MA,C17024_016EA,C17024_017MA,C17024_017EA,C17024_018EA,C17024_018MA,C17024_019MA,C17024_019EA,C17024_020MA,C17024_020EA,C17024_021MA,C17024_021EA,C17024_022MA,C17024_022EA,C17024_023EA,C17024_023MA,C17024_024EA,C17024_024MA,C17024_025MA,C17024_025EA,C17024_026MA,C17024_026EA,C17024_027MA,C17024_027EA,C17024_028MA,C17024_028EA,state
0400000US08,5577020,2234,1254115,3282,65141,6719,84346,9343,54693,6722,188179,12119,214731,10561,172267,10719,136749,9070,338009,11393,3529275,3203,169828,7836,159299,7615,96798,6931,373410,15489,513381,14841,504981,16336,407211,13680,1304367,20765,793630,2101,20910,2485,37968,2913,29925,3145,96742,4679,128435,5866,107922,5130,88896,5287,282832,6377,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US18,6489261,4578,1531482,5399,121658,9279,153712,9378,95049,9337,248956,11338,296885,14435,225490,11876,152349,10527,237383,10696,3941891,4030,244435,11025,252657,10411,150767,7823,469755,14052,668216,19571,620957,15709,489880,17795,1045224,20825,1015888,3127,30670,2985,49506,3380,44648,3343,157015,6012,203047,8098,172904,7912,121318,6908,236780,8273,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US21,4326305,3844,980918,4421,107874,8887,117836,8859,54427,6608,164305,9419,165999,10619,131173,7292,87694,5705,151610,8219,2635871,2833,197660,9796,234550,9291,110971,6935,359797,13424,434111,13161,391995,14268,281953,11878,624834,16139,709516,2481,20368,2260,52120,3963,43186,3674,120939,6408,140786,5638,109542,5916,69371,4561,153204,5813,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4529028,2896,1082739,3415,125971,8770,157247,12557,80614,8712,179910,10926,165807,9860,122320,7633,81762,5983,169108,9398,2747404,3618,215902,9459,257787,12279,140155,8324,399791,14707,415437,15747,348342,12683,268088,11899,701902,20882,698885,3199,24114,2811,62605,3631,48627,3766,118761,6517,128605,7356,93440,6617,64926,4306,157807,7375,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US17,12447271,3849,2817981,4291,195672,12945,261254,15039,156030,10502,416893,16455,466289,18689,362912,15328,264462,11052,694469,14357,7703754,4222,438506,13032,443453,12435,251913,12705,813042,21876,1121044,24701,1063642,22479,851531,19690,2720623,27959,1925536,3819,61069,4012,109293,5536,80799,4889,270588,9754,342810,9788,258282,8038,211760,8613,590935,11256,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US19,3055939,1516,719504,2920,38550,4535,58672,5180,38150,4207,106807,7282,141690,7808,120145,6868,74548,5528,140942,6837,1820730,2696,103337,5323,106342,5759,63575,4479,198726,8921,293188,10387,290205,9526,227576,8890,537781,13620,515705,2101,12796,1703,23807,1730,26122,2866,73674,3395,97325,4646,91610,3802,55453,3482,134918,4913,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US33,1312006,1622,252085,2133,13953,3258,12877,2630,8077,2478,25612,3523,38843,4399,37541,4386,28519,3454,86663,5385,822986,1591,29852,3310,30449,2939,18987,2679,67637,5487,107126,6475,116632,7666,103005,7034,349298,9744,236935,1307,5590,1247,7499,1471,9093,1331,28954,2858,39579,2824,37029,3404,28296,2613,80895,3763,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US05,2925448,2347,690886,2951,67076,6443,103693,8437,47094,4648,128685,8511,121062,6943,82538,5308,54154,5441,86584,5931,1743670,4030,115722,7511,167731,10011,93377,6193,268609,12483,312432,12537,248040,9804,168771,9104,368988,13105,490892,2821,13743,2414,36539,2973,29198,2674,89737,5253,98144,4364,70505,3866,47711,4033,105315,5416,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US10,940786,1409,198852,1424,15089,3808,22194,3330,10340,3033,29688,4587,34791,4376,23933,4322,20890,2729,41927,3700,565047,1084,31915,3428,37172,4494,16604,2988,57373,5849,83224,6208,78235,6904,70413,5973,190111,7152,176887,1004,3631,844,7241,1240,5466,1364,19640,2212,31129,2629,24731,2125,21568,2377,63481,3043,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US27,5488344,2504,1279942,3178,59931,6664,89571,8024,53068,6528,169655,8439,202520,10457,182851,7773,161485,8118,360861,8964,3350050,2923,149403,7373,165118,7167,97634,6689,298783,11284,443435,12601,482833,12870,422324,10855,1290520,15573,858352,2411,22042,1998,43012,3267,33936,2479,112090,4903,147782,5187,135569,4453,106512,5159,257409,6293,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
