GEO_ID,B22005H_001E,B22005H_001M,B22005H_002E,B22005H_002M,B22005H_003E,B22005H_003M,NAME,B22005H_001MA,B22005H_001EA,B22005H_002MA,B22005H_002EA,B22005H_003MA,B22005H_003EA,state
0400000US08,1623055,7271,80961,4191,1542094,7564,Colorado,null,null,null,null,null,null,08
0400000US18,2138890,11742,153783,6116,1985107,12028,Indiana,null,null,null,null,null,null,18
0400000US21,1501845,8091,183521,7013,1318324,9596,Kentucky,null,null,null,null,null,null,21
0400000US22,1078469,7878,94210,5149,984259,8210,Louisiana,null,null,null,null,null,null,22
0400000US17,3283875,11545,262348,6607,3021527,13150,Illinois,null,null,null,null,null,null,17
0400000US19,1137235,7193,93814,3997,1043421,8315,Iowa,null,null,null,null,null,null,19
0400000US33,491963,4896,28922,2799,463041,5551,New Hampshire,null,null,null,null,null,null,33
0400000US05,880894,6049,78789,4247,802105,6473,Arkansas,null,null,null,null,null,null,05
0400000US10,245001,3785,18948,2496,226053,3772,Delaware,null,null,null,null,null,null,10
0400000US27,1870540,6194,91396,4147,1779144,7508,Minnesota,null,null,null,null,null,null,27
0400000US30,387497,4816,30653,2663,356844,4779,Montana,null,null,null,null,null,null,30
0400000US23,543067,4813,67096,3645,475971,5771,Maine,null,null,null,null,null,null,23
0400000US37,2705172,12864,196488,5384,2508684,13740,North Carolina,null,null,null,null,null,null,37
0400000US13,2166267,11189,152061,5927,2014206,11428,Georgia,null,null,null,null,null,null,13
0400000US02,173278,2978,10283,1264,162995,2853,Alaska,null,null,null,null,null,null,02
0400000US01,1253762,9341,99980,4942,1153782,8830,Alabama,null,null,null,null,null,null,01
0400000US50,246173,3434,25198,2273,220975,3873,Vermont,null,null,null,null,null,null,50
0400000US32,649838,5477,47604,3101,602234,6555,Nevada,null,null,null,null,null,null,32
0400000US54,686920,6385,110825,4845,576095,7581,West Virginia,null,null,null,null,null,null,54
0400000US40,1063032,5896,110312,4272,952720,6905,Oklahoma,null,null,null,null,null,null,40
0400000US55,2027361,7042,145610,4933,1881751,8245,Wisconsin,null,null,null,null,null,null,55
0400000US72,10683,1581,2617,895,8066,1389,Puerto Rico,null,null,null,null,null,null,72
0400000US51,2124264,10396,117956,6096,2006308,11715,Virginia,null,null,null,null,null,null,51
0400000US38,278565,4020,15167,1724,263398,4220,North Dakota,null,null,null,null,null,null,38
0400000US45,1304391,9070,84373,5149,1220018,9937,South Carolina,null,null,null,null,null,null,45
0400000US41,1335734,7046,179038,6828,1156696,8787,Oregon,null,null,null,null,null,null,41
0400000US56,200804,3580,8699,1701,192105,3797,Wyoming,null,null,null,null,null,null,56
0400000US06,6157056,18901,302205,8758,5854851,18962,California,null,null,null,null,null,null,06
0400000US28,659442,5699,54433,4024,605009,6259,Mississippi,null,null,null,null,null,null,28
0400000US09,988740,6567,59556,3419,929184,7280,Connecticut,null,null,null,null,null,null,09
0400000US48,4792914,17753,269581,8260,4523333,19124,Texas,null,null,null,null,null,null,48
0400000US24,1238687,8112,73778,4245,1164909,8800,Maryland,null,null,null,null,null,null,24
0400000US12,4780660,19891,364888,9917,4415772,21466,Florida,null,null,null,null,null,null,12
0400000US25,1997284,8366,152081,5743,1845203,9960,Massachusetts,null,null,null,null,null,null,25
0400000US11,117638,2991,821,433,116817,2983,District of Columbia,null,null,null,null,null,null,11
0400000US49,824272,5334,45065,2986,779207,5933,Utah,null,null,null,null,null,null,49
0400000US36,4502842,15587,378424,8478,4124418,16940,New York,null,null,null,null,null,null,36
0400000US34,1960857,9309,73116,4422,1887741,10208,New Jersey,null,null,null,null,null,null,34
0400000US39,3781544,12310,358136,8515,3423408,13713,Ohio,null,null,null,null,null,null,39
0400000US29,1982986,10154,168724,5790,1814262,11414,Missouri,null,null,null,null,null,null,29
0400000US42,4074183,12162,385761,8825,3688422,13635,Pennsylvania,null,null,null,null,null,null,42
0400000US26,3088045,11183,276315,7142,2811730,10897,Michigan,null,null,null,null,null,null,26
0400000US31,642178,3649,40630,2895,601548,4145,Nebraska,null,null,null,null,null,null,31
0400000US16,553552,5200,44601,3616,508951,5938,Idaho,null,null,null,null,null,null,16
0400000US35,361417,3915,35808,2689,325609,4583,New Mexico,null,null,null,null,null,null,35
0400000US15,132757,3147,9738,1686,123019,3317,Hawaii,null,null,null,null,null,null,15
0400000US46,302315,3330,16365,1578,285950,3488,South Dakota,null,null,null,null,null,null,46
0400000US53,2162085,10067,202594,7172,1959491,11483,Washington,null,null,null,null,null,null,53
0400000US44,315283,4863,32036,3066,283247,4717,Rhode Island,null,null,null,null,null,null,44
0400000US04,1690229,9193,106366,5517,1583863,10429,Arizona,null,null,null,null,null,null,04
0400000US47,1995547,9154,205883,6861,1789664,11977,Tennessee,null,null,null,null,null,null,47
0400000US20,914476,6768,50514,3149,863962,6653,Kansas,null,null,null,null,null,null,20
