GEO_ID,C17001G_001E,C17001G_001M,C17001G_002E,C17001G_002M,C17001G_003E,C17001G_003M,C17001G_004E,C17001G_004M,C17001G_005E,C17001G_005M,C17001G_006E,C17001G_006M,C17001G_007E,C17001G_007M,C17001G_008E,C17001G_008M,C17001G_009E,C17001G_009M,C17001G_010E,C17001G_010M,C17001G_011E,C17001G_011M,C17001G_012E,C17001G_012M,C17001G_013E,C17001G_013M,C17001G_014E,C17001G_014M,C17001G_015E,C17001G_015M,C17001G_016E,C17001G_016M,C17001G_017E,C17001G_017M,C17001G_018E,C17001G_018M,C17001G_019E,C17001G_019M,NAME,C17001G_001EA,C17001G_001MA,C17001G_002EA,C17001G_002MA,C17001G_003EA,C17001G_003MA,C17001G_004EA,C17001G_004MA,C17001G_005EA,C17001G_005MA,C17001G_006EA,C17001G_006MA,C17001G_007EA,C17001G_007MA,C17001G_008EA,C17001G_008MA,C17001G_009EA,C17001G_009MA,C17001G_010MA,C17001G_010EA,C17001G_011EA,C17001G_011MA,C17001G_012EA,C17001G_012MA,C17001G_013EA,C17001G_013MA,C17001G_014EA,C17001G_014MA,C17001G_015EA,C17001G_015MA,C17001G_016EA,C17001G_016MA,C17001G_017EA,C17001G_017MA,C17001G_018EA,C17001G_018MA,C17001G_019EA,C17001G_019MA,state
0400000US40,294293,9402,58107,4813,26413,2680,14727,1869,10684,1660,1002,323,31694,3187,14176,1994,16016,1975,1502,415,236186,8564,119461,5003,48533,2975,62892,3653,8036,709,116725,5293,46424,3041,60387,3720,9914,945,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US55,140641,8792,26087,4382,11750,2362,7454,1794,4114,938,182,248,14337,2644,6444,1637,7386,1731,507,305,114554,7364,57343,4505,27717,2897,26868,2492,2758,810,57211,4104,30517,3011,23999,2633,2695,682,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US72,152610,9499,63305,7129,29852,3654,10474,2047,14812,2333,4566,1005,33453,4480,6672,1569,20344,2890,6437,1481,89305,7408,44927,4221,8334,1843,28087,2876,8506,1324,44378,4248,7203,1730,26230,2791,10945,1561,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
0400000US51,338514,14511,35836,5156,15647,2847,9735,2230,5582,1260,330,246,20189,3395,9638,2299,9107,1903,1444,543,302678,14425,149238,8667,73198,5224,69773,5199,6267,1463,153440,8744,69360,5630,77620,5315,6460,1349,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US38,17135,2413,1953,814,816,435,365,270,443,332,8,16,1137,608,337,306,645,476,155,175,15182,2323,7826,1940,3539,1173,4146,1202,141,133,7356,1183,3411,784,3728,933,217,229,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US45,114727,9333,23697,3871,11489,2331,8887,2074,2448,930,154,204,12208,2275,7681,1869,4231,1038,296,294,91030,8140,46762,5323,22701,3146,22259,3297,1802,713,44268,4504,20628,2919,20676,2720,2964,985,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US41,190920,8259,29253,2973,11544,1839,3629,901,7256,1497,659,381,17709,2435,7483,1752,9350,1940,876,418,161667,7817,81933,5119,35123,3060,42194,3350,4616,1378,79734,4962,29068,3043,45131,3437,5535,1322,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US56,13520,2118,1317,631,703,457,287,331,396,378,20,36,614,342,115,132,452,281,47,90,12203,2048,5965,1583,2096,902,3550,1300,319,285,6238,1334,3027,875,2982,949,229,240,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US06,1960244,33258,230435,11848,108083,7064,53788,5012,49113,3832,5182,1274,122352,8225,49664,4857,64100,4898,8588,1575,1729809,31470,869042,20231,378281,12683,448422,12981,42339,2920,860767,18351,363784,10786,441907,12507,55076,3018,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US28,42935,5544,9250,3110,4813,2037,3678,1928,1054,560,81,90,4437,1566,2889,1292,1389,678,159,159,33685,5011,17282,3102,9494,2404,7382,1834,406,309,16403,3020,7968,2032,6963,1571,1472,624,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US09,116912,7412,19102,3308,8461,1799,4730,1347,3369,1060,362,355,10641,2147,4806,1491,5279,1293,556,365,97810,6933,47824,4109,24292,3091,22243,2471,1289,493,49986,4882,24068,3082,24022,2926,1896,585,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US48,740075,21996,101651,9570,50521,5263,28448,4120,20540,2918,1533,627,51130,5738,25622,3931,23336,3307,2172,810,638424,19324,318477,11300,138531,8595,165646,7720,14300,1773,319947,12014,145780,7524,155551,7078,18616,2149,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US24,216560,10972,20000,3719,9616,2276,5521,1885,3692,1060,403,301,10384,2196,3449,1237,6265,1420,670,424,196560,10820,98177,6411,47578,4195,45670,3845,4929,926,98383,6247,43873,4039,47817,3828,6693,1443,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US12,601472,21497,85276,8311,40374,4859,24717,4100,13223,2635,2434,855,44902,5278,20060,3482,20762,3065,4080,1224,516196,19593,251234,12320,110892,8697,122114,7317,18228,2417,264962,11403,107149,7291,137841,7908,19972,2419,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US25,224294,12268,32514,5480,14298,2721,8180,2151,5635,1408,483,404,18216,3480,7211,2384,9411,1716,1594,640,191780,11783,94081,7030,39971,4041,50727,4522,3383,1060,97699,6642,41960,4161,50787,3937,4952,1338,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US11,23741,2712,2667,1251,1097,646,287,379,783,474,27,45,1570,788,283,304,892,492,395,391,21074,2630,10457,1695,3989,1103,6014,1162,454,408,10617,1693,3736,906,6179,1335,702,410,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US49,99698,6413,10093,2119,4449,1208,2303,888,2146,776,0,193,5644,1275,2422,1010,3159,957,63,102,89605,6113,43964,3873,21957,2418,20756,2294,1251,471,45641,4042,24933,2732,19448,2309,1260,538,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US36,629252,24147,111621,12204,51328,6751,23691,4345,24289,3229,3348,1157,60293,6413,26466,3923,28898,3654,4929,1146,517631,20429,252824,13031,106419,6905,130680,8069,15725,1940,264807,10581,101046,5867,142383,6774,21378,2571,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US34,242799,15801,26535,5445,12630,3266,6655,1925,5394,1870,581,325,13905,2797,5200,1703,7746,2021,959,448,216264,13984,110644,8192,50583,5227,53978,4423,6083,1349,105620,8393,44648,5051,54081,4636,6891,1320,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US39,346561,15247,85404,8294,41185,5528,24775,4348,16013,2388,397,307,44219,4463,26162,3424,17435,2462,622,343,261157,12180,133320,6987,66671,4903,61586,4622,5063,1135,127837,7853,63461,5062,57515,4666,6861,1248,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US29,169791,7684,32636,3687,17674,2646,10488,1836,6468,1657,718,421,14962,2343,7951,1793,6243,1318,768,415,137155,7456,65999,4995,34089,3540,28821,2895,3089,895,71156,4488,33105,3073,32959,2680,5092,1160,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US42,317404,13787,66593,7019,31574,4311,18305,2917,12619,2446,650,340,35019,3737,17275,2649,16555,2482,1189,451,250811,11624,124098,6944,59733,4395,60128,4438,4237,916,126713,7593,60725,4352,59542,4263,6446,1077,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US26,283976,10241,61476,6040,28590,3258,18031,2726,9255,1682,1304,482,32886,4219,17481,2922,14242,2493,1163,431,222500,8760,112963,5982,51098,3677,56305,4136,5560,1004,109537,5628,47050,3707,54354,3440,8133,1027,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US31,57186,5156,9963,2046,4670,1161,2295,708,2362,844,13,25,5293,1416,2765,958,2341,748,187,203,47223,5017,23916,3304,11960,1857,10932,1850,1024,555,23307,3038,13068,2380,8977,1386,1262,469,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US16,52031,5098,8855,1851,4657,1265,2314,910,1787,611,556,514,4198,1228,2240,941,1753,656,205,191,43176,5118,22485,2969,9698,2301,11830,2004,957,591,20691,3440,7980,2128,11335,2333,1376,636,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US35,64515,5453,12136,2489,6871,1607,3259,1289,3044,1041,568,358,5265,1578,2674,1072,2480,838,111,124,52379,5194,27386,3210,12234,1984,13124,1986,2028,710,24993,2825,9772,1906,12664,1837,2557,920,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US15,339541,12125,36461,5318,17270,2668,8593,1940,8252,1439,425,350,19191,3608,9486,2940,8770,1496,935,380,303080,12490,155904,6613,57074,3877,86669,4289,12161,1535,147176,7209,53154,4326,79941,4717,14081,1494,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US46,22428,3574,5264,1891,2580,1092,1777,809,803,687,0,163,2684,1169,1212,671,1381,689,91,97,17164,3048,9232,1985,4845,1468,4214,1151,173,164,7932,1811,3391,1137,4432,1256,109,117,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US53,440025,15433,56851,6243,25160,2814,11803,2101,12847,1594,510,290,31691,5122,14519,3114,15994,2850,1178,567,383174,14563,190147,8220,86490,5507,97462,5300,6195,936,193027,8681,84091,5884,98686,5719,10250,1587,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US44,30569,3440,4981,1679,2789,1094,1793,1018,784,561,212,282,2192,905,904,598,1216,628,72,122,25588,3333,13788,2101,5627,1311,7298,1779,863,390,11800,2260,3802,1002,7233,1908,765,437,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US04,280025,13957,45657,6265,22679,3658,12058,2911,9724,1675,897,424,22978,3709,11723,2893,10006,1933,1249,576,234368,12259,114604,7700,49063,4405,58655,4467,6886,1341,119764,7381,49371,4240,62377,5070,8016,1346,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US47,148520,8737,33961,5052,15431,2811,9944,2161,4957,1441,530,269,18530,3079,10073,2135,7688,1850,769,493,114559,7465,54710,5211,28819,3731,22568,3085,3323,1045,59849,4793,27560,3184,29653,3011,2636,782,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US20,103302,7458,22219,3346,9880,1829,6046,1430,3646,1071,188,167,12339,2179,5789,1429,6348,1559,202,257,81083,6280,42999,3902,20947,2377,20464,2820,1588,484,38084,3639,19360,2364,16989,2254,1735,633,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
