GEO_ID,B08006_001E,B08006_001M,B08006_002E,B08006_002M,B08006_003E,B08006_003M,B08006_004E,B08006_004M,B08006_005E,B08006_005M,B08006_006E,B08006_006M,B08006_007E,B08006_007M,B08006_008E,B08006_008M,B08006_009E,B08006_009M,B08006_010E,B08006_010M,B08006_011E,B08006_011M,B08006_012E,B08006_012M,B08006_013E,B08006_013M,B08006_014E,B08006_014M,B08006_015E,B08006_015M,B08006_016E,B08006_016M,B08006_017E,B08006_017M,B08006_018E,B08006_018M,B08006_019E,B08006_019M,B08006_020E,B08006_020M,B08006_021E,B08006_021M,B08006_022E,B08006_022M,B08006_023E,B08006_023M,B08006_024E,B08006_024M,B08006_025E,B08006_025M,B08006_026E,B08006_026M,B08006_027E,B08006_027M,B08006_028E,B08006_028M,B08006_029E,B08006_029M,B08006_030E,B08006_030M,B08006_031E,B08006_031M,B08006_032E,B08006_032M,B08006_033E,B08006_033M,B08006_034E,B08006_034M,B08006_035E,B08006_035M,B08006_036E,B08006_036M,B08006_037E,B08006_037M,B08006_038E,B08006_038M,B08006_039E,B08006_039M,B08006_040E,B08006_040M,B08006_041E,B08006_041M,B08006_042E,B08006_042M,B08006_043E,B08006_043M,B08006_044E,B08006_044M,B08006_045E,B08006_045M,B08006_046E,B08006_046M,B08006_047E,B08006_047M,B08006_048E,B08006_048M,B08006_049E,B08006_049M,B08006_050E,B08006_050M,B08006_051E,B08006_051M,NAME,B08006_001EA,B08006_001MA,B08006_002MA,B08006_002EA,B08006_003EA,B08006_003MA,B08006_004EA,B08006_004MA,B08006_005MA,B08006_005EA,B08006_006MA,B08006_006EA,B08006_007EA,B08006_007MA,B08006_008MA,B08006_008EA,B08006_009EA,B08006_009MA,B08006_010EA,B08006_010MA,B08006_011MA,B08006_011EA,B08006_012EA,B08006_012MA,B08006_013EA,B08006_013MA,B08006_014EA,B08006_014MA,B08006_015EA,B08006_015MA,B08006_016EA,B08006_016MA,B08006_017MA,B08006_017EA,B08006_018EA,B08006_018MA,B08006_019EA,B08006_019MA,B08006_020EA,B08006_020MA,B08006_021EA,B08006_021MA,B08006_022MA,B08006_022EA,B08006_023MA,B08006_023EA,B08006_024MA,B08006_024EA,B08006_025EA,B08006_025MA,B08006_026MA,B08006_026EA,B08006_027MA,B08006_027EA,B08006_028MA,B08006_028EA,B08006_029MA,B08006_029EA,B08006_030MA,B08006_030EA,B08006_031EA,B08006_031MA,B08006_032MA,B08006_032EA,B08006_033MA,B08006_033EA,B08006_034EA,B08006_034MA,B08006_035MA,B08006_035EA,B08006_036EA,B08006_036MA,B08006_037EA,B08006_037MA,B08006_038MA,B08006_038EA,B08006_039EA,B08006_039MA,B08006_040EA,B08006_040MA,B08006_041MA,B08006_041EA,B08006_042MA,B08006_042EA,B08006_043EA,B08006_043MA,B08006_044MA,B08006_044EA,B08006_045EA,B08006_045MA,B08006_046EA,B08006_046MA,B08006_047MA,B08006_047EA,B08006_048MA,B08006_048EA,B08006_049EA,B08006_049MA,B08006_050MA,B08006_050EA,B08006_051EA,B08006_051MA,state
0400000US01,1983610,17231,1882348,17185,1713067,16092,169281,7633,139333,6783,19259,2427,10689,1770,9592,1522,9146,1491,55,86,52,83,163,215,176,184,1942,709,20806,2495,18867,2399,50055,3837,1046364,12452,991038,12254,896498,12688,94540,5198,76804,4437,11137,1749,6599,1284,5073,1183,4792,1148,0,192,52,83,150,212,79,95,1655,662,12109,1864,10930,1831,25559,2379,937246,10719,891310,10964,816569,9472,74741,4944,62529,4533,8122,1486,4090,970,4519,981,4354,956,55,86,0,192,13,23,97,115,287,213,8697,1582,7937,1345,24496,2765,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,357776,5366,285035,5943,238572,6380,46463,3762,38225,3743,4606,1188,3632,926,6589,1186,6113,1143,289,454,0,147,0,147,187,215,3562,879,31566,2754,15653,1885,15371,2129,198944,4270,152400,4131,127876,4038,24524,2521,19744,2398,2560,765,2220,725,3827,955,3376,863,289,454,0,147,0,147,162,207,2351,768,21404,2392,11138,1661,7824,1409,158832,3389,132635,4065,110696,4036,21939,2526,18481,2410,2046,755,1412,482,2762,815,2737,811,0,147,0,147,0,147,25,42,1211,543,10162,1233,4515,934,7547,1409,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2754451,16364,2404420,16956,2100376,17326,304044,12325,232628,10236,43285,4233,28131,2667,64986,5490,61778,5494,1366,659,378,234,1403,845,61,100,26773,2747,56982,4507,50943,4586,150347,7170,1479371,10648,1280310,11738,1113570,12338,166740,7650,124494,5694,24755,3335,17491,2315,34062,3594,32108,3483,863,529,294,214,736,495,61,100,18934,2199,35162,3373,36098,3674,74805,4642,1275080,13402,1124110,12390,986806,11842,137304,6919,108134,6458,18530,1984,10640,1513,30924,3828,29670,3904,503,416,84,98,667,606,0,203,7839,1711,21820,2585,14845,2253,75542,4247,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1223214,12038,1144410,11406,1020341,11819,124069,6716,94597,5860,18196,2253,11276,2078,5803,1288,5734,1280,0,192,30,51,0,192,39,69,2560,962,20212,2476,15640,1975,34589,3457,648747,7053,603173,7264,540362,7975,62811,4277,48472,3762,8370,1534,5969,1365,3204,964,3135,980,0,192,30,51,0,192,39,69,2115,830,11648,1911,10904,1684,17703,2235,574467,8503,541237,8194,479979,8171,61258,3973,46125,3635,9826,1549,5307,1353,2599,908,2599,908,0,192,0,192,0,192,0,192,445,398,8564,1482,4736,1155,16886,2253,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16745843,39207,14085555,38137,12260080,42986,1825475,24341,1364318,20050,272085,11331,189072,9240,889921,17947,615342,15949,21089,2460,177460,6856,67175,4000,8855,1483,189725,6873,457693,13269,245116,8935,877833,17079,9169586,28684,7720596,29613,6705592,30892,1015004,17211,750108,14143,147314,7681,117582,7171,457339,14030,306073,12310,11876,1672,94244,5077,39448,2765,5698,1030,141173,5240,245854,9227,161182,7977,443442,12045,7576257,29819,6364959,28947,5554488,29906,810471,13438,614210,12146,124771,6275,71490,4079,432582,10237,309269,9063,9213,1762,83216,4497,27727,2670,3157,1044,48552,3918,211839,8047,83934,4751,434391,9926,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2577184,15140,2174268,16760,1923952,17524,250316,8641,190546,7355,35162,3093,24608,3868,86249,4528,73930,4508,2321,824,6905,1146,2800,884,293,217,33664,3930,75639,4373,29744,2860,177620,7065,1398953,9988,1178821,10467,1036465,10719,142356,5552,107919,5166,19484,2253,14953,2556,43585,3079,36838,3009,1179,552,3789,888,1531,640,248,206,22885,2947,43014,3726,21036,2412,89612,4779,1178231,10760,995447,11660,887487,11267,107960,5119,82627,4322,15678,1960,9655,1936,42664,3712,37092,3768,1142,513,3116,675,1269,578,45,75,10779,2239,32625,2742,8708,1265,88008,4634,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1736156,10689,1497154,11221,1353252,13031,143902,6763,113579,6037,16951,2840,13372,1953,89137,5194,45803,3924,110,125,3048,643,39806,2873,370,225,5171,1213,54686,4012,14879,2532,75129,4216,901635,6819,772130,7824,697493,8273,74637,5237,56424,4166,10302,2219,7911,1507,49101,3643,21720,2798,110,125,1926,524,25073,2213,272,167,4165,1082,29588,3057,8431,1512,38220,2683,834521,9022,725024,8899,655759,9720,69265,4201,57155,3982,6649,1280,5461,1209,40036,3700,24083,2763,0,201,1122,381,14733,2032,98,153,1006,427,25098,2646,6448,1766,36909,2675,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,423542,6339,378721,6796,340270,7136,38451,3555,31278,3080,4338,1544,2835,1128,14919,2159,11335,1953,0,189,259,269,3291,1010,34,56,1712,738,9098,1507,3246,1000,15846,1986,216143,3911,193499,4089,174006,4382,19493,2515,15171,1986,2384,1302,1938,797,6485,1413,4631,1127,0,189,122,150,1698,775,34,56,1106,537,5471,1296,2199,947,7383,1263,207399,4240,185222,4515,166264,4384,18958,2303,16107,1975,1954,665,897,615,8434,1664,6704,1529,0,189,137,225,1593,553,0,189,606,412,3627,843,1047,430,8463,1548,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,330087,4834,124169,5266,106657,5460,17512,2064,13103,1875,2145,775,2264,740,127045,5859,51126,3951,1217,781,73353,4047,1349,586,0,203,14986,2071,45003,3716,4410,1360,14474,2265,161808,3025,63752,3665,55792,3727,7960,1404,5588,1212,1110,566,1262,445,58008,3883,22143,2567,465,431,34584,2945,816,413,0,203,9433,1414,21403,2228,2643,1217,6569,1299,168279,3935,60417,3208,50865,3233,9552,1348,7515,1221,1035,417,1002,474,69037,3869,28983,2820,752,649,38769,2769,533,353,0,203,5553,1146,23600,2760,1767,728,7905,1527,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8353263,33034,7439384,35082,6652563,35087,786821,18680,611513,16518,108264,7298,67044,5495,175495,7663,163829,7682,1418,618,5467,1055,4297,1158,484,417,58231,4878,127509,7074,128463,8107,424181,12099,4373311,24646,3850011,27899,3426408,27006,423603,13248,321781,10929,59071,5080,42751,4350,88269,5429,81412,5727,992,550,3202,849,2291,789,372,415,42011,3819,70237,6666,89806,6862,232977,8492,3979952,24303,3589373,21201,3226155,20843,363218,9974,289732,9188,49193,4078,24293,3732,87226,5642,82417,5425,426,292,2265,669,2006,798,112,121,16220,2572,57272,3933,38657,3224,191204,7708,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
