C24070_042M,C24070_043E,C24070_043M,C24070_044E,C24070_044M,C24070_045E,C24070_045M,C24070_046E,C24070_046M,C24070_047E,C24070_047M,C24070_048E,C24070_048M,C24070_049E,C24070_049M,C24070_050E,C24070_050M,C24070_051E,C24070_051M,C24070_052E,C24070_052M,C24070_053E,C24070_053M,C24070_054E,C24070_054M,C24070_055E,C24070_055M,C24070_056E,C24070_056M,C24070_057E,C24070_057M,C24070_058E,C24070_058M,C24070_059E,C24070_059M,C24070_060E,C24070_060M,C24070_061E,C24070_061M,C24070_062E,C24070_062M,C24070_063E,C24070_063M,C24070_064E,C24070_064M,C24070_065E,C24070_065M,C24070_066E,C24070_066M,C24070_067E,C24070_067M,C24070_068E,C24070_068M,C24070_069E,C24070_069M,C24070_070E,C24070_070M,C24070_071E,C24070_071M,C24070_072E,C24070_072M,C24070_073E,C24070_073M,C24070_074E,C24070_074M,C24070_075E,C24070_075M,C24070_076E,C24070_076M,C24070_077E,C24070_077M,C24070_078E,C24070_078M,C24070_079E,C24070_079M,C24070_080E,C24070_080M,C24070_081E,C24070_081M,C24070_082E,C24070_082M,C24070_083E,C24070_083M,C24070_084E,C24070_084M,GEO_ID,C24070_001E,C24070_001M,C24070_002E,C24070_002M,C24070_003E,C24070_003M,C24070_004E,C24070_004M,C24070_005E,C24070_005M,C24070_006E,C24070_006M,C24070_007E,C24070_007M,C24070_008E,C24070_008M,C24070_009E,C24070_009M,C24070_010E,C24070_010M,C24070_011E,C24070_011M,C24070_012E,C24070_012M,C24070_013E,C24070_013M,C24070_014E,C24070_014M,C24070_015E,C24070_015M,C24070_016E,C24070_016M,C24070_017E,C24070_017M,C24070_018E,C24070_018M,C24070_019E,C24070_019M,C24070_020E,C24070_020M,C24070_021E,C24070_021M,C24070_022E,C24070_022M,C24070_023E,C24070_023M,C24070_024E,C24070_024M,C24070_025E,C24070_025M,C24070_026E,C24070_026M,C24070_027E,C24070_027M,C24070_028E,C24070_028M,C24070_029E,C24070_029M,C24070_030E,C24070_030M,C24070_031E,C24070_031M,C24070_032E,C24070_032M,C24070_033E,C24070_033M,C24070_034E,C24070_034M,C24070_035E,C24070_035M,C24070_036E,C24070_036M,C24070_037E,C24070_037M,C24070_038E,C24070_038M,C24070_039E,C24070_039M,C24070_040E,C24070_040M,C24070_041E,C24070_041M,C24070_042E,C24070_042MA,C24070_043EA,C24070_043MA,C24070_044MA,C24070_044EA,C24070_045EA,C24070_045MA,C24070_046MA,C24070_046EA,C24070_047MA,C24070_047EA,C24070_048EA,C24070_048MA,C24070_049EA,C24070_049MA,C24070_050EA,C24070_050MA,C24070_051MA,C24070_051EA,C24070_052MA,C24070_052EA,C24070_053MA,C24070_053EA,C24070_054EA,C24070_054MA,C24070_055EA,C24070_055MA,C24070_056EA,C24070_056MA,C24070_057MA,C24070_057EA,C24070_058EA,C24070_058MA,C24070_059EA,C24070_059MA,C24070_060EA,C24070_060MA,C24070_061EA,C24070_061MA,C24070_062EA,C24070_062MA,C24070_063MA,C24070_063EA,C24070_064EA,C24070_064MA,C24070_065EA,C24070_065MA,C24070_066EA,C24070_066MA,C24070_067EA,C24070_067MA,C24070_068MA,C24070_068EA,C24070_069MA,C24070_069EA,C24070_070EA,C24070_070MA,C24070_071EA,C24070_071MA,C24070_072MA,C24070_072EA,C24070_073EA,C24070_073MA,C24070_074MA,C24070_074EA,C24070_075MA,C24070_075EA,C24070_076EA,C24070_076MA,C24070_077MA,C24070_077EA,C24070_078MA,C24070_078EA,C24070_079EA,C24070_079MA,C24070_080MA,C24070_080EA,C24070_081EA,C24070_081MA,C24070_082EA,C24070_082MA,C24070_083EA,C24070_083MA,C24070_084MA,C24070_084EA,NAME,C24070_001EA,C24070_001MA,C24070_002EA,C24070_002MA,C24070_003MA,C24070_003EA,C24070_004EA,C24070_004MA,C24070_005MA,C24070_005EA,C24070_006MA,C24070_006EA,C24070_007EA,C24070_007MA,C24070_008MA,C24070_008EA,C24070_009MA,C24070_009EA,C24070_010MA,C24070_010EA,C24070_011EA,C24070_011MA,C24070_012MA,C24070_012EA,C24070_013MA,C24070_013EA,C24070_014MA,C24070_014EA,C24070_015MA,C24070_015EA,C24070_016EA,C24070_016MA,C24070_017MA,C24070_017EA,C24070_018MA,C24070_018EA,C24070_019EA,C24070_019MA,C24070_020MA,C24070_020EA,C24070_021EA,C24070_021MA,C24070_022EA,C24070_022MA,C24070_023MA,C24070_023EA,C24070_024EA,C24070_024MA,C24070_025MA,C24070_025EA,C24070_026MA,C24070_026EA,C24070_027EA,C24070_027MA,C24070_028EA,C24070_028MA,C24070_029MA,C24070_029EA,C24070_030EA,C24070_030MA,C24070_031MA,C24070_031EA,C24070_032MA,C24070_032EA,C24070_033EA,C24070_033MA,C24070_034EA,C24070_034MA,C24070_035MA,C24070_035EA,C24070_036MA,C24070_036EA,C24070_037EA,C24070_037MA,C24070_038EA,C24070_038MA,C24070_039EA,C24070_039MA,C24070_040EA,C24070_040MA,C24070_041MA,C24070_041EA,C24070_042EA,state
214,257059,9240,1059,603,4173,1266,5179,1340,2443,1356,6649,1200,6359,1590,1116,469,7854,1449,8283,1761,137809,6864,14087,2506,62048,4195,0,214,655610,15423,1352,546,10207,1505,4009,1227,374,285,4035,1053,37424,3121,2716,674,8183,2012,11315,1709,326797,10785,13456,2039,1164,640,234578,8884,247164,10864,12093,1974,49499,3859,5804,1456,5427,1362,15469,2248,9948,1836,3366,1212,14565,1887,50108,5103,20787,2764,14509,2325,45589,4513,0,214,0400000US13,4347839,24667,55031,4623,273895,9706,461171,11458,129292,7123,513324,14486,254734,8050,112683,7277,284194,8979,485151,13537,909839,15063,414949,13687,218998,9181,234578,8884,3010895,27003,36921,4393,183661,8265,439755,11761,114308,6628,470468,13462,193591,7218,102617,7168,237855,8844,368637,10802,406516,10703,361638,12921,94928,5848,0,214,177111,8734,3606,1112,26355,3323,6424,1516,6740,1290,16703,2341,7412,1643,2868,1241,15737,2108,46808,4894,17930,2638,11259,2037,15269,2419,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
185,49074,3691,303,216,607,402,378,286,284,284,813,449,749,515,123,120,4223,1123,2025,883,28180,2861,3603,1071,7786,1396,0,185,135462,5737,276,249,2122,817,3369,575,58,107,2076,727,5049,1094,1390,755,1318,535,4616,865,52422,3526,5125,1037,265,183,57376,4150,46089,3429,3030,1210,5980,1100,1179,432,1759,864,3742,1374,1905,747,1139,610,4094,869,8246,1340,5820,1358,4123,1167,5072,999,0,185,0400000US15,643571,7883,9311,2157,45006,3893,18623,2045,14750,1964,74868,4557,39941,3496,11524,1657,43527,3063,60784,3644,138649,5913,102940,4745,26272,2851,57376,4150,389038,8147,4071,1060,34414,3256,12907,1990,11428,1505,65595,4247,31169,3150,8264,1344,32153,2619,40509,3151,48743,3563,87858,4431,11927,1794,0,185,23908,2594,1631,748,1883,607,790,355,1221,625,2642,910,1069,693,608,364,1739,586,5388,1234,3484,958,2231,871,1222,498,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
193,47446,3946,1408,641,902,555,1351,800,684,707,2186,1216,580,293,549,479,3328,1407,2019,1052,25799,3040,2181,917,6459,968,0,193,112202,5639,3153,801,3850,700,768,438,45,76,1140,744,6596,1518,1800,686,953,375,2663,882,50575,4369,3222,1143,149,155,37288,3287,54616,4213,6533,1152,8411,1652,1642,552,1242,465,3314,856,1928,561,293,211,5657,1351,8483,1503,5844,1257,1911,761,9358,1670,0,193,0400000US16,710293,9330,41060,2864,51742,3392,73058,4759,19190,2380,87023,5282,32287,2567,12347,1714,39183,3308,68202,4808,154989,6587,62802,4757,31122,3218,37288,3287,463753,8036,27106,2998,33357,2902,67585,4530,16773,2237,77493,4970,22216,2030,9657,1603,26261,2425,49086,4106,69646,4152,52077,4289,12496,2051,0,193,32276,3420,2860,707,5222,1320,1712,788,446,278,2890,767,967,582,48,79,2984,901,5951,1444,3125,724,3411,1454,2660,1351,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
185,531442,10341,559,378,3536,918,10502,2021,2252,837,9465,1291,5804,1241,6097,979,16396,1902,18439,1788,344079,8009,23161,2660,91152,5372,0,185,747018,12326,1024,510,15810,1847,2918,766,546,365,2327,692,60096,3649,11443,1590,6807,1415,13320,1796,382686,10522,26820,2748,835,352,222386,6770,295205,7898,22055,2224,41603,2985,6524,1336,5104,1218,17239,2002,14197,2295,2465,655,21284,2240,61406,4433,39881,3350,18615,2173,44832,3028,0,185,0400000US17,6074089,20530,67674,3401,312195,8515,778681,16089,185740,6904,661834,12906,354418,10258,119365,5902,440559,9561,694296,12825,1402732,16929,551315,15398,282894,8907,222386,6770,4297313,22591,39140,2810,217314,7334,747746,15937,170523,6507,616838,12735,261121,8769,97465,5199,379379,9755,553366,11228,613751,13347,469703,14100,130967,5486,0,185,203111,7489,4896,831,33932,3260,10991,1647,7315,1168,15965,2032,13200,1918,1895,606,16693,1881,47765,3183,22335,2066,13016,2122,15108,2509,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
190,271186,7767,534,365,2031,641,5540,1293,338,236,6740,1574,4106,1011,3383,768,7193,1192,4707,1155,174865,5838,12064,2058,49685,3130,0,190,347470,9161,185,157,6177,1103,2720,613,252,287,1777,721,23385,2499,4023,879,2536,955,5943,1345,175273,6249,7577,1423,963,411,116659,5670,143513,5989,13056,1708,24291,2671,5186,1554,1999,736,12035,1521,7801,1440,1011,489,8617,1406,22512,2638,16632,1946,6523,1316,23850,2929,0,190,0400000US18,3025786,15743,43271,3120,171330,7430,566368,11070,76064,4880,342835,9795,159641,7528,44606,2655,151694,5442,241091,8422,701285,10835,268493,8826,142449,6381,116659,5670,2171678,18120,24668,1949,121392,6131,547389,10654,71084,4692,313005,9181,119272,5544,35199,2394,126893,5230,191324,8146,325761,9071,236129,8502,59562,4685,0,190,91939,5522,4828,1216,17439,2616,5533,1200,2391,534,9278,1665,5077,1130,990,534,6455,1257,16605,1884,8754,1420,6200,1256,8389,1470,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
157,144420,5053,408,276,1081,501,2290,695,834,415,3135,795,1559,469,759,389,4118,904,2736,782,99091,4366,6964,1253,21445,2125,0,157,212917,6278,301,192,6208,833,917,389,113,133,1010,589,15343,1667,2769,714,1402,425,3720,920,123184,4662,6451,1270,204,157,51295,3203,102067,4310,25222,2116,14419,1608,1870,478,1218,399,6179,1022,4998,1335,1000,433,3733,797,11506,1493,14271,1377,3322,741,14329,1613,0,157,0400000US19,1576091,8695,61149,3436,94335,4509,244454,6628,45447,2818,181919,6772,70548,3293,27263,1993,116068,4193,111738,4726,384259,6875,121591,5672,66025,3553,51295,3203,1067105,8789,28217,2431,63977,3864,237408,6599,42189,2911,166566,6279,46173,2448,22269,1895,103173,3946,86163,4184,142777,5136,100749,5312,27444,2743,0,157,49582,3199,7001,1066,8650,1443,1969,620,1093,480,5029,912,2475,736,466,299,3642,888,7613,1277,4936,1107,4105,962,2603,636,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
170,115005,4863,426,247,499,333,1723,571,720,390,2235,756,1718,529,1064,402,3780,971,2366,662,74863,3756,4793,897,20818,2158,0,170,217681,7114,456,211,6418,988,1542,554,180,220,1054,439,12437,2067,2329,739,1676,551,3662,841,118091,5244,6075,1138,316,181,63445,3272,86269,3637,17491,1302,13187,1864,1903,553,1637,628,5785,973,2606,534,223,235,5758,963,11847,1353,11497,1569,3161,907,11174,1501,0,170,0400000US20,1399578,10271,50636,2916,85862,4451,186855,6573,38210,3530,154321,5457,65664,3718,29601,2887,82515,4853,127131,5751,342422,8557,112084,5027,60832,3637,63445,3272,934971,11030,26859,2584,59055,4526,179489,6333,33390,3165,140250,5181,46892,3598,25534,2728,67381,4476,100610,5185,133284,5604,96348,4780,25879,2333,0,170,45652,2700,5404,973,6703,1240,2198,795,2283,860,4997,976,2011,566,451,256,3920,970,8646,1227,4687,948,1707,613,2645,654,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
189,150526,6777,746,323,1839,695,2685,656,663,367,3377,862,3686,956,1230,481,3197,868,3079,977,97333,5171,5813,1251,26878,2745,0,189,285973,9762,1701,705,6803,1518,1147,505,0,189,1368,564,17514,1897,2309,808,3085,890,5415,979,155085,6900,7456,1066,1007,422,83083,4423,105142,4792,11387,1818,22139,2344,2776,874,1314,521,7282,1199,4066,845,544,315,5932,1112,16988,2285,8156,1248,4984,1212,19574,2144,0,189,0400000US21,1894116,12461,51734,3545,114254,6332,271175,7173,51393,4129,221961,7005,110744,4514,28127,2553,101846,5020,151225,6292,461368,9441,159099,6601,88107,5351,83083,4423,1295363,12950,36015,3027,73233,5345,260967,7151,48323,4119,202584,6729,83579,4244,23919,2530,84809,5178,114276,5719,194591,6309,137226,6267,35841,2963,0,189,57112,4149,1885,565,10240,1484,3600,1284,1093,426,7350,1634,1899,645,125,109,4823,1278,11467,1833,6203,925,3620,1006,4807,1140,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
203,127197,7073,2125,926,3678,1444,2569,804,139,132,3500,1002,1714,841,308,258,4490,1160,5171,1510,69907,4656,6743,1617,26853,2521,0,203,303443,9543,857,456,6608,1438,1221,512,209,191,3115,790,17457,2264,3562,1002,3187,966,5172,1207,149763,6883,5140,1198,561,361,106591,5958,116041,7277,7734,1455,22684,3683,1786,760,2053,855,5739,1168,6407,1484,1076,458,5687,1120,20784,2449,12864,2074,7190,1518,22037,2692,0,203,0400000US22,2011783,15819,99590,5842,163110,8280,166114,6369,55468,4865,225189,7708,107899,5549,30951,3467,105973,6244,181859,7188,470351,11585,201851,7765,96837,5227,106591,5958,1394469,16490,85542,5596,120009,6745,158226,6166,50489,4785,205425,7300,78900,4760,25001,3225,86316,5147,134227,6578,231450,8659,176169,7522,42715,3637,0,203,70633,5667,3332,1145,10131,1945,2312,814,2578,825,7410,1599,3421,946,1004,593,6293,1317,16505,2321,6367,1208,6609,1588,4671,1077,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
165,89521,4193,398,321,524,334,753,363,60,61,1531,497,840,482,957,586,2634,819,3113,800,67299,3593,3740,847,7672,1205,0,165,90928,4366,733,565,2169,706,2549,763,0,165,263,199,5543,869,456,240,390,232,2344,672,44472,3365,1712,530,264,208,30033,2522,54444,3329,6370,1149,11476,1733,1646,544,679,406,3374,1010,1398,402,329,263,2309,560,9174,1269,6033,1213,3027,753,8629,1522,0,165,0400000US23,643378,6579,16698,1876,45420,2949,59758,3430,15385,2078,85613,4603,22822,1905,12077,1626,37034,2871,54302,3372,177394,5651,56844,3573,29998,2848,30033,2522,386039,6026,7717,1183,27318,2411,52813,3209,14076,2002,77688,4282,14441,1787,10136,1546,29920,2689,34988,2542,57891,3208,46795,3311,12256,1943,0,165,22446,2576,1480,512,3933,909,1997,1102,570,264,2757,1035,600,287,199,231,1781,672,4683,1054,1699,550,1570,653,1177,397,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
197,298453,8192,889,804,3424,1220,2153,694,930,542,7661,1456,2937,974,3713,836,12283,1613,20946,2133,171751,6281,10495,1568,61271,3613,0,197,661667,11374,786,524,8867,1264,3447,942,466,298,1990,743,30536,2772,9292,1453,12964,1578,32767,2933,213273,7117,13332,2007,912,435,333035,9889,140656,6832,4839,1116,18447,2066,2106,584,1493,581,7837,1523,5169,1165,2332,672,10365,1733,33015,2652,24476,2769,8571,1398,22006,3102,0,197,0400000US24,2983367,14133,15376,2212,193290,7319,138104,5222,60090,5101,287166,9254,123261,5514,63222,4066,197374,6921,453897,9172,710744,12306,245247,7687,162561,6024,333035,9889,1792787,16518,7625,1462,149135,6496,127681,4923,55783,4946,263043,8916,80535,4864,47068,3582,154152,6609,341212,8294,288179,8361,206649,6933,71725,4169,0,197,89804,4992,1237,471,13417,1935,2717,724,1418,497,6635,1125,4084,1127,817,363,7610,1404,25957,2516,13065,2004,6200,1299,6647,1366,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
203,439156,9165,110,129,1518,606,2867,763,1378,662,5825,1315,2896,947,3957,848,13702,1877,22163,2379,319476,8771,23266,2387,41998,2903,0,203,416618,11057,513,421,7448,935,1275,610,0,203,1253,491,30967,2499,6046,1164,7005,1224,7772,1414,214255,7325,8165,1481,466,285,131453,6296,203239,6082,2905,837,37317,3243,4171,967,3432,956,11056,1592,5431,1134,3738,925,14036,1781,55341,3977,27194,2717,12655,1756,25963,2844,0,203,0400000US25,3398003,20562,10789,1785,175210,6630,319376,9511,80205,4844,363312,8050,122700,5011,76989,3765,257407,7345,459396,9797,955826,14923,295534,10177,149806,6630,131453,6296,2243577,19226,6879,1270,113645,6238,307166,8833,71853,4679,334863,7666,81554,4562,62618,3488,214352,7045,349481,9751,383009,9389,243348,9626,74809,4740,0,203,95413,4584,382,242,15282,2196,3897,1009,3542,943,10315,1558,1852,737,630,275,8312,1324,24639,2765,11892,1799,8100,1652,6570,1285,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
168,415528,9532,698,331,1402,573,10716,1851,1186,504,9593,1532,3131,724,3693,889,18510,2123,12888,1557,273025,7989,16517,1710,64169,3224,0,168,486856,10250,592,235,9299,1166,1285,424,221,144,1458,534,39211,3084,5846,1135,2340,589,7196,1304,251583,7044,11546,1627,682,297,155597,5640,235337,7297,15547,1912,40855,3059,8192,1402,3903,840,18686,1646,7387,1124,2865,764,17075,2102,44605,3032,28449,2686,11631,1319,36142,2874,0,168,0400000US26,4369787,19964,55791,3722,205697,6889,780878,12103,99524,5087,499744,10276,180479,5851,69891,5013,244751,7619,417474,8973,1035655,14553,414785,11271,209521,6785,155597,5640,3088122,18965,33677,3135,132529,5445,749738,11703,89782,4552,455394,9593,125413,4798,56065,4338,196444,7120,323725,8183,463514,9368,365230,10809,96611,4732,0,168,143944,5680,5277,770,21612,2298,10947,1555,4432,874,14613,1833,5337,1107,1422,428,10382,1320,29060,2375,19084,2395,9861,1245,11917,1819,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
145,314344,7592,882,387,1216,496,5373,1007,1003,452,5665,962,3511,759,2659,811,13172,1486,8218,1294,217688,5850,11958,1536,42999,2883,0,145,335090,6919,904,309,9504,1047,1880,692,9,15,2341,693,23483,1802,2823,623,2657,608,5671,1038,179086,5290,10995,1332,734,450,95003,3972,158889,5074,24507,1322,19839,1724,4818,890,1988,544,9528,1258,6909,1016,1510,473,10899,1406,27828,2298,22535,1968,7345,955,21183,2144,0,145,0400000US27,2828280,11413,67425,2878,150404,5056,379367,8489,79243,3624,322491,7583,131245,4603,53477,2875,203326,7212,286076,8095,696344,9128,234530,6869,129349,4269,95003,3972,1910603,11784,34590,2490,98044,3920,360093,8466,71918,3413,294987,7425,93231,4097,44991,2476,167039,6647,221407,7533,269083,6508,198122,6465,57098,3035,0,145,109354,4583,6542,823,21801,2322,7203,1086,4325,880,9970,1382,4111,841,1494,502,9559,1311,22952,2101,7952,1444,6110,1093,7335,1043,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
