GEO_ID,B08412_001E,B08412_001M,B08412_002E,B08412_002M,B08412_003E,B08412_003M,B08412_004E,B08412_004M,B08412_005E,B08412_005M,B08412_006E,B08412_006M,B08412_007E,B08412_007M,B08412_008E,B08412_008M,B08412_009E,B08412_009M,B08412_010E,B08412_010M,B08412_011E,B08412_011M,B08412_012E,B08412_012M,B08412_013E,B08412_013M,B08412_014E,B08412_014M,B08412_015E,B08412_015M,B08412_016E,B08412_016M,B08412_017E,B08412_017M,B08412_018E,B08412_018M,B08412_019E,B08412_019M,B08412_020E,B08412_020M,B08412_021E,B08412_023E,B08412_021M,B08412_022E,B08412_022M,B08412_023M,B08412_024E,B08412_024M,B08412_025E,B08412_025M,B08412_026E,B08412_026M,B08412_027E,B08412_027M,B08412_028E,B08412_028M,B08412_029E,B08412_029M,B08412_030E,B08412_030M,B08412_031E,B08412_031M,B08412_032E,B08412_032M,B08412_033E,B08412_033M,B08412_034E,B08412_034M,B08412_035E,B08412_035M,B08412_036E,B08412_036M,B08412_037E,B08412_037M,B08412_038E,B08412_038M,B08412_039E,B08412_039M,NAME,B08412_001MA,B08412_001EA,B08412_002MA,B08412_002EA,B08412_003MA,B08412_003EA,B08412_004EA,B08412_004MA,B08412_005EA,B08412_005MA,B08412_006MA,B08412_006EA,B08412_007EA,B08412_007MA,B08412_008MA,B08412_008EA,B08412_009EA,B08412_009MA,B08412_010EA,B08412_010MA,B08412_011MA,B08412_011EA,B08412_012MA,B08412_012EA,B08412_013MA,B08412_013EA,B08412_014EA,B08412_014MA,B08412_015EA,B08412_015MA,B08412_016MA,B08412_016EA,B08412_017EA,B08412_017MA,B08412_018EA,B08412_018MA,B08412_019MA,B08412_019EA,B08412_020EA,B08412_020MA,B08412_021EA,B08412_021MA,B08412_023EA,B08412_023MA,B08412_022MA,B08412_022EA,B08412_024MA,B08412_024EA,B08412_025MA,B08412_025EA,B08412_026EA,B08412_026MA,B08412_027EA,B08412_027MA,B08412_028MA,B08412_028EA,B08412_029MA,B08412_029EA,B08412_030MA,B08412_030EA,B08412_031MA,B08412_031EA,B08412_032EA,B08412_032MA,B08412_033EA,B08412_033MA,B08412_034EA,B08412_034MA,B08412_035EA,B08412_035MA,B08412_036MA,B08412_036EA,B08412_037EA,B08412_037MA,B08412_038EA,B08412_038MA,B08412_039EA,B08412_039MA,state
0400000US13,4077580,24619,96821,5103,342147,10100,520955,13197,643278,14553,634152,14844,234741,8884,581513,15443,126196,7529,148423,6540,382283,13880,263848,9643,103223,6317,2138822,17022,52661,4479,164880,7252,250391,8259,320370,11098,322917,11702,124551,6246,322222,77802,9626,70175,4815,4818,214646,9120,156745,6723,61462,5031,1938758,17925,44160,3553,177267,6866,270564,9034,322908,9056,311235,8298,110190,6418,259291,9411,56021,4460,70621,4720,167637,8201,107103,6437,41761,3896,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,643686,7296,16080,2446,61186,3824,81335,4868,91449,5217,89772,4778,33950,2879,113938,4919,14029,1716,21417,2284,62184,4174,41152,3393,17194,2639,352082,5785,9550,1847,35461,2990,43333,2839,49249,3468,48989,3435,19969,2349,61840,11496,3386,7433,1374,1485,32965,3007,23273,2595,8524,1651,291604,5334,6530,1208,25725,2481,38002,3483,42200,3214,40783,2955,13981,1509,52098,3344,6596,983,9921,1712,29219,2867,17879,1836,8670,1586,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,635571,9495,36905,3281,105221,5592,119970,6552,114735,5603,89769,5986,32503,2912,61814,4120,13168,3677,12985,2692,23769,2411,16438,2250,8294,1319,349980,6403,20330,2509,54009,4020,61536,3828,60754,3940,50497,4456,17491,1973,37619,8152,3284,7985,2982,2219,13489,1751,11865,2010,6253,1131,285591,6565,16575,1842,51212,3783,58434,4391,53981,4050,39272,3198,15012,2075,24195,2763,5183,1655,4833,1196,10280,1681,4573,1004,2041,673,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5709905,24548,162945,6585,541826,12342,718235,14108,760018,14019,743772,15108,334182,9147,776729,12458,191992,6818,274377,8917,574530,13185,468383,9890,162916,7825,3004891,18730,85573,4187,252071,8023,347985,9648,381646,9995,375004,10542,175102,6031,421232,154371,9780,108203,5463,6363,329664,9074,276342,8595,97698,5311,2705014,16860,77372,4616,289755,7832,370250,9503,378372,10345,368768,8254,159080,5995,355497,8347,83789,4279,120006,5738,244866,7538,192041,6387,65218,4899,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2815025,18579,112227,6687,350943,8620,428457,10257,469895,11478,434808,9504,196712,6258,334579,8604,85419,4784,92517,5034,170348,6167,94136,4809,44984,3084,1479834,13356,62774,4275,170983,6313,204771,6631,235587,6935,228084,7641,103866,5168,178299,53935,6243,47735,3564,3437,103257,4842,59709,3416,30834,2458,1335191,12258,49453,3901,179960,6228,223686,7007,234308,8636,206724,6184,92846,4575,156280,4983,37684,2680,38582,2904,67091,3682,34427,2803,14150,1917,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1485440,10028,104672,4196,262175,7703,275090,6839,251369,7755,197853,6052,88004,4346,134080,5606,30631,2929,29684,1884,59271,3737,32847,2565,19764,1808,778375,7060,52869,2645,129894,5403,143325,4236,128208,5009,101318,4426,45293,2553,73839,16406,3258,17285,1802,1487,35450,2734,20607,1895,13881,1575,707065,7075,51803,3171,132281,4659,131765,5100,123161,4560,96535,4380,42711,3165,60241,3790,13346,1757,13278,1274,23821,2067,12240,1355,5883,905,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1348599,11224,83890,3989,225453,6083,235743,7120,239518,8729,189753,6338,77143,4485,137233,5763,28243,2595,29626,2733,57629,3637,27090,2271,17278,2078,728657,8160,46444,2778,112808,4067,121293,4718,128522,5601,104475,4302,42437,2924,77263,17573,4161,15446,1695,2331,33920,2993,16878,1776,11598,1553,619942,8103,37446,2369,112645,4751,114450,5179,110996,6003,85278,3677,34706,2969,59970,3714,12797,1692,12053,1446,23709,2193,10212,1467,5680,988,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1834182,15436,68973,4932,223761,7622,283449,9051,318980,9629,287234,8547,125736,6048,225978,7810,50324,3969,47435,3366,106613,5573,62968,4351,32731,3030,977977,9893,40208,3613,107850,5265,140444,6029,159258,6289,150608,6045,67975,4153,129415,28030,5692,27691,2591,2571,62068,3928,41062,3375,23368,2499,856205,10042,28765,2671,115911,5130,143005,6405,159722,6564,136626,6740,57761,4158,96563,4582,22633,2540,19405,2089,44545,3330,21906,2159,9363,1572,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1946770,15136,64414,5282,207432,8142,305640,9019,325170,9293,290953,9518,106300,6121,261071,10212,43687,3348,50238,3473,133285,6092,96224,6267,62356,4530,1034595,11507,31950,3364,104256,5984,147997,6492,159393,6834,150199,6483,57061,4378,138585,28008,6455,23641,2689,2852,80202,5005,64359,5243,48944,4047,912175,9286,32464,3467,103176,4563,157643,5881,165777,5744,140754,6128,49239,3958,122486,6607,20046,2241,22230,2868,53083,3699,31865,2983,13412,2104,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,577025,6632,33719,2790,74594,4179,93705,4328,85549,4092,82065,4125,36876,2334,62230,4033,14156,1720,18357,2418,41355,3513,22570,2383,11849,1437,290299,5175,17291,2169,32799,2790,43329,2856,41607,2736,40979,2821,17345,1607,31594,10074,3060,8783,1457,1689,23788,2417,14326,1640,8384,1182,286726,4850,16428,1865,41795,3060,50376,3488,43942,3270,41086,2769,19531,1749,30636,2286,5373,723,8283,1344,17567,1935,8244,1380,3465,758,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2549268,20022,45604,3745,174273,7232,267700,8909,351352,10715,345621,10466,165965,7205,387926,10460,93534,4336,129174,5590,277866,7911,222061,7215,88192,5048,1311430,14716,22787,2649,79864,4290,125940,6046,172665,7705,163744,6773,85303,4142,201837,68942,6952,50764,3130,4085,154783,5939,130424,5396,54377,3891,1237838,12997,22817,2497,94409,5188,141760,6057,178687,6673,181877,6959,80662,5068,186089,6773,42770,2932,60232,3624,123083,4973,91637,4747,33815,3149,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3251843,22578,81653,4904,276744,8146,399654,9992,421951,10172,425055,11082,201293,7828,456187,12211,105744,5316,157545,5704,333592,8521,289965,8201,102460,5072,1671641,14851,43153,3761,126543,6309,183306,6657,202366,8228,209126,7457,102118,5266,237713,87474,8456,59038,4052,4528,185273,5966,173255,6827,62276,3955,1580202,14044,38500,2949,150201,5149,216348,7348,219585,7383,215929,7537,99175,5729,218474,7164,46706,3426,70071,4274,148319,5847,116710,5002,40184,3274,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4076099,20929,140527,5319,460334,10663,599858,11731,662500,12715,617371,12196,290189,8084,495964,9645,133301,5277,147788,5532,290887,7616,160054,5841,77326,3993,2110661,14274,72049,3950,216639,6567,286474,8744,328221,9039,312375,8655,148555,5419,269567,82774,7804,73059,3860,3941,169667,5152,101913,4918,49368,3048,1965438,13922,68478,3740,243695,7260,313384,7863,334279,8589,304996,7940,141634,5180,226397,5878,60242,3367,65014,3464,121220,5409,58141,3013,27958,2275,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2654747,13838,111771,4342,330705,7711,393076,9997,407827,9162,388317,10392,190171,6028,328912,8860,81475,4569,94873,4375,182851,5589,102705,3848,42064,2598,1378371,10824,57881,3149,159547,5312,193012,6944,206628,7025,198688,6929,97270,4277,178731,52029,6487,45311,3729,2852,100099,4089,61286,2780,27889,1983,1276376,7436,53890,2803,171158,5526,200064,5927,201199,5383,189629,6298,92901,4446,150181,5697,36164,2392,42844,3029,82752,3706,41419,2586,14175,1451,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1112639,13224,42708,4160,143131,7990,187895,7833,180888,6269,161965,7748,61825,3991,145332,5796,26468,2411,25115,2547,75357,4965,39978,3876,21977,2561,565529,9536,23358,2994,66415,5082,88357,5040,84447,5443,83535,4794,28917,2617,78710,13716,3884,13325,1650,1971,42896,3806,25990,2944,15863,2105,547110,8812,19350,2745,76716,5232,99538,5763,96441,4700,78430,5549,32908,3075,66622,4339,13143,1836,11399,1684,32461,2847,13988,2262,6114,1238,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2699324,17715,104059,4770,318471,7813,396545,8372,431321,11209,400518,10357,186493,6843,369404,10383,84627,5204,92386,4604,180766,6242,90207,5370,44527,3455,1392286,12340,50969,3480,151145,5191,197333,7035,211848,7510,195930,7868,97245,4745,201144,50589,6716,48610,4152,3339,104037,4441,54408,3832,29028,2780,1307038,12628,53090,3419,167326,6579,199212,5470,219473,7383,204588,7405,89248,4815,168260,6322,36017,3007,41797,3597,76729,3889,35799,3346,15499,1944,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,443622,6834,33353,2578,88040,4383,96074,4941,81036,4507,50710,3083,17922,2121,33986,2760,4020,886,6997,1299,14016,1493,10033,1354,7435,1201,230644,5084,18312,1972,43292,2814,49114,3516,41507,3464,24184,1815,8659,1165,18815,3697,2174,2439,697,926,7977,1266,6994,1150,5654,1022,212978,4178,15041,1376,44748,3086,46960,2979,39529,2657,26526,2419,9263,1552,15171,1771,1581,409,3300,819,6039,948,3039,685,1781,642,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,930545,7261,60051,2971,159585,4837,174299,6072,163195,5902,142165,5177,52069,3091,90752,4019,14927,1498,15984,1459,30511,2494,18594,2177,8413,1324,494613,5549,32222,2133,80567,3793,90239,4140,87775,4196,73264,3684,27112,2184,50059,10135,3189,8386,1300,1222,17652,1835,11591,1499,5611,1046,435932,5635,27829,2203,79018,3132,84060,3680,75420,3819,68901,3180,24957,2065,40693,2727,6541,868,5849,817,12859,1372,7003,1144,2802,604,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
