GEO_ID,B05003F_001E,B05003F_001M,B05003F_002E,B05003F_002M,B05003F_003E,B05003F_003M,B05003F_004E,B05003F_004M,B05003F_005E,B05003F_005M,B05003F_006E,B05003F_006M,B05003F_007E,B05003F_007M,B05003F_008E,B05003F_008M,B05003F_009E,B05003F_009M,B05003F_010E,B05003F_010M,B05003F_011E,B05003F_011M,B05003F_012E,B05003F_012M,B05003F_013E,B05003F_013M,B05003F_014E,B05003F_014M,B05003F_015E,B05003F_015M,B05003F_016E,B05003F_016M,B05003F_017E,B05003F_017M,B05003F_018E,B05003F_018M,B05003F_019E,B05003F_019M,B05003F_020E,B05003F_020M,B05003F_021E,B05003F_021M,B05003F_022E,B05003F_022M,B05003F_023E,B05003F_023M,NAME,B05003F_001EA,B05003F_001MA,B05003F_002MA,B05003F_002EA,B05003F_003MA,B05003F_003EA,B05003F_004EA,B05003F_004MA,B05003F_005EA,B05003F_005MA,B05003F_006EA,B05003F_006MA,B05003F_007MA,B05003F_007EA,B05003F_008MA,B05003F_008EA,B05003F_009EA,B05003F_009MA,B05003F_010MA,B05003F_010EA,B05003F_011MA,B05003F_011EA,B05003F_012EA,B05003F_012MA,B05003F_013EA,B05003F_013MA,B05003F_014MA,B05003F_014EA,B05003F_015MA,B05003F_015EA,B05003F_016MA,B05003F_016EA,B05003F_017EA,B05003F_017MA,B05003F_018EA,B05003F_018MA,B05003F_019MA,B05003F_019EA,B05003F_020EA,B05003F_020MA,B05003F_021MA,B05003F_021EA,B05003F_022MA,B05003F_022EA,B05003F_023EA,B05003F_023MA,state
0400000US01,54784,6398,29987,4174,10891,2137,10052,2101,839,655,0,192,839,655,19096,2824,5323,1418,13773,2605,2085,1020,11688,2271,24797,3613,8224,1641,7248,1653,976,556,135,307,841,499,16573,2361,6161,1591,10412,1850,1540,821,8872,1805,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,9508,2162,5751,1278,1589,693,1432,627,157,263,0,147,157,263,4162,913,2634,735,1528,460,874,467,654,346,3757,1265,1051,680,1051,680,0,147,0,147,0,147,2706,785,1413,537,1293,557,619,389,674,393,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,410756,18564,205471,10004,61955,4327,57166,4331,4789,1405,961,708,3828,1103,143516,7802,78834,5169,64682,5347,18369,2122,46313,5004,205285,11148,64424,5407,59747,5322,4677,1609,169,161,4508,1587,140861,7611,78416,5378,62445,5258,20696,2576,41749,3920,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,66953,6137,36719,3875,13754,2230,12664,2263,1090,543,204,285,886,420,22965,2532,6381,1776,16584,2388,4129,1102,12455,2147,30234,3552,11491,2230,9780,2079,1711,815,346,410,1365,717,18743,2051,4931,1123,13812,1844,3830,1101,9982,1740,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4961376,59949,2527901,34525,766585,13846,720813,13423,45772,4287,3110,1035,42662,4140,1761316,26112,745147,17325,1016169,19592,304190,9683,711979,17876,2433475,30934,742878,14166,696781,13736,46097,4506,4161,1130,41936,4059,1690597,22044,719042,13825,971555,17544,340872,9599,630683,14619,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,251148,13750,127767,7842,43819,4361,41465,4273,2354,827,141,171,2213,824,83948,5616,49931,4485,34017,3036,9245,1821,24772,2482,123381,7196,39621,3583,37372,3558,2249,738,211,213,2038,731,83760,5108,52639,4370,31121,3170,10215,1708,20906,2739,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,185341,11698,94178,6811,23817,3158,21972,2847,1845,1058,299,283,1546,1021,70361,5178,31333,3524,39028,4516,4657,1085,34371,4353,91163,6493,29300,3276,27239,2949,2061,885,295,282,1766,863,61863,4508,31414,3092,30449,3774,8115,2028,22334,3345,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,23029,4146,12974,2285,3453,1003,3148,898,305,308,0,189,305,308,9521,1880,3792,1091,5729,1592,1235,550,4494,1540,10055,2349,2774,1089,2774,1089,0,189,0,189,0,189,7281,1714,4045,1117,3236,1121,829,691,2407,908,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,21681,4483,10748,2528,2057,878,1955,844,102,167,0,203,102,167,8691,2033,1766,722,6925,1882,1541,763,5384,1616,10933,2506,3356,1274,2611,1077,745,492,550,419,195,219,7577,1602,2205,1024,5372,1491,2282,988,3090,1131,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,486005,23054,247619,12856,69429,6784,62355,6404,7074,1920,1129,620,5945,1798,178190,9092,79720,6571,98470,8086,35200,3883,63270,6798,238386,13928,61067,6142,55647,5983,5420,1372,1283,682,4137,1209,177319,9988,76491,6955,100828,7375,46313,3960,54515,5659,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
