GEO_ID,B18103_001E,B18103_001M,B18103_002E,B18103_002M,B18103_003E,B18103_003M,B18103_004E,B18103_004M,B18103_005E,B18103_005M,B18103_006E,B18103_006M,B18103_007E,B18103_007M,B18103_008E,B18103_008M,B18103_009E,B18103_009M,B18103_010E,B18103_010M,B18103_011E,B18103_011M,B18103_012E,B18103_012M,B18103_013E,B18103_013M,B18103_014E,B18103_014M,B18103_015E,B18103_015M,B18103_016E,B18103_016M,B18103_017E,B18103_017M,B18103_018E,B18103_018M,B18103_019E,B18103_019M,B18103_020E,B18103_020M,B18103_021E,B18103_021M,B18103_022E,B18103_022M,B18103_023E,B18103_023M,B18103_024E,B18103_024M,B18103_025E,B18103_025M,B18103_026E,B18103_026M,B18103_027E,B18103_027M,B18103_028E,B18103_028M,B18103_029E,B18103_029M,B18103_030E,B18103_030M,B18103_031E,B18103_031M,B18103_032E,B18103_032M,B18103_033E,B18103_033M,B18103_034E,B18103_034M,B18103_035E,B18103_035M,B18103_036E,B18103_036M,B18103_037E,B18103_037M,B18103_038E,B18103_038M,B18103_039E,B18103_039M,NAME,B18103_001MA,B18103_001EA,B18103_002MA,B18103_002EA,B18103_003EA,B18103_003MA,B18103_004EA,B18103_004MA,B18103_005MA,B18103_005EA,B18103_006MA,B18103_006EA,B18103_007MA,B18103_007EA,B18103_008MA,B18103_008EA,B18103_009EA,B18103_009MA,B18103_010EA,B18103_010MA,B18103_011MA,B18103_011EA,B18103_012MA,B18103_012EA,B18103_013MA,B18103_013EA,B18103_014EA,B18103_014MA,B18103_015EA,B18103_015MA,B18103_016EA,B18103_016MA,B18103_017EA,B18103_017MA,B18103_018MA,B18103_018EA,B18103_019MA,B18103_019EA,B18103_020EA,B18103_020MA,B18103_021MA,B18103_021EA,B18103_022EA,B18103_022MA,B18103_023MA,B18103_023EA,B18103_024MA,B18103_024EA,B18103_025EA,B18103_025MA,B18103_026EA,B18103_026MA,B18103_027MA,B18103_027EA,B18103_028MA,B18103_028EA,B18103_029MA,B18103_029EA,B18103_030MA,B18103_030EA,B18103_031EA,B18103_031MA,B18103_032EA,B18103_032MA,B18103_033EA,B18103_033MA,B18103_034EA,B18103_034MA,B18103_035EA,B18103_035MA,B18103_036EA,B18103_036MA,B18103_037EA,B18103_037MA,B18103_038EA,B18103_038MA,B18103_039EA,B18103_039MA,state
0400000US01,4755381,1814,2284668,5599,147308,2684,773,594,146535,2602,415809,3961,4496,1084,411313,3890,531617,4933,7646,1577,523971,5141,887106,4678,29650,2751,857456,5828,190180,1968,10214,1604,179966,2449,112648,1728,12683,1618,99965,2271,2470713,5159,145046,2955,402,260,144644,2975,399681,3242,3371,920,396310,3320,552135,3993,6937,1340,545198,4041,974608,3537,34313,2574,940295,4379,224389,1875,12008,1595,212381,2511,174854,1842,20684,1922,154170,2465,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,712248,1963,366864,2541,27429,1035,479,401,26950,1072,69544,1700,603,352,68941,1723,94246,2336,388,290,93858,2347,143384,1614,3947,981,139437,1893,22353,942,1415,508,20938,993,9908,768,945,347,8963,858,345384,2157,27276,991,102,97,27174,1001,63636,1571,377,287,63259,1462,87427,1302,748,447,86679,1395,134719,1425,2258,587,132461,1608,20604,843,1162,481,19442,913,11722,617,2149,604,9573,721,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6521226,1734,3207062,2887,221365,1209,113,98,221252,1211,602505,1744,3999,1072,598506,1839,751798,3251,11196,2113,740602,3799,1168289,3029,28146,2929,1140143,3937,275142,1670,11229,1664,263913,2337,187963,1227,17142,1807,170821,2467,3314164,2699,208716,1349,1269,609,207447,1517,580919,1609,4581,1181,576338,1963,744824,2254,11654,2203,733170,3016,1235989,2375,31377,2905,1204612,3767,310038,1235,13558,1603,296480,2046,233678,1241,24988,2512,208690,2651,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2907014,1233,1427846,4941,100882,2408,801,688,100081,2521,268655,3444,3014,727,265641,3563,326777,4149,5404,1262,321373,4369,535726,3544,18903,2028,516823,3565,119768,1332,6775,1310,112993,1809,76038,1155,7356,995,68682,1311,1479168,4700,89299,1970,300,305,88999,1960,250289,3194,4104,994,246185,3233,327371,3255,6926,1634,320445,3213,570026,3297,20086,2299,549940,3520,137191,1477,6993,1010,130198,1668,104992,1495,13269,1646,91723,1897,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37831553,5167,18678471,8174,1278807,2755,6172,1212,1272635,2996,3406028,3716,27238,2730,3378790,4048,4752433,6837,44208,3743,4708225,7754,7165481,6126,145406,6702,7020075,8288,1239368,2545,52043,3631,1187325,3796,836354,2691,81189,3961,755165,4429,19153082,6595,1221679,3103,3857,970,1217822,3112,3251441,3540,25663,2713,3225778,4664,4621321,4381,40062,3391,4581259,5417,7437283,4136,160859,5719,7276424,7081,1428312,2553,64404,4387,1363908,4915,1193046,2975,137900,6497,1055146,7534,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5173272,2685,2571218,4738,172218,2580,753,465,171465,2506,460882,3139,3589,946,457293,3356,631231,3992,7570,1662,623661,3997,1021905,3415,23968,2546,997937,4235,181353,1445,6583,1115,174770,1837,103629,1327,9089,1288,94540,1672,2602054,4073,161355,1764,656,544,160699,1703,444736,3321,3139,968,441597,3372,613076,2786,7383,1659,605693,3255,1038728,2995,21988,2708,1016740,4181,197218,1766,6293,1083,190925,1960,146941,1868,17588,1886,129353,2609,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541409,1156,1718699,2659,96985,987,127,120,96858,988,301805,1678,1354,529,300451,1777,383635,1995,2308,705,381327,2316,709888,1833,10881,1739,699007,2571,133728,826,4165,891,129563,1104,92658,1166,6574,1091,86084,1484,1822710,2714,93753,905,473,327,93280,893,291616,1458,2336,766,289280,1523,384055,1748,3273,858,380782,1855,758117,1793,14728,2192,743389,3016,154423,973,4685,1139,149738,1563,140746,1503,13286,1558,127460,2140,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,911502,1114,437592,1253,28729,338,178,197,28551,420,74358,711,336,236,74022,754,100496,928,1830,925,98666,1244,170223,1060,4421,1006,165802,1361,39458,555,1341,625,38117,751,24328,538,1825,540,22503,775,473910,1235,27506,482,110,112,27396,488,72746,686,534,370,72212,788,105030,1268,763,472,104267,1457,189389,1229,3744,922,185645,1610,45855,526,1809,663,44046,714,33384,540,2959,684,30425,867,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635833,581,298312,741,20822,3,0,203,20822,3,35045,410,415,312,34630,532,101450,559,332,251,101118,600,111773,630,1935,753,109838,909,17648,534,980,541,16668,763,11574,675,899,401,10675,745,337521,821,20239,270,0,203,20239,270,35181,411,137,160,35044,485,121093,343,1114,550,119979,608,118837,521,4603,1102,114234,1186,22824,392,1129,550,21695,679,19347,497,1264,471,18083,638,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19245127,3839,9333945,8603,549923,3628,3210,1179,546713,3763,1510052,5559,14734,2310,1495318,5937,2048451,5131,21376,3468,2027075,6197,3615418,5769,92411,5177,3523007,7904,919338,3041,35161,2981,884177,4362,690763,3082,61637,3952,629126,4729,9911182,7269,524126,3587,2127,1108,521999,3623,1435734,4610,11688,2026,1424046,4711,2064048,4618,20820,2396,2043228,4986,3918978,5631,98387,6174,3820591,8201,1051243,2953,39666,3471,1011577,4690,917053,2929,93780,4374,823273,4905,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
