GEO_ID,C23023_001E,C23023_001M,C23023_002E,C23023_002M,C23023_003E,C23023_003M,C23023_004E,C23023_004M,C23023_005E,C23023_005M,C23023_006E,C23023_006M,C23023_007E,C23023_007M,C23023_008E,C23023_008M,C23023_009E,C23023_009M,C23023_010E,C23023_010M,C23023_011E,C23023_011M,C23023_012E,C23023_012M,C23023_013E,C23023_013M,C23023_014E,C23023_014M,C23023_015E,C23023_015M,C23023_016E,C23023_016M,C23023_017E,C23023_017M,C23023_018E,C23023_018M,C23023_019E,C23023_019M,C23023_020E,C23023_020M,C23023_021E,C23023_021M,C23023_022E,C23023_022M,C23023_023E,C23023_023M,NAME,C23023_001EA,C23023_001MA,C23023_002MA,C23023_002EA,C23023_003EA,C23023_003MA,C23023_004EA,C23023_004MA,C23023_005MA,C23023_005EA,C23023_006MA,C23023_006EA,C23023_007EA,C23023_007MA,C23023_008EA,C23023_008MA,C23023_009EA,C23023_009MA,C23023_010MA,C23023_010EA,C23023_011EA,C23023_011MA,C23023_012EA,C23023_012MA,C23023_013MA,C23023_013EA,C23023_014EA,C23023_014MA,C23023_015EA,C23023_015MA,C23023_016EA,C23023_016MA,C23023_017EA,C23023_017MA,C23023_018MA,C23023_018EA,C23023_019EA,C23023_019MA,C23023_020EA,C23023_020MA,C23023_021MA,C23023_021EA,C23023_022EA,C23023_022MA,C23023_023EA,C23023_023MA,state
0400000US01,3124017,5503,1528876,5198,216758,7030,80917,4561,45593,3377,35324,3126,135841,5903,1312118,8981,1048918,11565,746047,10800,302871,9226,263200,8787,1595141,4457,225264,6315,67783,3748,32723,2726,35060,2859,157481,6450,1369877,7502,959082,9286,577677,10746,381405,9211,410795,8844,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,500140,2006,266426,1839,29145,2663,16413,2121,7875,1437,8538,1498,12732,1881,237281,3448,210189,3212,132702,4148,77487,2989,27092,2374,233714,1799,21360,2212,11758,1547,5855,1255,5903,1290,9602,1462,212354,2542,168548,2874,92156,3542,76392,3057,43806,2777,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4172962,4697,2097238,3376,218968,8423,90843,5200,48895,4002,41948,3496,128125,5738,1878270,8842,1501400,11331,1038138,11686,463262,12284,376870,8681,2075724,3672,204493,8080,80366,5788,36631,3440,43735,3827,124127,5913,1871231,8732,1302016,12318,762117,12886,539899,11175,569215,10764,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1871626,4042,932041,3934,143680,5153,52178,3509,26869,2376,25309,2448,91502,4655,788361,6858,633283,7394,458075,8050,175208,6580,155078,7815,939585,3680,137850,5518,43500,3223,19840,1654,23660,2749,94350,4849,801735,7050,577324,8087,359442,7641,217882,6697,224411,7430,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25415009,10463,12803858,7625,1093573,18599,433190,10986,218751,7252,214439,8044,660383,16229,11710285,20024,9416228,27053,6344688,34325,3071540,25698,2294057,21505,12611151,8447,1027493,16047,371905,9043,161606,6748,210299,6931,655588,12943,11583658,18539,7972475,26319,4369467,26935,3603008,26795,3611183,23631,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3509451,5018,1786433,4036,179867,6377,91811,4889,51232,3403,40579,3414,88056,4991,1606566,7093,1411853,8003,971138,10991,440715,10361,194713,5451,1723018,4045,149160,6732,69914,4507,31235,2966,38679,3346,79246,4753,1573858,7870,1224432,10880,679053,9156,545379,10764,349426,9028,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2364376,2725,1168955,2128,98600,5086,47063,3429,23707,2260,23356,2425,51537,3624,1070355,5129,907126,6346,622511,8969,284615,8421,163229,5128,1195421,2492,97660,4950,43292,2910,17967,1977,25325,2437,54368,3905,1097761,5705,854410,8214,473112,8742,381298,6860,243351,7698,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,595180,1450,288977,1229,28962,2785,13654,2062,6651,1203,7003,1608,15308,2039,260015,2913,221067,3509,152576,4678,68491,4123,38948,2804,306203,1319,33341,2927,13640,1954,7465,1603,6175,1287,19701,2044,272862,3278,212399,4049,127962,4446,84437,3168,60463,3465,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,471473,966,225648,790,19703,1756,9083,1288,3794,829,5289,1000,10620,1396,205945,1864,170725,2969,120033,3513,50692,3378,35220,2796,245825,729,23247,2535,8294,1475,3845,962,4449,1061,14953,1817,222578,2692,177533,3389,116853,4181,60680,3555,45045,3169,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12352418,9025,6109980,5685,653907,16533,237960,9362,123179,6132,114781,7067,415947,12836,5456073,17701,4334816,22868,3017578,23769,1317238,21103,1121257,16523,6242438,6733,618951,13690,219550,7954,108626,5927,110924,4927,399401,12070,5623487,14692,4020611,24773,2445287,23283,1575324,19314,1602876,22132,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
