GEO_ID,C17006_001E,C17006_001M,C17006_002E,C17006_002M,C17006_003E,C17006_003M,C17006_004E,C17006_004M,C17006_005E,C17006_005M,C17006_006E,C17006_006M,C17006_007E,C17006_007M,NAME,C17006_001MA,C17006_001EA,C17006_002EA,C17006_002MA,C17006_003EA,C17006_003MA,C17006_004MA,C17006_004EA,C17006_005MA,C17006_005EA,C17006_006EA,C17006_006MA,C17006_007EA,C17006_007MA,state
0400000US01,1090655,4301,293936,10474,69714,6876,224222,11101,796719,10877,584223,12042,212496,10829,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,183947,1592,21680,2558,7025,1662,14655,2189,162267,2818,125248,4386,37019,3449,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1578782,4128,410802,16209,161388,13099,249414,13245,1167980,15628,849755,17034,318225,12137,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,693298,3466,198516,9517,66480,6274,132036,7860,494782,9283,376432,9189,118350,8393,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8984586,11956,2078671,33769,853894,24625,1224777,28023,6905915,33147,5222491,37316,1683424,29251,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1220859,4052,201750,10933,81607,7787,120143,8341,1019109,10680,786776,13032,232333,11786,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,772594,2664,110426,7071,23286,3791,87140,5917,662168,7178,502819,10394,159349,9916,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,199523,1129,35193,5130,9488,2742,25705,4058,164330,5359,114533,5681,49797,4644,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108655,1017,29020,3889,2429,962,26591,3890,79635,3891,47273,3688,32362,3498,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3935989,8075,951379,29810,309032,17849,642347,25553,2984610,30098,2121663,28949,862947,23459,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2447221,6013,642195,20081,198733,12999,443462,17065,1805026,20054,1311426,21026,493600,16997,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,299959,1858,38026,4886,13064,2830,24962,4263,261933,4837,203099,6355,58834,5307,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,419758,1807,78895,7986,34926,5162,43969,7141,340863,8001,279109,8503,61754,5629,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2963544,4854,605355,19714,196331,11690,409024,14724,2358189,18972,1816034,20286,542155,17087,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1545169,4555,337267,13529,109044,8319,228223,11245,1207902,13449,928982,14558,278920,9942,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,707568,2797,111119,7127,28860,3581,82259,6074,596449,7089,470610,7452,125839,6595,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,706152,3216,129113,9521,46728,6171,82385,7859,577039,9164,457139,8778,119900,6775,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,990325,3985,247062,11123,82265,8031,164797,8114,743263,11490,568567,11206,174696,8369,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1091924,3474,299489,12621,50645,5476,248844,11939,792435,12842,555320,13689,237115,11373,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,252724,1836,43014,4157,12820,2376,30194,3939,209710,4409,156226,5886,53484,5155,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1321256,3351,175540,11456,44107,6586,131433,10113,1145716,11200,819112,13067,326604,13605,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1364190,3306,217747,9966,51639,6429,166108,9158,1146443,10347,879335,15000,267108,11503,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2187246,5184,512714,13432,151968,9402,360746,11200,1674532,13297,1265998,14100,408534,12928,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1253968,3518,172247,8737,55320,6573,116927,7023,1081721,8841,846438,10583,235283,8938,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,721077,3322,243030,10682,56695,7252,186335,10089,478047,11015,339228,9761,138819,7996,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1360210,4309,296877,13351,99640,8115,197237,11354,1063333,13038,813216,15082,250117,11152,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,218346,1815,45829,4658,14358,2801,31471,4166,172517,4800,134218,4624,38299,4238,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,453847,2211,78551,7105,28560,4829,49991,5756,375296,7533,295135,8325,80161,5437,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,648071,2577,143976,10113,55234,7185,88742,7458,504095,10210,359729,11109,144366,8407,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,263484,2133,25586,4004,6274,2114,19312,3547,237898,4528,179835,5863,58063,4918,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1989205,3718,326859,14366,101014,9312,225845,10521,1662346,14793,1292864,16278,369482,13139,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,500786,2295,154970,6541,53982,5962,100988,6885,345816,6893,243397,7863,102419,5830,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4149505,6937,934576,19084,340493,15009,594083,16607,3214929,19622,2354986,23009,859943,18668,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2234819,6020,555621,17415,166294,10644,389327,13920,1679198,16992,1241091,16827,438107,13218,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,158244,1483,18621,2341,5597,1514,13024,2259,139623,2344,110641,4053,28982,3410,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2587762,5945,579687,18799,153112,11166,426575,17375,2008075,18455,1512612,17891,495463,13128,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,924098,2635,217522,7554,71664,5979,145858,6385,706576,7668,537952,10410,168624,7759,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,835884,3256,175916,9581,69134,7921,106782,8059,659968,9908,515263,11225,144705,9047,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2652339,5174,503395,18462,131257,10675,372138,14370,2148944,18622,1634074,19555,514870,13780,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,207901,2232,44183,4457,11919,2915,32264,4033,163718,4921,114006,5179,49712,4850,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1059331,3517,288705,12147,80285,7874,208420,11469,770626,12576,554861,14511,215765,11563,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,202028,1765,36817,3418,10926,2337,25891,2803,165211,3725,128166,4500,37045,3686,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1462047,4524,383703,11269,123454,9072,260249,11497,1078344,11054,810883,14378,267461,12876,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6930445,8248,1719957,34106,680629,26677,1039328,24115,5210488,35297,3944156,36748,1266332,32287,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,879835,2799,127079,8596,66103,6388,60976,7648,752756,8543,655632,9967,97124,7065,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,121159,1198,17731,2627,3163,948,14568,2537,103428,2693,80498,3263,22930,2313,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1827846,4542,280617,11822,82491,7477,198126,9768,1547229,12249,1189346,15638,357883,14182,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1555151,4793,284067,12446,108971,9550,175096,10245,1271084,13059,998699,14388,272385,10605,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,368257,2377,97818,6406,31400,3976,66418,6061,270439,6695,204640,6750,65799,5701,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1275818,3303,229299,10460,62265,5515,167034,9685,1046519,10387,821815,12177,224704,10200,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,137475,1721,17773,2993,4635,1434,13138,2900,119702,2715,94406,4306,25296,3228,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,806801,2269,461528,10954,143792,9095,317736,10045,345273,11566,235610,8977,109663,7516,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
