GEO_ID,B19001H_001E,B19001H_001M,B19001H_002E,B19001H_002M,B19001H_003E,B19001H_003M,B19001H_004E,B19001H_004M,B19001H_005E,B19001H_005M,B19001H_006E,B19001H_006M,B19001H_007E,B19001H_007M,B19001H_008E,B19001H_008M,B19001H_009E,B19001H_009M,B19001H_010E,B19001H_010M,B19001H_011E,B19001H_011M,B19001H_012E,B19001H_012M,B19001H_013E,B19001H_013M,B19001H_014E,B19001H_014M,B19001H_015E,B19001H_015M,B19001H_016E,B19001H_016M,B19001H_017E,B19001H_017M,NAME,B19001H_001EA,B19001H_001MA,B19001H_002MA,B19001H_002EA,B19001H_003EA,B19001H_003MA,B19001H_004MA,B19001H_004EA,B19001H_005MA,B19001H_005EA,B19001H_006EA,B19001H_006MA,B19001H_007MA,B19001H_007EA,B19001H_008EA,B19001H_008MA,B19001H_009MA,B19001H_009EA,B19001H_010EA,B19001H_010MA,B19001H_011EA,B19001H_011MA,B19001H_012MA,B19001H_012EA,B19001H_013MA,B19001H_013EA,B19001H_014MA,B19001H_014EA,B19001H_015MA,B19001H_015EA,B19001H_016MA,B19001H_016EA,B19001H_017MA,B19001H_017EA,state
0400000US01,1261458,9040,93513,4357,70971,3992,70457,4363,75167,4010,69519,4044,70189,3769,62897,3719,64013,3602,56315,4188,107645,5339,132679,5236,150766,5496,95707,4901,51193,3051,47714,3045,42713,3164,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,175887,2831,4239,862,5344,927,4546,781,4779,1024,4404,890,5629,1101,6674,1200,7013,1248,4890,1026,11956,1670,22186,2289,29183,2246,21711,2320,16511,1995,14111,1948,12711,1729,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1612773,9666,101964,4999,76886,4465,77311,4411,86769,4025,82027,4294,86119,4869,78807,4459,81714,4403,71219,4241,134007,6175,171848,5548,200582,5969,137893,5843,76318,3783,77187,3986,72122,3907,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,876376,6199,70214,3846,56044,3503,59377,3649,55435,3308,51752,3726,53186,4069,50100,3420,46383,3209,41743,3146,76226,4650,86982,4332,95276,4691,56216,3594,29504,2578,25028,2348,22910,1769,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6321345,17380,337109,10396,278667,9091,253416,7087,262594,8439,240310,7480,245170,8038,230792,7148,236426,7256,217307,6341,425772,9120,589179,10975,789700,14210,635512,11638,408427,10225,513048,11603,657916,11576,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1528365,7645,75954,4229,56391,3847,61925,3756,67574,3651,69359,3736,68001,3893,63204,4015,68151,3423,62812,3831,121173,4576,159539,5773,214181,6928,146463,5217,91762,4148,102250,3966,99626,4097,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1002969,6551,41927,3016,30737,2853,35449,2922,40412,2982,33414,3030,36817,3269,32512,2612,35557,3088,34258,2454,73988,3725,96834,4916,131153,4556,107443,4498,75033,4061,87884,4574,109551,4455,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235718,3006,11862,1722,9531,1345,10094,1343,8760,1077,10358,1530,11321,1324,10087,1323,11606,1668,11005,1541,18589,1912,27184,2182,32949,2383,20616,2096,13592,1488,14969,1473,13195,1390,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110101,2547,4263,1125,1405,555,1520,637,1601,786,1151,520,1437,654,1525,567,2272,648,1877,574,5371,1168,8595,1506,13134,1642,13717,1446,11318,1246,15254,1777,25661,1856,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4638445,20176,299890,8354,233140,7837,249298,8107,275657,10205,256412,7655,254969,8334,244655,6971,239089,8025,209985,6851,399242,10119,473027,11406,548554,12623,348924,7964,187869,6506,192728,6208,225006,7088,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2107325,11709,144017,6271,98560,4561,101978,5540,102488,5056,100207,4294,103705,5401,98043,5090,97970,5663,90558,5269,171917,6624,216005,6927,271491,7842,183624,6363,104667,4672,107766,5155,114329,4660,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,140589,2747,9116,1450,5194,1107,4527,1238,5775,1312,5172,1067,5108,983,4908,1211,6087,1148,4331,823,11102,1891,16464,1981,17073,1808,16103,1825,9620,1442,9673,1323,10336,1295,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,516994,5192,35123,3152,28665,2709,25824,2731,31551,3127,31014,2786,31686,2760,26820,2523,31056,2536,26813,2526,47144,3656,58942,3904,63340,3742,32647,3151,17154,1893,15582,1989,13633,1904,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3345445,11677,186430,6335,135457,5192,148872,6059,152591,5927,144754,6194,154775,5318,139174,5443,147225,5285,131205,5300,255963,7216,357822,7667,439724,8283,320516,7877,197879,6003,206451,6118,226607,5563,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2095906,9212,132453,4874,104299,4612,112100,5512,122048,4866,117907,5599,118018,4797,110972,4783,113222,4300,100556,5000,180666,6815,234324,7314,272863,7348,164082,6257,83596,3620,68047,3345,60753,3537,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1128156,6332,64821,3750,55245,3033,55772,2784,60219,3037,55013,3520,62738,3404,58291,3838,60331,3183,48662,3137,100778,3834,129850,4028,153706,4454,92969,3632,50142,2941,42205,2727,37414,2794,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,916154,5191,55276,3281,43399,2884,41742,2951,49765,2969,48868,3049,49606,3221,45760,2702,45457,2801,42651,2681,79070,3940,98778,4183,119975,4784,77474,3386,41280,2792,40758,3099,36295,3034,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
