GEO_ID,B25070_001E,B25070_001M,B25070_002E,B25070_002M,B25070_003E,B25070_003M,B25070_004E,B25070_004M,B25070_005E,B25070_005M,B25070_006E,B25070_006M,B25070_007E,B25070_007M,B25070_008E,B25070_008M,B25070_009E,B25070_009M,B25070_010E,B25070_010M,B25070_011E,B25070_011M,NAME,B25070_001EA,B25070_001MA,B25070_002MA,B25070_002EA,B25070_003EA,B25070_003MA,B25070_004MA,B25070_004EA,B25070_005EA,B25070_005MA,B25070_006EA,B25070_006MA,B25070_007MA,B25070_007EA,B25070_008EA,B25070_008MA,B25070_009EA,B25070_009MA,B25070_010MA,B25070_010EA,B25070_011EA,B25070_011MA,state
0400000US01,582422,10924,25915,2294,51937,3909,59597,4313,59299,5071,57203,3670,48805,4183,29362,2861,45686,3281,129822,5480,74796,4554,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,89908,3375,4008,1000,9380,1535,11584,1648,10799,1784,11261,1697,8445,1506,5728,1401,6196,1025,15454,1881,7053,1048,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,910778,13688,28771,2718,78362,5016,103145,5761,117460,6211,95803,5724,72373,5185,56605,4103,76765,4700,211436,8089,70058,3679,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,385912,7213,15159,2227,30441,3204,46890,3371,42830,3653,38932,3064,30503,2753,23014,2487,28942,2670,80467,4316,48734,3094,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5845953,25919,152402,7045,352885,9824,579766,13567,657046,12569,635991,13130,520669,11333,407291,9960,575995,12407,1660404,19366,303504,10611,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,710855,11436,20861,2472,47984,3481,84096,4535,89004,4997,80479,4924,67787,4653,43212,3300,63849,4708,173325,5911,40258,3716,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,451382,9182,16743,2344,32925,2890,45758,3353,52990,3873,49651,3699,38503,2943,28207,2628,41424,3311,114521,5718,30660,2961,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,96024,4093,3169,995,6224,1342,10890,1610,12096,2068,10636,1613,7446,1316,8081,1826,8105,1665,21230,2344,8147,1610,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,161138,4370,5283,1078,13153,1725,20765,1952,18817,1836,18894,2088,15411,1750,7775,1626,11864,1758,40212,3041,8964,1344,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2539102,20898,63730,4963,139709,7062,243705,9395,280541,10194,262065,8469,226331,9191,172026,8823,258644,9232,699766,14646,192585,8329,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1324588,15205,42613,4279,96919,5921,144826,5957,142094,7252,141976,7216,111532,6458,86854,5417,118434,6277,315831,8871,123509,5736,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,197121,5311,5260,1091,12906,1944,18277,2042,22041,2292,21471,2268,17672,2118,16045,2457,18199,1901,48203,3419,17047,1772,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,180315,6715,7380,1583,13724,2121,20502,2588,22265,2439,21431,2811,13535,2397,10704,1996,15304,2450,38119,3254,17351,2260,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1629394,15616,62446,3891,136795,6447,205259,7134,187053,6513,168855,6219,130776,6312,90102,5017,131324,5170,393692,10057,123092,5765,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,786375,11440,30382,3060,66597,4305,94511,5459,91490,5321,76963,4074,65397,4625,47968,3591,59994,3768,182355,6239,70718,4018,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,360847,6767,19626,2095,38738,2937,47748,3401,43184,3469,39053,2967,26882,2676,18528,1841,22822,1939,74710,4364,29556,2206,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,377992,7275,15923,1977,34948,2751,48663,3163,47391,4009,42799,3258,30360,2380,21308,2501,28918,2974,75460,4266,32222,2556,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,556315,9575,23306,2505,50315,3838,69649,4072,61093,4199,56294,3861,39014,3224,30721,2828,40112,3001,113142,4877,72669,4442,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,588097,11088,26320,2615,48130,4044,57940,4849,57633,4179,53642,3640,42330,3527,30861,2601,45799,3942,148666,6941,76776,3911,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,163449,5445,5161,1017,9562,1405,16329,2250,18266,2604,21228,2243,15645,2170,10895,1622,11384,1710,40235,3587,14744,1822,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,724773,10402,22229,2346,51905,3725,89712,4775,86434,4258,81767,4421,63252,3579,50847,3800,60706,4023,176288,6625,41633,3508,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,975512,13094,37493,3664,81079,4868,112822,6165,117527,5610,111664,5353,86134,5144,61705,4322,78867,4785,236791,8217,51430,3903,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1128509,11560,36988,2861,91201,4856,125527,5155,124838,5700,113032,5254,89684,4701,63731,3954,94016,4645,296124,7492,93368,3919,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,603054,9033,23833,2221,51870,3459,79037,4767,75518,4088,66613,3222,51728,4104,37207,3406,47964,3417,133482,6093,35802,2353,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,357901,8808,13019,1755,25986,2712,42553,4039,34068,3308,33470,3136,24804,2648,17916,2312,30822,2847,82312,6213,52951,3963,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,780441,10077,27450,2623,71477,4821,91918,4882,90852,4043,82873,4567,61650,4378,46516,3299,65252,4721,175078,7030,67375,4233,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,134569,4196,7259,1525,10349,1232,16719,2312,15295,1845,14669,2081,10598,1722,6073,1224,8684,1533,31777,2806,13146,1613,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,248127,5506,11515,1883,22284,1743,35452,2907,33098,2941,25520,2236,18643,2206,14199,1749,18937,2141,50774,2864,17705,1740,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,458116,7272,14400,2044,38204,3342,57186,3394,60721,3595,50009,3939,36683,3071,31529,3257,42884,3424,102711,4626,23789,2875,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,154991,5597,3841,1063,11130,1899,22090,2200,21343,2067,18480,2193,14394,2135,8251,1617,13306,2097,34268,3541,7888,1349,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1141916,14360,38034,3107,82901,4309,126484,5208,132219,5565,122150,5115,94061,4961,72469,4843,97419,4911,319293,9449,56886,3747,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,241814,6643,8723,1362,17592,2596,27068,2813,27175,2570,24697,2636,17961,2408,14627,2198,20998,2611,57672,3773,25301,3205,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3346057,18812,150247,6416,251221,8012,340795,9213,373598,11040,343248,11064,285205,8969,201064,7543,283009,8386,930919,17108,186751,6843,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1342763,14344,42838,3698,104334,5882,160735,8160,159998,7152,139242,6631,110710,5587,85471,4654,117514,6333,292544,8752,129377,5873,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
