GEO_ID,B21001_001E,B21001_001M,B21001_002E,B21001_002M,B21001_003E,B21001_003M,B21001_004E,B21001_004M,B21001_005E,B21001_005M,B21001_006E,B21001_006M,B21001_007E,B21001_007M,B21001_008E,B21001_008M,B21001_009E,B21001_009M,B21001_010E,B21001_010M,B21001_011E,B21001_011M,B21001_012E,B21001_012M,B21001_013E,B21001_013M,B21001_014E,B21001_014M,B21001_015E,B21001_015M,B21001_016E,B21001_016M,B21001_017E,B21001_017M,B21001_018E,B21001_018M,B21001_019E,B21001_019M,B21001_020E,B21001_020M,B21001_021E,B21001_021M,B21001_022E,B21001_022M,B21001_023E,B21001_023M,B21001_024E,B21001_024M,B21001_025E,B21001_025M,B21001_026E,B21001_026M,B21001_027E,B21001_027M,B21001_028E,B21001_028M,B21001_029E,B21001_029M,B21001_030E,B21001_030M,B21001_031E,B21001_031M,B21001_032E,B21001_032M,B21001_033E,B21001_033M,B21001_034E,B21001_034M,B21001_035E,B21001_035M,B21001_036E,B21001_036M,B21001_037E,B21001_037M,B21001_038E,B21001_038M,B21001_039E,B21001_039M,NAME,B21001_001MA,B21001_001EA,B21001_002EA,B21001_002MA,B21001_003EA,B21001_003MA,B21001_004MA,B21001_004EA,B21001_005EA,B21001_005MA,B21001_006MA,B21001_006EA,B21001_007MA,B21001_007EA,B21001_008EA,B21001_008MA,B21001_009EA,B21001_009MA,B21001_010EA,B21001_010MA,B21001_011MA,B21001_011EA,B21001_012MA,B21001_012EA,B21001_013MA,B21001_013EA,B21001_014EA,B21001_014MA,B21001_015EA,B21001_015MA,B21001_016EA,B21001_016MA,B21001_017EA,B21001_017MA,B21001_018MA,B21001_018EA,B21001_019MA,B21001_019EA,B21001_020EA,B21001_020MA,B21001_021EA,B21001_021MA,B21001_022MA,B21001_022EA,B21001_023EA,B21001_023MA,B21001_024MA,B21001_024EA,B21001_025MA,B21001_025EA,B21001_026EA,B21001_026MA,B21001_027MA,B21001_027EA,B21001_028MA,B21001_028EA,B21001_029EA,B21001_029MA,B21001_030EA,B21001_030MA,B21001_031MA,B21001_031EA,B21001_032MA,B21001_032EA,B21001_033MA,B21001_033EA,B21001_034MA,B21001_034EA,B21001_035EA,B21001_035MA,B21001_036EA,B21001_036MA,B21001_037EA,B21001_037MA,B21001_038EA,B21001_038MA,B21001_039MA,B21001_039EA,state
0400000US01,3712441,3377,355396,9188,3357045,9951,1766681,4358,326202,8171,1440479,9358,549517,4716,21221,2681,528296,4852,610397,3737,84457,4992,525940,6409,297762,1781,74925,4193,222837,4469,192658,1829,76295,3019,116363,3633,116347,1606,69304,2484,47043,2465,1945760,2685,29194,3148,1916566,4483,554705,3647,5828,1324,548877,3905,654474,3174,13013,2139,641461,3635,324048,1760,6125,1255,317923,2242,227053,1876,2152,657,224901,1937,185480,1618,2076,552,183404,1593,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,530433,2071,63023,3406,467410,3902,274762,1901,55587,2956,219175,3260,96815,2261,7926,1423,88889,2528,96775,1394,17101,1711,79674,2155,48509,859,12971,1556,35538,1627,22454,947,11073,1208,11381,1359,10209,744,6516,958,3693,748,255671,1134,7436,1283,248235,1710,87671,1284,2413,870,85258,1586,91659,1147,3048,728,88611,1429,43420,827,1319,524,42101,893,20702,848,270,217,20432,889,12219,609,386,298,11833,575,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4996082,1962,498885,9568,4497197,9613,2459366,2256,457794,8429,2001572,8504,787891,2599,34046,3228,753845,3867,833972,2127,97145,4096,736827,4666,369028,1143,85822,4274,283206,4419,278176,1526,122957,3502,155219,3582,190299,1204,117824,2725,72475,3013,2536716,1296,41091,3209,2495625,3461,747019,1950,7530,1593,739489,2526,831062,1662,17220,2380,813842,2492,408386,1299,8111,1533,400275,1986,311230,1174,3677,887,307553,1468,239019,992,4553,1092,234466,1459,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2243634,2566,218589,6462,2025045,6521,1087115,3146,200304,5765,886811,6296,338009,4261,14907,2272,323102,4132,371592,3371,46939,3484,324653,4739,177134,1665,42734,2727,134400,3379,122076,1237,50143,2255,71933,2398,78304,963,45581,1822,32723,1850,1156519,2415,18285,2322,1138234,3080,329668,3109,2400,721,327268,3153,384067,3119,8328,1704,375739,3654,189622,1716,4959,1279,184663,2197,138771,1344,1374,526,137397,1339,114391,1067,1224,556,113167,1296,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29027762,5556,1743333,18246,27284429,18522,14259422,5850,1612983,16755,12646439,16852,4856719,5783,134571,7512,4722148,9018,5162404,5144,327769,9580,4834635,10649,2127139,2452,309430,7525,1817709,7957,1253798,2340,416725,5981,837073,6049,859362,2076,424488,7142,434874,6833,14768340,3585,130350,5575,14637990,6636,4630790,3946,28680,3113,4602110,5044,5180841,3541,45325,3948,5135516,5351,2275761,2084,24668,2093,2251093,3169,1439108,2399,12623,1598,1426485,3042,1241840,1966,19054,1737,1222786,2809,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3992340,4232,380210,7788,3612130,7875,1980250,3513,342754,7186,1637496,7182,647320,3588,32276,3078,615044,4530,721003,2676,86675,4413,634328,5198,321594,1698,71659,3561,249935,3781,183729,1262,84969,2406,98760,2640,106604,1209,67175,2240,39429,2244,2012090,2690,37456,2846,1974634,3570,615517,2741,8047,1514,607470,2987,706423,2332,16143,1971,690280,2828,335540,2024,7221,1323,328319,2485,198983,1636,2877,846,196106,1700,155627,1641,3168,762,152459,1739,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2802596,1444,190782,5250,2611814,5404,1345597,1873,181170,4968,1164427,5509,392903,1859,8107,1382,384796,2233,488725,1552,35567,2802,453158,3114,230679,746,31831,2301,198848,2274,136302,660,49073,2056,87229,2119,96988,761,56592,2269,40396,2236,1456999,1546,9612,1545,1447387,2234,385534,1769,997,442,384537,1783,513490,1420,4187,1125,509303,1780,246759,818,1710,617,245049,1071,157082,774,1041,423,156041,861,154134,981,1677,537,152457,1128,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,719383,1175,68666,3814,650717,3876,342335,1084,63065,3507,279270,3692,103893,893,4306,1493,99587,1622,116239,802,12771,1496,103468,1704,57006,655,13214,1625,43792,1809,39802,525,17269,1422,22533,1477,25395,442,15505,1028,9890,1059,377048,920,5601,1276,371447,1635,105337,1247,621,471,104716,1298,125809,1323,2477,804,123332,1612,64154,666,1973,621,62181,919,46203,464,290,179,45913,498,35545,337,240,139,35305,345,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,531804,740,27846,2306,503958,2387,247537,725,24642,2226,222895,2294,103404,548,2073,832,101331,804,82600,477,6848,1486,75752,1553,31366,222,4528,930,26838,964,17910,531,4584,736,13326,734,12257,576,6609,769,5648,1019,284267,459,3204,995,281063,1056,121145,343,1127,701,120018,752,82544,325,1016,449,81528,557,36784,155,491,286,36293,323,23173,345,261,201,22912,376,20621,239,309,304,20312,371,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15471123,4756,1455002,17384,14016121,18095,7454021,5221,1342327,15203,6111694,15489,2122865,4974,77849,5114,2045016,7484,2514430,5232,272837,8465,2241593,9184,1183947,3003,245354,7253,938593,8009,927190,2753,354899,6816,572291,6885,705589,2800,391388,5831,314201,5995,8017102,3554,112675,5242,7904427,6182,2072141,4438,16605,2376,2055536,5077,2606565,4408,47572,3702,2558993,5444,1326892,3024,25203,2803,1301689,3719,1057731,2972,10128,1567,1047603,3239,953773,2695,13167,1660,940606,3105,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
