GEO_ID,C01001B_001E,C01001B_001M,C01001B_002E,C01001B_002M,C01001B_003E,C01001B_003M,C01001B_004E,C01001B_004M,C01001B_005E,C01001B_005M,C01001B_006E,C01001B_006M,C01001B_007E,C01001B_007M,C01001B_008E,C01001B_008M,C01001B_009E,C01001B_009M,NAME,C01001B_001MA,C01001B_001EA,C01001B_002EA,C01001B_002MA,C01001B_003EA,C01001B_003MA,C01001B_004EA,C01001B_004MA,C01001B_005MA,C01001B_005EA,C01001B_006EA,C01001B_006MA,C01001B_007EA,C01001B_007MA,C01001B_008MA,C01001B_008EA,C01001B_009EA,C01001B_009MA,state
0400000US24,1754964,9739,818007,5942,218697,3723,528491,3143,70819,939,936957,5826,214498,3368,614544,3294,107915,1278,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,474427,8765,228556,5132,62906,2695,149574,3509,16076,752,245871,5630,58927,2537,162300,3862,24644,712,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1378237,8581,653727,5124,184285,3669,410453,3274,58989,823,724510,5269,175814,3283,460907,3755,87789,935,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,294527,6033,146858,4084,49003,2885,92500,2241,5355,565,147669,3748,52031,2775,88579,2131,7059,407,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1128280,6928,529358,5077,162769,3890,328031,2785,38558,1263,598922,5772,158178,4066,378772,3313,61972,1358,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,692288,6755,324769,4115,92100,2705,205367,3179,27302,992,367519,3980,93607,2797,232999,2354,40913,1036,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,3221,869,1950,603,356,255,1594,612,0,165,1271,638,354,295,876,462,41,77,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,86010,3180,44029,1939,13670,1344,27586,1186,2773,363,41981,1961,12964,1425,25306,1254,3711,369,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,234179,4884,117365,2838,31570,1686,75880,2015,9915,285,116814,2881,29180,1741,74495,1694,13139,415,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,16100,2462,7493,1557,1845,862,5407,1218,241,200,8607,1646,2750,943,4972,1084,885,547,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1215836,11667,569827,6633,152346,3362,368435,4567,49046,1145,646009,6775,151618,3760,413463,4029,80928,1227,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,41733,2692,23157,1827,4883,895,16191,1410,2083,430,18576,1932,5298,1133,11881,1564,1397,293,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3079582,16847,1422618,8945,369877,4626,923580,7146,129161,2342,1656964,12148,365284,5378,1073396,8373,218284,2620,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2121712,11398,997364,7785,276255,5178,631662,4609,89447,1708,1124348,6780,259444,4835,730720,4102,134184,1198,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,10827,1906,6058,1330,1695,855,4107,874,256,246,4769,1058,1655,638,3102,735,12,22,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1405148,9823,671204,6431,193649,4092,418148,4088,59407,1032,733944,5967,185656,4162,456077,3706,92211,1413,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,277016,4245,137790,2654,39263,1874,88111,1835,10416,646,139226,3089,36193,1946,89217,2020,13816,728,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,72655,3250,39692,2270,9968,1502,27082,1629,2642,328,32963,1793,9780,1124,20251,1270,2932,453,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1409021,11876,677539,7654,188602,5041,434178,5231,54759,1253,731482,6915,182074,4577,460671,3659,88737,1424,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,67541,5169,33371,3052,10096,1427,21411,2092,1864,384,34170,2923,9636,1581,22102,1812,2432,275,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1320131,5887,620896,4303,173372,3485,389708,2779,57816,921,699235,4503,167238,3548,445543,2507,86454,799,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,13001,1955,7987,1230,2509,585,5248,1153,230,286,5014,1239,2078,778,2912,723,24,42,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1102455,6795,522221,4295,152021,3096,332031,3042,38169,1203,580234,4599,147154,2831,373830,3004,59250,1487,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3142866,13424,1523053,8977,434172,6729,984097,5955,104784,2501,1619813,9271,413896,6420,1053054,6349,152863,2342,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,32754,2655,18347,1796,6337,1185,11129,996,881,481,14407,1545,6156,993,7675,1124,576,367,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7184,983,4372,994,1401,637,2747,624,224,199,2812,561,846,433,1841,276,125,89,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1592426,9897,757868,6267,193686,4256,496600,4885,67582,1509,834558,7003,194198,4834,541166,4419,99194,1745,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,259337,8144,140364,4161,34861,2614,97135,2689,8368,706,118973,5489,32793,3705,76901,2629,9279,837,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,62788,2989,34350,2021,6955,1099,24602,1716,2793,569,28438,1940,6185,1022,18002,1387,4251,930,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,357899,4965,177452,3369,60125,2319,107518,2281,9809,611,180447,2989,53843,2056,112615,1948,13989,581,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,7435,1382,4440,954,1018,569,3238,950,184,281,2995,941,1019,610,1858,612,118,174,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,280579,12353,135521,7238,26009,3243,87846,5168,21666,2275,145058,7713,28151,3256,89564,5227,27343,2661,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
