GEO_ID,B07002_001E,B07002_001M,B07002_002E,B07002_002M,B07002_003E,B07002_003M,B07002_004E,B07002_004M,B07002_005E,B07002_005M,B07002_006E,B07002_006M,NAME,B07002_001EA,B07002_001MA,B07002_002MA,B07002_002EA,B07002_003MA,B07002_003EA,B07002_004EA,B07002_004MA,B07002_005MA,B07002_005EA,B07002_006EA,B07002_006MA,state
0400000US01,38.7,0.2,41.6,0.3,27.2,0.6,27.3,1.1,27.6,1.7,30.4,3.2,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,33.6,0.2,37.4,0.5,25.9,0.7,27.0,1.7,26.3,1.3,26.2,1.4,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,37.3,0.1,40.4,0.2,27.2,0.3,27.3,1.0,31.9,1.5,29.3,1.5,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,38.3,0.3,41.4,0.4,26.0,0.8,26.1,0.9,26.1,1.3,28.5,3.6,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36.2,0.1,38.3,0.2,28.6,0.2,28.4,0.3,28.5,0.4,28.9,0.6,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,36.8,0.1,40.4,0.2,27.1,0.5,28.1,0.6,27.4,0.6,27.6,1.6,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40.8,0.2,43.0,0.2,30.2,0.6,27.4,0.7,29.6,1.1,28.2,2.4,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,39.6,0.3,42.2,0.4,27.1,1.1,28.8,2.0,27.7,1.2,36.7,5.9,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,34.2,0.2,37.2,0.5,28.1,0.9,-666666666.0,-222222222.0,26.3,0.7,28.0,1.6,District of Columbia,null,null,null,null,null,null,-,**,null,null,null,null,11
0400000US12,41.9,0.1,44.3,0.1,30.1,0.4,29.3,0.6,35.2,1.2,35.2,1.3,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,36.4,0.1,39.1,0.2,26.3,0.5,27.0,0.4,28.3,0.9,28.6,2.1,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,38.6,0.2,41.7,0.4,29.6,1.3,27.1,4.5,25.7,0.5,31.9,2.4,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,36.2,0.2,39.3,0.5,25.0,0.6,26.3,1.3,25.8,1.6,25.9,4.5,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
