GEO_ID,B13012_001E,B13012_001M,B13012_002E,B13012_002M,B13012_003E,B13012_003M,B13012_004E,B13012_004M,B13012_005E,B13012_005M,B13012_006E,B13012_006M,B13012_007E,B13012_007M,B13012_008E,B13012_008M,B13012_009E,B13012_009M,B13012_010E,B13012_010M,B13012_011E,B13012_011M,B13012_012E,B13012_012M,B13012_013E,B13012_013M,B13012_014E,B13012_014M,B13012_015E,B13012_015M,NAME,B13012_001MA,B13012_001EA,B13012_002EA,B13012_002MA,B13012_003MA,B13012_003EA,B13012_004MA,B13012_004EA,B13012_005EA,B13012_005MA,B13012_006EA,B13012_006MA,B13012_007MA,B13012_007EA,B13012_008MA,B13012_008EA,B13012_009MA,B13012_009EA,B13012_010MA,B13012_010EA,B13012_011EA,B13012_011MA,B13012_012EA,B13012_012MA,B13012_013EA,B13012_013MA,B13012_014MA,B13012_014EA,B13012_015MA,B13012_015EA,state
0400000US01,1130699,5840,57930,4181,34616,3192,22986,2659,11630,1708,23314,2741,15906,2372,7408,1495,1072769,7121,478918,9358,332164,7702,146754,5549,593851,10428,387254,9852,206597,7966,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,170274,2024,10386,1566,6499,1403,4129,1061,2370,810,3887,786,2415,683,1472,468,159888,2636,77427,2840,57475,2761,19952,1965,82461,2889,61322,3090,21139,2150,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1496548,4358,82770,4414,50203,3086,26208,2482,23995,2264,32567,3773,18790,2633,13777,2233,1413778,6304,607719,9459,418040,8268,189679,7670,806059,9900,551542,8883,254517,7902,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,666579,4818,39228,3324,23821,2380,14164,1755,9657,1569,15407,2159,9366,1849,6041,1387,627351,6272,303309,7929,214433,6451,88876,4174,324042,6514,211829,6211,112213,5286,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9301055,11850,476368,10094,312800,7594,175851,5398,136949,5826,163568,6707,95178,5666,68390,4153,8824687,16156,3857801,24418,2681218,20798,1176583,14930,4966886,25687,3356445,23892,1610441,18307,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1238237,4439,64786,3685,45784,2972,27619,2391,18165,2042,19002,2511,12705,2293,6297,1336,1173451,5919,567825,8905,420112,8244,147713,5989,605626,9597,457508,8857,148118,6139,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,834088,3440,35904,3443,24400,2547,17295,2212,7105,1326,11504,2130,7609,1486,3895,1188,798184,4924,340950,7468,267083,6259,73867,4393,457234,8177,336047,8933,121187,5150,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,214000,2233,12589,1822,7966,1406,5328,1229,2638,866,4623,967,3000,850,1623,684,201411,2816,80447,3568,64317,3582,16130,2207,120964,3708,86952,3277,34012,2453,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,193832,1195,9700,1579,4990,1293,3787,1062,1203,609,4710,1181,3137,929,1573,719,184132,1846,41466,3096,33280,2825,8186,1383,142666,3295,108936,3629,33730,2635,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4354880,9344,212334,8768,124089,6964,75617,5117,48472,4296,88245,5384,56851,4950,31394,3027,4142546,13303,1733902,20264,1283214,16545,450688,13844,2408644,19554,1681518,19319,727126,12283,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2459009,7606,125884,6331,75248,5520,45055,4115,30193,3207,50636,4013,33927,4034,16709,2499,2333125,9754,1017459,11495,740433,12420,277026,7925,1315666,14447,897617,14759,418049,12350,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,310534,2016,18332,2019,12388,1787,7557,1330,4831,1148,5944,1273,4301,1207,1643,550,292202,2930,140161,4943,104115,4323,36046,3191,152041,5413,106816,5056,45225,3003,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,355727,2419,20979,2453,16369,1990,7966,1350,8403,1533,4610,1326,3424,1127,1186,528,334748,2921,171830,5188,117546,4770,54284,3808,162918,4823,113817,4765,49101,3502,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3064737,7066,156387,6302,98126,4261,64173,3587,33953,2824,58261,4967,38673,3903,19588,2569,2908350,9409,1280168,12236,971193,10789,308975,8150,1628182,14240,1198697,14248,429485,9709,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1515813,5105,83007,4410,50702,3518,30853,2723,19849,2346,32305,3203,20454,2409,11851,2117,1432806,6735,653175,10270,491229,9891,161946,6777,779631,10747,545976,10114,233655,7344,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,687825,3588,37882,2875,26782,2311,20644,2147,6138,943,11100,1682,7847,1290,3253,923,649943,4316,314904,6178,260072,5618,54832,3028,335039,6691,258986,5925,76053,3919,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,648767,3585,43461,3071,29831,2657,18691,2384,11140,1432,13630,2219,8980,1685,4650,1215,605306,4455,298778,5709,230929,6146,67849,3697,306528,6062,221896,6340,84632,3987,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1006920,4535,53410,3675,34915,3109,20688,2387,14227,1898,18495,1977,13180,1849,5315,1109,953510,5801,464780,7544,335909,6701,128871,5311,488730,7685,330585,6847,158145,5137,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1099235,4677,64780,4224,32851,3148,19894,2625,12957,1790,31929,2787,19339,2590,12590,1934,1034455,6076,428785,9724,310338,9207,118447,5587,605670,11043,402476,9331,203194,7073,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,286727,2369,13621,1688,7982,1328,5562,1096,2420,731,5639,1157,3210,894,2429,831,273106,2831,117562,3810,93741,3688,23821,2143,155544,4600,115528,4652,40016,3012,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1436274,4296,76489,4358,49936,3429,33883,2854,16053,2201,26553,2625,17014,1954,9539,1757,1359785,6166,576930,9402,461509,7837,115421,5606,782855,10500,589075,10276,193780,5488,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1627599,4419,77689,4269,54086,3736,37695,3131,16391,1926,23603,2823,15104,2376,8499,1727,1549910,5613,625259,8792,497143,9143,128116,5718,924651,9040,692339,10294,232312,6770,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2246163,5396,121597,5960,70986,3950,44364,2814,26622,2588,50611,4671,34018,3665,16593,2602,2124566,7965,913095,10690,689369,10444,223726,5951,1211471,12891,874668,11948,336803,7532,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1234958,4109,71539,4861,49575,3533,36177,2876,13398,1640,21964,2698,15728,2172,6236,1423,1163419,5622,553716,6957,461152,7184,92564,3795,609703,7963,482666,7574,127037,4753,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,701917,4421,38564,3367,19631,2556,12421,2222,7210,1496,18933,2463,11780,2045,7153,1422,663353,5915,281621,7098,210227,6173,71394,4399,381732,8108,241206,7750,140526,6240,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1374938,5286,76920,4328,48802,3421,30566,2650,18236,2022,28118,2847,19948,2568,8170,1234,1298018,7090,597471,8069,452897,7564,144574,6076,700547,10239,514776,9580,185771,6558,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
