GEO_ID,C27018_001E,C27018_001M,C27018_002E,C27018_002M,C27018_003E,C27018_003M,C27018_004E,C27018_004M,C27018_005E,C27018_005M,C27018_006E,C27018_006M,C27018_007E,C27018_007M,C27018_008E,C27018_008M,C27018_009E,C27018_009M,C27018_010E,C27018_010M,C27018_011E,C27018_011M,C27018_012E,C27018_012M,C27018_013E,C27018_013M,C27018_014E,C27018_014M,C27018_015E,C27018_015M,C27018_016E,C27018_016M,C27018_017E,C27018_017M,C27018_018E,C27018_018M,C27018_019E,C27018_019M,C27018_020E,C27018_020M,C27018_021E,C27018_021M,C27018_022E,C27018_022M,C27018_023E,C27018_023M,C27018_024E,C27018_024M,C27018_025E,C27018_025M,C27018_026E,C27018_026M,C27018_027E,C27018_027M,C27018_028E,C27018_028M,C27018_029E,C27018_029M,C27018_030E,C27018_030M,C27018_031E,C27018_031M,C27018_032E,C27018_032M,C27018_033E,C27018_033M,C27018_034E,C27018_034M,C27018_035E,C27018_035M,C27018_036E,C27018_036M,C27018_037E,C27018_037M,C27018_038E,C27018_038M,C27018_039E,C27018_039M,C27018_040E,C27018_040M,C27018_041E,C27018_041M,NAME,C27018_001EA,C27018_001MA,C27018_002EA,C27018_002MA,C27018_003MA,C27018_003EA,C27018_004EA,C27018_004MA,C27018_005EA,C27018_005MA,C27018_006EA,C27018_006MA,C27018_007EA,C27018_007MA,C27018_008MA,C27018_008EA,C27018_009MA,C27018_009EA,C27018_010EA,C27018_010MA,C27018_011EA,C27018_011MA,C27018_012MA,C27018_012EA,C27018_013MA,C27018_013EA,C27018_014MA,C27018_014EA,C27018_015EA,C27018_015MA,C27018_016MA,C27018_016EA,C27018_017EA,C27018_017MA,C27018_018MA,C27018_018EA,C27018_019MA,C27018_019EA,C27018_020EA,C27018_020MA,C27018_021EA,C27018_021MA,C27018_022MA,C27018_022EA,C27018_023MA,C27018_023EA,C27018_024MA,C27018_024EA,C27018_025EA,C27018_025MA,C27018_026EA,C27018_026MA,C27018_027MA,C27018_027EA,C27018_028MA,C27018_028EA,C27018_029MA,C27018_029EA,C27018_030EA,C27018_030MA,C27018_031EA,C27018_031MA,C27018_032EA,C27018_032MA,C27018_033MA,C27018_033EA,C27018_034MA,C27018_034EA,C27018_035EA,C27018_035MA,C27018_036MA,C27018_036EA,C27018_037EA,C27018_037MA,C27018_038MA,C27018_038EA,C27018_039MA,C27018_039EA,C27018_040MA,C27018_040EA,C27018_041MA,C27018_041EA,state
0400000US01,4706844,2723,1295554,28099,413202,12028,330663,10203,82539,6908,741692,16843,241254,7993,500438,15449,140660,6226,137112,6070,3548,1166,600290,23540,146958,9297,69410,6687,77548,6245,346328,14907,73859,5698,272469,12999,107004,5485,105003,5477,2001,719,1453813,24313,315356,10366,68738,5549,246618,9600,898627,18438,104463,5385,794164,18408,239830,7767,234608,7597,5222,1172,1357187,26870,218966,8581,14388,2547,204578,8324,923644,19425,56233,3393,867411,18046,214577,7212,207856,7167,6721,1400,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,707088,2393,111102,6591,37236,3876,27911,2852,9325,2289,66467,3983,23552,2060,42915,3148,7399,1184,7115,1170,284,227,69103,8081,23815,4331,12610,3572,11205,2313,39122,4255,8559,1809,30563,3510,6166,1045,6130,1039,36,61,198582,10918,60369,4826,13734,2209,46635,3996,120454,7159,12071,2013,108383,6468,17759,2226,16994,2267,765,382,328301,11332,63241,4492,7220,1749,56021,4031,231797,7905,15063,2311,216734,7087,33263,2343,30524,2416,2739,946,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6467526,3889,1741049,32407,588613,17723,422248,13686,166365,10551,987016,20167,366067,11098,620949,16215,165420,6230,156462,6371,8958,1657,824495,26387,230886,12446,90535,7281,140351,9357,457842,15501,93043,7028,364799,13892,135767,6168,132700,6141,3067,917,1959785,31740,451628,14704,67153,7292,384475,14236,1159029,20351,129080,6937,1029949,19341,349128,8904,341933,8628,7195,1369,1942197,28178,318475,9724,16175,2822,302300,9244,1267216,20347,67210,4213,1200006,19393,356506,9130,343222,9206,13284,2019,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2869223,3273,841588,18264,280257,9103,234869,9075,45388,5056,469302,11161,146533,6994,322769,9096,92029,4521,90743,4507,1286,503,404979,16716,105500,7516,64790,5630,40710,5408,227654,9915,50095,3824,177559,8838,71825,4548,71273,4552,552,335,902475,19849,197210,8731,52466,4604,144744,7479,552691,12944,70549,3767,482142,12627,152574,5617,149659,5505,2915,1103,720181,18130,114455,5960,10917,1782,103538,5962,484165,13407,30525,2874,453640,13176,121561,5059,118008,5148,3553,882,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37514516,9930,9345349,74578,3051524,35060,2330755,34833,720769,20529,5422811,48154,1889894,26509,3532917,40090,871014,16655,827445,16151,43569,4117,4489884,65392,1220657,28593,636170,21019,584487,18818,2696455,37585,532090,15851,2164365,33031,572772,14005,549116,13881,23656,2867,10204832,102972,2308977,38011,597459,16640,1711518,32078,6523771,68549,716654,17273,5807117,64602,1372084,19254,1306843,19018,65241,4413,13474451,79971,2448111,28861,154178,8537,2293933,27328,9145130,51785,407850,11255,8737280,47662,1881210,20451,1756413,20287,124797,6646,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5127247,3317,1012067,25459,312137,12042,226744,10102,85393,7776,609950,16390,191511,9403,418439,12565,89980,4039,87506,4027,2474,700,539994,22383,154013,10686,72267,6829,81746,7207,314201,12125,57118,4809,257083,10872,71780,3990,70314,3955,1466,605,1546476,27168,377287,12436,67140,6370,310147,11843,972190,17814,94293,6431,877897,17462,196999,6811,192314,6711,4685,953,2028710,23380,382617,10315,15688,2722,366929,9751,1375711,16936,53973,4058,1321738,16663,270382,5904,256217,6230,14165,1662,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3481261,2617,545684,18742,159831,8881,135068,8420,24763,4630,320246,11560,161473,8023,158773,8442,65607,4302,62725,4057,2882,1004,291448,17263,76629,6717,50122,5257,26507,4506,154571,10868,56214,5683,98357,7646,60248,3708,59647,3685,601,300,923358,20643,207114,8612,53478,4960,153636,7929,560577,14265,76979,5873,483598,13677,155667,5348,151768,5136,3899,1074,1720771,23555,331557,9587,16020,2830,315537,9646,1149200,15988,46647,3585,1102553,15767,240014,5943,224776,5545,15238,2010,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,898021,1651,171393,10533,52760,5324,43665,5172,9095,2163,99078,6637,51266,4043,47812,5152,19555,2200,19156,2126,399,286,92635,8302,26813,3955,14302,2946,12511,2431,49595,4980,15314,2491,34281,3966,16227,1994,16066,1994,161,144,271734,12613,57251,5016,12512,2400,44739,4464,165918,8022,25543,3295,140375,7285,48565,2824,47503,2812,1062,555,362259,12957,63830,4841,5699,1593,58131,4243,239751,8562,15247,2064,224504,7835,58678,3050,56037,2900,2641,760,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,610255,986,153895,9022,39369,3761,35470,3755,3899,1714,97462,6329,56269,5128,41193,3407,17064,1809,16167,1752,897,395,51068,6442,12621,2873,9232,2766,3389,1160,31664,3977,15304,3281,16360,2655,6783,1307,6490,1318,293,219,125418,8012,20016,2759,9170,2349,10846,2019,90263,5846,19468,2493,70795,5381,15139,1625,14120,1545,1019,385,279874,7956,37334,2673,2100,866,35234,2520,210133,5868,10166,1608,199967,5294,32407,1837,28893,1830,3514,746,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19092715,8210,4836954,68306,1388660,31734,1011708,30250,376952,15735,2764868,41090,812418,22270,1952450,31404,683426,14182,638088,13133,45338,4397,2490490,56531,578552,22173,274592,16317,303960,15375,1423691,35811,253999,13245,1169692,31187,488247,11995,470483,11930,17764,3081,6069060,68519,1147543,28585,278975,11404,868568,23293,3707470,44623,376995,14241,3330475,39213,1214047,16633,1177992,16296,36055,3704,5696211,52547,839520,17054,61073,5384,778447,16260,3664014,42343,185247,8508,3478767,40563,1192677,18513,1144699,18329,47978,3645,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
