GEO_ID,B21001A_001E,B21001A_001M,B21001A_002E,B21001A_002M,B21001A_003E,B21001A_003M,B21001A_004E,B21001A_004M,B21001A_005E,B21001A_005M,B21001A_006E,B21001A_006M,B21001A_007E,B21001A_007M,B21001A_008E,B21001A_008M,B21001A_009E,B21001A_009M,B21001A_010E,B21001A_010M,B21001A_011E,B21001A_011M,B21001A_012E,B21001A_012M,B21001A_013E,B21001A_013M,B21001A_014E,B21001A_014M,B21001A_015E,B21001A_015M,B21001A_016E,B21001A_016M,B21001A_017E,B21001A_017M,B21001A_018E,B21001A_018M,B21001A_019E,B21001A_019M,B21001A_020E,B21001A_020M,B21001A_021E,B21001A_021M,B21001A_022E,B21001A_022M,B21001A_023E,B21001A_023M,B21001A_024E,B21001A_024M,B21001A_025E,B21001A_025M,B21001A_026E,B21001A_026M,B21001A_027E,B21001A_027M,B21001A_028E,B21001A_028M,B21001A_029E,B21001A_029M,B21001A_030E,B21001A_030M,B21001A_031E,B21001A_031M,B21001A_032E,B21001A_032M,B21001A_033E,B21001A_033M,NAME,B21001A_001MA,B21001A_001EA,B21001A_002EA,B21001A_002MA,B21001A_003EA,B21001A_003MA,B21001A_004MA,B21001A_004EA,B21001A_005EA,B21001A_005MA,B21001A_006MA,B21001A_006EA,B21001A_007EA,B21001A_007MA,B21001A_008EA,B21001A_008MA,B21001A_009EA,B21001A_009MA,B21001A_010EA,B21001A_010MA,B21001A_011EA,B21001A_011MA,B21001A_012MA,B21001A_012EA,B21001A_013EA,B21001A_013MA,B21001A_014EA,B21001A_014MA,B21001A_015MA,B21001A_015EA,B21001A_016EA,B21001A_016MA,B21001A_017MA,B21001A_017EA,B21001A_018EA,B21001A_018MA,B21001A_019EA,B21001A_019MA,B21001A_020EA,B21001A_020MA,B21001A_021MA,B21001A_021EA,B21001A_022EA,B21001A_022MA,B21001A_023MA,B21001A_023EA,B21001A_024EA,B21001A_024MA,B21001A_025MA,B21001A_025EA,B21001A_026EA,B21001A_026MA,B21001A_027MA,B21001A_027EA,B21001A_028EA,B21001A_028MA,B21001A_029EA,B21001A_029MA,B21001A_030EA,B21001A_030MA,B21001A_031EA,B21001A_031MA,B21001A_032MA,B21001A_032EA,B21001A_033MA,B21001A_033EA,state
0400000US01,2623089,5027,1271019,3875,357123,3360,16342,2440,340781,3600,439160,2713,60738,4071,378422,4936,220778,934,51725,3315,169053,3498,155370,729,65585,2746,89785,2859,98588,605,62545,2110,36043,2061,1352070,2646,348830,2357,3372,1096,345458,2512,445534,2569,8135,1847,437399,2898,232628,768,4482,1039,228146,1325,176843,759,1890,575,174953,989,148235,684,1730,538,146505,884,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,370692,2195,194326,1926,61945,1590,6616,1334,55329,1962,68699,883,14477,1661,54222,1794,37788,478,10955,1448,26833,1414,18058,610,9337,1078,8721,1089,7836,633,5423,783,2413,670,176366,1165,55143,932,1314,509,53829,1084,63673,804,2538,666,61135,1025,32925,415,1081,438,31844,583,15619,439,253,215,15366,496,9006,248,386,298,8620,268,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4041945,13795,1985244,8194,581352,5888,27622,2883,553730,6176,658804,3468,80188,4122,578616,5267,317971,1835,75677,3814,242294,4084,250636,1629,112734,3239,137902,3480,176481,1300,112212,2829,64269,2834,2056701,8375,556542,4866,5046,1386,551496,4776,654964,4310,13055,1959,641909,4427,348311,2252,6649,1452,341662,2336,278740,1500,3551,902,275189,1760,218144,1346,4420,1086,213724,1727,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1793112,4044,871500,2618,250539,2230,11219,1644,239320,2744,296027,2032,37662,3156,258365,3966,145562,836,34739,2509,110823,2571,108573,777,45954,2180,62619,2166,70799,485,43248,1696,27551,1728,921612,2654,245270,2485,1955,595,243315,2545,298519,2105,5286,1072,293233,2337,155252,769,4273,1183,150979,1506,121121,475,1285,511,119836,677,101450,586,1112,548,100338,824,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18378726,44458,9093291,26734,2857652,17328,87253,6009,2770399,16887,3214638,11738,224721,7700,2989917,14736,1463761,5600,231233,6530,1232528,8944,914625,3968,349116,5160,565509,5876,642615,2970,360057,6089,282558,6378,9285435,22154,2694236,13827,16902,1918,2677334,13818,3130702,9495,28439,2767,3102263,10117,1525927,6079,17893,2108,1508034,6089,1016782,4066,10112,1444,1006670,4425,917788,4049,16893,1564,900895,4423,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3416724,11974,1695154,7423,530019,5882,26903,2923,503116,6246,609544,3453,72553,4103,536991,5764,286085,1538,62422,3187,223663,3394,170051,1211,79180,2309,90871,2634,99455,845,63546,2026,35909,2140,1721570,6202,500838,4203,5638,1247,495200,4255,599623,3191,13831,1810,585792,3785,297213,1288,6015,1191,291198,1676,181635,1357,2401,712,179234,1491,142261,1498,3119,752,139142,1665,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2222793,8273,1063308,5881,274480,3913,6157,1124,268323,4108,379710,2940,29457,2449,350253,4054,199565,1114,27712,2009,171853,2313,120915,879,45137,1966,75778,2183,88638,557,54847,2161,33791,2135,1159485,4022,271896,2480,892,437,271004,2530,400144,2687,3125,880,397019,2916,209784,1227,1127,493,208657,1312,136748,897,918,392,135830,978,140913,722,1549,500,139364,925,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,514579,3424,246918,2317,65606,1779,3233,1243,62373,2009,82004,1040,7753,1198,74251,1490,44705,500,9982,1535,34723,1551,33014,242,15437,1306,17577,1292,21589,186,14051,951,7538,942,267661,1670,66914,1059,350,282,66564,1070,85042,898,1290,559,83752,1120,48122,366,1071,486,47051,621,37442,304,290,179,37152,345,30141,245,240,139,29901,259,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,231607,3568,114926,2355,54669,1607,1433,643,53236,1505,36571,1210,2830,900,33741,1382,11776,406,913,397,10863,591,7331,368,2146,513,5185,571,4579,512,2328,443,2251,698,116681,1717,60905,1119,279,196,60626,1097,30414,1046,615,272,29799,1018,11584,456,118,141,11466,471,8039,372,0,203,8039,372,5739,250,226,287,5513,377,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12127112,16881,5878362,11437,1504199,8542,59567,4702,1444632,9615,1941953,6950,210474,6956,1731479,8316,972149,2892,207471,6745,764678,7585,815413,2692,328047,6780,487366,6969,644648,2134,373992,5481,270656,5631,6248750,10873,1445690,6197,10211,1824,1435479,6799,1959860,6569,31667,3033,1928193,7465,1073513,3899,19168,2450,1054345,4195,918580,2665,9298,1571,909282,2914,851107,2502,12085,1620,839022,2909,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
