GEO_ID,B20005H_001E,B20005H_001M,B20005H_002E,B20005H_002M,B20005H_003E,B20005H_003M,B20005H_004E,B20005H_004M,B20005H_005E,B20005H_005M,B20005H_006E,B20005H_006M,B20005H_007E,B20005H_007M,B20005H_008E,B20005H_008M,B20005H_009E,B20005H_009M,B20005H_010E,B20005H_010M,B20005H_011E,B20005H_011M,B20005H_012E,B20005H_012M,B20005H_013E,B20005H_013M,B20005H_014E,B20005H_014M,B20005H_015E,B20005H_015M,B20005H_016E,B20005H_016M,B20005H_017E,B20005H_017M,B20005H_018E,B20005H_018M,B20005H_019E,B20005H_019M,B20005H_020E,B20005H_020M,B20005H_021E,B20005H_021M,B20005H_022E,B20005H_022M,B20005H_023E,B20005H_023M,B20005H_024E,B20005H_024M,B20005H_025E,B20005H_025M,B20005H_026E,B20005H_026M,B20005H_027E,B20005H_027M,B20005H_028E,B20005H_028M,B20005H_029E,B20005H_029M,B20005H_030E,B20005H_030M,B20005H_031E,B20005H_031M,B20005H_032E,B20005H_032M,B20005H_033E,B20005H_033M,B20005H_034E,B20005H_034M,B20005H_035E,B20005H_035M,B20005H_036E,B20005H_036M,B20005H_037E,B20005H_037M,B20005H_038E,B20005H_038M,B20005H_039E,B20005H_039M,B20005H_040E,B20005H_040M,B20005H_041E,B20005H_041M,B20005H_042E,B20005H_042M,B20005H_043E,B20005H_043M,B20005H_044E,B20005H_044M,B20005H_045E,B20005H_045M,B20005H_046E,B20005H_046M,B20005H_047E,B20005H_047M,B20005H_048E,B20005H_048M,B20005H_049E,B20005H_049M,B20005H_050E,B20005H_050M,B20005H_051E,B20005H_051M,B20005H_052E,B20005H_052M,B20005H_053E,B20005H_053M,B20005H_054E,B20005H_054M,B20005H_055E,B20005H_055M,B20005H_056E,B20005H_056M,B20005H_057E,B20005H_057M,B20005H_058E,B20005H_058M,B20005H_059E,B20005H_059M,B20005H_060E,B20005H_060M,B20005H_061E,B20005H_061M,B20005H_062E,B20005H_062M,B20005H_063E,B20005H_063M,B20005H_064E,B20005H_064M,B20005H_065E,B20005H_065M,B20005H_066E,B20005H_066M,B20005H_067E,B20005H_067M,B20005H_068E,B20005H_068M,B20005H_069E,B20005H_069M,B20005H_070E,B20005H_070M,B20005H_071E,B20005H_071M,B20005H_072E,B20005H_072M,B20005H_073E,B20005H_073M,B20005H_074E,B20005H_074M,B20005H_075E,B20005H_075M,B20005H_076E,B20005H_076M,B20005H_077E,B20005H_077M,B20005H_078E,B20005H_078M,B20005H_079E,B20005H_079M,B20005H_080E,B20005H_080M,B20005H_081E,B20005H_081M,B20005H_082E,B20005H_082M,B20005H_083E,B20005H_083M,B20005H_084E,B20005H_084M,B20005H_085E,B20005H_085M,B20005H_086E,B20005H_086M,B20005H_087E,B20005H_087M,B20005H_088E,B20005H_088M,B20005H_089E,B20005H_089M,B20005H_090E,B20005H_090M,B20005H_091E,B20005H_091M,B20005H_092E,B20005H_092M,B20005H_093E,B20005H_093M,B20005H_094E,B20005H_094M,B20005H_095E,B20005H_095M,NAME,B20005H_001EA,B20005H_001MA,B20005H_002MA,B20005H_002EA,B20005H_003MA,B20005H_003EA,B20005H_004EA,B20005H_004MA,B20005H_005EA,B20005H_005MA,B20005H_006EA,B20005H_006MA,B20005H_007MA,B20005H_007EA,B20005H_008MA,B20005H_008EA,B20005H_009EA,B20005H_009MA,B20005H_010EA,B20005H_010MA,B20005H_011MA,B20005H_011EA,B20005H_012EA,B20005H_012MA,B20005H_013EA,B20005H_013MA,B20005H_014EA,B20005H_014MA,B20005H_015EA,B20005H_015MA,B20005H_016MA,B20005H_016EA,B20005H_017EA,B20005H_017MA,B20005H_018MA,B20005H_018EA,B20005H_019EA,B20005H_019MA,B20005H_020EA,B20005H_020MA,B20005H_021EA,B20005H_021MA,B20005H_022EA,B20005H_022MA,B20005H_023MA,B20005H_023EA,B20005H_024EA,B20005H_024MA,B20005H_025MA,B20005H_025EA,B20005H_026EA,B20005H_026MA,B20005H_027EA,B20005H_027MA,B20005H_028EA,B20005H_028MA,B20005H_029EA,B20005H_029MA,B20005H_030EA,B20005H_030MA,B20005H_031EA,B20005H_031MA,B20005H_032EA,B20005H_032MA,B20005H_033EA,B20005H_033MA,B20005H_034MA,B20005H_034EA,B20005H_035EA,B20005H_035MA,B20005H_036EA,B20005H_036MA,B20005H_037EA,B20005H_037MA,B20005H_038MA,B20005H_038EA,B20005H_039MA,B20005H_039EA,B20005H_040MA,B20005H_040EA,B20005H_041EA,B20005H_041MA,B20005H_042EA,B20005H_042MA,B20005H_043MA,B20005H_043EA,B20005H_044MA,B20005H_044EA,B20005H_045MA,B20005H_045EA,B20005H_046EA,B20005H_046MA,B20005H_047EA,B20005H_047MA,B20005H_048MA,B20005H_048EA,B20005H_049EA,B20005H_049MA,B20005H_050MA,B20005H_050EA,B20005H_051MA,B20005H_051EA,B20005H_052EA,B20005H_052MA,B20005H_053EA,B20005H_053MA,B20005H_054EA,B20005H_054MA,B20005H_055EA,B20005H_055MA,B20005H_056EA,B20005H_056MA,B20005H_057MA,B20005H_057EA,B20005H_058MA,B20005H_058EA,B20005H_059MA,B20005H_059EA,B20005H_060EA,B20005H_060MA,B20005H_061EA,B20005H_061MA,B20005H_062MA,B20005H_062EA,B20005H_063MA,B20005H_063EA,B20005H_064MA,B20005H_064EA,B20005H_065EA,B20005H_065MA,B20005H_066MA,B20005H_066EA,B20005H_067EA,B20005H_067MA,B20005H_068EA,B20005H_068MA,B20005H_069EA,B20005H_069MA,B20005H_070EA,B20005H_070MA,B20005H_071MA,B20005H_071EA,B20005H_072EA,B20005H_072MA,B20005H_073MA,B20005H_073EA,B20005H_074EA,B20005H_074MA,B20005H_075EA,B20005H_075MA,B20005H_076EA,B20005H_076MA,B20005H_077MA,B20005H_077EA,B20005H_078EA,B20005H_078MA,B20005H_079EA,B20005H_079MA,B20005H_080EA,B20005H_080MA,B20005H_081EA,B20005H_081MA,B20005H_082MA,B20005H_082EA,B20005H_083MA,B20005H_083EA,B20005H_084MA,B20005H_084EA,B20005H_085EA,B20005H_085MA,B20005H_086EA,B20005H_086MA,B20005H_087EA,B20005H_087MA,B20005H_088EA,B20005H_088MA,B20005H_089MA,B20005H_089EA,B20005H_090EA,B20005H_090MA,B20005H_091EA,B20005H_091MA,B20005H_092EA,B20005H_092MA,B20005H_093EA,B20005H_093MA,B20005H_094EA,B20005H_094MA,B20005H_095MA,B20005H_095EA,state
0400000US01,2628426,3182,1271990,2384,600157,8675,332,355,599825,8633,1186,540,686,342,2676,674,3790,1086,11467,1911,8063,1573,14215,2034,12716,1766,23223,2876,16552,2395,41327,3466,47101,4297,43332,2800,47131,3894,34747,2577,44266,3100,56121,3767,44783,3680,58913,3627,87530,3850,671833,8651,424672,9041,247161,7352,39834,3371,31116,2575,27603,3072,18040,2414,25474,2542,10943,1852,15726,2183,6112,1162,10878,1607,3772,948,9922,1516,10537,2149,4332,1076,4972,1175,3110,878,5067,1239,4666,1143,3250,767,4185,1011,7622,1283,1356436,2237,419775,8776,0,192,419775,8776,639,349,1074,520,3362,853,4977,1305,11922,2077,10729,1942,20628,2170,17674,2197,28988,2645,17187,2326,45190,4016,40705,3491,35232,3093,35252,3317,28277,3117,29837,2474,29580,2771,18367,2311,20183,1974,19972,2203,936661,8847,638946,8003,297715,7614,58437,4216,36408,2974,38331,3468,23652,2596,33130,3087,16094,2194,18404,2219,10254,1813,12895,1962,4966,1311,10060,1594,8189,1132,5291,930,4550,877,3883,860,5169,1065,2758,778,2189,830,1689,497,1366,542,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,373028,875,200180,794,105779,3460,0,147,105779,3460,559,299,190,149,817,458,166,152,1291,546,445,227,1726,675,994,509,3712,1076,2313,900,3803,943,6868,1330,3535,878,5845,1184,5580,1408,7110,1590,11114,1595,10914,1727,16371,1708,22426,2491,94401,3388,36396,2305,58005,2976,5983,1496,4025,1081,4725,1232,1629,550,3639,964,1649,717,2978,971,920,330,3438,1002,1639,664,3865,1040,2990,778,1683,701,1917,662,1769,752,1598,552,1940,638,2266,727,4809,1085,4543,926,172848,844,68848,3063,145,162,68703,3028,202,208,0,147,293,193,592,319,1011,584,458,288,1791,998,762,376,1904,559,1562,482,4122,819,5977,1278,4914,879,8290,1539,3696,1032,6379,1332,7007,1310,4847,1240,9116,1449,5780,1263,104000,3050,48454,2504,55546,2728,8392,1378,5083,970,4485,835,3227,766,5652,1255,1374,482,3765,752,2137,825,3906,1014,1495,543,2617,645,1873,547,1254,436,2251,787,1085,410,1709,422,1546,578,1369,414,1617,545,709,384,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3168732,3058,1555113,1952,673344,8242,26,43,673318,8240,1450,522,976,525,4226,1064,4609,1159,8625,1556,5031,1255,14049,1914,9430,1475,25732,2533,14344,1536,36157,3238,46583,3883,40001,3270,54855,3699,32771,3418,47676,3464,64722,4508,50470,3530,86856,4112,124755,5495,881769,8512,559657,8170,322112,9558,49661,3409,36545,3705,30519,2550,20862,1908,37279,3107,13613,2045,21088,2905,7453,1384,16961,2318,6373,1105,13473,2061,12726,1571,8888,1639,7691,1636,5232,1235,4719,977,7661,1315,3493,921,6761,1405,11114,1612,1613619,2226,505929,9554,0,203,505929,9554,690,296,1776,698,2416,638,3550,1115,12439,2235,7600,1652,13932,1927,10928,1938,24030,2748,14484,2028,41423,3277,48521,3443,49877,4056,45186,3322,33837,3454,39852,3186,38440,3230,33352,2912,44393,3113,39203,3355,1107690,9519,721738,7347,385952,9306,65791,4446,45894,3820,40579,3274,29125,2703,42263,3413,17744,2413,21814,2178,11212,1786,17819,2394,9320,1340,15167,1813,16655,2034,10669,1792,10961,1650,6367,1164,5269,1042,5278,1108,4922,1200,4286,1037,4817,1212,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1775059,1824,863329,1855,394978,6695,63,82,394915,6691,989,474,371,258,2428,710,2363,677,8257,1665,3183,885,13621,2107,11485,1856,17462,2415,11444,1685,34393,3044,35969,3421,30462,2250,34144,2755,25709,2458,28448,2816,34000,2826,24460,2656,33882,2726,41845,2710,468351,7193,300693,6189,167658,5708,30668,2889,18185,2038,21250,2262,13949,1848,16140,1880,6887,1237,10074,1636,4359,999,8259,1639,3389,1040,7490,1344,5860,1125,4568,1225,3223,985,1733,706,2074,745,2662,699,1558,605,2154,622,3176,794,911730,1555,299379,6095,23,39,299356,6094,616,337,483,245,3373,877,3024,918,9901,1543,7855,1525,15944,1966,14640,1911,23491,2825,14717,1571,33624,2907,33892,2614,25464,2585,21868,2706,17280,2228,17797,2100,21154,2302,10616,1670,14527,1933,9090,1327,612351,6046,414232,7052,198119,6387,35669,3182,29290,2786,23134,2415,16155,1993,22985,2294,12479,1576,10923,1627,6269,1486,7877,1492,2682,787,6114,1231,5564,1105,3922,1065,3867,947,1798,564,3033,840,2134,606,1278,545,1658,721,1288,576,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12759623,6644,6333890,4808,2877649,20201,516,328,2877133,20172,8750,1627,5129,1114,13271,1859,11674,1818,33557,3376,16220,1716,38523,3401,27490,3096,68890,4912,50896,3119,114252,5291,135567,6232,125548,6099,152739,6548,125635,5796,171617,7411,238795,7896,212501,8565,416816,10351,909263,12523,3456241,19696,2005147,19384,1451094,15686,203843,7397,127270,5735,122354,5386,88218,4137,125336,5423,52987,4026,72357,5061,39171,3328,72289,5043,29771,2989,65915,3813,63120,4192,42399,3424,47253,3372,28807,2589,38274,3186,43094,3309,32721,2749,61828,3837,94087,4426,6425733,4088,1945756,16697,509,281,1945247,16715,5107,1076,4218,935,13697,2021,9238,1518,31551,2897,19525,2435,36412,3286,26610,2981,67659,4349,46649,3899,103697,5493,144750,6951,123702,5891,135250,6143,113695,5411,135114,5120,192068,7091,152693,5789,260621,8426,322991,8754,4479977,16949,2733334,18089,1746643,16235,253419,7833,176508,6188,164269,6625,116654,5739,162154,5704,72042,4363,93791,5157,49231,4119,91503,4884,44806,3757,81704,5246,78465,4717,48621,3318,45972,3572,33380,2906,38271,3300,44316,3576,39264,2645,62503,3254,49770,3329,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3015688,3821,1500053,2656,777572,9276,56,94,777516,9272,1762,569,778,347,3583,786,3752,933,13432,1728,4451,1065,13457,2082,8822,1468,24415,2710,16492,1891,36249,3084,50485,3509,46528,3543,55106,3655,44092,3391,52968,3055,72489,4544,57676,3266,103448,4403,167531,5515,722481,10023,346506,7400,375975,9739,53930,3372,36517,2588,38383,3161,24657,2715,33902,3499,14919,2013,20025,2320,9524,1694,21506,2758,7857,1379,17228,2375,15840,2007,11817,1880,11448,1825,7451,1394,7327,1315,9162,1466,7380,1487,10517,1690,16585,1924,1515635,2537,541630,7317,68,111,541562,7300,1204,624,912,449,5535,1285,2793,715,11881,1696,8172,1385,14021,2296,10392,1564,22811,2356,13875,1789,42756,3201,51576,3806,46285,3660,47208,3556,35607,3136,41520,2667,45927,3325,36881,3041,51588,3144,50618,2916,974005,7659,512159,8238,461846,8159,78088,3797,53464,3395,47818,3414,33145,3089,44934,3863,19023,2038,28101,2816,15362,1519,25830,2459,11341,1518,23838,2172,19078,1873,12264,1616,11603,1530,7287,1185,7147,1170,7751,1159,4718,925,5819,993,5235,969,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2099765,2605,1010503,1681,508543,7304,156,148,508387,7276,1469,567,709,416,2039,762,2292,776,3941,1175,1041,604,5763,1534,3907,1042,11874,2104,7343,1515,17192,2083,20568,2507,18927,2226,27901,2269,23341,2750,40746,3410,48058,3072,44199,2923,79293,4666,147784,5831,501960,7692,265982,5711,235978,6914,40836,2618,25809,2353,21293,2382,12779,1816,18517,2108,9944,1669,14065,2018,5181,1314,9305,1159,4562,1361,9677,1592,10441,1390,7323,1214,7451,1170,3607,998,5494,1087,7328,1282,3946,812,6506,1065,11914,1533,1089262,1757,365985,7008,46,77,365939,6999,483,275,526,329,1500,664,1007,411,3962,1071,3071,939,5072,1227,5751,1338,12284,1788,7629,1413,18279,2078,28997,2979,26727,2848,31823,2308,23543,2501,24965,2208,35712,3095,36043,3155,51978,2661,46587,3195,723277,7423,407595,7229,315682,6365,52517,3399,30605,2532,28560,2371,17403,1756,28801,2973,14328,2006,17204,1984,10136,1511,16025,2059,6634,1401,16860,1860,14944,1625,9395,1458,8121,1361,6199,1106,7185,1291,8707,1323,6637,1016,10009,1454,5412,1120,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,498518,1358,238588,1130,109344,3767,105,128,109239,3781,198,139,62,103,296,206,697,359,990,440,839,353,2312,1009,1234,530,2702,816,1583,610,6278,1332,8148,1493,7834,1540,7762,1341,6442,984,8709,1324,11486,1715,9304,1494,12718,1642,19645,1869,129244,3822,72409,2481,56835,3384,10867,1562,6628,1165,6313,1469,4689,1034,4303,1126,2333,744,2617,777,1460,600,2374,717,1131,458,2564,810,2676,760,1606,578,1377,487,564,336,1083,517,730,423,428,232,1343,420,1749,559,259930,814,88541,3207,0,189,88541,3207,328,429,204,219,574,465,703,426,1776,729,790,323,3057,977,1387,557,4153,1117,2937,815,5942,1396,9053,1429,5857,840,7922,1404,6161,1251,8080,1272,8243,1384,5019,1125,7192,1070,9163,1355,171389,3408,103350,3207,68039,2799,11988,1578,8231,1347,6761,1367,5913,1369,6663,899,3187,901,4655,1146,2459,759,3330,802,914,513,2685,1021,2241,615,1684,529,1515,647,862,483,1309,601,1149,542,716,285,993,368,784,464,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,208761,485,103545,331,70470,2017,0,203,70470,2017,20,42,33,53,33,55,505,346,573,295,342,282,122,142,379,281,652,411,537,277,284,221,2066,806,578,328,2966,845,2654,755,3939,919,7561,1197,4857,881,11571,1599,30798,1936,33075,2032,10001,1079,23074,1925,4181,909,2535,716,1853,512,932,425,1551,553,391,310,887,487,439,401,1387,601,243,199,760,418,633,457,557,325,741,436,550,389,483,292,1253,703,1105,725,918,422,1675,542,105216,271,59538,2396,0,203,59538,2396,108,180,337,320,114,149,192,176,680,452,0,203,82,108,253,189,142,131,182,212,1258,507,1601,573,1673,616,4255,1000,3513,872,3962,972,6367,1204,5969,1110,11288,1377,17562,1913,45678,2394,18260,1448,27418,2380,5733,1356,2586,853,1795,558,1301,677,1691,639,1229,537,944,426,525,344,1096,467,352,261,1092,417,1464,572,799,413,923,356,516,384,1154,518,1169,633,700,416,1034,515,1315,485,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9439127,5752,4592095,3757,1885634,14385,238,199,1885396,14362,3582,1132,3130,937,10194,1941,11206,2340,31813,2775,25669,3268,48808,4918,39966,4055,83499,4859,43195,3921,136166,6478,153990,7249,131453,6067,137648,6406,106475,5965,132618,6951,153775,6110,126153,6483,194955,7635,311101,8521,2706461,14791,1780328,15106,926133,14324,139584,6571,90428,4181,90909,5203,68077,4826,100256,4936,42956,3414,57040,4808,32561,3735,52209,4068,16549,2128,43315,3519,37842,3740,23365,2716,21854,2749,15051,2746,14928,1773,17001,1930,12572,1935,16335,2136,33301,2790,4847032,4606,1472210,14259,87,144,1472123,14250,3490,1191,3410,1140,10768,1968,11517,2137,32796,3379,21416,2718,44782,3980,45061,4374,87709,4862,60121,4664,155388,7501,160929,6595,141498,6134,128745,6789,88645,4857,87536,5269,116622,5290,79197,4710,99395,5048,93098,4518,3374822,14812,2313332,15600,1061490,12322,164412,6505,117544,5437,115438,6070,84008,4733,127295,5223,54021,3970,70616,4633,39326,3612,51810,3911,22149,2803,45057,2780,37625,3316,30150,3056,26618,2716,15422,1995,15985,2205,15196,2225,9717,1688,8412,1437,10689,1466,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
