GEO_ID,B18107_001E,B18107_001M,B18107_002E,B18107_002M,B18107_003E,B18107_003M,B18107_004E,B18107_004M,B18107_005E,B18107_005M,B18107_006E,B18107_006M,B18107_007E,B18107_007M,B18107_008E,B18107_008M,B18107_009E,B18107_009M,B18107_010E,B18107_010M,B18107_011E,B18107_011M,B18107_012E,B18107_012M,B18107_013E,B18107_013M,B18107_014E,B18107_014M,B18107_015E,B18107_015M,B18107_016E,B18107_016M,B18107_017E,B18107_017M,B18107_018E,B18107_018M,B18107_019E,B18107_019M,B18107_020E,B18107_020M,B18107_021E,B18107_021M,B18107_022E,B18107_022M,B18107_023E,B18107_023M,B18107_024E,B18107_024M,B18107_025E,B18107_025M,B18107_026E,B18107_026M,B18107_027E,B18107_027M,NAME,B18107_001MA,B18107_001EA,B18107_002EA,B18107_002MA,B18107_003EA,B18107_003MA,B18107_004EA,B18107_004MA,B18107_005MA,B18107_005EA,B18107_006EA,B18107_006MA,B18107_007MA,B18107_007EA,B18107_008MA,B18107_008EA,B18107_009EA,B18107_009MA,B18107_010EA,B18107_010MA,B18107_011EA,B18107_011MA,B18107_012MA,B18107_012EA,B18107_013MA,B18107_013EA,B18107_014EA,B18107_014MA,B18107_015EA,B18107_015MA,B18107_016EA,B18107_016MA,B18107_017EA,B18107_017MA,B18107_018MA,B18107_018EA,B18107_019EA,B18107_019MA,B18107_020EA,B18107_020MA,B18107_021MA,B18107_021EA,B18107_022EA,B18107_022MA,B18107_023MA,B18107_023EA,B18107_024MA,B18107_024EA,B18107_025EA,B18107_025MA,B18107_026EA,B18107_026MA,B18107_027EA,B18107_027MA,state
0400000US01,3647537,3371,1721551,4563,531617,4933,11606,1940,520011,5210,887106,4678,50190,3771,836916,5940,190180,1968,16865,2008,173315,2662,112648,1728,24794,2128,87854,2436,1925986,3443,552135,3993,12670,2034,539465,4833,974608,3537,68808,4532,905800,5791,224389,1875,22065,1980,202324,2709,174854,1842,60868,2875,113986,3351,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,524363,2065,269891,1943,94246,2336,2195,1199,92051,2627,143384,1614,5350,1398,138034,2009,22353,942,1599,529,20754,893,9908,768,1553,559,8355,936,254472,1210,87427,1302,1585,672,85842,1503,134719,1425,5114,1142,129605,1598,20604,843,1336,436,19268,918,11722,617,3928,853,7794,829,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4907721,1948,2383192,2584,751798,3251,16639,2414,735159,3908,1168289,3029,48466,4317,1119823,4883,275142,1670,16458,2199,258684,2514,187963,1227,31608,2623,156355,2820,2524529,2042,744824,2254,18619,2411,726205,3349,1235989,2375,53816,4000,1182173,4635,310038,1235,24239,2401,285799,2739,233678,1241,63560,3424,170118,3458,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2197889,2534,1058309,3408,326777,4149,12100,2167,314677,4570,535726,3544,34874,2910,500852,4048,119768,1332,9239,1341,110529,1892,76038,1155,13948,1677,62090,1857,1139580,2895,327371,3255,7917,1458,319454,3582,570026,3297,41132,3093,528894,4538,137191,1477,15181,1798,122010,2154,104992,1495,35183,2168,69809,2341,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28673598,5547,13993636,7406,4752433,6837,95816,5166,4656617,9844,7165481,6126,247516,8364,6917965,9878,1239368,2545,92521,4161,1146847,4598,836354,2691,191058,5883,645296,6027,14679962,5461,4621321,4381,69794,4283,4551527,5656,7437283,4136,318176,9267,7119107,10262,1428312,2553,147821,6035,1280491,6771,1193046,2975,414382,9428,778664,9739,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3934081,4210,1938118,3945,631231,3992,13206,2071,618025,4322,1021905,3415,32109,2857,989796,4358,181353,1445,8759,1536,172594,2215,103629,1327,18936,1854,84693,2197,1995963,2923,613076,2786,10719,1523,602357,3003,1038728,2995,38944,2776,999784,3889,197218,1766,13813,1553,183405,2021,146941,1868,40994,2479,105947,2629,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2757250,1455,1319909,2112,383635,1995,8586,1536,375049,2608,709888,1833,20870,2472,689018,3074,133728,826,6432,1395,127296,1602,92658,1166,17520,1902,75138,2179,1437341,1835,384055,1748,5890,980,378165,1953,758117,1793,27396,2613,730721,3459,154423,973,8690,1339,145733,1706,140746,1503,40427,2649,100319,2967,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,708163,1158,334505,1147,100496,928,1992,733,98504,1180,170223,1060,6581,1364,163642,1776,39458,555,1963,640,37495,813,24328,538,4392,830,19936,955,373658,1030,105030,1268,2705,887,102325,1612,189389,1229,10028,1532,179361,2007,45855,526,2926,580,42929,817,33384,540,9701,1126,23683,1282,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,524546,632,242445,681,101450,559,1195,610,100255,839,111773,630,4004,1106,107769,1139,17648,534,1031,384,16617,594,11574,675,1584,429,9990,674,282101,690,121093,343,1305,659,119788,747,118837,521,5295,1071,113542,1166,22824,392,2316,636,20508,744,19347,497,5787,962,13560,1037,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15225292,4755,7273970,5880,2048451,5131,50029,4466,1998422,6971,3615418,5769,150238,7892,3465180,9273,919338,3041,51360,3500,867978,4728,690763,3082,117400,4752,573363,5455,7951322,4938,2064048,4618,41836,4864,2022212,6922,3918978,5631,182044,7735,3736934,9200,1051243,2953,70283,3887,980960,5100,917053,2929,248700,6525,668353,7044,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
