GEO_ID,B07403_001E,B07403_001M,B07403_002E,B07403_002M,B07403_003E,B07403_003M,B07403_004E,B07403_004M,B07403_005E,B07403_005M,B07403_006E,B07403_006M,B07403_007E,B07403_007M,B07403_008E,B07403_008M,B07403_009E,B07403_009M,B07403_010E,B07403_010M,B07403_011E,B07403_011M,B07403_012E,B07403_012M,B07403_013E,B07403_013M,B07403_014E,B07403_014M,B07403_015E,B07403_015M,NAME,B07403_001EA,B07403_001MA,B07403_002MA,B07403_002EA,B07403_003EA,B07403_003MA,B07403_004MA,B07403_004EA,B07403_005EA,B07403_005MA,B07403_006EA,B07403_006MA,B07403_007MA,B07403_007EA,B07403_008MA,B07403_008EA,B07403_009MA,B07403_009EA,B07403_010MA,B07403_010EA,B07403_011EA,B07403_011MA,B07403_012MA,B07403_012EA,B07403_013EA,B07403_013MA,B07403_014MA,B07403_014EA,B07403_015MA,B07403_015EA,state
0400000US01,4759485,10551,2308345,8842,2451140,7400,4067683,20967,1969256,11933,2098427,14107,437486,16645,210768,10690,226718,9628,157097,8661,78692,4912,78405,5620,97219,6480,49629,3830,47590,3815,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,783683,10241,411805,6514,371878,6372,583799,9191,306031,4973,277768,5455,80919,7810,41825,4086,39094,4502,19034,3150,11038,2059,7996,1399,99931,9018,52911,5568,47020,5118,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6445683,16030,3200354,9729,3245329,10538,5321158,29468,2638461,18150,2682697,15543,817002,24944,401468,15100,415534,12850,124345,9072,66771,5103,57574,5282,183178,10138,93654,6100,89524,5639,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2920607,11398,1439762,6723,1480845,8880,2475807,16481,1224743,10411,1251064,10562,264994,12601,123788,6747,141206,7977,102843,7925,53209,4828,49634,4134,76963,7366,38022,3809,38941,4610,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37677943,29829,18742548,17113,18935395,20230,32197933,60116,15959057,34237,16238876,35191,3825262,58143,1916873,30057,1908389,32902,1073069,24084,568320,14732,504749,14518,581679,20638,298298,11522,283381,12999,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5131511,16110,2573232,10463,2558279,10612,4186643,26465,2092296,15138,2094347,16174,523267,23311,266816,12450,256451,12905,255253,11338,129010,6467,126243,7123,166348,9656,85110,5916,81238,5216,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3544916,11759,1727576,7009,1817340,7269,3127421,14790,1518793,8348,1608628,9369,256086,11811,126543,6654,129543,7146,69809,4939,35521,3286,34288,3115,91600,7900,46719,4377,44881,4762,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,897412,6279,435555,4004,461857,3750,791278,8053,382970,4456,408308,5082,72316,6212,33680,3628,38636,3709,9047,1808,5894,1467,3153,958,24771,3563,13011,2388,11760,1950,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635962,6075,303580,3719,332382,4423,509958,6417,241651,3595,268307,4640,68917,5785,33895,2928,35022,4050,0,203,0,203,0,203,57087,4816,28034,2722,29053,3085,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19065475,27354,9327934,15003,9737541,20859,16199361,50810,7885137,30185,8314224,31164,1844378,37626,905101,20541,939277,24633,597741,22637,316458,13582,281283,11701,423995,16587,221238,8832,202757,9797,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9805956,22302,4787326,14134,5018630,14860,8256209,33041,4020465,19299,4235744,20188,860579,30933,414917,16182,445662,18524,419022,15753,214746,8131,204276,10586,270146,14222,137198,7483,132948,8537,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1374030,9945,692096,6153,681934,5453,1177733,11169,590170,6304,587563,6201,129316,10267,66530,6109,62786,5220,6544,1801,3883,1075,2661,1072,60437,6639,31513,3493,28924,3672,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1586441,9608,794998,6004,791443,5819,1317235,16033,658190,8953,659045,9258,149555,12432,74771,6452,74784,7032,55863,6254,30404,3816,25459,3357,63788,6755,31633,4385,32155,3313,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12752890,19289,6263906,13107,6488984,12068,11036387,35854,5402485,21430,5633902,19473,1097843,32595,539337,18004,558506,17581,314016,12664,164256,8201,149760,6784,304644,12194,157828,7842,146816,7146,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6470507,15326,3183064,10402,3287443,9565,5499346,22908,2695769,13312,2803577,13681,600170,21012,292595,11151,307575,12527,235519,11582,121866,6528,113653,6888,135472,9568,72834,5457,62638,5310,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3042929,9251,1504205,6454,1538724,6647,2585189,13974,1268584,8271,1316605,8932,268489,11785,138182,6925,130307,6623,111781,7092,57634,4100,54147,4009,77470,6772,39805,3957,37665,3834,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2843917,10253,1414011,6827,1429906,7220,2386028,13627,1182611,8348,1203417,7933,272447,13153,132593,7868,139854,7469,91459,6932,48482,4225,42977,3761,93983,6748,50325,4410,43658,3784,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4322729,11434,2121493,8630,2201236,7116,3665604,20740,1796582,12315,1869022,12080,385884,15780,185633,8184,200251,10286,172528,11598,89868,6443,82660,6547,98713,6469,49410,3975,49303,4321,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
