GEO_ID,B25106_001E,B25106_001M,B25106_002E,B25106_002M,B25106_003E,B25106_003M,B25106_004E,B25106_004M,B25106_005E,B25106_005M,B25106_006E,B25106_006M,B25106_007E,B25106_007M,B25106_008E,B25106_008M,B25106_009E,B25106_009M,B25106_010E,B25106_010M,B25106_011E,B25106_011M,B25106_012E,B25106_012M,B25106_013E,B25106_013M,B25106_014E,B25106_014M,B25106_015E,B25106_015M,B25106_016E,B25106_016M,B25106_017E,B25106_017M,B25106_018E,B25106_018M,B25106_019E,B25106_019M,B25106_020E,B25106_020M,B25106_021E,B25106_021M,B25106_022E,B25106_022M,B25106_023E,B25106_023M,B25106_024E,B25106_024M,B25106_025E,B25106_025M,B25106_026E,B25106_026M,B25106_027E,B25106_027M,B25106_028E,B25106_028M,B25106_029E,B25106_029M,B25106_030E,B25106_030M,B25106_031E,B25106_031M,B25106_032E,B25106_032M,B25106_033E,B25106_033M,B25106_034E,B25106_034M,B25106_035E,B25106_035M,B25106_036E,B25106_036M,B25106_037E,B25106_037M,B25106_038E,B25106_038M,B25106_039E,B25106_039M,B25106_040E,B25106_040M,B25106_041E,B25106_041M,B25106_042E,B25106_042M,B25106_043E,B25106_043M,B25106_044E,B25106_044M,B25106_045E,B25106_045M,B25106_046E,B25106_046M,NAME,B25106_001EA,B25106_001MA,B25106_002MA,B25106_002EA,B25106_003EA,B25106_003MA,B25106_004MA,B25106_004EA,B25106_005MA,B25106_005EA,B25106_006MA,B25106_006EA,B25106_007EA,B25106_007MA,B25106_008EA,B25106_008MA,B25106_009MA,B25106_009EA,B25106_010EA,B25106_010MA,B25106_011MA,B25106_011EA,B25106_012EA,B25106_012MA,B25106_013EA,B25106_013MA,B25106_014EA,B25106_014MA,B25106_015EA,B25106_015MA,B25106_016MA,B25106_016EA,B25106_017EA,B25106_017MA,B25106_018EA,B25106_018MA,B25106_019MA,B25106_019EA,B25106_020EA,B25106_020MA,B25106_021MA,B25106_021EA,B25106_022EA,B25106_022MA,B25106_023MA,B25106_023EA,B25106_024MA,B25106_024EA,B25106_025EA,B25106_025MA,B25106_026EA,B25106_026MA,B25106_027MA,B25106_027EA,B25106_028MA,B25106_028EA,B25106_029EA,B25106_029MA,B25106_030MA,B25106_030EA,B25106_031MA,B25106_031EA,B25106_032MA,B25106_032EA,B25106_033MA,B25106_033EA,B25106_034EA,B25106_034MA,B25106_035MA,B25106_035EA,B25106_036EA,B25106_036MA,B25106_037MA,B25106_037EA,B25106_038EA,B25106_038MA,B25106_039MA,B25106_039EA,B25106_040EA,B25106_040MA,B25106_041MA,B25106_041EA,B25106_042EA,B25106_042MA,B25106_043EA,B25106_043MA,B25106_044MA,B25106_044EA,B25106_045EA,B25106_045MA,B25106_046EA,B25106_046MA,state
0400000US01,1822439,11200,1240017,12974,178034,6299,33425,2751,32377,2229,112232,5210,196478,5757,92386,4266,36787,2425,67305,3247,187676,6215,100081,4402,48576,3083,39019,3116,248449,7372,162893,5847,62778,4301,22778,2140,415068,9307,349529,8193,55209,3600,10330,1594,14312,1868,582422,10924,191759,5697,4282,889,18985,2165,168492,5418,118298,6574,13644,2160,39252,3797,65402,4898,74331,4531,24013,2670,34990,3388,15328,2293,64404,4978,43662,3973,17392,2597,3350,1130,58834,4288,51848,3834,5883,1360,1103,651,13649,1915,61147,4009,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,246015,2720,156107,3268,10558,1091,1287,344,1139,398,8132,1061,11724,1369,4301,929,2061,516,5362,814,14867,1641,5059,949,4337,1104,5471,920,26447,2560,12595,1827,5917,1238,7935,1251,92188,3581,63402,3101,23031,2114,5755,1082,323,209,89908,3375,12637,1571,355,202,1056,576,11226,1502,13388,1521,1059,539,2143,714,10186,1382,13384,1972,1095,371,4484,1103,7805,1457,18834,2015,5436,1207,8413,1392,4985,1262,24612,2126,17027,1983,5964,1076,1621,555,229,177,6824,1032,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2400809,11557,1490031,12319,168954,5290,28625,2346,25962,2460,114367,5265,215638,6347,80748,4094,36682,2728,98208,4651,210473,6594,90514,4197,52206,3756,67753,4095,292036,8180,153111,5002,85543,4026,53382,3358,581205,9134,442556,8783,108499,4331,30150,2777,21725,2328,910778,13688,217507,8324,3328,881,11563,1708,202616,7924,191433,8053,7817,1389,42565,3281,141051,7227,140883,6723,26468,2838,66723,4206,47692,4212,144687,6221,55230,4057,67617,4531,21840,2701,146210,7074,117435,6414,24795,2730,3980,1101,25277,2511,44781,2762,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1125899,6925,739987,8706,110931,4540,26478,2177,21004,2090,63449,3694,125805,5038,62830,3758,25709,2403,37266,3044,116309,5128,70148,3690,29006,2319,17155,1831,149628,6136,107353,4644,32648,2949,9627,1737,229489,5980,201433,5815,23430,2508,4626,1275,7825,1452,385912,7213,128173,5275,4342,1078,12913,1520,110918,5103,84722,4824,8866,1597,31354,2910,44502,3552,53787,4312,21586,2444,26652,3016,5549,1246,43843,4027,33036,3191,9003,1763,1804,717,26653,2660,24660,2538,1840,811,153,166,10779,1725,37955,2648,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12650592,16944,6804639,28833,530281,10962,59625,3963,51973,3233,418683,9496,669855,10822,175114,5255,99414,4392,395327,8541,708729,11597,227423,6095,104576,5354,376730,8472,1142538,15304,386441,8257,252665,7910,503432,9333,3692243,24596,2001996,20843,1051529,13592,638718,11521,60993,4520,5845953,25919,1279777,18847,19479,2318,83127,4719,1177171,17492,1072452,18813,31148,3204,94167,4643,947137,17167,820199,15137,54747,3726,227451,7828,538001,12236,953911,16497,174380,7304,415862,12036,363669,10713,1416110,18015,805299,15835,472430,9553,138381,5299,122043,6643,181461,8315,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2002800,8550,1291945,10661,101101,4322,11087,1316,14170,1806,75844,4109,138830,5243,42254,2162,21990,2424,74586,3867,151122,5579,54685,3701,29266,2827,67171,4024,240522,6556,100389,3905,76928,3868,63205,4006,652157,9545,464194,7706,149484,5465,38479,2725,8213,1439,710855,11436,161503,6102,3852,967,10090,1658,147561,5765,156688,6298,5935,1435,28222,3242,122531,5944,108096,5407,14851,2181,45221,4084,48024,3588,120712,4784,40116,3793,54436,3803,26160,2630,123598,5626,88187,4489,31514,2881,3897,1102,11784,2409,28474,2462,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1339860,7005,888478,8542,50924,3395,731,424,1980,696,48213,3250,75384,4501,4754,1018,13984,1587,56646,3620,82727,3829,15243,1614,22869,2131,44615,3058,150807,6193,43504,2958,40085,2821,67218,4242,522746,7933,317341,7385,142380,6236,63025,3721,5890,1188,451382,9182,114832,5922,4541,1274,15110,1991,95181,5244,89086,4688,5613,1395,9674,1852,73799,3987,62291,4613,6384,1376,22795,2580,33112,3386,70799,5310,19091,2152,35967,3575,15741,2267,83714,4518,59797,3851,19095,2468,4822,1034,10184,1750,20476,2669,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,339071,3144,243047,3975,21802,2380,1998,630,3808,921,15996,2036,29097,2370,9300,1189,5283,1132,14514,1769,30919,2559,13044,1801,5918,928,11957,1656,48617,2726,22180,1999,14318,1895,12119,1692,110721,3597,80749,3773,24375,2587,5597,1185,1891,660,96024,4093,22700,2358,998,589,2019,636,19683,2159,17904,2483,485,293,2085,683,15334,2233,14166,1751,1681,647,6287,1178,6198,1265,17662,2200,5308,1107,9052,1674,3302,1035,15445,2160,11811,1712,3289,1182,345,278,2149,727,5998,1355,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,271651,3228,110513,3814,6834,1089,377,221,364,246,6093,1092,6717,1238,1801,629,842,393,4074,1024,6944,1052,2305,642,1233,498,3406,817,14844,1819,5714,1059,3325,870,5805,1270,73988,3442,45013,2697,20401,2193,8574,1384,1186,490,161138,4370,37984,2879,2373,812,4199,1025,31412,2424,20644,2488,2379,845,1154,412,17111,2273,18024,2017,1034,471,5455,1157,11535,1944,24816,2476,5253,1174,10098,1769,9465,1656,50706,3111,28162,2443,16805,1967,5739,1194,4325,913,4639,1075,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7211584,26752,4672482,24352,607176,11997,83329,4411,71256,4050,452591,10407,732743,14512,244384,7132,136308,5088,352051,10468,684147,13289,298075,9427,151572,6287,234500,9071,908297,16947,456471,11984,245307,6342,206519,7741,1678880,17717,1209380,15719,339211,8689,130289,5740,61239,3880,2539102,20898,649572,14625,9619,1618,34389,3131,605564,13735,549160,13801,14526,2253,70363,4954,464271,13148,401393,11508,39517,3710,168738,7251,193138,8405,385332,10163,123134,5738,183874,7242,78324,5472,361060,10070,260348,8370,85242,4860,15470,2064,73200,6135,119385,6213,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
