GEO_ID,B24021_001E,B24021_001M,B24021_002E,B24021_002M,B24021_003E,B24021_003M,B24021_004E,B24021_004M,B24021_005E,B24021_005M,B24021_006E,B24021_006M,B24021_007E,B24021_007M,B24021_008E,B24021_008M,B24021_009E,B24021_009M,B24021_010E,B24021_010M,B24021_011E,B24021_011M,B24021_012E,B24021_012M,B24021_013E,B24021_013M,B24021_014E,B24021_014M,B24021_015E,B24021_015M,B24021_016E,B24021_016M,B24021_017E,B24021_017M,B24021_018E,B24021_018M,B24021_019E,B24021_019M,B24021_020E,B24021_020M,B24021_021E,B24021_021M,B24021_022E,B24021_022M,B24021_023E,B24021_023M,B24021_024E,B24021_024M,B24021_025E,B24021_025M,B24021_026E,B24021_026M,B24021_027E,B24021_027M,B24021_028E,B24021_028M,B24021_029E,B24021_029M,B24021_030E,B24021_030M,B24021_031E,B24021_031M,B24021_032E,B24021_032M,B24021_033E,B24021_033M,B24021_034E,B24021_034M,B24021_035E,B24021_035M,B24021_036E,B24021_036M,NAME,B24021_001MA,B24021_001EA,B24021_002MA,B24021_002EA,B24021_003EA,B24021_003MA,B24021_004MA,B24021_004EA,B24021_005EA,B24021_005MA,B24021_006EA,B24021_006MA,B24021_007MA,B24021_007EA,B24021_008MA,B24021_008EA,B24021_009EA,B24021_009MA,B24021_010EA,B24021_010MA,B24021_011EA,B24021_011MA,B24021_012EA,B24021_012MA,B24021_013MA,B24021_013EA,B24021_014EA,B24021_014MA,B24021_015EA,B24021_015MA,B24021_016EA,B24021_016MA,B24021_017EA,B24021_017MA,B24021_018EA,B24021_018MA,B24021_019MA,B24021_019EA,B24021_020EA,B24021_020MA,B24021_021MA,B24021_021EA,B24021_022EA,B24021_022MA,B24021_023MA,B24021_023EA,B24021_024EA,B24021_024MA,B24021_025EA,B24021_025MA,B24021_026MA,B24021_026EA,B24021_027EA,B24021_027MA,B24021_028EA,B24021_028MA,B24021_029MA,B24021_029EA,B24021_030EA,B24021_030MA,B24021_031MA,B24021_031EA,B24021_032EA,B24021_032MA,B24021_033EA,B24021_033MA,B24021_034MA,B24021_034EA,B24021_035MA,B24021_035EA,B24021_036EA,B24021_036MA,state
0400000US01,39026,803,52270,496,58341,2902,62207,2484,50877,1208,71809,1708,71569,1979,75908,4074,58805,7206,45724,1069,37662,3473,68658,8856,46660,1159,41446,3006,51044,906,60331,2039,32915,3000,22853,883,22498,1228,38661,2331,35502,2460,41020,1605,18430,1205,21958,823,25241,2317,31855,489,34816,2105,31060,549,38582,2128,24331,3663,36794,2846,41473,1242,33378,2109,35517,1097,36614,1215,26453,1275,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,50738,785,65213,4898,71468,5256,77513,5922,56249,2479,73742,7576,52984,11180,98351,14137,60728,13501,51617,2571,46817,3902,72835,8111,57494,8243,35761,12091,72355,7938,88719,11656,40635,3163,34432,3961,32294,3074,71246,4281,70585,14141,72436,8396,29828,5546,30036,4016,28979,5103,41255,998,50922,2334,39795,2250,62190,4656,75205,68805,62183,4818,62150,8337,45745,4909,38947,10617,51925,2538,31861,3395,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,41093,217,57696,1585,62233,1329,66218,1248,56155,1397,72708,2867,71895,1953,80313,3169,57523,6059,41989,524,40145,1162,77083,7819,40714,606,41570,1528,61267,1444,70932,1315,41600,1408,26148,641,27841,1261,48309,3605,40191,3964,53543,3450,21152,652,21867,481,23689,1843,35980,421,40725,637,32808,1057,36552,1105,25639,1825,32538,3018,41512,1265,32315,734,32343,1788,40081,1951,24554,1213,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,35718,420,49580,1049,52086,1406,53404,3218,50027,4085,58801,5174,59557,6246,61898,5340,50145,6193,41974,864,40572,2146,53214,7907,42128,1420,37333,6417,51743,1295,60786,1970,36112,1260,22371,795,23302,990,35587,1871,35369,3449,35753,2582,17430,1049,21359,957,21187,1377,30524,519,33072,2618,29962,807,34545,1710,24650,3810,32304,1621,39536,3049,31828,597,31352,805,37256,2660,29382,2245,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,46938,188,72438,417,74660,1266,80523,558,65170,1152,87546,1569,90802,986,90479,1084,71698,1283,60574,388,49086,1207,100557,847,59595,1580,60360,1293,77347,1752,91159,643,45662,873,26754,205,30676,407,68240,3080,42239,1441,82166,1499,22531,365,24413,553,24452,567,40322,182,42253,406,38338,607,37428,573,22167,519,40292,553,44599,1811,31720,292,31550,361,40055,1017,25017,562,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,46347,341,61978,478,65328,1565,70267,1958,58676,3513,79648,2044,81425,1491,81152,2384,64511,4892,46318,801,43067,2944,80341,9975,42747,1670,47350,3944,61790,1378,70283,3085,41979,1447,29192,1048,29170,1694,52775,3435,44952,3495,62925,2902,23268,1857,25504,1391,28770,2706,39447,898,44380,2581,36385,579,41815,841,27448,1762,41923,1090,44417,2292,37189,856,37299,1147,41791,1337,29146,2676,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,54206,1081,76072,935,85374,2911,90447,2781,77872,3893,80325,2014,81900,3238,80337,2562,72976,3856,61338,1303,50664,3120,102178,11334,60033,4005,61018,2975,74425,2736,82821,5371,49251,3330,32025,810,33446,2240,66889,4942,51149,3966,76110,3379,24340,1287,28406,3291,30721,2900,45669,934,51939,1192,42127,579,50251,876,23870,1530,49969,2599,51823,2524,40673,1064,41362,1190,42383,5606,31655,1912,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,46343,1116,61149,1011,65816,4533,70301,6995,59479,8555,70352,4733,63787,11070,81118,4192,66524,10380,47512,2968,40385,3663,85999,9996,46652,4524,50903,13528,66457,5943,75134,5897,50870,9442,28925,1819,28779,2528,51735,7496,36433,9778,61037,12741,22658,6517,26304,2078,26125,4087,38168,2629,42814,4763,36508,1281,43858,4470,33833,5737,43110,5750,45806,4514,36520,1666,37295,8454,41373,5135,23858,5895,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,65361,2395,79832,2140,80161,2241,81839,2762,78089,2765,85165,8321,78550,5517,72389,14411,99051,5406,76563,4978,64554,10927,130160,14143,57230,6119,65748,6023,66894,10977,78648,15995,56983,9447,30937,1619,32287,5460,45533,7981,41079,6915,84545,10313,27081,2124,30547,1971,27243,7348,46762,2307,41957,5065,47875,2729,41417,4178,-666666666,-222222222,40241,6359,53610,19123,35547,3451,22305,11337,37070,3319,26119,9960,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,37176,185,52555,713,59090,1590,61973,487,51256,658,63988,2242,65441,2794,67406,4526,51439,1512,41882,289,37255,1541,65446,4702,40969,289,42237,1417,57446,2020,66997,1075,38171,1625,24806,391,26079,498,41095,675,35443,1153,48282,2624,21671,366,21860,377,22566,1079,32477,401,36809,576,31484,200,31961,349,22218,1382,30866,437,36697,734,30770,324,30216,646,33178,2472,25956,863,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
