B27021_051M,B27021_052E,B27021_052M,B27021_053E,B27021_053M,GEO_ID,B27021_001E,B27021_001M,B27021_002E,B27021_002M,B27021_003E,B27021_003M,B27021_004E,B27021_004M,B27021_005E,B27021_005M,B27021_006E,B27021_006M,B27021_007E,B27021_007M,B27021_008E,B27021_008M,B27021_009E,B27021_009M,B27021_010E,B27021_010M,B27021_011E,B27021_011M,B27021_012E,B27021_012M,B27021_013E,B27021_013M,B27021_014E,B27021_014M,B27021_015E,B27021_015M,B27021_016E,B27021_016M,B27021_017E,B27021_017M,B27021_018E,B27021_018M,B27021_019E,B27021_019M,B27021_020E,B27021_020M,B27021_021E,B27021_021M,B27021_022E,B27021_022M,B27021_023E,B27021_023M,B27021_024E,B27021_024M,B27021_025E,B27021_025M,B27021_026E,B27021_026M,B27021_027E,B27021_027M,B27021_028E,B27021_028M,B27021_029E,B27021_029M,B27021_030E,B27021_030M,B27021_031E,B27021_031M,B27021_032E,B27021_032M,B27021_033E,B27021_033M,B27021_034E,B27021_034M,B27021_035E,B27021_035M,B27021_036E,B27021_036M,B27021_037E,B27021_037M,B27021_038E,B27021_038M,B27021_039E,B27021_039M,B27021_040E,B27021_040M,B27021_041E,B27021_041M,B27021_042E,B27021_042M,B27021_043E,B27021_043M,B27021_044E,B27021_044M,B27021_045E,B27021_045M,B27021_046E,B27021_046M,B27021_047E,B27021_047M,B27021_048E,B27021_048M,B27021_049E,B27021_049M,B27021_050E,B27021_050M,B27021_051E,B27021_051MA,B27021_052MA,B27021_052EA,B27021_053MA,B27021_053EA,NAME,B27021_001MA,B27021_001EA,B27021_002EA,B27021_002MA,B27021_003EA,B27021_003MA,B27021_004EA,B27021_004MA,B27021_005EA,B27021_005MA,B27021_006MA,B27021_006EA,B27021_007MA,B27021_007EA,B27021_008MA,B27021_008EA,B27021_009EA,B27021_009MA,B27021_010EA,B27021_010MA,B27021_011MA,B27021_011EA,B27021_012MA,B27021_012EA,B27021_013EA,B27021_013MA,B27021_014MA,B27021_014EA,B27021_015EA,B27021_015MA,B27021_016MA,B27021_016EA,B27021_017EA,B27021_017MA,B27021_018MA,B27021_018EA,B27021_019MA,B27021_019EA,B27021_020EA,B27021_020MA,B27021_021MA,B27021_021EA,B27021_022EA,B27021_022MA,B27021_023MA,B27021_023EA,B27021_024EA,B27021_024MA,B27021_025EA,B27021_025MA,B27021_026MA,B27021_026EA,B27021_027EA,B27021_027MA,B27021_028MA,B27021_028EA,B27021_029MA,B27021_029EA,B27021_030EA,B27021_030MA,B27021_031MA,B27021_031EA,B27021_032EA,B27021_032MA,B27021_033EA,B27021_033MA,B27021_034MA,B27021_034EA,B27021_035EA,B27021_035MA,B27021_036MA,B27021_036EA,B27021_037EA,B27021_037MA,B27021_038MA,B27021_038EA,B27021_039EA,B27021_039MA,B27021_040MA,B27021_040EA,B27021_041MA,B27021_041EA,B27021_042EA,B27021_042MA,B27021_043MA,B27021_043EA,B27021_044EA,B27021_044MA,B27021_045MA,B27021_045EA,B27021_046MA,B27021_046EA,B27021_047EA,B27021_047MA,B27021_048MA,B27021_048EA,B27021_049EA,B27021_049MA,B27021_050MA,B27021_050EA,B27021_051EA,state
10145,62285,5809,128380,8709,0400000US13,9800887,3675,8211481,24593,5580221,47520,5537036,48642,4763985,42632,3973595,42943,1359648,25143,773051,26726,43185,5259,22283,3563,10898,2174,12963,2987,20902,3918,2631260,46534,644341,28537,569503,23473,392762,18580,248549,14075,176173,11731,176741,11149,74838,7624,37868,5023,24735,3910,15282,2537,36970,4610,1986919,39568,1888536,38075,1436828,30735,754247,24809,789938,22024,451708,19398,98383,6863,48195,4245,35086,3455,16706,2538,50188,4873,1589406,24516,1152631,14848,955733,13896,806847,12383,603026,9908,394594,10180,148886,6760,196898,8771,137419,6049,119004,5407,28288,2382,59479,4487,436775,14818,308395,11804,259793,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
4382,21473,2138,9167,1964,0400000US15,1345168,3281,1144150,7701,836595,16659,816324,16691,779742,15970,676781,14329,215872,7747,36582,4276,20271,3196,18187,2985,13140,2320,6241,1574,2084,761,307555,16982,92544,9988,84836,9388,77945,8361,54614,6656,33508,5457,6891,2049,7708,1304,6676,1135,4774,1014,2148,577,1032,433,215011,16524,198060,14934,178451,14151,120053,9588,81738,8537,19609,2827,16951,2741,14332,2292,10301,1846,5338,1414,2619,850,201018,8193,132467,4567,104097,4497,95561,4340,74443,4194,50268,2594,8536,1467,28370,2603,24135,2354,19459,2123,7722,1556,4235,1274,68551,5521,59384,4776,43255,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
3857,11190,1673,14997,2506,0400000US16,1592172,685,1348353,9094,1063818,17755,1053070,17402,911727,18184,766830,18757,278389,10413,141343,8171,10748,2371,7285,2036,3771,1367,3966,1314,3463,1451,284535,16351,96683,12493,82863,10173,64653,9436,41334,6803,28692,5259,18210,2799,13820,3506,5554,1461,3430,1233,2293,900,8266,3011,187852,12666,174616,11649,140805,9162,83736,6495,70789,6185,33811,4911,13236,2334,8031,1896,6749,1753,1535,821,5205,1354,243819,9059,178232,6351,141601,5827,118393,5575,87639,4942,69351,3250,23208,2827,36631,3016,27659,2891,23780,2885,6446,1138,8972,1679,65587,4686,50590,4127,41957,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
8214,93921,5704,109460,7056,0400000US17,12704616,1398,10527450,24264,7635212,55998,7590925,55748,6893743,50776,5787591,48598,1906639,26055,697182,22248,44287,4434,30737,3705,17476,2776,14801,2055,13550,1944,2892238,46883,776303,26634,687726,23549,530281,19338,326855,13328,240310,12613,157445,9736,88577,5839,62630,4816,30781,3045,34222,3803,25947,2708,2115935,43519,1996783,41145,1654779,32481,814279,22526,970311,23974,342004,15471,119152,6547,73009,4395,46713,3799,28863,3151,46143,4507,2177166,24198,1654045,16276,1383429,14843,1208701,15225,929836,13715,604847,10748,174728,6380,270616,7329,218871,6989,194635,6645,41339,2686,51745,4003,523121,12555,413661,10245,336548,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
7127,59130,4292,65660,5500,0400000US18,6471551,786,5312170,18771,3907802,29757,3880150,29727,3470937,30351,2981660,35027,940256,17895,409213,17167,27652,3478,17311,2425,9370,1996,8701,1662,10341,2366,1404368,25863,379287,16778,329001,14663,260758,12924,174322,10242,106515,8012,68243,5262,50286,4284,31290,3297,19287,2289,13325,2006,18996,2084,1025081,25987,955980,24653,778921,20429,408800,15070,434567,15062,177059,9054,69101,5738,43919,4732,30621,3436,15486,2782,25182,2654,1159381,18665,850045,10740,704591,9958,608859,8625,457969,9220,332637,6855,95732,5217,145454,6444,112969,4931,96560,4745,25394,2527,32485,3213,309336,10756,243676,8250,195674,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
4268,30892,2404,24819,2687,0400000US19,3045284,750,2428365,9807,1892761,18144,1883585,18102,1785406,18163,1565696,19133,483253,10200,98179,6127,9176,1713,6565,1446,3521,1134,3240,774,2611,847,535604,17228,169280,10875,145304,9426,122302,8681,85749,7561,47684,4314,23002,2489,23976,2841,17285,2567,11073,1982,6719,1572,6691,1163,366324,13402,338826,12894,297733,11184,155758,7919,174167,8357,41093,4307,27498,2371,19035,2024,13840,1916,5825,1001,8463,1293,616919,9943,442364,7154,358401,7329,328031,7164,252313,7202,181793,4499,30370,2588,83963,4086,71474,3974,64161,3600,12583,1391,12489,1602,174555,5622,149736,5231,126148,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
4639,18043,2033,24970,2726,0400000US20,2836733,1635,2337850,10679,1790928,19314,1778672,19313,1624975,19340,1426828,19975,412575,13158,153697,10125,12256,2275,9129,2041,4535,1332,5410,1446,3127,1018,546922,17263,155646,11068,136565,9212,110109,7886,82045,6486,37890,4051,26456,3331,19081,3368,11550,2922,9342,2929,2341,818,7531,1641,391276,17663,364770,16349,293517,13894,169644,9925,150003,9308,71253,5541,26506,2941,16082,2262,12648,1820,4304,977,10424,1651,498883,10791,375682,7471,313076,6644,274837,6170,214605,5662,144370,3902,38239,2920,62606,4128,50206,3641,44416,3298,9472,1484,12400,1727,123201,5742,98231,5152,84491,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
5364,33243,3046,49464,4944,0400000US21,4312100,1403,3566028,14713,2588263,25470,2571539,25267,2301557,24216,1898234,25617,729905,15658,269982,11454,16724,2447,10909,1801,4361,1144,7371,1493,5815,1369,977765,25219,280143,15652,249188,14047,194633,11784,118967,9213,92749,7242,54555,5324,30955,3880,19644,2796,10176,1629,10361,2036,11311,2100,697622,19249,654662,18531,535055,15466,270452,11777,315431,12134,119607,6520,42960,4121,24302,2870,16054,2353,8987,1493,18658,2239,746072,14575,565209,10045,471825,9360,409095,9267,287261,8630,238893,6829,62730,4892,93384,4916,69058,4216,57482,3784,17327,2143,24326,2576,180863,7542,131399,5918,105547,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
5109,35133,3357,52651,5035,0400000US22,4522910,1435,3746391,14702,2387790,31579,2374219,31019,2096165,30466,1723721,32113,632734,12583,278054,9820,13571,2670,8207,2018,3952,1455,5024,1398,5364,1543,1358601,24891,309300,19031,272200,17103,205061,13389,117973,10460,102262,9174,67139,6909,37100,4106,22594,3447,12529,2165,12008,2984,14506,2137,1049301,23912,1005287,22921,796608,20608,349183,15108,509649,17146,208679,9552,44014,3916,23247,3036,15392,2280,8969,2014,20767,2828,776519,14498,596927,10864,504927,10050,424532,9122,294656,8171,234073,6145,80395,5412,92000,4843,68232,4248,56402,4085,18307,1933,23768,2531,179592,7524,126941,5869,99523,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
3294,24098,2390,16059,1821,0400000US23,1314191,575,1021423,9276,774485,16071,767875,16073,705919,14482,576428,13292,252558,8618,61956,5881,6610,1435,5392,1320,2285,876,3801,1099,1218,502,246938,15752,79799,9870,66016,8243,55094,6866,30579,4308,29610,4367,10922,2483,13783,2422,11484,2091,6121,1511,6215,1669,2299,904,167139,12040,150444,10769,131780,9065,62803,5659,83741,7407,18664,3583,16695,2421,11285,1841,5729,1300,6125,1413,5410,1434,292768,9190,208747,6446,163736,6062,142783,5877,93216,4647,89984,3944,20953,2639,45011,3449,35477,3123,26124,2156,13219,1858,9534,1578,84021,4192,67962,3963,49511,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
6226,52486,4028,44972,4095,0400000US24,5834039,2085,4848110,15650,3384996,36165,3350135,35349,3104364,34688,2755264,30391,755004,14858,245771,13482,34861,3912,25388,3082,16270,2295,11109,2390,9473,1944,1463114,31244,356340,18865,311327,17085,250004,13986,181431,12333,90859,7577,61323,6596,45013,3939,29772,3281,21661,2823,9084,1703,15241,2506,1106774,29591,1040939,27513,914763,25315,564043,18896,433807,19032,126176,8760,65835,6576,42078,4569,30179,3579,14315,2609,23757,3691,985929,15716,714903,11183,585866,10918,535719,11539,434496,10727,253793,6081,50147,3456,129037,5050,112719,4423,100683,4150,24002,2241,16318,2088,271026,8253,226054,7304,187644,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
9650,95027,5457,32091,3599,0400000US25,6613654,1154,5231929,17334,3837639,42192,3805638,42080,3718886,41507,3207676,38746,986181,20374,86752,6610,32001,4364,29067,4248,17283,3158,13515,2186,2934,935,1394290,35815,355087,18313,311438,15307,287224,14865,180407,12773,132522,8370,24214,3504,43649,5139,39244,4659,21758,3575,18847,2947,4405,1447,1039203,29074,980764,27928,935123,25639,471128,18925,552983,18680,45641,5145,58439,4252,48843,3578,30661,2570,21258,2746,9596,1998,1381725,17292,914704,10639,720529,10992,692103,10585,488390,10431,386879,7372,28426,3020,194175,6783,181568,6884,153779,6054,38462,3264,12607,1977,467021,10938,434930,10577,355410,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
9226,117039,6386,94425,6233,0400000US26,9784451,851,7961409,22863,5692113,39341,5660540,38829,5255495,40307,4542424,40694,1559235,21105,405045,14513,31573,2556,23526,2223,11370,1480,14134,1935,8047,1187,2269296,33545,594863,19674,518384,17618,421828,16027,264687,12287,202683,9669,96556,5883,76479,5240,57412,4626,29525,2653,30986,3635,19067,2416,1674433,27775,1563074,27149,1331425,24303,666268,17871,807693,19368,231649,9769,111359,6508,70729,4895,40989,3530,34603,3341,40630,3142,1823042,22940,1347027,13993,1110716,13093,980615,12798,753929,11371,559139,7910,130101,4761,236311,7417,190310,6319,159837,5867,50952,3166,46001,3738,476015,13832,381590,12013,290650,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
8104,69066,3893,38175,3111,0400000US27,5362681,492,4313287,16325,3354298,27155,3329305,27684,3149109,29849,2821031,31385,738026,16461,180196,10697,24993,3085,19226,2492,11977,1974,8433,1445,5767,1817,958989,21554,281582,13698,244554,11751,202412,10625,148636,8694,69729,5940,42142,4607,37028,3585,28625,3267,17488,2719,12097,1506,8403,1658,677407,19211,619976,17196,542876,15730,315180,12045,278058,13215,77100,6017,57431,4219,41055,3475,25321,2545,17246,2327,16376,2547,1049394,16268,747595,9516,599278,9468,548179,9239,422944,8474,289220,6301,51099,3211,148317,5091,127796,4427,111917,4151,24237,2163,20521,2285,301799,9465,263624,9148,206441,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
4576,21355,3246,29977,3954,0400000US28,2925211,1208,2468670,11687,1557646,22901,1548253,22655,1354834,21648,1063765,21331,479163,14271,193419,10794,9393,2766,6157,2077,2379,1040,4658,1900,3236,1368,911024,19862,184860,12814,166260,11356,126791,9345,73948,7087,65028,6765,39469,4831,18600,2623,10635,2049,6412,1623,5270,1404,7965,1650,726164,21227,694534,20067,543446,18233,226443,12679,355127,15296,151088,9539,31630,3574,15665,2490,9807,1922,6426,1468,15965,2338,456541,11723,344586,7298,295664,7021,251897,7121,163522,5864,153547,5791,43767,3701,48922,4231,33959,3474,26542,2907,11546,1976,14963,2202,111955,6991,81978,5281,64190,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
6949,52616,3923,59803,5220,0400000US29,5930677,1536,4817349,14320,3542285,34061,3521285,33583,3188618,33857,2726927,33796,901886,18925,332667,14968,21000,2619,13879,2099,6475,1286,8007,1802,7121,1660,1275064,31241,324551,15214,279686,13624,220857,11480,155385,9720,86581,6192,58829,4809,44865,4055,31943,2936,20888,2457,12492,2701,12922,2248,950513,29015,886683,26715,725266,24012,397429,14144,389757,17671,161417,9245,63830,4621,39600,3402,27957,2855,12697,1838,24230,2752,1113328,14207,837509,9309,691133,9727,605955,10154,444381,8828,325896,7393,85178,4945,146376,5239,115710,5067,101433,4504,23211,2117,30666,2714,275819,8714,216016,7735,175050,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
3224,11094,1707,13822,2430,0400000US30,999390,857,788951,6622,595580,11481,590346,11378,514840,11267,431737,10643,165334,6639,75506,5914,5234,1439,4301,1239,2459,993,2270,934,933,524,193371,11097,61304,6068,55733,5427,41139,4502,26653,3818,18797,3141,14594,3053,5571,1270,2275,692,1794,653,494,260,3296,997,132067,8876,120335,7659,93326,6720,51626,5121,51145,5231,27009,2824,11732,2113,6604,1687,4138,1113,2816,1146,5128,1267,210439,6699,149549,4175,122698,4352,104184,4144,74641,3785,61643,2841,18514,2028,26851,2294,21105,2136,18646,2070,4854,758,5746,1124,60890,4564,47068,3529,38669,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
3836,12945,1831,15861,2125,0400000US31,1840659,988,1494719,8501,1162020,15594,1154260,15311,1062827,15324,937674,14910,259140,8403,91433,6687,7760,2083,5630,1423,3399,911,2915,1042,2130,994,332699,13611,101229,8258,88663,7291,69552,6043,50113,5036,24520,3927,19111,3131,12566,1915,8277,1619,6276,1382,2455,746,4289,1074,231470,11473,215302,10463,180937,9682,106791,7479,90463,6678,34365,3780,16168,2348,9748,1662,7381,1301,2821,913,6420,1585,345940,8297,254810,5290,210372,5041,182077,4638,144486,4188,90530,3331,28295,2809,44438,3024,37764,2837,34182,2638,6602,1215,6674,1103,91130,4600,75269,4293,65410,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
6484,27443,3024,41881,4895,0400000US32,2757207,1123,2261080,15159,1560018,23173,1539846,23505,1279707,20889,1079756,21897,358131,11783,260139,13792,20172,3354,12926,2603,6622,1789,7504,1986,7246,2341,701062,22552,216987,14827,188894,12849,134691,10578,99781,9161,43984,5623,54203,6033,28093,3864,13525,2224,10396,1958,3383,1042,14568,2860,484075,20013,446857,18304,336064,17335,209313,13392,149485,10777,110793,8019,37218,4757,21613,3182,17387,2770,5255,1337,15605,2934,496127,15159,362161,7446,286437,6870,238248,6464,174451,6222,115483,4031,48189,3684,75724,4717,58269,4305,47565,3887,16553,2141,17455,2074,133966,9689,92085,7034,72141,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
3299,12137,1529,13588,2324,0400000US33,1308658,377,1058448,9003,818852,15156,812004,15256,751259,14755,672247,14845,184941,8221,60745,4910,6848,1811,4982,1738,3509,1548,1850,640,1866,721,239596,13440,73052,8129,61595,7073,48919,6039,33332,4216,19468,3547,12676,2803,11457,1892,8064,1725,5368,1290,2940,971,3393,1118,166544,10597,152906,9604,130366,8807,84547,7597,58641,5230,22540,3018,13638,2191,9132,1989,7398,1770,1830,814,4506,1039,250210,8951,171917,6292,132544,5828,117699,5685,88032,4564,65436,3547,14845,1949,39373,2987,33280,2827,29342,2734,6335,1150,6093,1081,78293,4366,64705,3552,55719,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
7594,62334,4006,80749,5746,0400000US34,8791652,1201,7500274,21955,5454125,40100,5415648,40078,4918957,37566,4294090,35125,1173239,18669,496691,17543,38477,4638,24874,3168,15446,2341,11080,2158,13603,2742,2046149,35111,552142,23028,488317,20967,356037,16253,246213,12833,139071,10001,132280,10267,63825,5570,35017,3728,21603,3124,14577,2278,28808,3314,1494007,30004,1410466,29187,1161324,24045,700919,18681,554074,16438,249142,12140,83541,5261,47707,4088,34635,3489,15224,2031,35834,3501,1291378,21920,968112,14787,807952,12846,720900,11382,539819,9301,391428,8753,87052,5425,160160,7030,124025,6123,108831,5374,28312,2833,36135,3225,323266,10651,242517,8651,194025,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
3921,20883,2613,25569,4178,0400000US35,2051900,1154,1691953,11140,1123878,21661,1112498,21934,942895,17675,692645,15703,391191,11301,169603,11309,11380,2221,8465,1835,4389,1256,4451,1693,2915,1022,568075,19344,147253,12153,130564,10899,96378,9197,52531,6270,52503,6344,34186,4506,16689,2545,11010,2044,6415,1374,4820,1589,5679,1400,420822,19912,397521,18886,307276,14957,129180,9822,201041,11125,90245,7856,23301,2734,11935,2021,7913,1786,4756,1252,11366,1848,359947,11065,269882,6611,222517,6149,191597,6230,126850,5574,115382,4219,30920,2992,47365,3801,35408,3094,28801,2518,11065,1773,11957,2234,90065,6788,64496,4716,48158,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
