GEO_ID,C18102_001E,C18102_001M,C18102_002E,C18102_002M,C18102_003E,C18102_003M,C18102_004E,C18102_004M,C18102_005E,C18102_005M,C18102_006E,C18102_006M,C18102_007E,C18102_007M,C18102_008E,C18102_008M,C18102_009E,C18102_009M,C18102_010E,C18102_010M,C18102_011E,C18102_011M,C18102_012E,C18102_012M,C18102_013E,C18102_013M,C18102_014E,C18102_014M,C18102_015E,C18102_015M,C18102_016E,C18102_016M,C18102_017E,C18102_017M,C18102_018E,C18102_018M,C18102_019E,C18102_019M,C18102_020E,C18102_020M,C18102_021E,C18102_021M,NAME,C18102_001MA,C18102_001EA,C18102_002MA,C18102_002EA,C18102_003EA,C18102_003MA,C18102_004EA,C18102_004MA,C18102_005MA,C18102_005EA,C18102_006EA,C18102_006MA,C18102_007EA,C18102_007MA,C18102_008MA,C18102_008EA,C18102_009EA,C18102_009MA,C18102_010EA,C18102_010MA,C18102_011EA,C18102_011MA,C18102_012EA,C18102_012MA,C18102_013EA,C18102_013MA,C18102_014EA,C18102_014MA,C18102_015EA,C18102_015MA,C18102_016EA,C18102_016MA,C18102_017EA,C18102_017MA,C18102_018MA,C18102_018EA,C18102_019EA,C18102_019MA,C18102_020EA,C18102_020MA,C18102_021MA,C18102_021EA,state
0400000US01,4755381,1814,2284668,5599,563117,4269,3582,1125,559535,4163,1418723,4731,46126,3248,1372597,5872,302828,1900,65196,3454,237632,3984,2470713,5159,544727,4391,2612,894,542115,4341,1526743,3765,30068,3044,1496675,5018,399243,1967,50289,3162,348954,3419,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,712248,1963,366864,2541,96973,1734,645,319,96328,1725,237630,1974,9062,1478,228568,2285,32261,848,8855,1051,23406,1005,345384,2157,90912,1717,883,753,90029,1446,222146,1283,3610,868,218536,1542,32326,832,5572,988,26754,1292,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6521226,1734,3207062,2887,823870,1962,4809,1185,819061,2159,1920087,2842,53925,3849,1866162,4474,463105,1334,89286,4219,373819,4311,3314164,2699,789635,1895,4813,1253,784822,2247,1980813,2354,33896,3011,1946917,3822,543716,1448,61351,3962,482365,3932,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2907014,1233,1427846,4941,369537,4011,2717,991,366820,4207,862503,3593,33764,2393,828739,4080,195806,1562,48087,2542,147719,2834,1479168,4700,339588,3571,2629,990,336959,3721,897397,3109,18199,2190,879198,3726,242183,2000,30502,2418,211681,3039,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37831553,5167,18678471,8174,4684835,4538,26677,2828,4658158,5712,11917914,6910,230138,8440,11687776,11166,2075722,3272,374311,7647,1701411,8269,19153082,6595,4473120,4214,21911,3008,4451209,5411,12058604,4800,158755,5943,11899849,7654,2621358,3316,328359,9339,2292999,9817,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5173272,2685,2571218,4738,633100,3639,4154,1055,628946,3661,1653136,3953,47890,3525,1605246,5068,284982,1510,62007,2807,222975,2970,2602054,4073,606091,3326,2797,837,603294,3292,1651804,2894,26203,2659,1625601,3952,344159,1664,44095,2758,300064,3111,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541409,1156,1718699,2659,398790,1891,2115,858,396675,2032,1093523,1944,21607,2605,1071916,3010,226386,1298,34907,2558,191479,2772,1822710,2714,385369,1796,2265,816,383104,1838,1142172,1698,13754,1800,1128418,2430,295169,1346,34821,2541,260348,2710,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,911502,1114,437592,1253,103087,830,813,512,102274,986,270719,1081,7088,1106,263631,1420,63786,493,9437,1266,54349,1296,473910,1235,100252,856,1167,923,99085,1205,294419,998,4298,882,290121,1310,79239,492,8523,1298,70716,1392,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635833,581,298312,741,55867,410,209,190,55658,439,213223,658,2992,745,210231,1016,29222,519,2748,725,26474,867,337521,821,55420,476,177,193,55243,519,239930,641,2522,827,237408,1046,42171,552,2818,809,39353,979,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19245127,3839,9333945,8603,2059975,6245,10853,1794,2049122,6800,5663869,6338,123775,6549,5540094,9337,1610101,3180,280801,6150,1329300,6985,9911182,7269,1959860,6147,9929,2285,1949931,6682,5983026,4806,87004,5422,5896022,6959,1968296,3245,211030,6977,1757266,7567,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
