GEO_ID,B01001D_001E,B01001D_001M,B01001D_002E,B01001D_002M,B01001D_003E,B01001D_003M,B01001D_004E,B01001D_004M,B01001D_005E,B01001D_005M,B01001D_006E,B01001D_006M,B01001D_007E,B01001D_007M,B01001D_008E,B01001D_008M,B01001D_009E,B01001D_009M,B01001D_010E,B01001D_010M,B01001D_011E,B01001D_011M,B01001D_012E,B01001D_012M,B01001D_013E,B01001D_013M,B01001D_014E,B01001D_014M,B01001D_015E,B01001D_015M,B01001D_016E,B01001D_016M,B01001D_017E,B01001D_017M,B01001D_018E,B01001D_018M,B01001D_019E,B01001D_019M,B01001D_020E,B01001D_020M,B01001D_021E,B01001D_021M,B01001D_022E,B01001D_022M,B01001D_023E,B01001D_023M,B01001D_024E,B01001D_024M,B01001D_025E,B01001D_025M,B01001D_026E,B01001D_026M,B01001D_027E,B01001D_027M,B01001D_028E,B01001D_028M,B01001D_029E,B01001D_029M,B01001D_030E,B01001D_030M,B01001D_031E,B01001D_031M,NAME,B01001D_001MA,B01001D_001EA,B01001D_002MA,B01001D_002EA,B01001D_003EA,B01001D_003MA,B01001D_004MA,B01001D_004EA,B01001D_005EA,B01001D_005MA,B01001D_006EA,B01001D_006MA,B01001D_007MA,B01001D_007EA,B01001D_008EA,B01001D_008MA,B01001D_009EA,B01001D_009MA,B01001D_010EA,B01001D_010MA,B01001D_011EA,B01001D_011MA,B01001D_012EA,B01001D_012MA,B01001D_013MA,B01001D_013EA,B01001D_014MA,B01001D_014EA,B01001D_015MA,B01001D_015EA,B01001D_016EA,B01001D_016MA,B01001D_017EA,B01001D_017MA,B01001D_018EA,B01001D_018MA,B01001D_019MA,B01001D_019EA,B01001D_020MA,B01001D_020EA,B01001D_021EA,B01001D_021MA,B01001D_022EA,B01001D_022MA,B01001D_023EA,B01001D_023MA,B01001D_024MA,B01001D_024EA,B01001D_025MA,B01001D_025EA,B01001D_026MA,B01001D_026EA,B01001D_027EA,B01001D_027MA,B01001D_028EA,B01001D_028MA,B01001D_029MA,B01001D_029EA,B01001D_030MA,B01001D_030EA,B01001D_031MA,B01001D_031EA,state
0400000US01,58624,3007,25870,1804,1665,616,1816,674,1488,598,994,635,1114,733,1665,722,2638,791,2649,789,4023,900,4210,768,2083,569,824,403,701,456,0,192,32754,2113,1853,731,2248,826,2819,783,1591,642,1451,593,2307,744,1971,730,2296,604,5333,841,4723,871,2116,648,3014,814,671,373,361,449,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41775,2518,20307,1573,1309,435,1813,829,1745,636,977,516,515,322,2140,636,1828,575,1463,597,2106,534,2916,662,1887,335,1134,497,212,222,262,318,21468,1608,1021,312,1304,510,1391,574,1309,579,386,301,1438,617,1501,463,1782,542,3489,493,3233,473,2737,316,996,414,783,449,98,145,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,191718,5359,90196,2929,6339,836,5615,828,5007,1062,3136,583,2458,472,8020,876,8098,872,8568,729,16953,1130,10826,652,7819,472,4520,575,2143,537,694,410,101522,3431,5603,922,5720,1038,4447,1030,3559,569,2492,491,5658,959,7819,496,9394,908,19175,889,14621,880,11419,537,7002,574,3558,686,1055,446,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,39210,2372,17690,1591,1435,600,1200,582,1297,749,540,333,233,222,2291,750,2348,623,2148,630,2368,545,1731,588,1214,407,562,309,187,194,136,214,21520,1869,1763,601,1905,721,1251,564,921,541,331,238,1464,552,1899,675,2639,800,3984,926,2247,727,2262,754,694,357,90,119,70,122,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5210236,17797,2459476,10086,136671,2941,147417,4795,139764,4841,90569,2130,62866,2147,183060,3479,199045,2921,191368,2688,379033,2830,346491,2983,293066,2139,172088,1506,87779,2317,30259,1980,2750760,10911,129324,3243,142452,3893,132885,4228,84591,2099,62787,1856,176716,2850,202978,3137,219771,2455,440890,2806,407467,2932,360416,2001,215111,1692,119820,3163,55552,3207,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,150852,3675,68921,2206,4101,661,5236,1127,5334,963,2207,404,2619,668,4209,775,6472,872,5672,894,12872,1084,9135,1061,5973,827,3098,703,1525,523,468,225,81931,2556,3826,832,5196,945,5698,1021,3476,720,2646,733,5470,837,6489,899,6899,907,14153,986,10759,759,8926,595,4301,905,3363,640,729,349,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,147570,3638,70789,2167,4173,754,4890,699,5195,810,2555,425,2303,785,4634,701,6895,686,6579,573,13040,748,9649,922,6449,564,2852,529,1287,517,288,329,76781,1959,4527,602,4700,934,5827,848,3120,282,2228,594,4579,696,6696,573,7248,650,15054,650,10113,730,6825,613,4078,697,1047,503,739,435,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,33639,1165,15731,944,854,434,815,419,1470,421,119,111,205,137,1373,248,1438,237,1657,85,3011,386,1809,297,1535,468,766,415,679,337,0,189,17908,1036,1116,190,1189,400,1195,350,421,296,190,173,1693,723,1416,158,2044,393,2751,263,2662,662,1779,450,1202,274,199,206,51,74,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,22963,1409,9607,858,399,296,569,295,83,77,125,137,827,632,1605,762,715,372,1363,302,2132,441,838,227,217,220,351,311,280,294,103,181,13356,1023,539,248,145,118,418,204,49,78,365,242,1527,379,2271,486,2335,328,2776,316,929,265,1074,58,519,247,318,253,91,140,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,509588,6878,235598,4720,13629,1411,16950,1816,14812,1567,9703,1370,8347,1682,16714,1535,15320,1292,18419,1475,39131,2429,34005,1721,25495,1512,15329,1287,6419,1098,1325,569,273990,5012,12826,1574,15987,1702,14432,1794,9067,1433,7424,1409,14838,1663,18689,1123,22970,1424,49745,2214,41386,1723,34676,1542,20195,1396,8456,1244,3299,1024,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
