GEO_ID,C17017_001E,C17017_001M,C17017_002E,C17017_002M,C17017_003E,C17017_003M,C17017_004E,C17017_004M,C17017_005E,C17017_005M,C17017_006E,C17017_006M,C17017_007E,C17017_007M,C17017_008E,C17017_008M,C17017_009E,C17017_009M,C17017_010E,C17017_010M,C17017_011E,C17017_011M,C17017_012E,C17017_012M,C17017_013E,C17017_013M,C17017_014E,C17017_014M,C17017_015E,C17017_015M,C17017_016E,C17017_016M,C17017_017E,C17017_017M,C17017_018E,C17017_018M,C17017_019E,C17017_019M,NAME,C17017_001MA,C17017_001EA,C17017_002MA,C17017_002EA,C17017_003MA,C17017_003EA,C17017_004MA,C17017_004EA,C17017_005EA,C17017_005MA,C17017_006MA,C17017_006EA,C17017_007EA,C17017_007MA,C17017_008MA,C17017_008EA,C17017_009EA,C17017_009MA,C17017_010EA,C17017_010MA,C17017_011EA,C17017_011MA,C17017_012MA,C17017_012EA,C17017_013EA,C17017_013MA,C17017_014EA,C17017_014MA,C17017_015MA,C17017_015EA,C17017_016EA,C17017_016MA,C17017_017EA,C17017_017MA,C17017_018MA,C17017_018EA,C17017_019MA,C17017_019EA,state
0400000US01,1822439,11200,330971,6656,174593,5454,50938,3329,123655,5176,16642,2341,107013,4850,156378,5681,65209,4354,91169,4136,1491468,11471,1047975,12811,806927,13011,241048,8506,63840,4466,177208,6823,443493,10535,211383,7762,232110,6620,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,246015,2720,19714,1929,9814,1095,3224,535,6590,957,1602,421,4988,887,9900,1524,5572,1142,4328,886,226301,2844,155617,3391,123278,3925,32339,2400,12502,1764,19837,1610,70684,3324,39503,2617,31181,2077,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2400809,11557,382321,9328,213512,6823,91562,4923,121950,5349,25835,2700,96115,4873,168809,6481,77630,4249,91179,5032,2018488,13326,1358798,12983,1045031,11565,313767,10077,103626,6418,210141,7236,659690,11515,325578,8074,334112,8197,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1125899,6925,211218,7125,108793,4870,39058,3020,69735,4077,13064,2061,56671,3500,102425,5888,43738,3727,58687,4257,914681,8263,642331,9468,509479,8797,132852,5003,39438,3104,93414,4501,272350,7237,128529,4818,143821,5364,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12650592,16944,1900322,17608,1092977,14174,462770,10647,630207,11812,136695,5738,493512,9785,807345,14328,345452,8789,461893,10088,10750270,23368,7552993,30734,5697544,28260,1855449,18633,621667,12504,1233782,13731,3197277,25242,1553076,19034,1644201,18957,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2002800,8550,239917,7220,111594,5324,45912,3809,65682,3667,11582,1915,54100,3537,128323,4867,55560,3640,72763,3752,1762883,10209,1168347,10778,936290,11617,232057,7209,76804,5221,155253,5684,594536,10223,302081,7972,292455,6847,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1339860,7005,140795,5343,67625,4089,18952,2417,48673,3115,6060,1505,42613,3022,73170,3935,28517,2744,44653,2864,1199065,7966,822668,9009,638933,9589,183735,6411,51208,3549,132527,5470,376397,8609,171102,4715,205295,6599,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,339071,3144,37710,3050,19335,2274,6207,1349,13128,1840,1747,768,11381,1673,18375,1880,7926,1353,10449,1458,301361,3952,209029,4873,158526,4790,50503,3510,12901,1748,37602,3276,92332,3769,41731,2766,50601,2941,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,271651,3228,45372,2820,18901,2027,3481,929,15420,2011,2054,714,13366,1966,26471,2265,10848,1418,15623,1770,226279,3428,101566,3750,62324,3075,39242,2530,9715,1504,29527,2270,124713,4212,56375,3176,68338,3086,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7211584,26752,1123499,18488,573647,14621,233488,8547,340159,11393,62065,4527,278094,10488,549852,12799,230935,9347,318917,9270,6088085,31887,4052741,29605,3100895,28510,951846,17055,273553,9186,678293,13031,2035344,23943,954573,15284,1080771,15677,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
