GEO_ID,B01001_001E,B01001_001M,B01001_002E,B01001_002M,B01001_003E,B01001_003M,B01001_004E,B01001_004M,B01001_005E,B01001_005M,B01001_006E,B01001_006M,B01001_007E,B01001_007M,B01001_008E,B01001_008M,B01001_009E,B01001_009M,B01001_010E,B01001_010M,B01001_011E,B01001_011M,B01001_012E,B01001_012M,B01001_013E,B01001_013M,B01001_014E,B01001_014M,B01001_015E,B01001_015M,B01001_016E,B01001_016M,B01001_017E,B01001_017M,B01001_018E,B01001_018M,B01001_019E,B01001_019M,B01001_020E,B01001_020M,B01001_021E,B01001_021M,B01001_022E,B01001_022M,B01001_023E,B01001_023M,B01001_024E,B01001_024M,B01001_025E,B01001_025M,B01001_026E,B01001_026M,B01001_027E,B01001_027M,B01001_028E,B01001_028M,B01001_029E,B01001_029M,B01001_030E,B01001_030M,B01001_031E,B01001_031M,B01001_032E,B01001_032M,B01001_033E,B01001_033M,B01001_034E,B01001_034M,B01001_035E,B01001_035M,B01001_036E,B01001_036M,B01001_037E,B01001_037M,B01001_038E,B01001_038M,B01001_039E,B01001_039M,B01001_040E,B01001_040M,B01001_041E,B01001_041M,B01001_042E,B01001_042M,B01001_043E,B01001_043M,B01001_044E,B01001_044M,B01001_045E,B01001_045M,B01001_046E,B01001_046M,B01001_047E,B01001_047M,B01001_048E,B01001_048M,B01001_049E,B01001_049M,NAME,B01001_001EA,B01001_001MA,B01001_002EA,B01001_002MA,B01001_003EA,B01001_003MA,B01001_004MA,B01001_004EA,B01001_005MA,B01001_005EA,B01001_006EA,B01001_006MA,B01001_007MA,B01001_007EA,B01001_008MA,B01001_008EA,B01001_009MA,B01001_009EA,B01001_010MA,B01001_010EA,B01001_011EA,B01001_011MA,B01001_012EA,B01001_012MA,B01001_013EA,B01001_013MA,B01001_014MA,B01001_014EA,B01001_015MA,B01001_015EA,B01001_016MA,B01001_016EA,B01001_017EA,B01001_017MA,B01001_018EA,B01001_018MA,B01001_019EA,B01001_019MA,B01001_020MA,B01001_020EA,B01001_021MA,B01001_021EA,B01001_022EA,B01001_022MA,B01001_023EA,B01001_023MA,B01001_024MA,B01001_024EA,B01001_025EA,B01001_025MA,B01001_026EA,B01001_026MA,B01001_027MA,B01001_027EA,B01001_028EA,B01001_028MA,B01001_029EA,B01001_029MA,B01001_030MA,B01001_030EA,B01001_031EA,B01001_031MA,B01001_032MA,B01001_032EA,B01001_033EA,B01001_033MA,B01001_034EA,B01001_034MA,B01001_035EA,B01001_035MA,B01001_036EA,B01001_036MA,B01001_037MA,B01001_037EA,B01001_038MA,B01001_038EA,B01001_039EA,B01001_039MA,B01001_040MA,B01001_040EA,B01001_041EA,B01001_041MA,B01001_042MA,B01001_042EA,B01001_043MA,B01001_043EA,B01001_044EA,B01001_044MA,B01001_045EA,B01001_045MA,B01001_046EA,B01001_046MA,B01001_047MA,B01001_047EA,B01001_048MA,B01001_048EA,B01001_049MA,B01001_049EA,state
0400000US01,4833722,-555555555,2341869,4937,147308,2684,155812,5034,168051,5460,93601,2155,71410,3448,39337,3699,39833,3683,101406,5291,150334,3843,153521,3571,141314,5102,150760,4455,156923,2759,165347,2120,157229,4195,58117,3102,82561,3616,52158,3170,59964,2851,80536,3209,56488,2330,33241,2102,26618,2143,2491853,4937,145046,2955,146486,4983,160021,5246,93566,2542,71717,3075,35734,3293,32337,3129,106610,4422,154599,2440,154319,2804,157147,5220,159112,4565,160670,2263,177902,1801,172799,4875,59618,3116,91637,4558,59119,3312,71808,3204,96126,3879,75552,3830,53527,2521,56401,3334,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,735132,-555555555,386404,1948,27429,1035,26989,1915,27265,2060,15762,1377,13616,1630,7275,1228,5951,1089,20382,2116,32970,1101,28427,1225,25131,2101,22054,1826,23547,1044,28395,1105,27280,1696,9178,1313,12090,1468,7536,1098,6698,992,8220,1075,5390,920,2360,542,2459,732,348728,1948,27276,991,23873,2045,25921,2048,13851,1429,9743,1360,5215,1236,5407,1410,16518,1570,27738,1128,24873,749,21626,1584,21135,1452,23487,1079,25724,1012,25318,1541,8236,1089,9866,1245,6319,1026,6581,1060,7802,954,5016,911,4090,796,3113,714,Alaska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6626624,-555555555,3298086,2142,221365,1209,232924,5429,233993,5566,137650,1251,94334,1774,49163,4274,52855,3995,148827,4455,229537,2297,223810,1630,206175,5901,214932,5783,204756,1671,210236,1456,192161,4442,71376,3746,105517,3492,73124,3503,84107,4300,120945,4455,87736,3195,57149,2821,45414,2644,3328538,2142,208716,1349,228770,5434,219767,5409,132777,1487,89242,2162,49623,3463,47403,3313,134478,4566,210752,1593,216841,1727,199173,4827,212606,5170,201988,1479,217767,1240,208557,5071,80741,3460,119088,4142,80028,4183,91248,3665,139954,4244,97161,4333,69260,4002,72598,4169,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2959373,-555555555,1461544,4406,100903,2408,109056,4000,100527,3601,60523,2402,42950,2787,21508,2401,23465,2521,59416,3845,96212,3347,97216,2726,86802,4757,93029,4251,93790,2134,98633,2371,94132,3689,35448,2803,47554,2912,33028,2575,38144,2360,50904,2565,36901,1953,23416,1901,17987,1487,1497829,4406,89299,1970,100994,4666,94715,3815,55605,2237,38054,2620,19885,2295,21607,2452,60363,3641,95417,2571,95008,2616,88563,4306,99195,4072,94890,1985,101450,1904,97388,3327,38860,3173,53374,2771,39034,2577,39131,2392,60606,2748,43977,2363,35724,1808,34690,1999,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38332521,-555555555,19072246,4878,1278807,2755,1308148,14475,1302573,14325,808209,2649,563832,3029,315104,11343,305616,9156,892973,11224,1470219,3301,1401774,3319,1282980,14325,1305394,14387,1295047,2847,1301006,2353,1167811,12290,415417,9263,544176,10764,354925,7029,382130,7917,516743,8822,357476,7359,259480,6927,242406,6071,19260275,4878,1221758,3102,1251087,14342,1237296,14046,766306,3196,525434,3267,291760,8965,283693,7685,832693,10711,1366928,2324,1343651,2634,1263212,13198,1308326,12614,1286563,2543,1324788,2540,1218776,12556,449996,8635,607060,11541,389593,8077,450081,8751,599434,8751,451010,9187,359631,7382,431199,8643,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5268367,-555555555,2645976,3935,172218,2580,175574,5040,187600,5019,99402,1712,77096,2462,40136,3557,42191,3195,110459,3750,202771,2013,198064,2017,183210,5057,188202,5204,172741,1637,184334,1925,167609,4068,67398,3036,86638,3742,54975,2407,59066,2815,69688,2893,48655,2338,33662,2116,24287,1825,2622391,3935,161355,1764,173705,4921,173238,4659,98233,2077,67237,2104,37072,3556,34393,3091,104223,4246,186736,1976,189089,2096,174426,5025,174509,5034,170256,1714,187769,1398,181245,4304,63857,3592,90438,3711,59607,2495,59516,2931,79860,2820,62492,3172,42689,2389,50446,2811,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3596080,-555555555,1751883,2326,96985,987,112308,4188,115824,4451,74371,973,55229,1189,29173,2927,26374,2477,67869,2644,113373,1322,106488,1228,100636,3879,118529,3987,131651,1222,139104,1163,127816,3492,44079,3084,58784,2442,36803,2479,42150,2349,57349,2701,38702,2332,28706,2190,29580,1969,1844197,2326,93761,903,107618,4139,114253,3908,70222,586,52772,994,24333,2390,25334,2862,64339,2996,109181,1221,110107,1166,105262,4004,123730,4289,138526,1066,146784,852,132457,3322,48263,2895,66039,3215,42461,2349,49096,2628,65525,2844,49210,3140,42570,3288,62354,2790,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,925749,-555555555,447789,1076,28729,338,28421,1961,29528,1981,16693,690,11872,683,5707,1190,7194,1333,21479,1399,30478,551,28708,717,27113,2436,27099,2322,30228,603,32337,386,28859,1801,10370,1306,17777,1448,9810,1023,12546,1252,17446,1295,11656,1138,7290,821,6449,1025,477960,1076,27506,482,28724,1975,28029,1992,16058,764,13310,678,8244,1588,5219,983,19306,1852,30603,445,29250,978,30723,1905,26850,1997,31992,598,36244,946,32576,2169,13587,1631,17991,1701,11849,1246,14173,1482,20181,1172,13625,991,10654,1140,11266,1209,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,646449,-555555555,306147,576,20822,3,15513,1286,12288,1320,7406,394,10236,1445,5521,1107,6143,1090,16356,1879,34120,491,32977,5,22457,1656,22321,1700,19267,226,19187,398,16480,1276,5579,1063,9307,1160,4305,705,5762,880,7843,858,5211,878,3659,583,3387,687,340302,576,20239,270,16674,1262,10803,1240,7787,378,11289,1311,5258,1065,7326,1748,19774,1836,42044,257,35605,103,24543,1769,20534,1786,18762,320,19086,331,19600,1355,8134,1143,9050,1104,5937,770,7530,995,9706,894,8221,1465,5338,1082,7062,1012,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19552860,-555555555,9565609,6671,549923,3628,556105,10103,596493,10422,363737,3633,254781,4318,141408,6021,135551,6579,389636,8553,631805,3705,601795,4060,564095,11291,627984,12781,649782,3778,685566,3946,631809,8935,228645,8155,323715,8422,237728,5327,287390,6691,402072,6970,307243,8039,216253,7424,182093,5645,9987251,6671,524126,3587,545536,10089,554181,9870,338629,3709,239010,4441,137447,6889,124514,6820,374787,7799,607779,3178,594007,3533,570998,10010,646428,10099,672079,3703,719334,3331,694393,10133,255844,7481,376655,8145,267345,7104,325688,7920,464698,7368,359788,8743,279983,8254,314002,7959,Florida,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
