GEO_ID,C18131_001E,C18131_001M,C18131_002E,C18131_002M,C18131_003E,C18131_003M,C18131_004E,C18131_004M,C18131_005E,C18131_005M,C18131_006E,C18131_006M,C18131_007E,C18131_007M,C18131_008E,C18131_008M,C18131_009E,C18131_009M,C18131_010E,C18131_010M,C18131_011E,C18131_011M,C18131_012E,C18131_012M,C18131_013E,C18131_013M,C18131_014E,C18131_014M,C18131_015E,C18131_015M,C18131_016E,C18131_016M,NAME,C18131_001EA,C18131_001MA,C18131_002MA,C18131_002EA,C18131_003MA,C18131_003EA,C18131_004EA,C18131_004MA,C18131_005MA,C18131_005EA,C18131_006MA,C18131_006EA,C18131_007EA,C18131_007MA,C18131_008MA,C18131_008EA,C18131_009EA,C18131_009MA,C18131_010EA,C18131_010MA,C18131_011MA,C18131_011EA,C18131_012EA,C18131_012MA,C18131_013MA,C18131_013EA,C18131_014EA,C18131_014MA,C18131_015EA,C18131_015MA,C18131_016MA,C18131_016EA,state
0400000US01,4706844,2723,397684,15101,66896,4756,330788,13734,485335,19217,112290,6478,373045,16058,542183,19985,117117,6180,425066,17746,470642,20402,92649,5274,377993,18599,2811000,29694,365053,9736,2445947,29155,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,707088,2393,30584,3622,4016,999,26568,3296,36325,3119,6408,1388,29917,2769,59595,6937,11350,1928,48245,6284,53701,5545,6945,1171,46756,5349,526883,9197,50250,3315,476633,9215,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6467526,3889,574853,20989,74095,5800,500758,20574,631318,24305,101279,5630,530039,22701,702365,26869,104988,6257,597377,25463,657008,25445,90504,4983,566504,24027,3901982,34518,427117,11305,3474865,34724,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2869223,3273,238195,13767,38572,3904,199623,12259,327274,13446,79750,6050,247524,11964,361049,16494,88293,6061,272756,14148,320049,13743,66434,4042,253615,12587,1622656,22676,220680,6938,1401976,20928,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37514516,9930,2760310,53791,321657,11163,2438653,48746,3566109,53210,551691,13566,3014418,50074,3920171,62325,550863,14832,3369308,61184,3588643,57472,454148,13554,3134495,54135,23679283,90079,2129348,24224,21549935,88017,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5127247,3317,285792,13155,38393,3885,247399,11755,381329,19275,63805,4596,317524,17130,448299,18000,67365,4238,380934,17252,436641,18586,59864,4363,376777,17284,3575186,26602,328293,8100,3246893,26908,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3481261,2617,168529,10329,25946,2726,142583,9279,205322,12812,39160,3719,166162,12303,224440,14376,41631,4474,182809,13314,238841,15773,39875,3248,198966,14892,2644129,22730,228337,7736,2415792,22699,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,898021,1651,56840,6755,9252,1895,47588,6605,54446,6440,9355,1586,45091,5975,78928,7843,13754,1985,65174,7302,73814,7167,11574,1814,62240,6591,633993,11383,70384,4214,563609,11327,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,610255,986,63136,5630,7674,1480,55462,5467,52415,5897,15344,2148,37071,5607,47904,6108,7789,1770,40115,5401,41508,5834,5441,1450,36067,5190,405292,8711,31658,2829,373634,8734,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19092715,8210,1458558,38683,210020,10486,1248538,34570,1793663,44834,340596,13030,1453067,41696,2052402,43858,352784,12390,1699618,40085,2022821,47289,309310,10732,1713511,45771,11765271,68959,1363544,20068,10401727,65039,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
