GEO_ID,B12002A_001E,B12002A_001M,B12002A_002E,B12002A_002M,B12002A_003E,B12002A_003M,B12002A_004E,B12002A_004M,B12002A_005E,B12002A_005M,B12002A_006E,B12002A_006M,B12002A_007E,B12002A_007M,B12002A_008E,B12002A_008M,B12002A_009E,B12002A_009M,B12002A_010E,B12002A_010M,B12002A_011E,B12002A_011M,B12002A_012E,B12002A_012M,B12002A_013E,B12002A_013M,NAME,B12002A_001EA,B12002A_001MA,B12002A_002MA,B12002A_002EA,B12002A_003MA,B12002A_003EA,B12002A_004EA,B12002A_004MA,B12002A_005MA,B12002A_005EA,B12002A_006MA,B12002A_006EA,B12002A_007MA,B12002A_007EA,B12002A_008MA,B12002A_008EA,B12002A_009EA,B12002A_009MA,B12002A_010MA,B12002A_010EA,B12002A_011EA,B12002A_011MA,B12002A_012MA,B12002A_012EA,B12002A_013MA,B12002A_013EA,state
0400000US01,2753977,5150,1341765,3857,370030,8359,745464,10877,20206,2778,45486,3575,160579,6378,1412212,3106,280728,6741,743957,11849,30594,2646,169155,4927,187778,8214,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,399921,1927,214387,1571,71816,3398,113019,4052,2486,790,4362,1089,22704,2087,185534,1426,47809,2523,99795,3169,3682,1168,10803,1321,23445,2223,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4253514,14698,2098193,8661,700702,10808,1066258,12205,32947,3600,56966,3862,241320,8428,2155321,9200,570427,8541,1035038,13216,41615,3667,193110,6059,315131,7843,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1881592,4685,918142,3172,249276,6413,511979,8442,15283,2385,26162,2365,115442,5086,963450,3357,196091,6242,501281,8190,19688,2786,106972,3953,139418,6481,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,19389071,46385,9648278,27998,3659820,29058,4708852,29009,172773,7013,234148,8141,872685,16809,9740793,23311,2954056,25150,4481269,27383,256109,9634,822777,12623,1226582,14054,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3602075,12128,1799194,7306,604684,9913,937727,12219,21551,2643,42797,2580,192435,7320,1802881,6810,470738,7974,922247,11654,29455,3162,127410,4514,253031,9075,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2336079,9301,1123932,6176,377891,7434,598289,8832,7765,1324,32706,2272,107281,4860,1212147,4574,331576,5948,590558,9403,15323,2398,121744,3663,152946,5948,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,536363,3669,258745,2401,82811,2919,137700,3894,3795,980,6991,1025,27448,2689,277618,1791,70868,2775,135898,3909,3930,1092,28372,1763,38550,2622,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,236636,3686,118347,2340,66630,2788,42199,2488,1688,805,616,320,7214,1511,118289,1786,66716,2301,37047,2485,1471,581,3467,1035,9588,1417,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12654807,17002,6168054,10969,1949353,17147,3148903,22880,111196,7505,214500,8290,744102,16929,6486753,11296,1547417,19462,3041618,26196,159014,8035,760935,12143,977769,19711,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4911240,12647,2416851,8274,740009,11312,1325385,13671,37994,4141,58387,3758,255076,8784,2494389,6991,582086,10076,1299892,14261,48168,3430,237734,6787,326509,9299,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,313367,3020,174182,1988,57234,2897,92495,3016,2505,899,4052,920,17896,1941,139185,1886,34440,2591,73059,3044,2026,697,9049,1306,20611,1940,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1158113,3798,575411,2355,164703,5273,326558,6667,4777,986,15309,2027,64064,4437,582702,2531,127101,4334,320096,6762,8262,2174,48879,3231,78364,4909,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7710341,16632,3774382,10571,1288894,14866,2015121,13707,40194,3475,97917,4619,332256,7911,3935959,8379,1076923,11792,1976682,16951,56780,3750,388169,7384,437405,9589,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4502974,6902,2195757,4625,669700,9055,1178319,11586,24430,2583,67046,3863,256262,6461,2307217,4019,567420,8882,1166523,12684,31121,2845,219746,4286,322407,9097,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2306442,4731,1127522,3332,348280,4719,620936,6917,12451,1754,30260,2085,115595,4003,1178920,3260,288181,5606,620816,8335,17389,1869,120723,3701,131811,4855,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1986670,4902,979500,3168,292825,5320,545099,6887,10509,1618,29796,2523,101271,3963,1007170,2829,235710,5556,532934,7358,12935,1757,96843,3236,128748,5271,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3151688,3301,1535787,3144,449423,7029,828483,8821,27684,2901,45872,2910,184325,6514,1615901,2426,356371,7046,820700,9859,40017,2925,166742,4862,232071,7739,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2391002,5734,1175925,3849,366765,8275,617329,10227,19689,2312,36497,2766,135645,6809,1215077,3307,288611,7367,607219,11128,28046,2943,128832,4345,162369,6884,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1067654,1263,516880,1065,159728,4505,269238,5573,4220,1126,15417,1572,68277,3239,550774,858,135685,3584,268267,5909,5707,1147,51785,2609,89330,4149,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2858091,10427,1393697,6017,450744,6950,763099,9415,22694,2306,37307,2518,119853,4977,1464394,5365,385062,6396,739178,10388,30594,2797,144563,4172,164997,6270,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4503571,10094,2157728,5578,795944,12485,1095934,13193,28849,2799,60246,3491,176755,6249,2345843,5876,730157,9220,1086884,13006,42833,3413,220215,5341,265754,7700,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6491968,5505,3178497,3703,1026610,10031,1680043,13833,30823,2529,92049,3586,348972,8824,3313471,3651,849230,8747,1670761,14207,45421,3289,325084,5501,422975,9827,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3784838,4848,1862636,3168,601988,8167,1026846,10319,15271,2038,45329,2767,173202,5320,1922202,2521,498912,6864,1018852,10344,20666,2471,165751,4164,218021,5548,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1448695,3120,707607,2690,197889,4834,395919,7446,11072,1723,21221,2132,81506,4926,741088,2467,151190,5038,390051,7165,17918,2654,84141,3396,97788,5043,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4105117,4467,2002326,3329,601948,8580,1085478,11192,27642,2672,59630,3269,227628,6815,2102791,3250,498042,8057,1086132,11347,34834,2844,211046,5393,272737,7686,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,752489,1745,376258,1651,111232,2907,201970,4424,4750,1030,12068,1250,46238,3115,376231,1552,88703,3571,195102,4373,5241,1182,35256,2246,51929,3748,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1325690,3760,651683,2486,198383,4016,367955,4715,7435,1130,15486,1405,62424,3016,674007,2237,165853,3735,359604,5732,9366,1671,61349,2679,77835,3354,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1566977,12135,796317,6574,263786,7099,383822,7684,13090,1906,24961,2206,110658,5381,770660,6642,193930,6353,361110,7028,23619,2709,68878,2801,123123,5662,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1040480,2502,509673,1584,161244,4325,275470,6020,6273,1477,12232,1364,54454,3405,530807,1555,138602,4500,266797,6431,7877,1626,45040,2823,72491,4502,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5033329,18382,2435256,10184,828011,11278,1321699,13474,33020,2982,73126,4011,179400,6578,2598073,9979,704815,9118,1281326,13043,46321,3195,283648,5875,281963,8820,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1273433,9527,624854,5144,219594,6335,308016,7098,8960,1855,19060,2482,69224,4431,648579,5979,178637,5826,294803,7759,14756,1948,61834,3096,98549,5218,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10664506,22277,5174891,12502,1925414,16550,2595549,19943,88806,5009,151680,5224,413442,10732,5489615,13304,1677134,16464,2534043,19692,122950,6262,578421,8510,577067,10581,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5637255,11450,2745530,7072,815230,10981,1535434,12314,60413,4168,72699,3891,261754,9899,2891725,5833,656307,9273,1507834,15299,79919,4984,292380,6900,355285,8236,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,530819,1057,270044,1017,93498,3005,143266,3731,2479,733,6093,944,24708,2422,260775,936,69070,2427,138825,3476,2383,943,25925,1308,24572,1946,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7874634,6322,3823860,4221,1216212,10490,2014194,15237,54766,4567,115707,4508,422981,9787,4050774,4085,1031576,11527,2015509,16945,67221,4089,409082,6137,527386,10316,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2311445,4434,1132809,2914,316166,5688,621705,8096,16965,1712,36302,2310,141671,4881,1178636,2575,244203,5049,613656,6795,27002,2663,127142,4033,166633,4899,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2802163,6618,1375722,4379,442293,7261,712088,9108,19701,3029,37564,3094,164076,6371,1426441,3702,362514,6909,691057,10678,31752,3411,125606,4170,215512,7042,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8769255,10100,4251695,6381,1408382,10765,2255582,14244,70274,3763,135912,4989,381545,9833,4517560,6201,1221174,10001,2208886,16791,94096,5014,506115,8316,487289,9626,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,723192,4823,344920,2725,124110,4356,171399,5045,3941,931,10678,1437,34792,2880,378272,2886,111136,3910,168114,4604,7917,1383,41810,2275,49295,3445,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2668772,5415,1301775,3474,382906,8488,717701,11182,26961,3076,40170,2834,134037,5731,1366997,3341,306845,6511,710575,11332,38677,3106,143189,4393,167711,7393,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,584925,1728,290412,1413,87084,3199,165160,3842,1651,599,6948,1045,29569,2126,294513,1342,69782,2731,160613,3915,2820,870,28110,2086,33188,2563,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4173407,6782,2026519,4993,565360,9762,1121765,10936,30138,3174,55858,3579,253398,7518,2146888,3938,462541,7929,1120430,12358,45844,3025,225293,6113,292780,6933,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
