GEO_ID,B25043_001E,B25043_001M,B25043_002E,B25043_002M,B25043_003E,B25043_003M,B25043_004E,B25043_004M,B25043_005E,B25043_005M,B25043_006E,B25043_006M,B25043_007E,B25043_007M,B25043_008E,B25043_008M,B25043_009E,B25043_009M,B25043_010E,B25043_010M,B25043_011E,B25043_011M,B25043_012E,B25043_012M,B25043_013E,B25043_013M,B25043_014E,B25043_014M,B25043_015E,B25043_015M,B25043_016E,B25043_016M,B25043_017E,B25043_017M,B25043_018E,B25043_018M,B25043_019E,B25043_019M,NAME,B25043_001MA,B25043_001EA,B25043_002EA,B25043_002MA,B25043_003MA,B25043_003EA,B25043_004MA,B25043_004EA,B25043_005EA,B25043_005MA,B25043_006MA,B25043_006EA,B25043_007EA,B25043_007MA,B25043_008MA,B25043_008EA,B25043_009EA,B25043_009MA,B25043_010EA,B25043_010MA,B25043_011MA,B25043_011EA,B25043_012MA,B25043_012EA,B25043_013EA,B25043_013MA,B25043_014MA,B25043_014EA,B25043_015EA,B25043_015MA,B25043_016EA,B25043_016MA,B25043_017MA,B25043_017EA,B25043_018MA,B25043_018EA,B25043_019EA,B25043_019MA,state
0400000US13,3546965,15286,2222377,19196,2186815,19240,216546,6794,1395711,14935,574558,7673,35562,3287,3827,873,25204,2809,6531,1095,1324588,15205,1275752,15766,475750,9306,664611,13390,135391,5555,48836,4433,14728,1949,28157,2972,5951,1456,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,450120,4406,252999,3913,249892,3837,14271,1740,146823,3349,88798,2992,3107,653,406,337,2099,561,602,329,197121,5311,190046,5261,66988,3047,95280,4048,27778,1951,7075,1107,2156,550,2926,632,1993,709,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,588489,5467,408174,6844,399458,6799,46554,3500,238854,4830,114050,3078,8716,1303,1342,549,6061,1046,1313,493,180315,6715,172157,6692,74717,4152,76754,5154,20686,2354,8158,1559,2967,1061,3479,994,1712,704,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4783421,13914,3154027,17254,3108970,16973,316953,7910,1936080,12209,855937,7793,45057,3156,8731,1589,27493,2259,8833,1496,1629394,15616,1566657,15156,577241,9223,778942,12611,210474,6460,62737,3476,24486,2341,30492,2380,7759,1497,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2498395,10688,1712020,11961,1678992,11419,194479,6208,1018555,9129,465958,6052,33028,2341,8180,1107,20116,2039,4732,907,786375,11440,754313,11254,291844,7212,360537,8893,101932,4191,32062,2620,11671,1564,16522,2079,3869,985,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1236209,7287,875362,8231,862513,8051,113076,3880,506129,5740,243308,3034,12849,1528,2556,670,8112,1094,2181,583,360847,6767,348090,6771,148243,4759,142406,4838,57441,3063,12757,1648,5812,1259,5743,1070,1202,397,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1113729,6143,735737,7229,722007,7236,88184,4026,434192,5445,199631,3095,13730,1603,2125,644,9665,1334,1940,601,377992,7275,362694,7397,159195,6157,152315,4812,51184,2739,15298,1686,6295,1102,7200,1132,1803,626,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1705623,9376,1149308,10177,1127808,10361,124867,5051,678038,8107,324903,3853,21500,1997,2682,770,15103,1688,3715,948,556315,9575,530163,9219,191730,6541,269702,7293,68731,2971,26152,3030,8316,1482,14813,2038,3023,946,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1728149,9677,1140052,11811,1120947,11384,136882,5790,672400,8269,311665,4918,19105,1937,2643,769,11803,1577,4659,898,588097,11088,559950,10794,221245,6107,275766,8181,62939,3044,28147,2516,12357,1915,12647,1689,3143,867,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,547686,5711,384237,5646,378690,5554,30102,2291,235169,4389,113419,2370,5547,961,969,382,3475,761,1103,450,163449,5445,156008,5352,50528,3223,74971,3834,30509,2240,7441,1556,2485,728,3375,1098,1581,743,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2161680,8942,1436907,10973,1421079,10785,134538,4860,914290,8412,372251,4874,15828,2039,2974,880,10822,1627,2032,563,724773,10402,698802,10152,231674,6895,370968,9071,96160,3701,25971,2400,9655,1606,12187,1599,4129,964,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2536321,9232,1560809,13055,1547577,12747,117065,5949,999573,9614,430939,5590,13232,1686,2215,677,8162,1194,2855,764,975512,13094,948817,13077,310303,8126,471194,10138,167320,4944,26695,2665,7926,1259,13678,1790,5091,1337,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3832466,10485,2703957,13324,2654852,12899,272352,6991,1613592,9706,768908,6052,49105,2790,8158,1082,33563,2193,7384,1083,1128509,11560,1079534,11717,379706,8525,540169,9269,159659,5473,48975,2978,15224,1617,27952,2472,5799,1092,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2119954,6871,1516900,9427,1497617,9348,194138,5483,934088,6593,369391,3769,19283,1380,4762,945,12325,1167,2196,502,603054,9033,581944,9367,231486,5879,250015,7035,100443,3599,21110,1822,9006,1083,8902,1148,3202,900,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1091002,7807,733101,8509,715035,8787,71853,3949,425693,5884,217489,4789,18066,2425,1977,837,12283,2032,3806,1033,357901,8808,341247,8730,123283,6244,176384,6496,41580,3003,16654,2222,4620,1192,9682,1698,2352,816,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2362853,9949,1582412,10949,1555983,10806,183970,5689,921350,8387,450663,5416,26429,2497,4324,795,17557,1998,4548,916,780441,10077,749549,10099,292831,7064,348686,7905,108032,4381,30892,2325,10783,1530,15823,1937,4286,959,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,406288,3840,271719,4579,266207,4375,28340,2312,157486,3467,80381,2379,5512,1281,733,355,3756,1080,1023,381,134569,4196,127374,4048,48841,2983,57929,2965,20604,1963,7195,1269,2171,701,3772,743,1252,668,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,730579,4441,482452,6278,474412,6286,65661,3387,279722,4283,129029,2463,8040,1240,1692,580,5223,996,1125,331,248127,5506,237729,5773,98357,3747,103637,4468,35735,2376,10398,1384,4781,956,4602,879,1015,386,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1002571,7173,544455,7251,538162,7262,59121,3127,317494,7503,161547,3757,6293,849,1037,376,4196,715,1060,386,458116,7272,443407,7377,137501,5176,249044,6961,56862,3256,14709,1670,4468,1011,8229,1238,2012,593,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,519246,4617,364255,5925,359039,5838,28868,2487,233450,4714,96721,2384,5216,1117,949,495,3388,807,879,394,154991,5597,149467,5659,49811,3228,75339,4746,24317,2309,5524,1253,2043,765,3162,913,319,198,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3176139,9966,2034223,13473,2019738,13306,135379,4759,1310870,11564,573489,7072,14485,1814,1084,345,10309,1524,3092,729,1141916,14360,1108580,13908,316476,6609,611737,12069,180367,5580,33336,2907,9939,1544,17474,2032,5923,1427,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,753507,6087,511693,7543,498030,7781,49394,3307,290517,6210,158119,3602,13663,1580,1588,578,8652,1201,3423,663,241814,6643,231247,6819,86758,4980,115580,5656,28909,2456,10567,1651,2855,788,6389,1328,1323,501,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7219356,14194,3873299,19890,3832410,19682,285298,8009,2434684,14475,1112428,9415,40889,3454,6254,1101,27439,2465,7196,1165,3346057,18812,3240012,19444,927413,12834,1737594,15637,575005,10950,106045,4846,34929,3154,53638,3564,17478,2184,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3757480,13443,2414717,16856,2381169,17034,223685,7374,1456432,12554,701052,6954,33548,2478,5404,1018,21628,1990,6516,1057,1342763,14344,1294337,13991,477286,8890,657927,11698,159124,5675,48426,3814,16286,2095,25931,2582,6209,1335,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,298298,2835,193389,3714,190652,3828,31037,2243,111883,2736,47732,1613,2737,757,588,295,1651,591,498,286,104909,3874,101087,4058,49362,2643,34509,2756,17216,1419,3822,1170,1824,843,1607,594,391,290,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4564745,13440,3015795,17826,2959984,17835,294742,9104,1793859,13691,871383,7670,55811,3138,10775,1476,36998,2483,8038,1344,1548950,14954,1477898,15221,535242,9430,723116,12498,219540,6946,71052,4737,25461,2816,35902,3272,9689,1627,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1447277,6526,948540,8048,930557,8075,116468,4947,537503,5627,276586,3608,17983,1362,3202,571,11151,1212,3630,744,498737,8276,481050,7965,199056,4547,221889,5341,60105,2834,17687,1613,6218,977,9554,1179,1915,582,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1523799,7789,926930,9344,913486,9516,70373,4468,556494,8166,286619,4542,13444,1832,1661,559,9434,1613,2349,577,596869,8290,573368,8131,213975,5790,277914,6372,81479,4392,23501,2359,7979,1316,12560,1956,2962,972,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4938894,14403,3405170,15735,3363974,16220,300066,6447,2071405,14086,992503,8375,41196,2908,7584,1249,25529,2251,8083,1219,1533724,16437,1478105,16332,496796,11494,698166,11607,283143,6855,55619,3640,19239,2327,26776,2548,9604,1672,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,406366,4030,245409,4846,242485,4989,18911,1919,155779,3872,67795,2486,2924,812,160,181,1789,553,975,582,160957,5516,156889,5732,51356,3405,78163,4067,27370,2188,4068,1222,1004,438,2054,784,1010,731,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1794989,10191,1223614,11969,1204298,11906,116936,4853,711633,8327,375729,5773,19316,1935,1802,532,13194,1622,4320,1071,571375,10442,549089,10188,207757,6170,274101,7577,67231,3771,22286,2499,7389,1717,12529,1721,2368,796,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,331406,2992,222809,3636,218730,3707,30713,2010,130670,2988,57347,1861,4079,880,869,494,2098,602,1112,475,108597,3718,104504,3581,44279,2562,42284,2930,17941,1577,4093,978,1241,444,2009,624,843,450,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2490249,12758,1652976,14369,1626538,13602,161072,5895,983447,9922,482019,6052,26438,2467,3830,841,17316,1849,5292,1132,837273,12275,804920,11846,305006,8320,399200,8508,100714,4589,32353,2735,11407,1629,16435,1806,4511,1127,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9110853,20640,5634317,28687,5540448,29109,621423,13037,3522045,22622,1396980,12232,93869,4187,12462,1761,61982,3362,19425,2301,3476536,24237,3359736,24626,1393618,17336,1629216,18875,336902,8243,116800,5120,40565,3230,61059,4567,15176,1968,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,899475,5032,622572,6557,613182,6522,99734,3705,370068,5243,143380,2948,9390,1099,2019,545,5047,936,2324,497,276903,6549,267481,6567,129354,5364,113469,5047,24658,2415,9422,1668,4096,1027,4761,1192,565,410,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,253234,2792,179791,3471,177933,3476,13817,1272,114213,2556,49903,1690,1858,522,435,243,998,374,425,317,73443,3385,70514,3335,26594,1948,31180,2093,12740,1518,2929,879,1169,426,1472,693,288,192,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3055863,11608,2005192,18287,1982531,18190,188529,6678,1247929,13828,546073,6601,22661,2189,4303,991,13811,1757,4547,1031,1050671,14360,1018713,14712,386711,8714,512951,11245,119051,4163,31958,2397,11888,1543,15992,1810,4078,991,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2644557,11069,1638028,14592,1618757,14472,154250,5789,1016562,11535,447945,5207,19271,2408,4093,1164,11744,1713,3434,850,1006529,13006,969453,12635,378868,8988,462548,9275,128037,4333,37076,3615,12935,1764,19330,2652,4811,1096,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,738653,5969,534266,6150,524780,6119,50159,3211,303391,4826,171230,3381,9486,1366,1594,670,6183,1172,1709,576,204387,5459,191654,5351,67111,3505,97362,3943,27181,2525,12733,1752,3657,906,7677,1452,1399,583,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2289424,8727,1537926,9764,1514499,9706,162884,4504,944710,6992,406905,4845,23427,1711,3859,728,16503,1430,3065,561,751498,11325,725911,11053,279590,6566,320746,7155,125575,4602,25587,2088,10162,1244,11729,1441,3696,866,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,224003,3223,154699,3888,152149,3900,19478,1796,92319,3186,40352,2012,2550,838,292,205,1523,523,735,593,69304,3544,67589,3598,31924,2507,27712,2651,7953,1421,1715,629,727,387,872,462,116,143,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1253690,9187,865343,7669,827810,7878,56027,3678,483755,7392,288028,4960,37533,3323,1413,672,18910,2218,17210,2073,388347,9229,348750,8563,106117,4862,183328,5821,59305,3153,39597,3306,9639,1376,21882,2444,8076,1357,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
