GEO_ID,B18130_001E,B18130_001M,B18130_002E,B18130_002M,B18130_003E,B18130_003M,B18130_004E,B18130_004M,B18130_005E,B18130_005M,B18130_006E,B18130_006M,B18130_007E,B18130_007M,B18130_008E,B18130_008M,B18130_009E,B18130_009M,B18130_010E,B18130_010M,B18130_011E,B18130_011M,B18130_012E,B18130_012M,B18130_013E,B18130_013M,B18130_014E,B18130_014M,B18130_015E,B18130_015M,B18130_016E,B18130_016M,B18130_017E,B18130_017M,B18130_018E,B18130_018M,B18130_019E,B18130_019M,B18130_020E,B18130_020M,B18130_021E,B18130_021M,B18130_022E,B18130_022M,B18130_023E,B18130_023M,B18130_024E,B18130_024M,B18130_025E,B18130_025M,B18130_026E,B18130_026M,B18130_027E,B18130_027M,B18130_028E,B18130_028M,B18130_029E,B18130_029M,B18130_030E,B18130_030M,B18130_031E,B18130_031M,B18130_032E,B18130_032M,B18130_033E,B18130_033M,B18130_034E,B18130_034M,B18130_035E,B18130_035M,B18130_036E,B18130_036M,B18130_037E,B18130_037M,B18130_038E,B18130_038M,B18130_039E,B18130_039M,B18130_040E,B18130_040M,B18130_041E,B18130_041M,B18130_042E,B18130_042M,B18130_043E,B18130_043M,NAME,B18130_001MA,B18130_001EA,B18130_002MA,B18130_002EA,B18130_003MA,B18130_003EA,B18130_004EA,B18130_004MA,B18130_005MA,B18130_005EA,B18130_006MA,B18130_006EA,B18130_007MA,B18130_007EA,B18130_008MA,B18130_008EA,B18130_009MA,B18130_009EA,B18130_010EA,B18130_010MA,B18130_011EA,B18130_011MA,B18130_012EA,B18130_012MA,B18130_013MA,B18130_013EA,B18130_014MA,B18130_014EA,B18130_015EA,B18130_015MA,B18130_016MA,B18130_016EA,B18130_017MA,B18130_017EA,B18130_018MA,B18130_018EA,B18130_019EA,B18130_019MA,B18130_020EA,B18130_020MA,B18130_021EA,B18130_021MA,B18130_022MA,B18130_022EA,B18130_023EA,B18130_023MA,B18130_024EA,B18130_024MA,B18130_025MA,B18130_025EA,B18130_026EA,B18130_026MA,B18130_027MA,B18130_027EA,B18130_028EA,B18130_028MA,B18130_029EA,B18130_029MA,B18130_030EA,B18130_030MA,B18130_031EA,B18130_031MA,B18130_032EA,B18130_032MA,B18130_033EA,B18130_033MA,B18130_034MA,B18130_034EA,B18130_035EA,B18130_035MA,B18130_036MA,B18130_036EA,B18130_037EA,B18130_037MA,B18130_038EA,B18130_038MA,B18130_039EA,B18130_039MA,B18130_040MA,B18130_040EA,B18130_041EA,B18130_041MA,B18130_042EA,B18130_042MA,B18130_043EA,B18130_043MA,state
0400000US13,9689892,5962,648148,4604,3972,1481,1679,929,2293,1043,644176,4904,196080,8071,448096,9196,1808106,6351,91757,5027,30642,3306,61115,4308,1716349,8214,422509,16277,1293840,16432,2204348,8741,130318,7136,36469,3359,93849,5208,2074030,10502,468828,12648,1605202,15351,3867372,8717,539157,13495,162585,7480,376572,10893,3328215,15796,399247,11922,2928968,17358,720071,4022,204694,6682,32140,3103,172554,6962,515377,6937,38705,3504,476672,6492,441847,3717,236531,4876,32430,2555,204101,5039,205316,5097,21542,1895,183774,4848,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1332859,3308,89484,717,487,496,314,417,173,281,88997,851,11066,1800,77931,1797,212770,1377,8763,1505,2293,1067,6470,1213,204007,1915,26615,3951,177392,4224,293916,2868,14747,2030,3804,1083,10943,1775,279169,3264,39688,3590,239481,4482,520911,2439,50048,3157,11812,1799,38236,2742,470863,4056,36866,3657,433997,5126,120313,732,27268,2222,2771,927,24497,2189,93045,2593,4824,1270,88221,2748,95465,659,49648,2252,5248,948,44400,2176,45817,2114,2616,675,43201,2152,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1580745,1532,110682,1600,504,304,154,171,350,251,110178,1632,20606,2425,89572,2965,310964,2160,16468,2088,4066,1056,12402,1850,294496,2946,55850,7288,238646,7164,349558,2557,24253,3013,8102,1653,16151,2219,325305,3754,71408,5372,253897,6430,590260,2477,81138,4393,23441,3017,57697,3657,509122,4731,44858,3643,464264,6340,130301,1653,36532,2793,3250,796,33282,2710,93769,2686,6708,1917,87061,2962,88980,1103,49313,2574,5242,1236,44071,2420,39667,2531,2819,777,36848,2496,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12569349,4394,782804,3625,5362,1522,1424,682,3938,1440,777442,4030,173717,7175,603725,8269,2192085,4684,94427,4581,29919,3018,64508,4045,2097658,6527,411000,14542,1686658,14645,2900244,4381,145520,6332,42673,3460,102847,5741,2754724,7416,477378,13069,2277346,13525,5018331,4641,567396,12041,147479,6111,419917,10765,4450935,12370,413413,10125,4037522,14168,950751,2578,230173,5565,29291,2913,200882,5141,720578,6482,48630,3459,671948,7202,725134,2794,361065,6271,40453,2885,320612,6669,364069,5846,29937,3034,334132,5821,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6365561,3303,414082,3450,4513,1132,1699,746,2814,897,409569,3479,106523,6164,303046,5792,1139315,4380,70662,4237,24556,2998,46106,3245,1068653,6076,212278,9028,856375,10887,1406825,4833,98804,5636,34413,3378,64391,4058,1308021,7008,273153,8938,1034868,11476,2526753,5032,385370,9280,105870,5208,279500,7203,2141383,10829,187201,7926,1954182,11753,508038,3024,141063,4252,17084,1995,123979,3609,366975,4932,19397,2233,347578,5429,370548,1870,191991,5443,18764,1781,173227,5275,178557,5250,13973,1591,164584,5068,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2989818,1785,190499,2531,1483,637,494,411,989,465,189016,2644,31462,2801,157554,3673,521572,3294,25084,2572,7225,1467,17859,1991,496488,3983,76013,5460,420475,5704,653641,3018,39849,3008,14105,1989,25744,2092,613792,3928,116701,5178,497091,6910,1168938,3399,139666,5049,34658,3071,105008,4600,1029272,6082,62718,3985,966554,6955,244935,1596,53314,2378,5603,954,47711,2168,191621,2571,10383,1318,181238,2714,210233,1424,95642,3319,10534,1352,85108,3157,114591,3340,9208,1152,105383,3031,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2799859,2732,197346,1863,1872,700,834,508,1038,526,195474,1920,43950,4126,151524,4404,512467,2693,27381,2565,6544,1153,20837,2316,485086,3558,81132,6294,403954,6224,639148,4221,39460,3529,13072,2246,26388,2453,599688,4763,117017,6486,482671,6869,1063468,4137,137036,4923,31687,2550,105349,4608,926432,5790,68011,4440,858421,6773,214391,1992,54457,2704,4834,954,49623,2732,159934,2802,9471,1234,150463,3066,173039,1508,88510,3028,10742,1541,77768,2685,84529,2979,5689,1003,78840,2762,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4259458,2767,266027,2594,1870,686,560,376,1310,608,264157,2715,75932,4406,188225,5031,728899,3388,51583,3799,20655,2559,30928,3135,677316,5022,154115,8357,523201,9046,926650,4097,79261,4634,30217,2807,49044,4053,847389,5349,191709,7976,655680,8621,1725081,4768,340824,7995,110005,5135,230819,7528,1384257,8540,148518,6405,1235739,9100,366235,2014,119475,3522,16412,1779,103063,3110,246760,3707,19869,2184,226891,4094,246566,1723,137955,3769,20868,1821,117087,3520,108611,4107,11631,1382,96980,4042,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4484207,3378,301428,2185,3880,1215,1827,807,2053,912,297548,2620,89302,5091,208246,5671,795492,2980,60651,4490,20784,3002,39867,4209,734841,5296,192331,10091,542510,11012,1071225,4418,78955,5079,28495,3436,50460,4087,992270,5615,229631,8753,762639,9937,1729230,4762,287632,8398,82831,4248,204801,7303,1441598,9630,168067,8032,1273531,11156,346883,2795,115037,4437,18569,1981,96468,4254,231846,5030,22306,2213,209540,5032,239949,2284,129726,3689,19782,1731,109944,3712,110223,3520,13929,1605,96294,3383,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1292303,1341,62825,1001,284,216,35,57,249,188,62541,1025,12774,2106,49767,2122,192378,1680,14936,2262,4707,1390,10229,1681,177442,2604,27643,2801,149799,3864,243909,2089,26289,2520,9811,1699,16478,2509,217620,3007,36615,3414,181005,4169,564334,1931,90476,4226,29006,2584,61470,3471,473858,4573,39305,3009,434553,5568,131985,875,30961,2109,4061,909,26900,2128,101024,2190,6777,1231,94247,2534,96872,871,49938,2186,5613,866,44325,2295,46934,2197,4266,946,42668,2140,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5768429,3604,361317,1707,1675,781,242,208,1433,734,359642,1960,59105,5138,300537,5601,965058,2983,45772,3864,11830,2539,33942,3266,919286,4323,109174,7653,810112,8111,1291741,3855,67556,4535,15698,2143,51858,4046,1224185,5547,144777,7535,1079408,9066,2381593,4060,252626,8010,53547,4014,199079,7388,2128967,8281,129142,5993,1999825,9569,450172,2395,100832,4036,11576,1405,89256,3591,349340,4080,18983,2011,330357,4395,318548,2017,151957,4420,16617,2273,135340,3968,166591,4381,14512,2274,152079,4302,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6452700,2880,358326,1803,3814,1205,1631,743,2183,936,354512,1929,61953,4037,292559,4213,1011970,2901,62048,3728,17814,2819,44234,3425,949922,4540,142082,7649,807840,8874,1445835,2751,80569,4881,24188,2789,56381,4260,1365266,5675,201282,8739,1163984,9713,2684923,3247,304553,10229,79385,5557,225168,8496,2380370,10827,158464,7704,2221906,12562,531623,1972,120513,4318,15979,1955,104534,4166,411110,4894,22510,2081,388600,4890,420023,2330,204182,5411,26891,2550,177291,4856,215841,5877,18146,2078,197695,5583,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9665788,4136,559519,2779,5105,1202,1995,773,3110,984,554414,2975,158776,6367,395638,6271,1639457,3994,106151,4806,40270,3361,65881,4079,1533306,5335,322757,8805,1210549,9976,2080247,4607,161377,6431,58918,4533,102459,5089,1918870,6717,440238,10383,1478632,11984,3938878,4769,606928,11755,184799,7139,422129,9518,3331950,12487,320630,8883,3011320,14339,827617,2210,218987,5066,29976,2692,189011,5151,608630,5407,37122,2675,571508,5625,620070,2346,309309,5621,31574,2684,277735,5614,310761,5714,21328,2117,289433,5584,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5290973,2396,340716,2025,1941,563,454,278,1487,492,338775,2052,51826,3962,286949,4114,918213,3321,42885,2997,11449,1532,31436,2529,875328,4793,112990,6559,762338,7504,1186213,3690,68316,3865,22059,2200,46257,3464,1117897,5212,177136,7342,940761,7974,2120557,3965,216958,6273,51863,3558,165095,4541,1903599,7141,111004,5215,1792595,8132,405928,1507,84128,2955,7672,1070,76456,2948,321800,3049,14370,1429,307430,3384,319346,1413,146209,3753,16453,1671,129756,3563,173137,3912,15115,1719,158022,3935,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2888312,2935,195251,2151,895,566,290,260,605,421,194356,2269,72863,4511,121493,4555,529327,3387,32129,3785,14063,2074,18066,2933,497198,4510,159082,7372,338116,8504,646030,5318,49019,4267,19101,2555,29918,3147,597011,6798,170494,7331,426517,8628,1117314,5612,223160,8215,72115,5628,151045,6381,894154,8265,129121,6803,765033,9671,237053,2124,84669,3870,13142,1782,71527,4028,152384,4025,16405,1967,135979,3923,163337,2235,96062,3478,18263,1900,77799,3142,67275,3132,10912,1557,56363,2879,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
