GEO_ID,B24092_001E,B24092_001M,B24092_002E,B24092_002M,B24092_003E,B24092_003M,B24092_004E,B24092_004M,B24092_005E,B24092_005M,B24092_006E,B24092_006M,B24092_007E,B24092_007M,B24092_008E,B24092_008M,B24092_009E,B24092_009M,B24092_010E,B24092_010M,B24092_011E,B24092_011M,B24092_012E,B24092_012M,B24092_013E,B24092_013M,B24092_014E,B24092_014M,B24092_015E,B24092_015M,B24092_016E,B24092_016M,B24092_017E,B24092_017M,B24092_018E,B24092_018M,NAME,B24092_001EA,B24092_001MA,B24092_002EA,B24092_002MA,B24092_003MA,B24092_003EA,B24092_004EA,B24092_004MA,B24092_005EA,B24092_005MA,B24092_006MA,B24092_006EA,B24092_007EA,B24092_007MA,B24092_008MA,B24092_008EA,B24092_009MA,B24092_009EA,B24092_010MA,B24092_010EA,B24092_011MA,B24092_011EA,B24092_012MA,B24092_012EA,B24092_013EA,B24092_013MA,B24092_014MA,B24092_014EA,B24092_015MA,B24092_015EA,B24092_016MA,B24092_016EA,B24092_017EA,B24092_017MA,B24092_018MA,B24092_018EA,state
0400000US01,43245,1758,42007,493,41725,499,60336,8182,45358,3457,40794,1293,48672,3291,73760,3262,32749,4009,32516,978,30456,442,30309,438,50431,9649,36589,1277,40121,1790,41510,956,53331,2623,26314,3519,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,57532,4522,56425,4010,55219,4839,86575,17063,48225,6277,63073,6441,66699,4353,63890,3855,48924,10865,42375,1061,40608,861,40368,989,54779,9762,45591,6327,51872,6145,50555,2932,51125,5983,40203,5217,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,44842,746,43201,1108,42179,335,61582,2493,49892,3879,47271,2301,48467,4636,60383,1951,36037,2092,37092,326,35946,480,35725,503,45043,6776,42957,2584,38431,1191,39371,1593,51737,1135,26300,3318,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,40280,583,39786,1198,38559,1480,55470,9418,46350,3529,38575,2946,41344,1414,59427,3935,33641,5416,31072,392,29228,1044,28950,1051,41964,14556,35792,1925,34956,3989,38360,2531,53274,3675,21074,1650,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,50497,153,47388,311,46334,317,72585,5322,55420,1381,69824,1803,66994,1241,61858,714,40691,476,42291,218,40084,327,39742,624,51184,1516,50018,852,53612,1246,53360,1715,59193,2332,29672,1992,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,51198,394,50732,496,50254,653,61118,1430,52558,3052,55388,1922,51262,1300,65248,3888,40978,1277,40711,343,38924,928,38361,945,50334,3277,43624,1832,41724,794,48977,2552,55988,4450,25195,3613,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,61228,550,60942,720,60294,989,81828,10331,61187,1765,67326,5351,70601,3596,67404,5199,50702,1671,47757,1115,44347,1930,44348,1914,44341,19965,51210,1588,54889,2181,62265,3020,61309,4544,36539,4779,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,50609,842,50621,866,50262,1020,62021,9513,50562,8761,54637,6004,48379,5033,56012,3261,40081,8453,41696,1157,40137,1973,39754,2345,52181,9467,46550,4738,45714,4538,44686,2346,53988,8926,21637,17753,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,70100,3770,65450,6294,62152,6006,120218,35458,63371,6059,56346,7178,50224,14201,93943,4719,61421,15388,61772,1437,53429,4540,52160,3988,79028,26533,58149,5039,57374,7509,57845,9947,81202,3186,65746,47021,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,40847,245,40073,360,38061,830,51799,530,46138,1612,47082,1058,44048,2264,60763,895,29617,1815,34549,519,32133,201,31983,201,41322,1474,38480,1342,39908,676,38992,1499,51941,2128,20983,929,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,43598,1174,43429,1372,42340,548,56711,6685,47444,2198,41267,854,44550,3817,60853,2263,35083,3412,35671,335,33022,855,32556,755,41503,4525,41286,1008,38922,2491,38863,2451,51330,1603,26333,2414,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,49712,2011,44080,3035,43253,2922,51933,13078,55497,6201,50713,2580,49404,3141,64923,3796,40748,9525,40335,613,36745,842,36429,860,50797,4929,43730,4632,41688,7619,45890,1769,51759,4019,23951,8794,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,41349,651,40508,761,39676,1402,51153,6855,40458,4801,44240,5975,48688,4293,56697,7554,36451,3594,31396,706,29572,1794,29524,1924,30173,5156,33207,4758,33055,3523,37031,1901,51888,9116,26364,8242,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,51593,249,50879,292,50492,311,62429,3779,51299,902,64478,2237,61178,962,61345,1453,41205,786,40784,281,38045,735,37821,719,49140,5090,44993,1577,48561,1636,50536,1489,55325,1216,29196,3630,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,46378,364,46025,434,45583,438,56728,5433,48343,3017,48857,1913,44964,2209,61156,1793,37141,3642,34276,611,32264,292,32229,286,39797,6344,38029,1577,36816,934,39488,1829,49274,2866,22375,2090,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,45988,427,43998,1209,43315,1210,51730,1432,48111,2520,50205,1520,56859,2444,61322,3393,46787,4582,35627,388,32383,405,32366,390,34587,8318,38168,1624,44031,2086,47023,1397,51229,2176,21312,1120,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,45876,621,45928,713,45216,982,57792,7878,44710,4661,41719,1104,45528,3044,60266,2873,42401,4490,35912,339,34703,1065,34481,1170,45300,7139,38670,2069,36922,1015,39261,1836,49896,5111,23519,2544,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,43109,1185,42815,1257,42324,530,56381,6802,51008,2386,40801,1764,43136,2305,56669,2739,35994,2437,33033,785,30970,387,30885,403,36338,3739,37861,1779,38230,2232,38050,2204,50571,3124,23993,2635,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,48809,1354,49740,1497,48617,1806,61749,3847,49168,3820,41910,943,49289,3627,55531,2397,44413,5272,31987,349,30446,430,30399,437,32146,9415,37271,2371,37214,1940,40957,847,51134,2033,24205,4911,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
