GEO_ID,C17021_001E,C17021_001M,C17021_002E,C17021_002M,C17021_003E,C17021_003M,C17021_004E,C17021_004M,C17021_005E,C17021_005M,C17021_006E,C17021_006M,C17021_007E,C17021_007M,C17021_008E,C17021_008M,C17021_009E,C17021_009M,C17021_010E,C17021_010M,C17021_011E,C17021_011M,C17021_012E,C17021_012M,C17021_013E,C17021_013M,C17021_014E,C17021_014M,C17021_015E,C17021_015M,NAME,C17021_001MA,C17021_001EA,C17021_002EA,C17021_002MA,C17021_003EA,C17021_003MA,C17021_004EA,C17021_004MA,C17021_005EA,C17021_005MA,C17021_006MA,C17021_006EA,C17021_007EA,C17021_007MA,C17021_008EA,C17021_008MA,C17021_009MA,C17021_009EA,C17021_010EA,C17021_010MA,C17021_011MA,C17021_011EA,C17021_012MA,C17021_012EA,C17021_013EA,C17021_013MA,C17021_014MA,C17021_014EA,C17021_015EA,C17021_015MA,state
0400000US01,4716105,2548,883371,20758,661086,20126,201810,14018,459276,20007,65584,8210,393692,18955,222285,8485,3832734,21141,3329390,24333,2504859,33734,824531,28901,216015,15799,608516,24430,503344,13215,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,718359,1166,67016,4778,48193,4367,17844,2928,30349,3745,9441,2437,20908,3324,18823,2331,651343,5197,549374,7196,427304,11859,122070,8947,48101,6962,73969,5889,101969,5137,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6477191,3417,1206460,32132,928339,29770,401064,25785,527275,22556,119628,10977,407647,21713,278121,10544,5270731,31828,4448119,34506,3344222,39012,1103897,32618,352932,22755,750965,23702,822612,14289,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2873340,3117,565469,16418,419173,15100,161065,11097,258108,13253,50255,7044,207853,12376,146296,7789,2307871,16913,1984629,18170,1549472,21650,435157,17498,128829,11492,306328,14561,323242,9605,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37593091,8648,6328824,64631,4859414,63197,2174348,51120,2685066,50291,658475,28070,2026591,37425,1469410,22365,31264267,64133,27030595,76042,20295050,90521,6735545,69207,2231281,45002,4504264,56677,4233672,41797,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5151461,2077,667446,21463,445903,19910,195271,15713,250632,13691,52019,7516,198613,13085,221543,7508,4484015,21721,3711394,25964,2960649,34742,750745,25144,238842,15156,511903,21049,772621,15204,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3485353,2242,373900,14722,258102,14008,75188,9383,182914,11026,25166,5035,157748,11048,115798,6133,3111453,14715,2650172,17318,2057836,27388,592336,24272,165462,13088,426874,20743,461281,11776,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,900322,1123,111327,9589,80074,8879,26499,5783,53575,6435,8651,3065,44924,5863,31253,3166,788995,9661,674470,10457,501495,13914,172975,11259,45531,6421,127444,10366,114525,5064,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,611788,780,115551,7400,69054,6856,12336,2740,56718,6492,7679,2487,49039,6365,46497,3324,496237,7490,321305,8875,194942,9583,126363,7775,29618,4374,96745,7800,174932,6628,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19129950,7199,3253333,61090,2358259,59725,935783,35087,1422476,45852,284948,18966,1137528,40711,895074,16778,15876617,60744,13344960,70689,9796936,86493,3548024,64443,1003762,32965,2544262,55390,2531657,30727,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9720914,4997,1843768,35778,1418582,34765,514950,27870,903632,25728,160219,15396,743413,25897,425186,11995,7877146,36435,6800208,42191,5080553,51245,1719655,39666,477924,21359,1241731,32784,1076938,17865,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1367662,1488,148368,10323,101219,9421,42954,5665,58265,7730,14548,4074,43717,6570,47149,3908,1219294,10208,1066084,12329,816250,16790,249834,14600,78298,9437,171536,13981,153210,6142,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1582911,1262,246550,15129,173327,13711,87173,9611,86154,11653,24510,9324,61644,7096,73223,5799,1336361,15082,1174148,15953,977229,18219,196919,12379,71210,7340,125709,10639,162213,6569,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12576680,3928,1845393,34145,1348419,31890,484915,22159,863504,24068,164287,11528,699217,24030,496974,9885,10731287,34111,9159628,40504,7146932,52922,2012696,43415,602499,22077,1410197,35720,1571659,21667,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6367890,3100,1015127,24249,737172,23261,271707,16208,465465,16873,90772,9807,374693,16499,277955,8522,5352763,24489,4560879,29356,3631418,33697,929461,23326,283020,12933,646441,22356,791884,14655,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2991670,1604,379127,13393,234397,12126,79366,7056,155031,9367,30134,4021,124897,7942,144730,6177,2612543,13457,2190971,15017,1813587,18797,377384,14880,136690,9517,240694,11776,421572,8918,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2811722,2188,393358,17298,274557,16126,113522,10904,161035,12626,29109,5042,131926,12192,118801,5660,2418364,17061,2065833,19470,1682520,21740,383313,14617,124791,9027,258522,13010,352531,9080,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4266556,2510,800635,19947,581465,20478,231796,15440,349669,15344,71126,7183,278543,13231,219170,8200,3465921,19805,2980856,21017,2358335,24093,622521,19968,206175,13642,416346,15276,485065,11026,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4494989,2903,888019,24140,658993,21496,155667,11028,503326,19445,67205,7569,436121,19506,229026,8497,3606970,23981,3087691,26626,2237248,32094,850443,24428,238756,17126,611687,21705,519279,11464,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1293827,1147,180639,8805,112344,8874,43389,5392,68955,7462,14753,3062,54202,7327,68295,4409,1113188,8846,907124,10166,731372,14774,175752,12561,63733,8250,112019,9542,206064,7282,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5788159,2967,585571,19629,406907,18541,132333,12319,274574,16502,42798,6086,231776,15520,178664,6745,5202588,19576,4447653,25441,3262976,36856,1184677,32266,311571,17309,873106,29618,754935,15526,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
