GEO_ID,C25055_001E,C25055_001M,C25055_002E,C25055_002M,C25055_003E,C25055_003M,C25055_004E,C25055_004M,C25055_005E,C25055_005M,NAME,C25055_001EA,C25055_001MA,C25055_002EA,C25055_002MA,C25055_003MA,C25055_003EA,C25055_004EA,C25055_004MA,C25055_005MA,C25055_005EA,state
0400000US01,521275,10191,392407,8682,70937,4900,34792,3209,23139,2239,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,83084,3268,67032,2988,9776,1257,4279,1184,1997,496,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,865997,13331,670964,11810,100890,4863,51140,3526,43003,3083,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,347957,7259,264763,6268,42320,2860,23225,2164,17649,1793,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5664492,26884,4256128,24609,721200,13088,373031,8968,314133,9469,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,682381,11273,529955,9996,80424,3901,37129,2772,34873,2674,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,430906,8835,297189,7503,60369,3583,36406,3011,36942,2620,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,90026,3902,65867,3544,11490,1620,6933,1340,5736,981,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,156499,4214,118587,3746,19628,1959,10210,1199,8074,1203,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2419717,21029,1764294,19328,316709,7844,179325,6567,159389,5503,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1247205,15048,977840,13398,149372,6402,71943,4297,48050,2822,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,183426,5172,132868,4442,24198,2221,15446,1669,10914,1377,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,167094,6323,129476,5138,18244,2343,10466,1736,8908,1644,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1556264,15968,1166910,15972,187910,5503,100095,4256,101349,5072,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,739568,11582,549351,11083,95534,3725,47380,2769,47303,2950,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,337517,6826,250734,6109,35177,2636,20441,1876,31165,2153,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,353489,7726,266756,7495,38559,2293,19527,1627,28647,1874,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,498672,9336,369860,8791,69164,3805,35237,2614,24411,2430,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,531284,10845,409601,8910,68970,4171,30840,2549,21873,1797,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,150314,5119,103035,4550,19588,2066,11372,1514,16319,1682,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,695516,10341,512464,9035,91047,4418,44456,3224,47549,2947,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,943857,12947,662186,11468,120250,4785,81108,3345,80313,3678,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1063403,11547,762459,11968,147759,5126,74343,3346,78842,4274,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,574772,9235,414802,8044,63994,3165,34584,2788,61392,2870,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,314601,8171,242714,6945,37674,3446,20955,2298,13258,1630,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,728460,9648,539497,9557,88916,3767,50865,3316,49182,3153,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,123741,4160,90063,3501,14379,1707,8178,1277,11121,1390,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,234180,5453,174987,5242,26147,2086,13262,1530,19784,1557,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,444652,7492,327128,7176,61887,3505,34033,2495,21604,1971,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,148869,5453,105994,5120,20114,2486,10971,1444,11790,1597,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1105196,14417,775102,11015,155074,6138,86177,3689,88843,4103,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,222307,6816,167770,6197,28416,2620,15006,1689,11115,1437,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3230463,19888,2187287,18847,484273,9312,293527,7314,265376,7311,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1242779,14352,954935,13625,151421,5745,79483,3963,56940,3624,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,96741,3561,70929,2881,9880,1352,5182,901,10750,1154,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1467509,14496,1067850,13118,192273,6991,103094,4724,104292,4203,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,457211,8080,351197,6887,52302,2377,29946,2348,23766,1629,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,573479,8179,419348,7136,76098,3784,36305,2923,41728,2415,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1438508,16172,994625,14676,185805,5771,113312,4104,144766,4829,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,155998,5288,109342,4716,19823,1936,13396,1616,13437,1476,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,514188,9589,398750,9091,59230,3942,32889,2685,23319,2056,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,100487,3769,73072,3331,10446,1557,6521,1008,10448,1234,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,764479,11666,578080,11059,98555,4857,51130,3176,36714,2871,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3293713,23422,2636584,19628,347143,8868,167579,6075,142407,5585,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,261606,6089,215667,5605,24050,2383,12012,1597,9877,1423,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,69163,3324,49032,2554,8128,1003,5356,872,6647,1262,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,995279,13499,769038,12008,118146,4996,55921,3737,52174,2383,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,966165,12387,726576,11736,115695,5587,62354,2998,61540,3243,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,170631,5426,124383,4417,25567,2384,13064,1835,7617,1131,West Virginia,null,null,null,null,null,null,null,null,null,null,54
