GEO_ID,B16005D_001E,B16005D_001M,B16005D_002E,B16005D_002M,B16005D_003E,B16005D_003M,B16005D_004E,B16005D_004M,B16005D_005E,B16005D_005M,B16005D_006E,B16005D_006M,B16005D_007E,B16005D_007M,B16005D_008E,B16005D_008M,B16005D_009E,B16005D_009M,B16005D_010E,B16005D_010M,B16005D_011E,B16005D_011M,NAME,B16005D_001MA,B16005D_001EA,B16005D_002MA,B16005D_002EA,B16005D_003MA,B16005D_003EA,B16005D_004EA,B16005D_004MA,B16005D_005MA,B16005D_005EA,B16005D_006EA,B16005D_006MA,B16005D_007MA,B16005D_007EA,B16005D_008MA,B16005D_008EA,B16005D_009MA,B16005D_009EA,B16005D_010EA,B16005D_010MA,B16005D_011EA,B16005D_011MA,state
0400000US13,333978,5005,89701,4531,34539,3457,55162,4293,49760,4270,5402,1053,244277,5578,26825,3168,217452,6090,105029,6096,112423,5391,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,509918,9867,321588,9369,272437,9070,49151,3787,33598,3522,15553,1845,188330,8414,22115,2356,166215,8721,50223,4142,115992,7024,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,23389,1719,7326,1514,6139,1412,1187,570,904,511,283,290,16063,1755,4160,1126,11903,1722,5103,1107,6800,1602,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,597112,4190,161108,5403,84363,5342,76745,5215,67095,4737,9650,1946,436004,6595,45466,3725,390538,6851,214514,7305,176024,6253,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,108240,3438,19674,2279,11195,1857,8479,1662,6666,1466,1813,676,88566,3249,14624,2323,73942,3650,34746,2867,39196,3385,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,59013,2117,13353,1938,6847,1631,6506,1142,4898,900,1608,679,45660,2510,6818,1073,38842,2793,17261,1949,21581,2456,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,68321,2772,17375,1930,8708,2022,8667,1599,7773,1494,894,455,50946,2708,7601,1526,43345,2688,19948,2042,23397,2331,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,49539,2297,10654,1664,6851,1310,3803,969,2980,876,823,491,38885,2220,6101,1219,32784,2377,15843,1988,16941,2427,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,68798,2382,18798,2195,7185,1799,11613,1669,8854,1640,2759,820,50000,2624,6635,1607,43365,2740,18269,2087,25096,2737,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13725,1413,3926,1198,2169,764,1757,739,1114,619,643,581,9799,1154,2038,617,7761,1107,4486,1262,3275,857,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,335261,4303,89078,4908,50153,4814,38925,3111,34106,2870,4819,1148,246183,4938,31161,3013,215022,5227,120835,5391,94187,5164,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,365438,4481,104904,5374,46286,3744,58618,4931,48835,4591,9783,1565,260534,5237,29707,3147,230827,5600,113537,5545,117290,4952,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,249592,4100,62662,3620,29736,2834,32926,3026,28449,2815,4477,1274,186930,4499,26336,2543,160594,4831,79405,4340,81189,4643,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,215172,3129,74433,4345,25288,2466,49145,4439,37143,3633,12002,1847,140739,4013,23238,2400,117501,4067,54812,3519,62689,3616,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,26399,2164,8382,1519,3083,1124,5299,1272,4805,1156,494,393,18017,2000,3065,1141,14952,1705,7735,1375,7217,1182,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,96914,3382,25708,2887,14689,2397,11019,1681,9506,1673,1513,630,71206,2785,10559,1685,60647,3065,31261,2932,29386,2682,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,6147,976,1691,623,1467,606,224,216,224,216,0,165,4456,914,1554,609,2902,792,1403,501,1499,599,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,35153,1581,8263,1523,4466,1089,3797,920,3166,815,631,352,26890,1518,3539,826,23351,1668,9952,1140,13399,1718,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,206172,3995,66766,4582,46056,4545,20710,3234,16552,3015,4158,1057,139406,4826,14519,2099,124887,5185,67228,3942,57659,4259,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,29025,1534,6665,1408,3556,845,3109,1081,2997,1081,112,119,22360,1709,3152,1040,19208,1701,11201,1707,8007,1184,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,750001,5272,190037,5205,91341,4747,98696,5442,87252,5439,11444,1834,559964,5911,57533,5303,502431,7637,303314,8810,199117,7349,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,27360,2442,9258,2377,6224,2227,3034,949,2171,758,863,569,18102,1808,2993,868,15109,1912,7333,1524,7776,1687,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1467570,8525,381532,9561,153575,8177,227957,9259,183284,8153,44673,3947,1086038,10289,146779,7268,939259,12003,340996,9575,598263,9954,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,222052,4193,59893,4673,26313,2784,33580,3618,28220,3017,5360,1672,162159,4638,20524,2350,141635,5395,74496,4762,67139,4797,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8767,1150,1330,543,767,424,563,283,399,233,164,196,7437,1061,1115,509,6322,1074,3098,990,3224,1034,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,199307,4586,51934,3610,26071,3145,25863,2542,23229,2518,2634,830,147373,4232,20032,2400,127341,4262,66073,4251,61268,4018,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,66277,3183,17996,2710,8519,1945,9477,1699,8002,1602,1475,599,48281,2402,6837,1526,41444,2414,16777,1967,24667,2280,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,144121,4033,48256,3841,28079,3764,20177,2471,16541,2162,3636,983,95865,3980,16599,2103,79266,3979,33923,2628,45343,3644,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,361389,4445,92419,4864,40506,2828,51913,4554,43417,4321,8496,1655,268970,4678,32540,2873,236430,5757,108408,5038,128022,5957,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,31570,2175,11508,1557,4888,1038,6620,1276,5880,1216,740,449,20062,1924,2543,847,17519,1962,8104,1318,9415,1590,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,60719,2875,18750,2240,9785,2487,8965,1650,6714,1510,2251,793,41969,2618,7587,1695,34382,2561,17060,2219,17322,2188,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,8232,1221,2098,971,1545,939,553,357,93,120,460,346,6134,1056,1024,474,5110,978,1767,604,3343,864,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,92494,3108,24540,2388,13520,2172,11020,1819,9884,1714,1136,517,67954,3215,9678,1752,58276,3183,30508,2828,27768,3013,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1024495,9527,273393,7621,128422,6889,144971,7333,124527,7699,20444,2925,751102,8634,74806,4989,676296,8882,365582,9977,310714,10469,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,58609,2459,20447,2336,12960,1994,7487,1646,6288,1513,1199,478,38162,2537,6530,1412,31632,2869,15008,2202,16624,2200,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7471,1093,1479,503,896,405,583,319,459,270,124,130,5992,1066,1809,651,4183,978,2418,649,1765,625,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,457375,5619,126689,4655,68122,4765,58567,3579,51560,3345,7007,1519,330686,6222,37249,3391,293437,6293,161166,5768,132271,5773,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,507641,7353,155992,7993,90343,6383,65649,4979,53671,4544,11978,1643,351649,8339,45886,4253,305763,9072,148707,6333,157056,7350,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,9795,1489,2063,699,1091,537,972,533,834,498,138,142,7732,1319,2010,714,5722,1189,3659,913,2063,758,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,130586,2900,45184,2987,14945,1999,30239,2542,23765,2608,6474,1374,85402,3006,13841,1831,71561,2785,36503,2962,35058,3071,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,5567,1289,2216,1145,1851,1134,365,261,131,127,234,171,3351,697,535,336,2816,772,1260,531,1556,650,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,10089,2174,7876,1637,73,109,7803,1631,1972,868,5831,1539,2213,1074,0,225,2213,1074,521,432,1692,971,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
