GEO_ID,B05003D_001E,B05003D_001M,B05003D_002E,B05003D_002M,B05003D_003E,B05003D_003M,B05003D_004E,B05003D_004M,B05003D_005E,B05003D_005M,B05003D_006E,B05003D_006M,B05003D_007E,B05003D_007M,B05003D_008E,B05003D_008M,B05003D_009E,B05003D_009M,B05003D_010E,B05003D_010M,B05003D_011E,B05003D_011M,B05003D_012E,B05003D_012M,B05003D_013E,B05003D_013M,B05003D_014E,B05003D_014M,B05003D_015E,B05003D_015M,B05003D_016E,B05003D_016M,B05003D_017E,B05003D_017M,B05003D_018E,B05003D_018M,B05003D_019E,B05003D_019M,B05003D_020E,B05003D_020M,B05003D_021E,B05003D_021M,B05003D_022E,B05003D_022M,B05003D_023E,B05003D_023M,NAME,B05003D_001EA,B05003D_001MA,B05003D_002EA,B05003D_002MA,B05003D_003EA,B05003D_003MA,B05003D_004MA,B05003D_004EA,B05003D_005MA,B05003D_005EA,B05003D_006MA,B05003D_006EA,B05003D_007MA,B05003D_007EA,B05003D_008EA,B05003D_008MA,B05003D_009EA,B05003D_009MA,B05003D_010MA,B05003D_010EA,B05003D_011MA,B05003D_011EA,B05003D_012MA,B05003D_012EA,B05003D_013EA,B05003D_013MA,B05003D_014MA,B05003D_014EA,B05003D_015MA,B05003D_015EA,B05003D_016MA,B05003D_016EA,B05003D_017MA,B05003D_017EA,B05003D_018EA,B05003D_018MA,B05003D_019EA,B05003D_019MA,B05003D_020MA,B05003D_020EA,B05003D_021EA,B05003D_021MA,B05003D_022EA,B05003D_022MA,B05003D_023MA,B05003D_023EA,state
0400000US01,58624,3007,25870,1804,5963,1274,4871,1094,1092,664,153,218,939,548,19907,1187,3204,979,16703,1146,8832,1166,7871,1187,32754,2113,8511,1365,5455,1227,3056,809,1546,651,1510,607,24243,1408,3986,1085,20257,1543,11904,1377,8353,1138,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41775,2518,20307,1573,5844,873,5021,970,823,452,270,232,553,348,14463,1050,3290,909,11173,1026,5871,964,5302,1200,21468,1608,5025,945,3610,657,1415,714,172,137,1243,682,16443,1099,3056,862,13387,1377,7793,1217,5594,1389,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,191718,5359,90196,2929,20097,1829,15339,1803,4758,1045,2119,804,2639,770,70099,2028,18243,2374,51856,2651,27755,2262,24101,2218,101522,3431,19329,2006,14732,1767,4597,1311,743,386,3854,1259,82193,2271,14582,1729,67611,2456,41414,2175,26197,2266,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,39210,2372,17690,1591,4472,1004,3284,967,1188,560,76,150,1112,579,13218,1156,2787,853,10431,1219,3857,896,6574,993,21520,1869,5840,1021,4266,979,1574,630,776,497,798,482,15680,1304,2022,673,13658,1298,7471,1142,6187,1273,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5210236,17797,2459476,10086,514421,5536,442596,5449,71825,3745,24874,2636,46951,2848,1945055,7230,529867,10224,1415188,10914,952307,9288,462881,11014,2750760,10911,489252,6694,413725,7063,75527,4758,25840,2405,49687,3938,2261508,7787,520431,9614,1741077,10356,1178553,12485,562524,10582,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,150852,3675,68921,2206,16878,1637,13362,1636,3516,1058,1323,705,2193,735,52043,1862,15645,1449,36398,2039,20779,1997,15619,1798,81931,2556,18196,1490,12126,1495,6070,1310,3117,843,2953,986,63735,2001,14725,1778,49010,2123,28368,2043,20642,2283,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,147570,3638,70789,2167,16813,1171,12485,1208,4328,1003,1426,605,2902,870,53976,1444,7367,1264,46609,1910,24475,1961,22134,1847,76781,1959,18174,1278,13300,1532,4874,1112,2773,749,2101,731,58607,1453,8355,1468,50252,2036,25619,1723,24633,2112,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,33639,1165,15731,944,3258,632,3010,587,248,235,84,133,164,199,12473,661,1269,590,11204,773,5256,910,5948,878,17908,1036,3921,511,3419,560,502,295,264,203,238,230,13987,810,2563,874,11424,772,6097,1014,5327,1110,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,22963,1409,9607,858,1176,381,962,403,214,188,81,97,133,146,8431,742,3064,884,5367,1027,2138,682,3229,1000,13356,1023,1151,378,1018,385,133,166,43,75,90,150,12205,854,4586,985,7619,966,3444,783,4175,1028,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,509588,6878,235598,4720,55094,2992,45644,3064,9450,1745,3523,1382,5927,1366,180504,2794,34989,3234,145515,3605,93941,3786,51574,4359,273990,5012,52312,2707,41170,2805,11142,1704,5192,1254,5950,1331,221678,3625,32778,3391,188900,4703,124149,4897,64751,4130,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
