GEO_ID,B27001B_001E,B27001B_001M,B27001B_002E,B27001B_002M,B27001B_003E,B27001B_003M,B27001B_004E,B27001B_004M,B27001B_005E,B27001B_005M,B27001B_006E,B27001B_006M,B27001B_007E,B27001B_007M,B27001B_008E,B27001B_008M,B27001B_009E,B27001B_009M,B27001B_010E,B27001B_010M,B27001B_011E,B27001B_011M,B27001B_012E,B27001B_012M,B27001B_013E,B27001B_013M,B27001B_014E,B27001B_014M,B27001B_015E,B27001B_015M,B27001B_016E,B27001B_016M,B27001B_017E,B27001B_017M,B27001B_018E,B27001B_018M,B27001B_019E,B27001B_019M,B27001B_020E,B27001B_020M,B27001B_021E,B27001B_021M,B27001B_022E,B27001B_022M,B27001B_023E,B27001B_023M,B27001B_024E,B27001B_024M,B27001B_025E,B27001B_025M,B27001B_026E,B27001B_026M,B27001B_027E,B27001B_027M,B27001B_028E,B27001B_028M,NAME,B27001B_001EA,B27001B_001MA,B27001B_002EA,B27001B_002MA,B27001B_003EA,B27001B_003MA,B27001B_004MA,B27001B_004EA,B27001B_005EA,B27001B_005MA,B27001B_006EA,B27001B_006MA,B27001B_007MA,B27001B_007EA,B27001B_008EA,B27001B_008MA,B27001B_009EA,B27001B_009MA,B27001B_010EA,B27001B_010MA,B27001B_011EA,B27001B_011MA,B27001B_012EA,B27001B_012MA,B27001B_013EA,B27001B_013MA,B27001B_014EA,B27001B_014MA,B27001B_015MA,B27001B_015EA,B27001B_016EA,B27001B_016MA,B27001B_017EA,B27001B_017MA,B27001B_018MA,B27001B_018EA,B27001B_019EA,B27001B_019MA,B27001B_020MA,B27001B_020EA,B27001B_021MA,B27001B_021EA,B27001B_022EA,B27001B_022MA,B27001B_023MA,B27001B_023EA,B27001B_024MA,B27001B_024EA,B27001B_025EA,B27001B_025MA,B27001B_026MA,B27001B_026EA,B27001B_027MA,B27001B_027EA,B27001B_028MA,B27001B_028EA,state
0400000US01,1253347,5902,105956,3601,103217,3895,2739,1054,225344,4152,213773,4925,11571,2565,158475,3641,107574,5115,50901,4697,169416,4296,117902,4909,51514,4192,156933,3745,120147,4567,36786,3432,161921,2936,130693,3461,31228,2967,150954,1841,127715,2999,23239,2250,76754,2285,75950,2265,804,544,47594,1872,47466,1867,128,143,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,22882,1958,2008,798,1858,759,150,237,5032,1013,4831,1011,201,256,3312,1113,2468,1086,844,460,2460,1089,1313,660,1147,874,2976,852,2345,708,631,456,3673,986,3398,1009,275,217,2261,559,1841,539,420,368,660,328,660,328,0,147,500,292,500,292,0,147,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,264393,5932,25464,2362,22647,2354,2817,1072,49613,3207,43799,3399,5814,1773,33753,1536,24364,2027,9389,1852,38251,2079,28286,2123,9965,1497,38327,1631,30764,1943,7563,1369,33359,1158,27881,1465,5478,1465,26336,964,21664,1427,4672,1194,13211,893,12993,856,218,248,6079,536,6035,538,44,71,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,449770,4327,43922,2982,42649,2828,1273,719,87680,3260,83310,3675,4370,2030,53722,2644,33237,2161,20485,2299,61077,3184,38623,3233,22454,2725,55748,2887,41792,2862,13956,2096,57027,2589,44245,2586,12782,2064,51274,1193,43906,1439,7368,1045,23605,1148,23331,1183,274,293,15715,1318,15568,1347,147,230,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2182041,13557,164599,4708,158482,4698,6117,1190,358622,7108,338593,7719,20029,3017,254631,5039,190001,5626,64630,5084,299922,4753,210217,5598,89705,4310,281186,4048,225205,5034,55981,3935,323651,3214,268730,5505,54921,4516,261002,2921,224482,3510,36520,3213,143047,2484,141185,2545,1862,843,95381,2076,94659,2232,722,541,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,195902,5886,16665,1667,15507,1794,1158,712,36614,2850,33710,2854,2904,891,21960,2342,17548,2335,4412,1275,28447,1963,21089,2085,7358,1556,25679,1672,20176,1892,5503,1397,27986,1403,23986,1379,4000,982,22436,963,20032,1107,2404,628,10034,889,9855,929,179,209,6081,600,5979,607,102,168,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,360068,6262,30139,2225,28796,2473,1343,793,64860,2860,60765,2998,4095,1320,44024,2156,35008,2552,9016,1783,50929,2585,40864,2863,10065,1809,48672,2071,39707,2601,8965,1993,52606,2071,43619,2469,8987,1518,36967,1221,30430,1816,6537,1511,20224,724,20040,728,184,263,11647,688,11502,721,145,249,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,194596,4622,17350,1837,16798,1850,552,457,35348,2358,34592,2207,756,602,22420,1415,19639,1573,2781,1097,25153,1328,21614,1643,3539,1224,25716,1060,22966,1256,2750,880,27979,540,24607,1168,3372,1018,21883,622,20311,985,1572,791,12038,398,11762,444,276,285,6709,403,6709,403,0,189,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,309173,3267,25301,1373,25226,1374,75,125,41796,1566,41081,1501,715,416,36978,845,32657,1194,4321,1160,43205,1051,37817,1401,5388,944,36456,977,31158,1592,5298,1417,42432,632,38298,1372,4134,1129,40560,771,36468,1230,4092,984,23103,407,22951,445,152,189,19342,435,19230,468,112,185,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3039675,18215,286725,7041,267847,7579,18878,3577,561312,8331,489718,9696,71594,5759,370822,5814,228553,7507,142269,7006,432997,5300,272226,7354,160771,7376,386871,5630,254187,7403,132684,6341,393575,5059,277525,7451,116050,5789,321531,3335,248088,4528,73443,4783,174319,2995,164983,3710,9336,1879,111523,2572,107197,2771,4326,1304,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
