GEO_ID,B19101A_001E,B19101A_001M,B19101A_002E,B19101A_002M,B19101A_003E,B19101A_003M,B19101A_004E,B19101A_004M,B19101A_005E,B19101A_005M,B19101A_006E,B19101A_006M,B19101A_007E,B19101A_007M,B19101A_008E,B19101A_008M,B19101A_009E,B19101A_009M,B19101A_010E,B19101A_010M,B19101A_011E,B19101A_011M,B19101A_012E,B19101A_012M,B19101A_013E,B19101A_013M,B19101A_014E,B19101A_014M,B19101A_015E,B19101A_015M,B19101A_016E,B19101A_016M,B19101A_017E,B19101A_017M,NAME,B19101A_001EA,B19101A_001MA,B19101A_002MA,B19101A_002EA,B19101A_003EA,B19101A_003MA,B19101A_004MA,B19101A_004EA,B19101A_005MA,B19101A_005EA,B19101A_006MA,B19101A_006EA,B19101A_007MA,B19101A_007EA,B19101A_008EA,B19101A_008MA,B19101A_009MA,B19101A_009EA,B19101A_010EA,B19101A_010MA,B19101A_011MA,B19101A_011EA,B19101A_012EA,B19101A_012MA,B19101A_013MA,B19101A_013EA,B19101A_014MA,B19101A_014EA,B19101A_015MA,B19101A_015EA,B19101A_016EA,B19101A_016MA,B19101A_017EA,B19101A_017MA,state
0400000US01,882697,10472,37668,2772,24076,2327,33301,3071,42407,3528,41179,3102,44553,3038,41965,3106,42768,3025,42269,3235,79953,4631,107156,4628,130857,5384,86100,4607,46202,2819,43969,2999,38274,2938,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,123696,3052,1729,528,1635,561,1253,416,2148,617,2322,605,2542,684,3917,952,3665,815,2449,655,7720,1165,14694,1936,23547,1991,17815,1977,14220,1848,12673,1827,11367,1669,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1300671,11967,65643,4349,40510,3691,45798,3489,60105,4017,61672,4693,68803,4655,62622,3742,64958,4085,59595,3810,116192,5494,144739,5485,181540,5564,123318,5082,68864,3816,70889,3484,65423,3705,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,613889,8601,28910,2680,19703,1940,29114,2353,31597,2707,33894,2703,35811,3140,36361,2743,32253,3008,31887,2703,57938,3972,69255,3769,85692,4389,51070,3453,27049,2469,23007,2131,20348,1789,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5608898,25941,225768,7263,166045,6880,204869,7614,216914,6361,221015,7268,232501,9204,226185,7521,219718,7375,203726,7081,397760,10020,543782,12651,737346,12810,578625,11969,386677,10610,465867,9182,582100,10593,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1111688,9903,30942,2872,21433,2442,29398,2954,42232,3622,43876,2902,45171,3032,41946,3343,45106,3136,40912,2829,85857,4540,124574,5235,174670,5523,127310,5229,80981,4640,90165,3716,87115,4064,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,719219,9126,16994,2252,11550,2005,11376,1711,17554,2067,19714,2440,21064,2279,19613,1975,22423,2104,21161,1974,49703,3322,68628,4394,100937,4053,91115,4401,65983,3939,79714,4098,101690,4435,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,164476,3411,4638,1325,3092,822,4356,1106,4476,927,5940,1296,6323,993,5488,1002,7556,1319,7392,1223,13595,1909,19839,1832,26665,2308,18781,2081,11938,1422,12790,1449,11607,1209,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,44098,2459,582,596,786,560,570,491,548,349,293,287,556,323,537,504,320,209,461,320,1515,701,1279,515,2788,857,4511,937,4037,791,7262,1208,18053,1562,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3685249,21922,159218,7611,111576,5554,144087,6926,172576,6684,181482,6746,200355,8224,190948,7123,195451,7123,164871,6247,332365,8784,414976,10300,502847,11300,328486,7749,182141,6653,185750,6791,218120,6951,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1537432,13943,64075,4401,40000,3005,55557,4461,67559,4592,65238,4656,73402,4927,66181,4085,68071,4498,65941,4214,129110,5818,171426,6244,224295,6887,154202,6419,92646,4640,95653,4776,104076,4064,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
