GEO_ID,B07408_001E,B07408_001M,B07408_002E,B07408_002M,B07408_003E,B07408_003M,B07408_004E,B07408_004M,B07408_005E,B07408_005M,B07408_006E,B07408_006M,B07408_007E,B07408_007M,B07408_008E,B07408_008M,B07408_009E,B07408_009M,B07408_010E,B07408_010M,B07408_011E,B07408_011M,B07408_012E,B07408_012M,B07408_013E,B07408_013M,B07408_014E,B07408_014M,B07408_015E,B07408_015M,B07408_016E,B07408_016M,B07408_017E,B07408_017M,B07408_018E,B07408_018M,B07408_019E,B07408_019M,B07408_020E,B07408_020M,B07408_021E,B07408_021M,B07408_022E,B07408_022M,B07408_023E,B07408_023M,B07408_024E,B07408_024M,B07408_025E,B07408_025M,B07408_026E,B07408_026M,B07408_027E,B07408_027M,B07408_028E,B07408_028M,B07408_029E,B07408_029M,B07408_030E,B07408_030M,NAME,B07408_001EA,B07408_001MA,B07408_002MA,B07408_002EA,B07408_003EA,B07408_003MA,B07408_004EA,B07408_004MA,B07408_005MA,B07408_005EA,B07408_006MA,B07408_006EA,B07408_007MA,B07408_007EA,B07408_008EA,B07408_008MA,B07408_009EA,B07408_009MA,B07408_010MA,B07408_010EA,B07408_011MA,B07408_011EA,B07408_012EA,B07408_012MA,B07408_013EA,B07408_013MA,B07408_014EA,B07408_014MA,B07408_015EA,B07408_015MA,B07408_016EA,B07408_016MA,B07408_017MA,B07408_017EA,B07408_018EA,B07408_018MA,B07408_019EA,B07408_019MA,B07408_020MA,B07408_020EA,B07408_021MA,B07408_021EA,B07408_022EA,B07408_022MA,B07408_023MA,B07408_023EA,B07408_024EA,B07408_024MA,B07408_025EA,B07408_025MA,B07408_026MA,B07408_026EA,B07408_027MA,B07408_027EA,B07408_028EA,B07408_028MA,B07408_029MA,B07408_029EA,B07408_030EA,B07408_030MA,state
0400000US01,3891713,9788,1175862,14049,1839817,25996,489155,13476,100380,5791,286499,8131,3344543,15226,935348,15241,1662362,23589,408788,11552,73475,4936,264570,7390,336568,12022,145470,7781,109938,7050,48223,3823,18815,2342,14122,2090,129285,6340,59964,3735,37397,4157,21516,2363,5384,1257,5024,1102,81317,5586,35080,3899,30120,3508,10628,2010,2706,867,2783,1054,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,621886,7782,222371,7790,294932,9204,69586,4166,10986,1828,24011,2285,467606,6890,150176,6544,239743,7911,50479,3318,7360,1381,19848,1971,60275,5420,28732,3593,21996,2897,7138,1466,1302,438,1107,507,14876,2375,8676,1708,3734,938,1963,616,176,104,327,193,79129,6844,34787,3937,29459,4471,10006,1977,2148,895,2729,1025,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5191184,12258,1711084,15619,2435459,25058,655632,13440,102241,5992,286768,6983,4307033,21408,1301060,17864,2148986,21500,525858,12616,73981,5362,257148,6884,629402,17308,293103,9409,201850,12067,95025,5526,19846,2596,19578,2654,103995,6847,52289,4105,30791,3705,13825,2509,4053,1399,3037,809,150754,7387,64632,4415,53832,4579,20924,2444,4361,1179,7005,1365,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2365229,7788,656829,11759,1180642,17635,312860,9548,55636,4362,159262,5969,2022203,11951,518819,11625,1059838,15573,257424,8902,42768,3738,143354,5415,198125,9876,80426,5889,66684,5872,35043,3281,6856,1619,9116,1677,82184,5861,33620,3171,27104,3218,14085,2069,3487,1076,3888,989,62717,5399,23964,3001,27016,3824,6308,1169,2525,792,2904,783,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30557481,23162,11230202,43695,14094241,59549,2978759,28433,713303,14473,1540976,18314,26145245,44628,9082476,39038,12598510,56072,2510946,26737,553283,13866,1400030,17688,2999460,40959,1422573,24137,1038815,26182,318850,10644,120215,6200,99007,5537,921694,19303,488167,13043,280566,10151,98557,5060,27930,2776,26474,3017,491082,14796,236986,8758,176350,9536,50406,4679,11875,1982,15465,2094,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4163515,11495,1297984,15266,2098357,23097,512203,13457,66328,4952,188643,5600,3393562,18519,926540,16830,1845083,20881,410780,11322,44774,3900,166385,4884,412540,16862,194166,9501,140451,9475,53925,5143,11919,2095,12079,2016,217346,9218,112742,5897,62640,6190,29692,3098,5402,1242,6870,1525,140067,7425,64536,4116,50183,5018,17806,2736,4233,1018,3309,863,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2944415,8472,1005578,13400,1403751,17944,317927,10006,39503,3486,177656,5098,2597251,11128,826402,13824,1296918,16907,279100,9376,30684,3064,164147,5224,203771,8626,96152,6036,67058,6120,25998,2892,5941,1126,8622,1259,62729,4120,38960,3390,13653,2168,6796,1454,1127,489,2193,1104,80664,6252,44064,3948,26122,3895,6033,1391,1751,842,2694,727,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,739526,4817,246545,6146,349325,8512,85672,4845,14150,2279,43834,2320,653582,6264,200286,6448,325511,8429,75741,4513,11130,1727,40914,2293,57232,4458,30340,3185,16389,2804,6705,1427,1709,759,2089,643,8110,1711,4133,1163,1909,730,1376,576,311,294,381,214,20602,2952,11786,2043,5516,1285,1850,687,1000,725,450,307,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,547939,5533,300273,7117,154083,6731,55227,3738,13673,1887,24683,2491,435178,5081,225582,7020,129692,6146,47655,3521,10421,1768,21828,2247,60788,4582,42403,3907,10941,2065,4294,967,1714,812,1436,536,0,203,0,203,0,203,0,203,0,203,0,203,51973,4216,32288,3366,13450,2215,3278,969,1538,785,1419,615,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15987939,21468,5047344,32105,7314625,52690,2089443,33251,397740,12333,1138787,17233,13657036,41511,4000680,33075,6561638,50775,1759382,29644,307430,10439,1027906,15896,1466173,27902,643804,17243,469387,18061,222276,9770,61946,5872,68760,5369,505900,17517,252604,12123,145957,9793,66871,5547,19579,2920,20889,3020,358830,13180,150256,7324,137643,8002,40914,3564,8785,1227,21232,2315,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7865433,17330,2656621,20423,3663094,30247,922303,19338,190380,8658,433035,9901,6645919,25453,2065706,23039,3278042,27718,766540,17034,144089,7902,391542,9732,653571,21813,314065,12028,202102,11034,85857,6350,27591,2771,23956,2298,346702,12457,184038,8742,94457,7152,44915,3983,12601,2197,10691,1525,219241,11253,92812,5611,88493,6542,24991,2787,6099,1226,6846,1636,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1133456,7771,374866,9620,567524,11902,107325,4517,16615,2223,67126,2841,974630,8547,304759,9253,502957,10605,92054,4715,12818,1862,62042,2767,105007,7502,49364,4972,38442,4288,10101,1458,2927,986,4173,901,5207,1144,2427,777,1447,696,1053,761,131,185,149,136,48612,5142,18316,2381,24678,3914,4117,1009,739,417,762,449,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1246755,6908,320637,7926,693197,11919,151620,6747,14429,2311,66872,4184,1033114,10810,232872,9064,611325,11676,120308,6144,9139,1846,59470,3903,117261,8503,48118,4769,43864,5658,17613,2701,3407,1188,4259,1133,46302,4807,19963,2462,15192,3213,7973,2125,1382,702,1792,690,50078,4799,19684,2740,22816,3217,5726,1461,501,347,1351,570,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10393859,14837,3629258,25920,4972180,34730,1007703,14819,177798,7170,606920,10703,9001711,25283,2904515,25023,4542314,34342,859645,14343,138006,5976,557231,10852,868494,21519,440782,11987,271434,13585,94916,5045,27680,3108,33682,3140,266407,9737,150036,7011,68207,5014,31280,3366,7535,1744,9349,1644,257247,9519,133925,6823,90225,6074,21862,2710,4577,1147,6658,1223,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5235539,11139,1579001,19331,2590539,22258,665693,13045,77771,3921,322535,6961,4459693,18066,1203542,15524,2357235,23030,552133,11601,55630,3467,291153,6811,463819,15394,219782,9749,136802,9370,72768,4768,15692,2136,18775,2010,196987,8633,102672,6356,54259,5004,27118,3132,4146,1048,8792,1328,115040,8068,53005,5249,42243,4477,13674,2093,2303,724,3815,1185,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
