GEO_ID,B17005_001E,B17005_001M,B17005_002E,B17005_002M,B17005_003E,B17005_003M,B17005_004E,B17005_004M,B17005_005E,B17005_005M,B17005_006E,B17005_006M,B17005_007E,B17005_007M,B17005_008E,B17005_008M,B17005_009E,B17005_009M,B17005_010E,B17005_010M,B17005_011E,B17005_011M,B17005_012E,B17005_012M,B17005_013E,B17005_013M,B17005_014E,B17005_014M,B17005_015E,B17005_015M,B17005_016E,B17005_016M,B17005_017E,B17005_017M,B17005_018E,B17005_018M,B17005_019E,B17005_019M,B17005_020E,B17005_020M,B17005_021E,B17005_021M,B17005_022E,B17005_022M,B17005_023E,B17005_023M,NAME,B17005_001EA,B17005_001MA,B17005_002EA,B17005_002MA,B17005_003EA,B17005_003MA,B17005_004MA,B17005_004EA,B17005_005EA,B17005_005MA,B17005_006MA,B17005_006EA,B17005_007EA,B17005_007MA,B17005_008EA,B17005_008MA,B17005_009MA,B17005_009EA,B17005_010MA,B17005_010EA,B17005_011MA,B17005_011EA,B17005_012MA,B17005_012EA,B17005_013EA,B17005_013MA,B17005_014MA,B17005_014EA,B17005_015MA,B17005_015EA,B17005_016EA,B17005_016MA,B17005_017MA,B17005_017EA,B17005_018EA,B17005_018MA,B17005_019MA,B17005_019EA,B17005_020MA,B17005_020EA,B17005_021EA,B17005_021MA,B17005_022MA,B17005_022EA,B17005_023EA,B17005_023MA,state
0400000US01,3732135,5171,614130,15050,246154,9146,109959,6049,71546,5127,38413,3568,136195,7001,367976,9480,143695,6228,98367,5350,45328,3920,224281,7768,3118005,15455,1520879,10323,1049346,12948,978739,12514,70607,4491,471533,9504,1597126,10308,910486,12229,854004,11472,56482,4263,686640,9738,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,541253,2507,46339,3351,21753,2131,11084,1528,6750,1060,4334,1046,10669,1378,24586,1900,11381,1253,7955,1169,3426,637,13205,1529,494914,3916,256858,3177,200477,4002,183527,4233,16950,1920,56381,3243,238056,2403,162839,3426,154182,3383,8657,1451,75217,3537,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5057630,4508,829261,21520,367915,12552,179030,8343,126363,7817,52667,4174,188885,8099,461346,12697,173370,7817,125270,6389,48100,4087,287976,9015,4228369,21770,2094425,12472,1457322,11886,1359705,11785,97617,5217,637103,9262,2133944,13290,1243728,13121,1170781,13347,72947,4240,890216,10671,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2248571,3753,381894,11550,163031,6878,75588,4306,53831,3798,21757,2609,87443,5397,218863,7801,87162,4705,63179,3892,23983,2753,131701,6481,1866677,12165,924171,7119,638028,7311,598596,7512,39432,3211,286143,6715,942506,8518,544400,8645,520686,8481,23714,2391,398106,7431,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29522289,10561,4432118,43843,1951521,23623,1014365,18070,712908,16010,301457,9476,937156,16228,2480597,27181,963391,16958,672887,13109,290504,10387,1517206,19774,25090171,45177,12489700,25880,9274570,29495,8552884,31098,721686,13385,3215130,21260,12600471,28441,7727910,29652,7142599,28778,585311,13054,4872561,26221,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4026923,5947,476835,14035,205712,8215,114704,5502,86367,4858,28337,3421,91008,6489,271123,8689,128569,6126,102762,5634,25807,2811,142554,6438,3550088,14902,1782557,8736,1375517,10119,1299862,9458,75655,4462,407040,7178,1767531,10024,1156574,10646,1094185,10400,62389,3770,610957,10037,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2803055,2811,272650,10532,114077,6056,55291,4340,32018,3401,23273,2689,58786,4188,158573,6418,68341,4357,46481,3707,21860,2611,90232,5288,2530405,11332,1233928,6801,951396,8149,872558,7596,78838,4513,282532,6386,1296477,7178,853433,8332,799068,8464,54365,3733,443044,7529,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,716921,1799,78630,6464,32703,3936,15714,2815,10555,2243,5159,1313,16989,2246,45927,3796,20694,2397,14272,2025,6422,1499,25233,2611,638291,6492,306632,4034,224214,4261,207163,4322,17051,1802,82418,3032,331659,3908,207411,4746,195630,4548,11781,1808,124248,4338,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,510808,1013,88773,5802,36415,3245,15724,2168,8994,1778,6730,1576,20691,2657,52358,3825,19716,2178,11392,1808,8324,1444,32642,2980,422035,5931,201177,3558,162659,3190,148923,3108,13736,1975,38518,2314,220858,3851,163778,3667,154918,3790,8860,1561,57080,2870,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15602858,8755,2385098,38906,1037876,21473,488885,15391,327455,12034,161430,9533,548991,13549,1347222,22952,534609,16169,364739,13131,169870,8035,812613,17222,13217760,40168,6434958,22512,4384117,25434,4063119,25817,320998,11212,2050841,20673,6782802,24820,3937356,26429,3684804,25437,252552,8684,2845446,24321,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7509057,7824,1251764,23345,514558,13522,257428,9774,173202,7858,84226,5858,257130,9916,737206,16706,311366,11717,212584,10168,98782,5915,425840,12477,6257293,24738,3052337,14046,2243501,16459,2075507,16458,167994,8305,808836,14190,3204956,16483,2004319,18101,1862314,17409,142005,6082,1200637,16767,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1062114,4053,111803,6981,49305,3946,20437,2210,14857,2103,5580,1177,28868,3121,62498,4315,23180,2492,18472,2355,4708,1161,39318,3543,950311,7824,466614,5033,337487,5950,320333,6295,17154,2305,129127,4693,483697,4533,301696,5440,287573,5580,14123,1700,182001,4956,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1202248,2679,173512,9540,79404,5377,45215,4016,34262,3487,10953,1756,34189,3389,94108,5710,40872,3218,31488,2465,9384,1765,53236,4628,1028736,9581,514478,5122,374914,6314,357238,6394,17676,2412,139564,3973,514258,5899,302067,7008,284896,6977,17171,2371,212191,6850,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9937003,5878,1292551,21282,543309,11628,273285,8827,175366,6926,97919,5679,270024,7701,749242,14556,335896,9260,228795,6996,107101,5096,413346,11251,8644452,22946,4260577,13869,3215983,16391,2973598,15664,242385,8980,1044594,11206,4383875,14970,2848699,15722,2664250,15176,184449,6578,1535176,14364,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4984479,4138,699251,15116,284776,8877,141758,6146,97349,5189,44409,3563,143018,7106,414475,10455,183200,6441,135923,5642,47277,3562,231275,8075,4285228,16252,2121840,9692,1568863,12430,1476712,12338,92151,4943,552977,9145,2163388,10934,1358868,13014,1289117,12974,69751,4669,804520,10145,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2358521,3252,276270,9023,116123,5751,57713,3900,46231,3451,11482,1492,58410,4156,160147,5447,80151,4410,66395,4187,13756,1795,79996,4214,2082251,9744,1037266,6723,793038,6991,761499,7377,31539,3152,244228,5232,1044985,5423,700254,5788,679928,6011,20326,2039,344731,5524,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2166936,3391,271132,10481,113712,5662,61495,4639,47318,3982,14177,2418,52217,4144,157420,6938,71921,4099,56417,3944,15504,2170,85499,5384,1895804,10572,942449,5619,723250,6184,691824,6436,31426,2922,219199,5259,953355,7827,618850,7293,594146,7665,24704,2646,334505,6045,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3373240,4608,570836,12557,234776,7332,105214,5438,70469,4403,34745,3523,129562,5732,336060,7438,123684,6102,90942,4898,32742,3233,212376,6828,2802404,12868,1394294,7481,977070,8175,917840,8457,59230,3584,417224,7010,1408110,8728,844961,9320,800519,9623,44442,2701,563149,7093,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
