GEO_ID,C25122_001E,C25122_001M,C25122_002E,C25122_002M,C25122_003E,C25122_003M,C25122_004E,C25122_004M,C25122_005E,C25122_005M,C25122_006E,C25122_006M,C25122_007E,C25122_007M,C25122_008E,C25122_008M,C25122_009E,C25122_009M,C25122_010E,C25122_010M,C25122_011E,C25122_011M,C25122_012E,C25122_012M,C25122_013E,C25122_013M,C25122_014E,C25122_014M,C25122_015E,C25122_015M,C25122_016E,C25122_016M,C25122_017E,C25122_017M,C25122_018E,C25122_018M,C25122_019E,C25122_019M,C25122_020E,C25122_020M,C25122_021E,C25122_021M,C25122_022E,C25122_022M,C25122_023E,C25122_023M,C25122_024E,C25122_024M,C25122_025E,C25122_025M,C25122_026E,C25122_026M,C25122_027E,C25122_027M,C25122_028E,C25122_028M,C25122_029E,C25122_029M,C25122_030E,C25122_030M,C25122_031E,C25122_031M,NAME,C25122_001MA,C25122_001EA,C25122_002EA,C25122_002MA,C25122_003EA,C25122_003MA,C25122_004EA,C25122_004MA,C25122_005MA,C25122_005EA,C25122_006EA,C25122_006MA,C25122_007EA,C25122_007MA,C25122_008MA,C25122_008EA,C25122_009EA,C25122_009MA,C25122_010MA,C25122_010EA,C25122_011MA,C25122_011EA,C25122_012EA,C25122_012MA,C25122_013EA,C25122_013MA,C25122_014MA,C25122_014EA,C25122_015MA,C25122_015EA,C25122_016MA,C25122_016EA,C25122_017MA,C25122_017EA,C25122_018EA,C25122_018MA,C25122_019MA,C25122_019EA,C25122_020EA,C25122_020MA,C25122_021MA,C25122_021EA,C25122_022MA,C25122_022EA,C25122_023EA,C25122_023MA,C25122_024EA,C25122_024MA,C25122_025MA,C25122_025EA,C25122_026MA,C25122_026EA,C25122_027MA,C25122_027EA,C25122_028EA,C25122_028MA,C25122_029EA,C25122_029MA,C25122_030MA,C25122_030EA,C25122_031EA,C25122_031MA,state
0400000US01,582422,10924,117277,5500,45345,3643,47249,3746,6962,1315,17721,2317,119280,5082,36494,3023,61503,4231,7855,1455,13428,1749,131359,6901,22323,2774,83402,5783,12573,2059,13061,1655,80054,4570,8492,1514,50471,3853,15368,2342,5723,1082,71945,5336,6440,1392,40271,3803,17693,2270,7541,1452,62507,4407,2826,977,24758,2364,31250,3349,3673,1038,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,89908,3375,4650,1000,743,312,1978,787,1194,457,735,300,9725,1393,2844,887,4187,896,1920,590,774,269,14872,1640,1188,542,6979,1360,5221,1040,1484,650,14309,1960,489,272,4773,1137,8122,1440,925,409,20151,2016,337,170,5260,1182,13237,1711,1317,446,26201,2168,334,224,3854,1034,20424,2159,1589,387,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,910778,13688,113883,5498,22458,2488,61081,4386,17855,2180,12489,1713,149297,6532,25831,2716,91427,5174,24132,2932,7907,1369,201427,8073,14949,2031,125386,6557,51098,4375,9994,1761,147382,7029,7099,1692,82180,4812,51604,4084,6499,1113,149211,6394,4643,1174,56831,4093,83213,4938,4524,1044,149578,7045,3192,879,33755,3381,109263,6043,3368,966,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,385912,7213,69778,4053,26700,2501,30120,3022,4043,1292,8915,1471,85866,4228,28919,2408,45995,3208,3175,1010,7777,1123,93212,4953,13237,1749,63085,4149,8400,1713,8490,1423,59165,4202,6013,1338,42243,3838,5531,1191,5378,1101,47899,4176,2752,759,30992,3249,10099,1782,4056,1434,29992,2913,1559,520,14044,2152,11050,1817,3339,816,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5845953,25919,572902,12190,99780,5405,195553,7492,242688,7798,34881,2514,897349,13868,167463,6946,372799,9599,323537,8517,33550,3025,1108337,18657,45252,3670,442108,9096,585092,14571,35885,3139,842718,15666,17677,2576,244516,7313,558006,12574,22519,2643,978407,17001,10657,1675,177493,7355,765761,13904,24496,2621,1446240,18335,10890,1762,109133,5348,1296087,16285,30130,2725,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,710855,11436,82376,5086,19073,2249,38608,3016,19664,2393,5031,1229,100912,5084,17643,2330,56871,4032,21428,2812,4970,1042,163365,6207,8547,1845,94391,4651,53750,3957,6677,1130,112805,5343,2775,881,55958,4501,49363,3576,4709,870,124291,4848,2001,807,42355,3956,76356,4240,3579,854,127106,5707,1642,637,21072,2569,100884,5104,3508,829,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,451382,9182,58330,3866,18444,2086,19110,2208,17817,2164,2959,972,73390,4374,22252,2594,28255,2707,19138,2104,3745,1072,92595,4839,8326,1619,41352,3101,39408,3403,3509,1077,65191,4749,2085,695,25105,2727,35101,3333,2900,863,74329,5466,1851,608,19649,2118,49299,4486,3530,1094,87547,4603,887,447,13016,2310,69811,3864,3833,855,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,96024,4093,12544,1832,3615,949,4777,1131,2816,922,1336,833,14582,2169,3050,859,7236,1456,3355,951,941,474,19481,2490,632,351,9617,1825,7655,1410,1577,876,15110,1778,754,480,6192,1216,7220,1246,944,498,18347,2245,85,104,5374,1282,12203,1832,685,511,15960,2203,467,295,3355,1171,11623,1782,515,307,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,161138,4370,25661,2422,8859,1575,5539,1232,9717,1599,1546,571,18756,2531,4763,1005,6039,1413,7392,1549,562,395,21273,2523,2375,791,7342,1566,10927,1825,629,372,18372,2029,483,384,6123,1304,11418,1868,348,248,25554,2485,545,385,4990,1144,19281,2336,738,507,51522,3193,249,211,3072,828,47385,3004,816,373,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2539102,20898,352885,11391,74935,3688,164860,9082,83138,5412,29952,2275,423132,13198,60254,4435,237116,8827,102469,5476,23293,3176,573098,13788,23020,2863,318988,10074,207152,7437,23938,2606,416115,11561,11281,1825,193323,8356,196789,7664,14722,2159,401336,10311,6688,1247,133080,5607,245564,9404,16004,2351,372536,10283,2771,937,63666,4106,294623,9787,11476,1710,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
