B16001_059M,B16001_060E,B16001_060M,B16001_061E,B16001_061M,B16001_062E,B16001_062M,B16001_063E,B16001_063M,B16001_064E,B16001_064M,B16001_065E,B16001_065M,B16001_066E,B16001_066M,B16001_067E,B16001_067M,B16001_068E,B16001_068M,B16001_069E,B16001_069M,B16001_070E,B16001_070M,B16001_071E,B16001_071M,B16001_072E,B16001_072M,B16001_073E,B16001_073M,B16001_074E,B16001_074M,B16001_075E,B16001_075M,B16001_076E,B16001_076M,B16001_077E,B16001_077M,B16001_078E,B16001_078M,B16001_079E,B16001_079M,B16001_080E,B16001_080M,B16001_081E,B16001_081M,B16001_082E,B16001_082M,B16001_083E,B16001_083M,B16001_084E,B16001_084M,B16001_085E,B16001_085M,B16001_086E,B16001_086M,B16001_087E,B16001_087M,B16001_088E,B16001_088M,B16001_089E,B16001_089M,B16001_090E,B16001_090M,B16001_091E,B16001_091M,B16001_092E,B16001_092M,B16001_093E,B16001_093M,B16001_094E,B16001_094M,B16001_095E,B16001_095M,B16001_096E,B16001_096M,B16001_097E,B16001_097M,B16001_098E,B16001_098M,B16001_099E,B16001_099M,B16001_100E,B16001_100M,B16001_101E,B16001_101M,B16001_102E,B16001_102M,B16001_103E,B16001_103M,B16001_104E,B16001_104M,B16001_105E,B16001_105M,B16001_106E,B16001_106M,B16001_107E,B16001_107M,B16001_108E,B16001_108M,B16001_109E,B16001_109M,B16001_110E,B16001_110M,B16001_111E,B16001_111M,B16001_112E,B16001_112M,B16001_113E,B16001_113M,B16001_114E,B16001_114M,B16001_115E,B16001_115M,B16001_116E,B16001_116M,B16001_117E,B16001_117M,B16001_118E,B16001_118M,B16001_119E,B16001_119M,GEO_ID,B16001_001E,B16001_001M,B16001_002E,B16001_002M,B16001_003E,B16001_003M,B16001_004E,B16001_004M,B16001_005E,B16001_005M,B16001_006E,B16001_006M,B16001_007E,B16001_007M,B16001_008E,B16001_008M,B16001_009E,B16001_009M,B16001_010E,B16001_010M,B16001_011E,B16001_011M,B16001_012E,B16001_012M,B16001_013E,B16001_013M,B16001_014E,B16001_014M,B16001_015E,B16001_015M,B16001_016E,B16001_016M,B16001_017E,B16001_017M,B16001_018E,B16001_018M,B16001_019E,B16001_019M,B16001_020E,B16001_020M,B16001_021E,B16001_021M,B16001_022E,B16001_022M,B16001_023E,B16001_023M,B16001_024E,B16001_024M,B16001_025E,B16001_025M,B16001_026E,B16001_026M,B16001_027E,B16001_027M,B16001_028E,B16001_028M,B16001_029E,B16001_029M,B16001_030E,B16001_030M,B16001_031E,B16001_031M,B16001_032E,B16001_032M,B16001_033E,B16001_033M,B16001_034E,B16001_034M,B16001_035E,B16001_035M,B16001_036E,B16001_036M,B16001_037E,B16001_037M,B16001_038E,B16001_038M,B16001_039E,B16001_039M,B16001_040E,B16001_040M,B16001_041E,B16001_041M,B16001_042E,B16001_042M,B16001_043E,B16001_043M,B16001_044E,B16001_044M,B16001_045E,B16001_045M,B16001_046E,B16001_046M,B16001_047E,B16001_047M,B16001_048E,B16001_048M,B16001_049E,B16001_049M,B16001_050E,B16001_050M,B16001_051E,B16001_051M,B16001_052E,B16001_052M,B16001_053E,B16001_053M,B16001_054E,B16001_054M,B16001_055E,B16001_055M,B16001_056E,B16001_056M,B16001_057E,B16001_057M,B16001_058E,B16001_058M,B16001_059E,B16001_059MA,B16001_060MA,B16001_060EA,B16001_061EA,B16001_061MA,B16001_062EA,B16001_062MA,B16001_063EA,B16001_063MA,B16001_064EA,B16001_064MA,B16001_065MA,B16001_065EA,B16001_066EA,B16001_066MA,B16001_067EA,B16001_067MA,B16001_068MA,B16001_068EA,B16001_069EA,B16001_069MA,B16001_070MA,B16001_070EA,B16001_071MA,B16001_071EA,B16001_072EA,B16001_072MA,B16001_073EA,B16001_073MA,B16001_074EA,B16001_074MA,B16001_075EA,B16001_075MA,B16001_076MA,B16001_076EA,B16001_077MA,B16001_077EA,B16001_078EA,B16001_078MA,B16001_079EA,B16001_079MA,B16001_080MA,B16001_080EA,B16001_081EA,B16001_081MA,B16001_082MA,B16001_082EA,B16001_083MA,B16001_083EA,B16001_084EA,B16001_084MA,B16001_085MA,B16001_085EA,B16001_086MA,B16001_086EA,B16001_087MA,B16001_087EA,B16001_088MA,B16001_088EA,B16001_089MA,B16001_089EA,B16001_090EA,B16001_090MA,B16001_091EA,B16001_091MA,B16001_092MA,B16001_092EA,B16001_093MA,B16001_093EA,B16001_094EA,B16001_094MA,B16001_095EA,B16001_095MA,B16001_096EA,B16001_096MA,B16001_097EA,B16001_097MA,B16001_098MA,B16001_098EA,B16001_099EA,B16001_099MA,B16001_100EA,B16001_100MA,B16001_101MA,B16001_101EA,B16001_102EA,B16001_102MA,B16001_103MA,B16001_103EA,B16001_104MA,B16001_104EA,B16001_105MA,B16001_105EA,B16001_106EA,B16001_106MA,B16001_107EA,B16001_107MA,B16001_108EA,B16001_108MA,B16001_109MA,B16001_109EA,B16001_110EA,B16001_110MA,B16001_111MA,B16001_111EA,B16001_112EA,B16001_112MA,B16001_113EA,B16001_113MA,B16001_114MA,B16001_114EA,B16001_115EA,B16001_115MA,B16001_116MA,B16001_116EA,B16001_117EA,B16001_117MA,B16001_118EA,B16001_118MA,B16001_119EA,B16001_119MA,NAME,B16001_001EA,B16001_001MA,B16001_002EA,B16001_002MA,B16001_003EA,B16001_003MA,B16001_004MA,B16001_004EA,B16001_005EA,B16001_005MA,B16001_006EA,B16001_006MA,B16001_007EA,B16001_007MA,B16001_008MA,B16001_008EA,B16001_009EA,B16001_009MA,B16001_010MA,B16001_010EA,B16001_011MA,B16001_011EA,B16001_012MA,B16001_012EA,B16001_013EA,B16001_013MA,B16001_014EA,B16001_014MA,B16001_015MA,B16001_015EA,B16001_016EA,B16001_016MA,B16001_017EA,B16001_017MA,B16001_018MA,B16001_018EA,B16001_019EA,B16001_019MA,B16001_020MA,B16001_020EA,B16001_021MA,B16001_021EA,B16001_022EA,B16001_022MA,B16001_023MA,B16001_023EA,B16001_024MA,B16001_024EA,B16001_025MA,B16001_025EA,B16001_026MA,B16001_026EA,B16001_027MA,B16001_027EA,B16001_028EA,B16001_028MA,B16001_029EA,B16001_029MA,B16001_030MA,B16001_030EA,B16001_031MA,B16001_031EA,B16001_032EA,B16001_032MA,B16001_033EA,B16001_033MA,B16001_034EA,B16001_034MA,B16001_035MA,B16001_035EA,B16001_036MA,B16001_036EA,B16001_037MA,B16001_037EA,B16001_038EA,B16001_038MA,B16001_039EA,B16001_039MA,B16001_040MA,B16001_040EA,B16001_041EA,B16001_041MA,B16001_042EA,B16001_042MA,B16001_043MA,B16001_043EA,B16001_044EA,B16001_044MA,B16001_045MA,B16001_045EA,B16001_046MA,B16001_046EA,B16001_047EA,B16001_047MA,B16001_048MA,B16001_048EA,B16001_049MA,B16001_049EA,B16001_050EA,B16001_050MA,B16001_051EA,B16001_051MA,B16001_052MA,B16001_052EA,B16001_053EA,B16001_053MA,B16001_054MA,B16001_054EA,B16001_055MA,B16001_055EA,B16001_056EA,B16001_056MA,B16001_057EA,B16001_057MA,B16001_058EA,B16001_058MA,B16001_059EA,state
369,2543,1139,2312,1064,231,220,463,308,383,244,80,133,10566,2290,5559,1640,5007,1378,1581,735,1069,511,512,457,6839,2038,2558,1128,4281,1494,183,213,140,153,43,75,12,26,12,26,0,192,1657,972,1367,922,290,211,2636,1588,1254,778,1382,906,7087,2266,4098,1525,2989,1034,2010,1069,1552,900,458,446,3092,1253,1822,861,1270,748,1343,1010,789,571,554,626,0,192,0,192,0,192,625,489,608,485,17,33,211,270,59,103,152,252,9635,4219,6392,3680,3243,1796,140,138,140,138,0,192,3064,1235,2314,951,750,517,1251,1585,457,523,794,1079,0400000US01,4541368,2912,4309662,8763,143539,6605,74902,5697,68637,5418,6318,1525,4731,1382,1587,768,395,278,263,214,132,176,1250,602,769,445,481,348,1408,708,1010,547,398,381,8532,1940,7073,1580,1459,980,0,192,0,192,0,192,1357,848,1205,829,152,176,173,176,173,176,0,192,652,354,443,260,209,225,1791,802,982,532,809,457,1011,549,832,504,179,212,935,984,510,450,425,619,867,743,593,471,274,343,99,168,99,168,0,192,1338,967,889,559,449,571,3358,2057,2838,1896,520,471,2707,1230,1264,656,1443,992,1038,619,639,449,399,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
181,7906,2248,5666,1663,2240,971,6696,2093,4840,1732,1856,909,25222,2804,12590,1680,12632,1925,9539,2674,5415,1754,4124,1614,8954,2135,4635,1565,4319,1180,2605,1102,1382,660,1223,653,123,129,64,82,59,100,3189,1086,1388,658,1801,724,1713,978,1167,788,546,505,23018,4536,8768,2262,14250,2851,16127,2951,11640,2256,4487,1393,21162,2995,15398,2650,5764,1407,7868,1856,5601,1463,2267,1062,79610,3973,60562,3411,19048,1617,28810,2725,25378,2590,3432,857,1867,793,1211,626,656,350,22352,4133,14021,3113,8331,2232,3062,1639,2285,1418,777,664,13248,3989,7305,2592,5943,2731,7269,4554,4122,2260,3147,2622,0400000US04,6196543,887,4535677,23788,1266837,17006,815761,16565,451076,12789,15270,2123,13212,2018,2058,638,887,582,887,582,0,203,6535,1401,5081,1299,1454,518,3992,1040,3075,905,917,419,23336,2636,20765,2491,2571,772,579,373,579,373,0,203,3725,1384,3161,1207,564,389,2955,1054,2907,1049,48,78,2217,748,1814,668,403,267,6471,1573,4417,1307,2054,828,6658,2037,5495,1959,1163,491,6375,2122,4366,1447,2009,902,4709,2031,3881,1860,828,440,1027,620,747,495,280,289,4140,1726,3488,1609,652,424,3695,1412,3092,1181,603,417,9780,2247,8875,2199,905,489,1338,621,1155,577,183,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
332,866,722,740,703,126,130,490,460,399,417,91,154,3822,1376,1771,863,2051,846,464,345,61,81,403,289,1185,757,434,343,751,556,575,545,174,239,401,377,759,574,528,373,231,237,388,307,238,269,150,150,3760,1310,1684,843,2076,1108,4513,1503,1005,636,3508,1262,2974,1379,1933,739,1041,819,3025,1083,2114,859,911,417,1801,1168,825,575,976,866,0,192,0,192,0,192,575,320,527,301,48,87,18,28,18,28,0,192,3454,1927,2290,1455,1164,749,0,192,0,192,0,192,1640,811,884,421,756,689,1042,1462,1042,1462,0,192,0400000US05,2769171,2391,2578940,9058,139554,6964,72794,5637,66760,4879,2597,725,2110,647,487,325,85,149,0,192,85,149,868,550,439,299,429,482,852,602,757,579,95,123,5890,2319,5436,2315,454,339,0,192,0,192,0,192,2056,1353,1373,811,683,640,504,377,504,377,0,192,114,135,48,81,66,110,544,342,400,296,144,160,207,266,0,192,207,266,322,372,130,155,192,320,523,392,523,392,0,192,318,408,70,117,248,389,1357,1017,409,312,948,929,1434,1185,1083,844,351,397,1035,743,919,689,116,148,620,542,381,429,239,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
3509,204003,13160,120005,8598,83998,7500,45401,6036,30188,4590,15213,2619,1083447,23536,468395,11617,615052,17044,140564,7943,77070,5778,63494,4878,364837,15495,157734,9123,207103,9673,83501,8751,40435,5006,43066,4950,78082,8456,38976,4986,39106,4839,45058,5537,20919,3642,24139,3297,34987,4894,17313,2861,17674,2910,548114,18631,234194,10326,313920,12256,181154,9990,129563,8107,51591,5174,761765,21255,499376,14319,262389,12810,123763,8099,82449,6335,41314,3565,1988,900,1988,900,0,203,5854,1500,4715,1198,1139,663,12048,1834,8446,1553,3602,1011,163537,13327,100000,10156,63537,6416,43225,5824,35935,4963,7290,1959,79831,9608,57518,8033,22313,3679,46339,6842,26124,4614,20215,3749,0400000US06,35831956,3033,20130999,53142,10322454,44779,5865849,43016,4456605,39361,122848,7450,105817,7049,17031,2265,8916,2273,6958,1984,1958,791,57258,4217,46468,3570,10790,1700,81621,6457,53452,4953,28169,3657,103079,6012,91682,5999,11397,1779,2797,968,2193,833,604,394,25885,2857,22731,2604,3154,961,27101,2921,23755,2792,3346,964,25084,3714,20006,3122,5078,1312,154457,9423,83497,7092,70960,4889,19771,3080,13747,2251,6024,1389,19690,3035,13646,2437,6044,1387,36773,4711,20086,2863,16687,2878,191751,10004,97864,6627,93887,6182,201796,13564,125215,10096,76581,6600,46432,6199,32539,4268,13893,2924,156581,10982,126982,9264,29599,3994,49165,6231,33518,4382,15647,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
398,8480,2718,4726,1500,3754,1726,4630,1760,2673,1015,1957,1157,21597,3285,10713,1780,10884,2347,7783,1852,5898,1606,1885,639,17017,3252,8164,1772,8853,2120,1989,1755,1159,894,830,988,4358,1948,2842,1409,1516,813,1258,491,823,406,435,306,1441,1341,764,682,677,697,20752,3053,8959,1800,11793,2254,11040,2609,7571,2098,3469,1234,6955,1671,5096,1406,1859,808,3964,1205,2290,776,1674,700,1536,639,1090,430,446,383,1776,605,1431,559,345,267,1817,763,1146,551,671,565,10341,3054,5133,1504,5208,2435,1231,687,983,510,248,297,19088,4247,9566,2486,9522,2888,771,519,341,263,430,429,0400000US08,4934794,2520,4109040,17037,577824,15141,359671,12512,218153,8321,16760,2619,14143,2359,2617,1079,755,552,493,439,262,322,5921,1652,5247,1587,674,416,3084,1146,2305,845,779,558,24474,2664,21369,2600,3105,813,325,275,232,229,93,109,3156,959,2827,841,329,421,2466,929,2010,769,456,354,1892,1467,1703,1453,189,186,17677,4279,10275,2664,7402,2194,5558,2043,4785,1860,773,442,2276,1085,1709,784,567,413,4312,1611,3539,1339,773,530,682,779,166,159,516,657,4694,1798,3427,1385,1267,729,453,285,453,285,0,195,3875,1268,3226,1063,649,444,1746,1144,1169,1075,577,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
912,11199,2814,6848,1926,4351,1309,14662,3052,8105,1649,6557,1762,28106,3063,14129,1963,13977,2155,2516,785,1448,550,1068,577,7811,2423,3264,1163,4547,1638,2749,1856,1183,931,1566,1253,39,63,39,63,0,201,602,344,350,267,252,186,2664,1045,1423,850,1241,588,5577,1702,2911,1094,2666,1059,16631,2761,11642,2001,4989,1648,12126,3125,8095,2618,4031,1573,689,366,360,208,329,286,0,201,0,201,0,201,358,351,244,227,114,139,2540,1018,1863,875,677,313,9617,3018,6364,2295,3253,1639,3234,1396,2528,1250,706,390,6566,2462,4850,1943,1716,936,744,421,567,352,177,152,0400000US09,3405334,868,2671765,12576,388509,8121,229111,7874,159398,6410,28363,3249,23446,3006,4917,990,16584,4855,10916,3824,5668,1884,33860,3650,22824,2877,11036,1748,34608,4382,19078,2809,15530,2505,10620,1713,8931,1519,1689,497,432,221,384,208,48,79,1163,442,1065,427,98,92,2083,745,1984,735,99,120,8796,2354,6655,2066,2141,1032,10648,1946,6276,1440,4372,1139,34417,4397,22128,3360,12289,1811,4661,1806,3330,1425,1331,799,4799,1424,2400,732,2399,1029,728,488,619,470,109,133,1292,1024,811,636,481,437,6285,2222,4349,1736,1936,848,11109,2454,8975,2082,2134,1004,6182,1729,3705,1125,2477,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
536,2901,1701,2248,1442,653,461,1177,814,906,693,271,274,7545,1724,4897,1385,2648,940,348,256,348,256,0,189,1128,705,675,540,453,352,28,64,0,189,28,64,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,0,189,2071,1485,1146,984,925,676,5453,1721,4166,1445,1287,719,1740,860,1026,611,714,700,0,189,0,189,0,189,0,189,0,189,0,189,33,56,33,56,0,189,93,112,40,68,53,89,2218,1152,1741,925,477,347,0,189,0,189,0,189,3146,1130,2732,1092,414,436,223,181,223,181,0,189,0400000US10,869514,423,764157,5465,54833,3638,30931,3171,23902,3118,3398,1223,2826,1171,572,327,3210,1780,1427,963,1783,1169,1764,697,1067,565,697,473,683,550,683,550,0,189,2545,771,2397,734,148,181,27,47,27,47,0,189,1546,1016,871,523,675,641,21,34,21,34,0,189,1043,743,861,706,182,220,1325,676,1132,634,193,163,1336,701,869,432,467,392,109,159,109,159,0,189,183,169,126,139,57,95,0,189,0,189,0,189,76,123,76,123,0,189,1660,1007,477,378,1183,911,1683,869,1287,653,396,424,1811,1303,1218,887,593,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
203,1160,723,645,408,515,412,858,586,702,455,156,190,6232,1445,4196,1148,2036,894,1236,604,1099,531,137,147,1800,724,1626,680,174,201,230,272,74,87,156,258,0,203,0,203,0,203,350,340,33,54,317,336,0,203,0,203,0,203,1409,1000,571,378,838,733,1255,593,759,350,496,493,1533,959,632,394,901,831,438,309,438,309,0,203,0,203,0,203,0,203,0,203,0,203,0,203,460,388,460,388,0,203,1851,814,1820,802,31,51,799,536,637,421,162,188,10715,2401,6762,1809,3953,1711,321,185,278,171,43,70,0400000US11,605388,270,497028,5706,53095,3567,34779,2979,18316,2457,10764,2703,8174,1884,2590,1278,637,365,518,315,119,195,2325,932,1808,802,517,333,1596,933,961,788,635,407,2091,767,1975,721,116,137,50,86,50,86,0,203,378,337,378,337,0,203,617,544,617,544,0,203,795,603,731,577,64,103,1913,805,1208,582,705,632,433,276,407,270,26,55,425,372,361,322,64,78,315,190,315,190,0,203,181,200,181,200,0,203,721,433,721,433,0,203,226,223,226,223,0,203,1014,535,891,507,123,169,137,132,137,132,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
1956,22492,4361,16554,3672,5938,1711,20358,4062,13238,3318,7120,1787,71017,6189,32004,3227,39013,5188,9442,2046,6063,1390,3379,1106,16924,3908,9498,3030,7426,1877,3043,1474,779,461,2264,1179,370,300,238,233,132,164,9932,2164,5555,1702,4377,1091,6133,2205,2900,1262,3233,1445,56643,6985,22398,3441,34245,4736,39487,4984,27320,3809,12167,3025,58715,5070,43758,4258,14957,2704,8411,1965,5475,1413,2936,1112,45,76,45,76,0,218,1630,682,1488,666,142,151,9650,1881,5900,1310,3750,1265,48767,6605,32661,5074,16106,3199,19720,4051,15715,3567,4005,1358,11564,3247,8897,2484,2667,1312,6198,2451,3987,1701,2211,1117,0400000US12,18478811,3217,13411845,36998,3764501,22947,2118588,25505,1645913,25267,109616,6661,82004,5313,27612,3871,367173,18718,197994,13473,169179,10161,45112,5050,31704,4208,13408,1971,88880,8202,55341,5421,33539,4847,62714,5349,53076,4805,9638,1813,4484,1234,4173,1204,311,242,11581,2047,10018,1851,1563,850,10213,2751,9061,2624,1152,447,21111,3130,16522,2702,4589,1336,36281,5440,21380,3961,14901,2819,21488,3571,14027,2281,7461,2182,17455,4589,10863,3239,6592,2008,12567,2245,8590,1726,3977,1075,1760,811,1115,603,645,523,10758,2605,7448,2023,3310,1192,20536,3687,14894,2915,5642,1884,21007,3594,17209,3463,3798,1151,19188,6430,14268,5039,4920,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
