GEO_ID,B25115_001E,B25115_001M,B25115_002E,B25115_002M,B25115_003E,B25115_003M,B25115_004E,B25115_004M,B25115_005E,B25115_005M,B25115_006E,B25115_006M,B25115_007E,B25115_007M,B25115_008E,B25115_008M,B25115_009E,B25115_009M,B25115_010E,B25115_010M,B25115_011E,B25115_011M,B25115_012E,B25115_012M,B25115_013E,B25115_013M,B25115_014E,B25115_014M,B25115_015E,B25115_015M,B25115_016E,B25115_016M,B25115_017E,B25115_017M,B25115_018E,B25115_018M,B25115_019E,B25115_019M,B25115_020E,B25115_020M,B25115_021E,B25115_021M,B25115_022E,B25115_022M,B25115_023E,B25115_023M,B25115_024E,B25115_024M,B25115_025E,B25115_025M,B25115_026E,B25115_026M,B25115_027E,B25115_027M,NAME,B25115_001EA,B25115_001MA,B25115_002MA,B25115_002EA,B25115_003MA,B25115_003EA,B25115_004MA,B25115_004EA,B25115_005EA,B25115_005MA,B25115_006EA,B25115_006MA,B25115_007MA,B25115_007EA,B25115_008EA,B25115_008MA,B25115_009EA,B25115_009MA,B25115_010MA,B25115_010EA,B25115_011MA,B25115_011EA,B25115_012EA,B25115_012MA,B25115_013MA,B25115_013EA,B25115_014MA,B25115_014EA,B25115_015MA,B25115_015EA,B25115_016EA,B25115_016MA,B25115_017EA,B25115_017MA,B25115_018MA,B25115_018EA,B25115_019MA,B25115_019EA,B25115_020EA,B25115_020MA,B25115_021EA,B25115_021MA,B25115_022EA,B25115_022MA,B25115_023MA,B25115_023EA,B25115_024EA,B25115_024MA,B25115_025EA,B25115_025MA,B25115_026MA,B25115_026EA,B25115_027MA,B25115_027EA,state
0400000US13,3546965,15286,2222377,19196,1643306,16911,1321681,15880,503330,10884,818351,11383,321625,10749,86140,5612,35712,4040,50428,3491,235485,8392,92961,5781,142524,5760,579071,11413,1324588,15205,746497,12616,351023,9545,189082,7604,161941,6397,395474,9081,89562,5471,50828,4189,38734,3583,305912,8143,215646,6716,90266,5006,578091,11527,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,450120,4406,252999,3913,189351,4404,150015,4103,44976,2605,105039,3318,39336,2799,13432,1616,4066,1018,9366,1344,25904,2092,5126,1082,20778,1840,63648,3233,197121,5311,121852,4656,85175,4008,46062,3145,39113,2617,36677,3365,9612,1626,4741,1152,4871,1038,27065,2853,15394,2189,11671,1625,75269,4018,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,588489,5467,408174,6844,307737,6428,261558,5964,99425,3968,162133,4497,46179,2773,15254,2055,7576,1553,7678,1445,30925,2423,15795,1937,15130,1917,100437,4797,180315,6715,102324,5704,63364,4280,38350,3162,25014,2605,38960,3530,12364,2329,9760,2098,2604,738,26596,2892,19618,2327,6978,1412,77991,4566,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4783421,13914,3154027,17254,2312418,17895,1899470,16912,740420,10029,1159050,13773,412948,8622,123782,5314,47879,3392,75903,3683,289166,6572,111071,4635,178095,4566,841609,13400,1629394,15616,815951,13184,400174,11809,209768,8430,190406,7254,415777,10353,98477,4976,54600,4248,43877,3337,317300,8903,219938,7528,97362,4116,813443,11160,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2498395,10688,1712020,11961,1254146,11270,1037939,11010,377647,7331,660292,8528,216207,6356,69219,3807,34037,3182,35182,2414,146988,5783,63381,3897,83607,4388,457874,9806,786375,11440,393795,9386,188265,7155,98386,4982,89879,4804,205530,6753,45054,3530,28122,2927,16932,1964,160476,6203,118508,5168,41968,3454,392580,9216,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1236209,7287,875362,8231,637719,7466,546336,7053,198055,4666,348281,5611,91383,3725,33662,2218,19340,1919,14322,1437,57721,3113,29319,2392,28402,2093,237643,5605,360847,6767,156030,5666,78771,3740,40684,2735,38087,2664,77259,4628,19370,2383,12384,1599,6986,1491,57889,3370,45711,3027,12178,1631,204817,5572,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1113729,6143,735737,7229,550668,7046,468522,6974,180174,4914,288348,5155,82146,4192,28221,2650,13755,1864,14466,1831,53925,3512,23474,2637,30451,2155,185069,5256,377992,7275,184928,5465,99643,4517,56316,3619,43327,2968,85285,3924,20123,2129,13169,1809,6954,1262,65162,3669,48406,3608,16756,1803,193064,6126,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1705623,9376,1149308,10177,848353,10093,689610,9080,231049,6268,458561,6292,158743,6249,51837,3684,21375,2695,30462,2498,106906,5012,44139,3567,62767,3765,300955,8222,556315,9575,291243,8203,143730,6941,74359,4608,69371,4642,147513,7008,35034,3275,18732,2467,16302,2351,112479,5723,79346,4458,33133,3278,265072,6826,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1728149,9677,1140052,11811,819302,11139,623286,10894,221258,7480,402028,8354,196016,6196,55491,4794,22199,3125,33292,3460,140525,6010,54887,4164,85638,4243,320750,8923,588097,11088,310135,8405,122346,6277,61685,4887,60661,3854,187789,5755,35314,3627,17248,2733,18066,2347,152475,5238,106730,5023,45745,3216,277962,8467,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,547686,5711,384237,5646,269544,5078,228675,5050,66474,3295,162201,3973,40869,2991,15575,2203,8325,1543,7250,1331,25294,2030,10729,1321,14565,1337,114693,4713,163449,5445,69065,4039,34838,3145,14835,2005,20003,2453,34227,3289,8136,1746,6719,1546,1417,573,26091,2504,19669,2349,6422,1386,94384,5003,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2161680,8942,1436907,10973,1055061,10663,836153,10247,323437,7322,512716,8154,218908,7005,59905,3975,22859,2480,37046,2915,159003,5975,58319,3933,100684,4513,381846,10205,724773,10402,388735,8703,186241,7323,99624,5252,86617,4806,202494,7339,42230,3409,22404,2543,19826,2409,160264,6690,105965,5794,54299,3934,336038,8211,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2536321,9232,1560809,13055,1159704,12691,970231,11869,380243,8309,589988,9382,189473,7032,56700,3699,20858,2518,35842,2836,132773,5263,47668,3356,85105,4503,401105,8257,975512,13094,461098,10815,220018,8449,101827,5923,118191,5041,241080,8807,51342,3956,24488,2791,26854,3069,189738,8036,126174,6718,63564,4405,514414,7907,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3832466,10485,2703957,13324,1938035,14226,1570316,13651,552807,9671,1017509,10044,367719,8062,115217,4830,49047,3192,66170,3453,252502,6810,105541,4544,146961,5058,765922,10936,1128509,11560,546523,10916,239507,7754,122814,5377,116693,5491,307016,7985,64135,4442,37952,3590,26183,2530,242881,6382,173170,5698,69711,4277,581986,10381,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2119954,6871,1516900,9427,1109817,10599,945520,9618,371464,6442,574056,7079,164297,5820,54443,2545,26418,1835,28025,2011,109854,5469,56281,3745,53573,3501,407083,8119,603054,9033,262372,6720,132377,4991,64970,4030,67407,3127,129995,5036,31532,2514,20599,2265,10933,1559,98463,4664,77659,4380,20804,1898,340682,7464,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1091002,7807,733101,8509,536511,8211,406894,7656,134236,4647,272658,6774,129617,6153,34333,2767,12750,2051,21583,2148,95284,5470,35564,3324,59720,3817,196590,6322,357901,8808,208568,7379,80754,4873,42056,3750,38698,3189,127814,5659,19308,2395,8348,1590,10960,1808,108506,5360,77214,4814,31292,2798,149333,6757,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2362853,9949,1582412,10949,1146759,11499,952505,11115,332842,7972,619663,8635,194254,6354,61509,3267,26876,2482,34633,2609,132745,5594,52143,4265,80602,4042,435653,8517,780441,10077,376326,9298,181478,6884,93754,5262,87724,4239,194848,6756,39274,3147,24864,2602,14410,1936,155574,6305,115203,5817,40371,3329,404115,7055,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,406288,3840,271719,4579,193704,4362,165580,3970,52976,2910,112604,3258,28124,2225,10436,1341,5208,1008,5228,903,17688,1581,7918,1210,9770,1193,78015,3245,134569,4196,62387,3337,33671,2268,17631,1774,16040,1617,28716,2384,8541,1437,5283,1196,3258,1053,20175,1767,15955,1830,4220,879,72182,3457,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,730579,4441,482452,6278,360738,6027,312478,5177,118559,3763,193919,3778,48260,3000,16697,1782,7874,1261,8823,1283,31563,2373,15360,1572,16203,1623,121714,4404,248127,5506,114262,4620,60327,3439,31101,2411,29226,2421,53935,3632,14072,2294,9256,1728,4816,1253,39863,2689,30569,2506,9294,1624,133865,5196,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1002571,7173,544455,7251,378413,6752,306616,5774,104619,3712,201997,4679,71797,3546,24469,2153,9698,1520,14771,1711,47328,2922,18875,1982,28453,2155,166042,5800,458116,7272,261412,7038,149603,5637,81026,4590,68577,3261,111809,4406,31940,2902,17726,2630,14214,1811,79869,4151,54951,3776,24918,2521,196704,5651,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,519246,4617,364255,5925,272563,6036,231491,5486,82517,4643,148974,3905,41072,3261,13826,2175,7577,1583,6249,1158,27246,2669,11447,1744,15799,1915,91692,4149,154991,5597,74709,4567,40715,3442,19880,2399,20835,2614,33994,2986,8868,1821,5271,1528,3597,1044,25126,2320,18543,2216,6583,1180,80282,4459,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3176139,9966,2034223,13473,1554883,13886,1277233,13231,525041,9097,752192,9744,277650,6775,79437,4618,25336,2905,54101,3873,198213,5769,63944,3520,134269,5220,479340,10819,1141916,14360,652225,11257,332240,8438,178786,7273,153454,6343,319985,9050,80831,5432,41563,4150,39268,3815,239154,6846,150362,5505,88792,4539,489691,9968,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,753507,6087,511693,7543,354268,7422,274498,6535,92309,4305,182189,4857,79770,4220,24281,2565,12078,1932,12203,1558,55489,3712,22141,2469,33348,2492,157425,4718,241814,6643,128302,5725,62062,4351,33178,3049,28884,2682,66240,3550,14736,2068,10564,1910,4172,982,51504,3217,40246,3205,11258,1605,113512,5167,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7219356,14194,3873299,19890,2840616,18466,2300017,17377,877250,10418,1422767,12450,540599,11451,166886,7010,58414,4178,108472,4875,373713,8364,126588,5738,247125,6109,1032683,15754,3346057,18812,1743479,16854,858451,13306,426475,11556,431976,8624,885028,15686,197101,7509,84310,4851,112791,6543,687927,13688,407090,11419,280837,8177,1602578,18752,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3757480,13443,2414717,16856,1761400,17141,1440561,15756,497694,9524,942867,11288,320839,8123,88896,4526,36922,3325,51974,3451,231943,6809,90155,4252,141788,5104,653317,11338,1342763,14344,713402,13194,345795,9735,176371,7269,169424,6145,367607,9231,79616,5085,46923,4390,32693,2754,287991,8079,200679,6780,87312,4113,629361,12301,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,298298,2835,193389,3714,140868,3837,120845,3428,44233,2503,76612,2556,20023,2084,8250,1453,5099,1230,3151,812,11773,1474,6312,1240,5461,822,52521,3127,104909,3874,39345,2666,24234,2440,12859,1916,11375,1607,15111,1871,4719,1186,2740,864,1979,826,10392,1517,7495,1453,2897,823,65564,3758,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4564745,13440,3015795,17826,2176155,16375,1791169,14789,616443,10943,1174726,12199,384986,8159,123616,5881,54026,3644,69590,4611,261370,6159,102796,4714,158574,5271,839640,12408,1548950,14954,747249,12874,327040,9859,164796,7208,162244,6933,420209,9454,88921,4687,53241,3752,35680,3046,331288,7887,240907,7151,90381,4353,801701,13073,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1447277,6526,948540,8048,691337,8219,570062,7298,198024,4728,372038,5395,121275,4397,39414,2582,16656,1594,22758,1740,81861,3446,33496,2432,48365,2418,257203,6100,498737,8276,265180,6484,132835,4209,73769,3501,59066,3047,132345,4988,33563,2274,21125,1971,12438,1259,98782,4286,72755,3817,26027,1942,233557,5743,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1523799,7789,926930,9344,663969,8674,563496,8377,188332,6030,375164,6253,100473,5070,30251,2769,13534,1997,16717,1800,70222,4356,29157,2926,41065,3068,262961,7584,596869,8290,297228,7262,168267,6724,87742,5698,80525,3929,128961,6144,36158,3850,20506,2923,15652,1951,92803,4451,66097,4389,26706,2524,299641,6405,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4938894,14403,3405170,15735,2472550,13527,2036061,14424,699161,11352,1336900,9978,436489,8696,130984,5432,53088,3133,77896,4214,305505,6751,109188,4501,196317,5525,932620,11699,1533724,16437,679684,11798,318717,8628,145988,6424,172729,5292,360967,8443,77937,4662,44892,3925,33045,2989,283030,7804,200884,7462,82146,4475,854040,11315,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,406366,4030,245409,4846,179813,5214,144579,4842,50171,2870,94408,3568,35234,3088,9789,1693,3261,967,6528,1261,25445,2391,8520,1505,16925,1909,65596,4160,160957,5516,80050,4187,36351,3006,16636,1964,19715,2492,43699,3109,11421,1978,5790,1342,5631,1295,32278,2388,23695,2370,8583,1476,80907,4364,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1794989,10191,1223614,11969,883290,12160,702562,12558,228387,7167,474175,8938,180728,6811,49276,3891,20125,2500,29151,2850,131452,5563,46832,3765,84620,4129,340324,8298,571375,10442,311814,8781,138200,6217,70511,4485,67689,4504,173614,6996,31851,3092,15965,2340,15886,2244,141763,6767,98065,5615,43698,3352,259561,7512,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,331406,2992,222809,3636,164885,3931,141976,3511,51176,2355,90800,3024,22909,2079,8139,1251,3999,852,4140,956,14770,1901,8262,1506,6508,1116,57924,3109,108597,3718,48953,2878,24817,2049,11729,1575,13088,1376,24136,2229,7201,1304,5407,1166,1794,557,16935,1708,13610,1625,3325,710,59644,3668,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2490249,12758,1652976,14369,1212107,13027,992016,12615,329652,8909,662364,9092,220091,7818,64318,3977,25459,2839,38859,2839,155773,6657,58486,4597,97287,4304,440869,8937,837273,12275,445964,10974,216414,7719,109986,5275,106428,5350,229550,7913,52287,4550,32637,3570,19650,2629,177263,6536,121324,5744,55939,3740,391309,9396,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
