GEO_ID,B19001_001E,B19001_001M,B19001_002E,B19001_002M,B19001_003E,B19001_003M,B19001_004E,B19001_004M,B19001_005E,B19001_005M,B19001_006E,B19001_006M,B19001_007E,B19001_007M,B19001_008E,B19001_008M,B19001_009E,B19001_009M,B19001_010E,B19001_010M,B19001_011E,B19001_011M,B19001_012E,B19001_012M,B19001_013E,B19001_013M,B19001_014E,B19001_014M,B19001_015E,B19001_015M,B19001_016E,B19001_016M,B19001_017E,B19001_017M,NAME,B19001_001EA,B19001_001MA,B19001_002MA,B19001_002EA,B19001_003MA,B19001_003EA,B19001_004MA,B19001_004EA,B19001_005EA,B19001_005MA,B19001_006EA,B19001_006MA,B19001_007EA,B19001_007MA,B19001_008MA,B19001_008EA,B19001_009EA,B19001_009MA,B19001_010EA,B19001_010MA,B19001_011EA,B19001_011MA,B19001_012EA,B19001_012MA,B19001_013EA,B19001_013MA,B19001_014MA,B19001_014EA,B19001_015MA,B19001_015EA,B19001_016EA,B19001_016MA,B19001_017EA,B19001_017MA,state
0400000US01,1822439,11200,188322,6092,124246,5318,116335,5939,118343,4707,105512,5009,103982,5660,94519,4956,93512,4057,79699,4890,145128,6230,175266,6973,190585,6178,121370,5629,61634,3482,57086,3151,46900,3297,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,246015,2720,8022,1323,9127,1237,8107,1125,9896,1513,7313,1320,9387,1343,10709,1648,10306,1536,8161,1238,17874,2044,28724,2570,36870,2511,26893,2344,21224,2327,18679,2323,14723,1911,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2400809,11557,188964,6724,131175,6768,133720,5156,148606,5255,132768,6047,135691,6700,124341,6143,128380,5775,105134,5427,200115,7542,241132,6894,277077,7089,177977,6566,96145,4316,95582,4004,84002,4667,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1125899,6925,108099,4771,82649,4382,83652,3999,77406,4299,70680,4382,70931,4692,62916,4134,59219,3742,53339,4007,92486,5441,105041,4998,109451,4891,63871,3768,32673,2691,28617,2518,24869,2021,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12650592,16944,787348,14189,660911,13770,613266,12145,623813,11905,574180,11103,580199,14131,535785,10135,529795,12065,485867,11166,912734,14929,1208211,18277,1511289,20638,1125929,15266,702554,13617,828664,12737,970047,15177,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2002800,8550,119722,6045,83141,4301,89739,4798,100427,5016,101631,4593,100137,5054,88337,4325,91619,3797,83971,4600,156867,5215,207946,6904,264469,7921,179342,6070,108252,5075,118349,4171,108851,4157,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1339860,7005,78797,4259,53104,3937,56633,4235,62602,3868,48624,3810,56753,4254,49601,3604,51461,3790,46856,3178,99292,4578,125844,5740,168060,4820,129500,5406,87914,4617,100483,5219,124336,4672,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,339071,3144,20918,2301,13713,1755,16188,2022,14610,1703,16745,2227,17223,2111,14605,1675,15549,1961,15875,2041,28797,2547,38167,2517,43554,2819,28307,2969,18525,1812,19799,1769,16496,1665,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,271651,3228,29650,2494,11905,1700,10882,1903,9240,1490,8069,1522,10681,1675,8471,1406,8852,1706,7993,1539,19176,2268,21222,2258,28275,2441,24033,2087,18141,1683,22345,2357,32716,2301,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7211584,26752,593608,14803,423408,11523,427416,12054,458363,12334,420587,10322,426891,11449,393833,10662,388487,11288,317942,8738,606350,11274,703283,14232,774887,15969,489331,11100,251324,8323,253241,7155,282633,7939,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3546965,15286,325705,10028,202120,6958,204407,8025,205235,7241,191763,7367,201025,7780,177504,6918,173940,7990,146336,7025,289927,8474,339930,8638,407155,10825,257401,8575,141185,5119,144155,6303,139177,4982,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,450120,4406,25727,2963,15492,1724,15600,2333,20686,2631,16768,1880,17974,2192,16497,1781,19342,2024,14231,1441,34971,3231,50031,3493,60056,3475,50267,3396,30955,2387,31969,2472,29554,2225,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,588489,5467,43379,3779,31835,2969,31009,3169,35583,3326,35720,2867,37512,3205,31775,2883,35179,2736,30866,2515,52590,3864,67105,4390,71148,3817,35534,3342,18076,1954,16646,1964,14532,2045,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4783421,13914,368440,8507,223964,6837,238044,7150,237280,6908,228093,7315,235686,6960,214638,7048,218103,7335,188420,6576,358570,9062,495482,10588,595442,10841,409531,9379,249604,6578,253674,7203,268450,6686,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2498395,10688,198810,5035,137869,5531,143634,5966,149936,5402,144029,6136,143998,5260,132451,5374,133545,4926,119878,5775,207977,7434,267626,8019,306804,7747,179206,6599,92777,3550,73718,3380,66137,3794,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1236209,7287,79286,4469,63335,3511,61066,2751,68450,3370,61757,3562,70993,3458,64753,4007,65275,3529,53236,3447,108299,4169,138839,4220,164665,5026,99935,4003,53519,3037,43696,2788,39105,2872,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1113729,6143,78250,3774,56162,3466,53992,3367,66093,3507,62381,3706,62898,3867,55714,3005,58957,3430,50916,2949,94349,4760,117723,4874,138005,5129,88401,3699,45399,2847,45379,3392,39110,3077,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1705623,9376,171529,6220,117906,4422,112081,5811,105732,4530,95891,5131,95693,4882,85833,3988,91024,4808,77045,4227,140310,5033,169068,5567,183979,6867,111418,4616,57961,3205,44237,2943,45916,3330,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1728149,9677,184282,6417,117619,5700,114382,5522,109836,5694,92408,4940,92078,5455,82806,5477,80780,4440,65652,3995,129021,6019,156407,6511,186847,6515,124996,5450,66464,3887,62572,4160,61999,3042,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,547686,5711,40885,3128,35229,2657,33933,2718,32824,2443,33900,2694,31801,2381,27058,2463,26714,2163,25959,2135,46942,2651,56826,2763,65747,2989,38067,2815,17358,1557,17905,2099,16538,1697,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2161680,8942,120858,5635,71689,4104,70517,4286,81289,5011,73393,3838,84503,4438,72161,3513,81222,4232,77637,4399,158704,5597,218084,5743,293822,6895,228555,6884,158176,5407,179258,6139,191812,5101,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2536321,9232,165788,6503,124757,6779,113708,4322,109699,5708,94055,4564,108041,5106,89255,4715,89930,4705,83682,4573,175435,6858,236749,7569,321240,8446,247617,7589,169059,7223,197886,6526,209420,5454,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3832466,10485,324299,7484,216432,5976,221625,7031,219993,6754,211674,5760,216269,6038,194790,6160,190712,5535,177113,6447,311418,6872,396107,7724,450231,8304,279024,7352,155584,4606,142729,4639,124466,4510,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
