GEO_ID,C05010_001E,C05010_001M,C05010_002E,C05010_002M,C05010_003E,C05010_003M,C05010_004E,C05010_004M,C05010_005E,C05010_005M,C05010_006E,C05010_006M,C05010_007E,C05010_007M,NAME,C05010_001MA,C05010_001EA,C05010_002EA,C05010_002MA,C05010_003EA,C05010_003MA,C05010_004EA,C05010_004MA,C05010_005EA,C05010_005MA,C05010_006MA,C05010_006EA,C05010_007MA,C05010_007EA,state
0400000US01,1035638,6328,520074,11859,475885,11198,43710,4758,515564,11861,486267,11357,28553,3838,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,178926,1905,58131,4718,49761,4250,8370,3018,120795,5059,107215,4694,13555,2501,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1525864,5468,773927,17807,476837,18386,296469,11073,751937,16839,605836,16122,145481,8257,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,665231,5056,365155,9993,312848,10219,52042,4757,300076,8900,276817,8263,23259,3370,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8744206,17423,4080567,33699,1675742,32037,2400728,36178,4663639,36217,2739109,28714,1913094,29047,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1191159,5504,445786,12581,290752,10468,154083,9930,745373,12267,628411,10239,116111,7508,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,757910,3534,227254,9616,158266,8043,68577,5878,530656,9589,412166,8495,117104,6569,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,190832,2576,74300,5049,58999,4521,15301,2820,116532,5310,100898,5007,15569,2208,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,103260,1629,48259,3298,36724,3533,11362,1967,55001,3404,38190,2807,16157,2489,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3810226,10857,1867192,28627,1194214,25682,670823,18977,1943034,27710,1369517,23444,569619,16501,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2347924,9470,1162045,20951,878141,20665,283251,11192,1185879,21278,996882,19600,186412,9068,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,289374,3066,92396,6194,65086,5801,27242,4295,196978,6505,142010,6407,54783,4843,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,412236,2744,200839,8392,161018,8209,39725,4297,211397,8238,190205,8436,21123,3981,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2890513,6570,1180785,20136,772681,17589,405746,14233,1709728,18548,1328241,17950,378608,13623,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1503452,6191,680612,14803,587525,14389,92459,6744,822840,14570,768988,13286,53246,4866,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,694268,3534,255078,9464,218750,9064,36051,4241,439190,9079,406751,8164,31843,4218,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,688943,4400,279951,9108,214679,8424,65249,5523,408992,9250,367418,8429,40980,4464,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,943560,5222,438938,10283,399776,10215,38694,4443,504622,10079,474829,10158,28814,3448,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1043036,5896,511409,12475,477208,11926,33947,4542,531627,12574,499810,12649,31560,3872,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,246380,2535,101670,5591,93294,5510,8168,2125,144710,5109,135323,5185,9054,1774,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1287167,5139,392289,12317,269452,11119,121942,7171,894878,11922,685926,11181,205492,8516,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1336067,5188,402649,12043,263816,11638,138479,8836,933418,12814,701486,11020,225824,8777,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2133395,7614,951997,16386,816408,16046,134707,7303,1181398,14543,1049279,14411,131045,6191,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1233088,4041,403468,10656,293833,10649,109099,6437,829620,10243,730285,9995,97282,6772,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,684715,5204,391899,11082,371902,10424,19344,3745,292816,10083,283401,9750,9353,1975,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1316064,5997,587166,13662,528707,13450,57669,5429,728898,13240,682488,13660,45630,3919,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,212834,2068,92000,4206,89136,3823,2846,1666,120834,3940,116347,4025,4317,1397,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
