GEO_ID,C18104_001E,C18104_001M,C18104_002E,C18104_002M,C18104_003E,C18104_003M,C18104_004E,C18104_004M,C18104_005E,C18104_005M,C18104_006E,C18104_006M,C18104_007E,C18104_007M,C18104_008E,C18104_008M,C18104_009E,C18104_009M,C18104_010E,C18104_010M,C18104_011E,C18104_011M,C18104_012E,C18104_012M,C18104_013E,C18104_013M,C18104_014E,C18104_014M,C18104_015E,C18104_015M,C18104_016E,C18104_016M,C18104_017E,C18104_017M,C18104_018E,C18104_018M,C18104_019E,C18104_019M,C18104_020E,C18104_020M,C18104_021E,C18104_021M,NAME,C18104_001EA,C18104_001MA,C18104_002MA,C18104_002EA,C18104_003EA,C18104_003MA,C18104_004EA,C18104_004MA,C18104_005MA,C18104_005EA,C18104_006EA,C18104_006MA,C18104_007EA,C18104_007MA,C18104_008MA,C18104_008EA,C18104_009EA,C18104_009MA,C18104_010MA,C18104_010EA,C18104_011MA,C18104_011EA,C18104_012EA,C18104_012MA,C18104_013MA,C18104_013EA,C18104_014MA,C18104_014EA,C18104_015EA,C18104_015MA,C18104_016MA,C18104_016EA,C18104_017MA,C18104_017EA,C18104_018EA,C18104_018MA,C18104_019MA,C18104_019EA,C18104_020EA,C18104_020MA,C18104_021EA,C18104_021MA,state
0400000US01,4463027,3655,2137360,5880,415809,3961,22735,2466,393074,4456,1418723,4731,78778,4720,1339945,6987,302828,1900,27175,2198,275653,2544,2325667,4666,399681,3242,12383,1629,387298,3575,1526743,3765,83680,4690,1443063,5949,399243,1967,47766,3023,351477,3617,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,657543,1921,339435,2514,69544,1700,2060,759,67484,1807,237630,1974,9254,1661,228376,2684,32261,848,3258,886,29003,1179,318108,1895,63636,1571,2064,751,61572,1680,222146,1283,9203,1683,212943,1952,32326,832,3649,762,28677,1198,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6091145,2050,2985697,2855,602505,1744,24568,2430,577937,2894,1920087,2842,80382,4961,1839705,5154,463105,1334,34150,3085,428955,3038,3105448,2613,580919,1609,10556,1856,570363,2369,1980813,2354,79699,4917,1901114,5304,543716,1448,46182,3087,497534,3287,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2716833,2704,1326964,4604,268655,3444,20410,2408,248245,3972,862503,3593,53941,4175,808562,5435,195806,1562,18909,1740,176897,2317,1389869,4311,250289,3194,9752,1996,240537,3631,897397,3109,51723,4252,845674,5410,242183,2000,28996,2230,213187,3025,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35331067,5998,17399664,7701,3406028,3716,133152,6187,3272876,6807,11917914,6910,433004,12884,11484910,14001,2075722,3272,193249,6095,1882473,6464,17931403,6353,3251441,3540,68439,5097,3183002,6471,12058604,4800,405838,12669,11652766,13921,2621358,3316,301521,10139,2319837,10167,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4839699,3499,2399000,4366,460882,3139,17775,2209,443107,3736,1653136,3953,62976,3978,1590160,5387,284982,1510,20658,2306,264324,2686,2440699,4220,444736,3321,9198,1512,435538,3605,1651804,2894,58773,4586,1593031,5362,344159,1664,27147,2497,317012,3104,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3350671,1584,1621714,2540,301805,1678,14385,2087,287420,2557,1093523,1944,38899,3621,1054624,4310,226386,1298,14942,1904,211444,2053,1728957,2490,291616,1458,7328,1362,284288,1938,1142172,1698,38096,3309,1104076,3924,295169,1346,23325,2099,271844,2546,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,855267,1151,408863,1194,74358,711,4616,993,69742,1238,270719,1081,11517,1545,259202,1715,63786,493,4894,869,58892,966,446404,1126,72746,686,2548,850,70198,1094,294419,998,14243,2041,280176,2460,79239,492,7057,1253,72182,1390,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,594772,656,277490,741,35045,410,2780,863,32265,961,213223,658,9131,1455,204092,1475,29222,519,2427,565,26795,723,317282,801,35181,411,1256,598,33925,717,239930,641,8666,1435,231264,1669,42171,552,4866,1085,37305,1236,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18171078,5381,8784022,8269,1510052,5559,84882,5785,1425170,7229,5663869,6338,253501,10392,5410368,12104,1610101,3180,129098,5817,1481003,7396,9387056,6304,1435734,4610,39988,4028,1395746,5900,5983026,4806,228995,9679,5754031,10799,1968296,3245,188038,7452,1780258,8354,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
