GEO_ID,B27007_001E,B27007_001M,B27007_002E,B27007_002M,B27007_003E,B27007_003M,B27007_004E,B27007_004M,B27007_005E,B27007_005M,B27007_006E,B27007_006M,B27007_007E,B27007_007M,B27007_008E,B27007_008M,B27007_009E,B27007_009M,B27007_010E,B27007_010M,B27007_011E,B27007_011M,B27007_012E,B27007_012M,B27007_013E,B27007_013M,B27007_014E,B27007_014M,B27007_015E,B27007_015M,B27007_016E,B27007_016M,B27007_017E,B27007_017M,B27007_018E,B27007_018M,B27007_019E,B27007_019M,B27007_020E,B27007_020M,B27007_021E,B27007_021M,B27007_022E,B27007_022M,B27007_023E,B27007_023M,B27007_024E,B27007_024M,B27007_025E,B27007_025M,B27007_026E,B27007_026M,B27007_027E,B27007_027M,B27007_028E,B27007_028M,B27007_029E,B27007_029M,B27007_030E,B27007_030M,B27007_031E,B27007_031M,B27007_032E,B27007_032M,B27007_033E,B27007_033M,B27007_034E,B27007_034M,B27007_035E,B27007_035M,B27007_036E,B27007_036M,B27007_037E,B27007_037M,B27007_038E,B27007_038M,B27007_039E,B27007_039M,B27007_040E,B27007_040M,B27007_041E,B27007_041M,B27007_042E,B27007_042M,B27007_043E,B27007_043M,B27007_044E,B27007_044M,B27007_045E,B27007_045M,B27007_046E,B27007_046M,B27007_047E,B27007_047M,B27007_048E,B27007_048M,B27007_049E,B27007_049M,B27007_050E,B27007_050M,B27007_051E,B27007_051M,B27007_052E,B27007_052M,B27007_053E,B27007_053M,B27007_054E,B27007_054M,B27007_055E,B27007_055M,B27007_056E,B27007_056M,B27007_057E,B27007_057M,NAME,B27007_001EA,B27007_001MA,B27007_002MA,B27007_002EA,B27007_003EA,B27007_003MA,B27007_004EA,B27007_004MA,B27007_005MA,B27007_005EA,B27007_006EA,B27007_006MA,B27007_007EA,B27007_007MA,B27007_008EA,B27007_008MA,B27007_009EA,B27007_009MA,B27007_010EA,B27007_010MA,B27007_011EA,B27007_011MA,B27007_012MA,B27007_012EA,B27007_013MA,B27007_013EA,B27007_014MA,B27007_014EA,B27007_015EA,B27007_015MA,B27007_016MA,B27007_016EA,B27007_017MA,B27007_017EA,B27007_018EA,B27007_018MA,B27007_019EA,B27007_019MA,B27007_020MA,B27007_020EA,B27007_021EA,B27007_021MA,B27007_022MA,B27007_022EA,B27007_023MA,B27007_023EA,B27007_024EA,B27007_024MA,B27007_025MA,B27007_025EA,B27007_026EA,B27007_026MA,B27007_027MA,B27007_027EA,B27007_028EA,B27007_028MA,B27007_029EA,B27007_029MA,B27007_030MA,B27007_030EA,B27007_031EA,B27007_031MA,B27007_032EA,B27007_032MA,B27007_033MA,B27007_033EA,B27007_034EA,B27007_034MA,B27007_035EA,B27007_035MA,B27007_036MA,B27007_036EA,B27007_037EA,B27007_037MA,B27007_038EA,B27007_038MA,B27007_039MA,B27007_039EA,B27007_040EA,B27007_040MA,B27007_041EA,B27007_041MA,B27007_042MA,B27007_042EA,B27007_043EA,B27007_043MA,B27007_044EA,B27007_044MA,B27007_045MA,B27007_045EA,B27007_046EA,B27007_046MA,B27007_047MA,B27007_047EA,B27007_048MA,B27007_048EA,B27007_049EA,B27007_049MA,B27007_050MA,B27007_050EA,B27007_051MA,B27007_051EA,B27007_052EA,B27007_052MA,B27007_053MA,B27007_053EA,B27007_054MA,B27007_054EA,B27007_055EA,B27007_055MA,B27007_056EA,B27007_056MA,B27007_057EA,B27007_057MA,state
0400000US01,4755381,1814,2284668,5599,179773,4207,94040,4728,85733,4377,383344,4647,152271,6567,231073,6484,243352,4259,27110,3091,216242,5476,288265,4614,17892,2081,270373,4861,279410,3586,21066,3208,258344,4395,313967,2963,24214,2541,289753,3229,293729,1999,33745,2677,259984,3399,190180,1968,22065,2194,168115,2457,112648,1728,15081,2006,97567,2550,2470713,5159,175160,3797,89744,4996,85416,4106,369567,3768,151256,5464,218311,5197,244927,3282,38422,3567,206505,4494,307208,4066,42652,3547,264556,5272,314523,3522,37522,3074,277001,4220,337379,2481,37997,3324,299382,4035,322706,1851,39032,3017,283674,3335,224389,1875,32547,2376,191842,2558,174854,1842,35039,2405,139815,2640,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,712248,1963,366864,2541,32520,1140,11879,1329,20641,1193,64453,1770,19031,1873,45422,2314,41124,1698,2335,703,38789,1780,53122,1828,4371,957,48751,2021,44886,1749,3697,1083,41189,1792,50630,1328,3293,919,47337,1448,47868,960,4472,1036,43396,1300,22353,942,1939,539,20414,947,9908,768,1507,511,8401,866,345384,2157,32990,1529,13102,1695,19888,1921,57922,1803,19044,2084,38878,2297,36049,1261,5485,1359,30564,1736,51378,1318,6237,1033,45141,1689,42352,1227,3129,627,39223,1167,49128,1073,4024,905,45104,1241,43239,814,3284,895,39955,1237,20604,843,2251,559,18353,897,11722,617,3332,761,8390,860,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6521226,1734,3207062,2887,265183,4042,113511,5029,151672,4447,558687,4205,195045,7925,363642,7776,326762,2780,39601,3230,287161,4491,425036,3282,48192,3866,376844,5206,401090,2253,39150,3445,361940,3922,403433,1984,44357,3135,359076,3619,363766,1445,36976,3081,326790,3170,275142,1670,25743,2249,249399,2876,187963,1227,22021,2181,165942,2103,3314164,2699,255713,3782,104346,4392,151367,4783,533922,3863,193162,6959,340760,7380,319421,1819,64081,4468,255340,4678,425403,2362,85235,4978,340168,5058,409803,1821,65604,3952,344199,3925,418774,1670,52620,3218,366154,3601,407412,1292,41690,2978,365722,3167,310038,1235,37148,2696,272890,2742,233678,1241,33020,2251,200658,2483,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2907014,1233,1427846,4941,125825,3669,72200,4839,53625,3774,243712,4285,120032,5588,123680,5229,143084,3384,15016,1852,128068,3625,183693,4213,14976,2050,168717,4332,173279,3081,12920,1473,160359,3059,187840,3143,17315,2209,170525,3618,174607,1658,20414,2176,154193,2665,119768,1332,12415,1728,107353,1977,76038,1155,10576,1165,65462,1614,1479168,4700,110963,3302,64272,3835,46691,3384,228625,3962,112274,4984,116351,5139,138908,2462,20321,2233,118587,2838,188463,3491,27705,2913,160758,3695,186682,3062,21113,2191,165569,3646,194570,2228,21971,2235,172599,2798,188774,1745,21953,2030,166821,2878,137191,1477,21567,1965,115624,2120,104992,1495,19586,1729,85406,1712,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37831553,5167,18678471,8174,1544605,9273,710328,11253,834277,11480,3140230,9566,1206766,17311,1933464,17762,1990437,5393,257942,7907,1732495,9163,2761996,5444,239522,8750,2522474,9734,2516012,5082,233774,7393,2282238,9546,2544631,3997,254933,7703,2289698,8520,2104838,2803,244173,8048,1860665,8373,1239368,2545,182446,6309,1056922,6559,836354,2691,169291,5588,667063,5755,19153082,6595,1474376,8848,676794,10647,797582,11164,2998744,9025,1153447,15731,1845297,18306,1922021,3846,350801,9716,1571220,11402,2699300,3515,442384,9203,2256916,8725,2563856,3779,366828,8071,2197028,8266,2604238,2991,319506,9818,2284732,10032,2269189,2414,309454,8859,1959735,9140,1428312,2553,257610,8288,1170702,8801,1193046,2975,302034,7362,891012,7730,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5173272,2685,2571218,4738,207533,3668,77303,4408,130230,4158,425567,4242,117321,5559,308246,6336,253817,3558,22580,2424,231237,4138,377414,3735,30542,2818,346872,4734,355744,3044,23010,2645,332734,3862,347512,2629,23276,2263,324236,3471,318649,1686,24787,2355,293862,2893,181353,1445,15815,1734,165538,2217,103629,1327,12434,1290,91195,1583,2602054,4073,196257,3886,72915,3897,123342,4385,409834,4312,115967,5584,293867,6749,240889,2145,34343,2606,206546,3140,372187,3081,49162,3963,323025,4655,346376,2587,34148,2608,312228,3348,357361,2122,27079,2753,330282,2823,334991,1945,28220,2603,306771,2850,197218,1766,18620,1748,178598,2124,146941,1868,21538,1872,125403,2409,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541409,1156,1718699,2659,118865,2752,45079,3589,73786,3618,279925,2900,88406,3976,191519,4059,171600,1501,21937,3142,149663,3186,212035,1698,25220,3553,186815,3779,213632,1589,25559,2698,188073,2844,267654,1488,25534,2973,242120,3419,228602,913,19167,2593,209435,2600,133728,826,10932,1810,122796,1926,92658,1166,9948,1248,82710,1679,1822710,2714,114793,2384,45859,3311,68934,3544,270576,2866,80322,4561,190254,4822,166172,1517,29715,3398,136457,3820,217883,1625,47501,3145,170382,3148,227989,1482,35740,2794,192249,3071,284237,1091,31598,2838,252639,3087,245891,926,23546,2346,222345,2382,154423,973,19411,1897,135012,2061,140746,1503,25819,2126,114927,2337,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,911502,1114,437592,1253,35754,1466,15688,1894,20066,1807,67333,1523,23976,2243,43357,2429,44355,663,6705,1307,37650,1451,56141,1006,6193,1139,49948,1478,52652,888,6708,1380,45944,1568,61152,756,7836,1341,53316,1521,56419,677,6682,1098,49737,1334,39458,555,3029,669,36429,858,24328,538,3182,727,21146,885,473910,1235,33363,1495,12999,1900,20364,2215,66889,1553,24110,2753,42779,2583,45687,714,11774,1631,33913,1896,59343,1106,14667,2112,44676,2167,57455,1112,9926,1566,47529,1713,68179,944,10709,1709,57470,1751,63755,729,6969,1084,56786,1210,45855,526,4598,820,41257,973,33384,540,4397,917,28987,996,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635833,581,298312,741,23832,809,11520,1389,12312,1305,32035,891,16866,1731,15169,1617,36013,593,7233,1124,28780,1230,65437,642,8498,1627,56939,1850,43171,546,5558,905,37613,1034,37719,426,9487,1353,28232,1351,30883,390,7219,1252,23664,1284,17648,534,3801,815,13847,863,11574,675,2619,761,8955,776,337521,821,24158,1108,11358,1467,12800,1349,31262,1118,16944,1703,14318,1504,43536,160,10815,1436,32721,1466,77557,268,14234,1756,63323,1822,44988,130,10681,1426,34307,1450,37282,373,10317,1240,26965,1252,36567,274,9481,1284,27086,1278,22824,392,5011,964,17813,948,19347,497,5406,827,13941,829,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19245127,3839,9333945,8603,664760,6663,334707,9326,330053,8144,1395215,7113,507954,13076,887261,12692,874610,5099,87697,5295,786913,7418,1173841,6011,98440,5545,1075401,7877,1146955,5913,94689,6208,1052266,6645,1301898,5130,105092,5910,1196806,6888,1166565,3295,108831,5777,1057734,7061,919338,3041,101466,4896,817872,5685,690763,3082,87893,3943,602870,4751,9911182,7269,635168,7689,315606,9578,319562,9266,1324692,7203,492462,13219,832230,15267,869636,4841,129669,6347,739967,7606,1194412,4768,189468,8535,1004944,9637,1212030,4534,137926,6943,1074104,8622,1385275,4376,117324,6020,1267951,7384,1321673,3135,128851,5755,1192822,7239,1051243,2953,143475,6452,907768,6311,917053,2929,162622,6020,754431,5703,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
