GEO_ID,C23002A_001E,C23002A_001M,C23002A_002E,C23002A_002M,C23002A_003E,C23002A_003M,C23002A_004E,C23002A_004M,C23002A_005E,C23002A_005M,C23002A_006E,C23002A_006M,C23002A_007E,C23002A_007M,C23002A_008E,C23002A_008M,C23002A_009E,C23002A_009M,C23002A_010E,C23002A_010M,C23002A_011E,C23002A_011M,C23002A_012E,C23002A_012M,C23002A_013E,C23002A_013M,C23002A_014E,C23002A_014M,C23002A_015E,C23002A_015M,C23002A_016E,C23002A_016M,C23002A_017E,C23002A_017M,C23002A_018E,C23002A_018M,C23002A_019E,C23002A_019M,C23002A_020E,C23002A_020M,C23002A_021E,C23002A_021M,C23002A_022E,C23002A_022M,C23002A_023E,C23002A_023M,C23002A_024E,C23002A_024M,C23002A_025E,C23002A_025M,C23002A_026E,C23002A_026M,C23002A_027E,C23002A_027M,NAME,C23002A_001MA,C23002A_001EA,C23002A_002MA,C23002A_002EA,C23002A_003EA,C23002A_003MA,C23002A_004MA,C23002A_004EA,C23002A_005EA,C23002A_005MA,C23002A_006EA,C23002A_006MA,C23002A_007MA,C23002A_007EA,C23002A_008EA,C23002A_008MA,C23002A_009EA,C23002A_009MA,C23002A_010EA,C23002A_010MA,C23002A_011MA,C23002A_011EA,C23002A_012EA,C23002A_012MA,C23002A_013EA,C23002A_013MA,C23002A_014MA,C23002A_014EA,C23002A_015EA,C23002A_015MA,C23002A_016MA,C23002A_016EA,C23002A_017MA,C23002A_017EA,C23002A_018EA,C23002A_018MA,C23002A_019EA,C23002A_019MA,C23002A_020MA,C23002A_020EA,C23002A_021EA,C23002A_021MA,C23002A_022MA,C23002A_022EA,C23002A_023EA,C23002A_023MA,C23002A_024EA,C23002A_024MA,C23002A_025EA,C23002A_025MA,C23002A_026MA,C23002A_026EA,C23002A_027MA,C23002A_027EA,state
0400000US01,2710706,5834,1319171,4604,1065213,4755,810685,7993,8960,1669,801725,8165,740042,8260,61683,3923,254528,7617,253958,769,48249,3018,46062,3044,2187,628,205709,3125,1391535,3541,1066457,3627,669856,7476,683,318,669173,7519,613851,7363,55322,4174,396601,7641,325078,838,37746,2721,36727,2715,1019,460,287332,2837,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,393303,2060,210515,1506,184621,1510,155602,2795,10965,1394,144637,2929,134991,3117,9646,1393,29019,2459,25894,387,8086,1188,7237,992,849,538,17808,1199,182788,1468,158163,1471,117674,2473,1275,491,116399,2563,109710,2632,6689,1211,40489,2465,24625,507,5140,912,4916,887,224,165,19485,895,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4187690,15231,2064666,8773,1637549,8396,1249616,9212,10069,1443,1239547,9245,1135236,9690,104311,5600,387933,9250,427117,1926,72540,3455,67279,3442,5261,867,354577,3826,2123024,9387,1626140,8975,1075647,10645,1624,605,1074023,10670,991998,11075,82025,4834,550493,11855,496884,1846,59928,2937,55791,2741,4137,1046,436956,3480,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1853218,4571,904706,2873,725334,2718,545158,6007,3177,1125,541981,6010,501643,5873,40338,3129,180176,5736,179372,806,35358,2433,33984,2300,1374,563,144014,2466,948512,3282,725941,3282,465121,7405,664,434,464457,7376,435436,7086,29021,2952,260820,6779,222571,788,27899,2338,27057,2313,842,355,194672,2348,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,19084043,45539,9493405,27054,7936165,26405,6235232,30813,83683,4631,6151549,30713,5561775,30007,589774,12780,1700933,20087,1557240,4747,361354,6901,334791,6311,26563,2657,1195886,7452,9590638,23619,7656068,22330,5107645,22851,10714,2079,5096931,23280,4617270,23768,479661,12187,2548423,21797,1934570,5670,277664,7588,259810,7488,17854,1824,1656906,8500,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3545673,11946,1771840,7468,1502334,7087,1239902,9441,24865,2166,1215037,9748,1133824,9765,81213,4960,262432,8209,269506,1176,67063,3275,63760,3051,3303,789,202443,3272,1773833,6976,1449937,6963,1052619,10039,2641,858,1049978,10081,982447,10643,67531,4076,397318,9832,323896,1429,52265,2251,50010,2368,2255,596,271631,2701,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2303282,9110,1106367,6071,896814,5717,741671,6514,5823,1177,735848,6621,670639,6316,65209,3731,155143,5831,209553,965,57806,2344,54544,2368,3262,822,151747,2378,1196915,4437,919254,4414,686144,7520,775,518,685369,7527,635370,7981,49999,3647,233110,6478,277661,1158,44689,2446,41948,2397,2741,659,232972,2550,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,528402,3663,254503,2411,199900,2368,160365,3140,1359,581,159006,3099,145253,3181,13753,1820,39535,2214,54603,262,11476,1175,10868,1151,608,313,43127,1202,273899,2009,206316,1962,148337,3554,194,297,148143,3532,137105,3565,11038,1635,57979,3560,67583,233,8658,1102,8089,1069,569,289,58925,1070,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,236009,3733,118085,2348,106175,2236,93020,2732,2023,580,90997,2720,86862,2792,4135,1255,13155,1811,11910,462,5663,701,5300,698,363,269,6247,735,117924,1816,104146,1723,86003,2163,326,286,85677,2152,82582,2082,3095,954,18143,1708,13778,513,4030,740,3994,752,36,58,9748,939,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12498114,17607,6084632,11202,4624571,11082,3587406,18339,35408,3193,3551998,18936,3244843,21235,307155,11456,1037165,18641,1460061,2882,265611,7261,246921,7107,18690,2112,1194450,8042,6413482,11842,4643795,11860,3143230,21878,5343,1424,3137887,21726,2876706,22119,261181,8728,1500565,20782,1769687,3172,208697,7091,194725,6756,13972,1913,1560990,7795,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
