GEO_ID,B27003_001E,B27003_001M,B27003_002E,B27003_002M,B27003_003E,B27003_003M,B27003_004E,B27003_004M,B27003_005E,B27003_005M,B27003_006E,B27003_006M,B27003_007E,B27003_007M,B27003_008E,B27003_008M,B27003_009E,B27003_009M,B27003_010E,B27003_010M,B27003_011E,B27003_011M,B27003_012E,B27003_012M,B27003_013E,B27003_013M,B27003_014E,B27003_014M,B27003_015E,B27003_015M,B27003_016E,B27003_016M,B27003_017E,B27003_017M,B27003_018E,B27003_018M,B27003_019E,B27003_019M,B27003_020E,B27003_020M,B27003_021E,B27003_021M,B27003_022E,B27003_022M,B27003_023E,B27003_023M,B27003_024E,B27003_024M,B27003_025E,B27003_025M,B27003_026E,B27003_026M,B27003_027E,B27003_027M,B27003_028E,B27003_028M,B27003_029E,B27003_029M,B27003_030E,B27003_030M,B27003_031E,B27003_031M,B27003_032E,B27003_032M,B27003_033E,B27003_033M,B27003_034E,B27003_034M,B27003_035E,B27003_035M,B27003_036E,B27003_036M,B27003_037E,B27003_037M,B27003_038E,B27003_038M,B27003_039E,B27003_039M,B27003_040E,B27003_040M,B27003_041E,B27003_041M,B27003_042E,B27003_042M,B27003_043E,B27003_043M,B27003_044E,B27003_044M,B27003_045E,B27003_045M,B27003_046E,B27003_046M,B27003_047E,B27003_047M,B27003_048E,B27003_048M,B27003_049E,B27003_049M,B27003_050E,B27003_050M,B27003_051E,B27003_051M,B27003_052E,B27003_052M,B27003_053E,B27003_053M,B27003_054E,B27003_054M,B27003_055E,B27003_055M,B27003_056E,B27003_056M,B27003_057E,B27003_057M,NAME,B27003_001EA,B27003_001MA,B27003_002MA,B27003_002EA,B27003_003EA,B27003_003MA,B27003_004EA,B27003_004MA,B27003_005MA,B27003_005EA,B27003_006EA,B27003_006MA,B27003_007EA,B27003_007MA,B27003_008EA,B27003_008MA,B27003_009MA,B27003_009EA,B27003_010EA,B27003_010MA,B27003_011EA,B27003_011MA,B27003_012MA,B27003_012EA,B27003_013EA,B27003_013MA,B27003_014EA,B27003_014MA,B27003_015MA,B27003_015EA,B27003_016EA,B27003_016MA,B27003_017EA,B27003_017MA,B27003_018MA,B27003_018EA,B27003_019EA,B27003_019MA,B27003_020EA,B27003_020MA,B27003_021MA,B27003_021EA,B27003_022EA,B27003_022MA,B27003_023EA,B27003_023MA,B27003_024MA,B27003_024EA,B27003_025EA,B27003_025MA,B27003_026EA,B27003_026MA,B27003_027EA,B27003_027MA,B27003_028EA,B27003_028MA,B27003_029MA,B27003_029EA,B27003_030EA,B27003_030MA,B27003_031EA,B27003_031MA,B27003_032MA,B27003_032EA,B27003_033MA,B27003_033EA,B27003_034EA,B27003_034MA,B27003_035MA,B27003_035EA,B27003_036EA,B27003_036MA,B27003_037MA,B27003_037EA,B27003_038EA,B27003_038MA,B27003_039EA,B27003_039MA,B27003_040MA,B27003_040EA,B27003_041MA,B27003_041EA,B27003_042MA,B27003_042EA,B27003_043MA,B27003_043EA,B27003_044EA,B27003_044MA,B27003_045MA,B27003_045EA,B27003_046MA,B27003_046EA,B27003_047MA,B27003_047EA,B27003_048EA,B27003_048MA,B27003_049EA,B27003_049MA,B27003_050MA,B27003_050EA,B27003_051MA,B27003_051EA,B27003_052EA,B27003_052MA,B27003_053EA,B27003_053MA,B27003_054MA,B27003_054EA,B27003_055MA,B27003_055EA,B27003_056EA,B27003_056MA,B27003_057EA,B27003_057MA,state
0400000US01,4755381,1814,2284668,5599,179773,4207,94581,4685,85192,4297,383344,4647,154550,6647,228794,6638,243352,4259,28930,3246,214422,5539,288265,4614,24124,2653,264141,4858,279410,3586,33802,3510,245608,4691,313967,2963,49175,3446,264792,3958,293729,1999,78809,3573,214920,4044,190180,1968,183608,2284,6572,1342,112648,1728,111166,1778,1482,744,2470713,5159,175160,3797,91103,4942,84057,3892,369567,3768,152991,5470,216576,5162,244927,3282,40548,3467,204379,4501,307208,4066,45419,3689,261789,5387,314523,3522,45468,3340,269055,4211,337379,2481,55800,3929,281579,4376,322706,1851,74958,3989,247748,3848,224389,1875,217581,2007,6808,1317,174854,1842,172224,1929,2630,982,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,712248,1963,366864,2541,32520,1140,11962,1335,20558,1183,64453,1770,19073,1878,45380,2321,41124,1698,2658,765,38466,1760,53122,1828,5914,1143,47208,1956,44886,1749,6086,1371,38800,1817,50630,1328,7076,1194,43554,1337,47868,960,10565,1452,37303,1563,22353,942,20452,982,1901,635,9908,768,9737,759,171,194,345384,2157,32990,1529,13113,1697,19877,1922,57922,1803,19222,2060,38700,2276,36049,1261,5871,1362,30178,1758,51378,1318,6913,1036,44465,1690,42352,1227,3726,675,38626,1230,49128,1073,5220,1001,43908,1331,43239,814,5276,1120,37963,1356,20604,843,19005,835,1599,662,11722,617,11569,662,153,170,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6521226,1734,3207062,2887,265183,4042,113928,5018,151255,4423,558687,4205,197277,7832,361410,7726,326762,2780,41676,3403,285086,4638,425036,3282,57980,4238,367056,5212,401090,2253,52014,3988,349076,4258,403433,1984,65657,3861,337776,4156,363766,1445,82533,4083,281233,4074,275142,1670,261974,2352,13168,1927,187963,1227,184757,1455,3206,826,3314164,2699,255713,3782,104919,4370,150794,4760,533922,3863,194542,6956,339380,7411,319421,1819,65763,4493,253658,4725,425403,2362,89115,5038,336288,5231,409803,1821,70618,3976,339185,3951,418774,1670,63034,3649,355740,3959,407412,1292,68278,3678,339134,3743,310038,1235,297221,1817,12817,1504,233678,1241,230365,1561,3313,866,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2907014,1233,1427846,4941,125825,3669,73086,4924,52739,3786,243712,4285,121005,5604,122707,5172,143084,3384,15940,1918,127144,3655,183693,4213,19768,2310,163925,4292,173279,3081,22152,2287,151127,3275,187840,3143,32791,2742,155049,4085,174607,1658,56000,2952,118607,3384,119768,1332,116499,1679,3269,954,76038,1155,75114,1188,924,443,1479168,4700,110963,3302,64676,3808,46287,3367,228625,3962,113447,5007,115178,5201,138908,2462,20981,2303,117927,2864,188463,3491,29784,2986,158679,3676,186682,3062,25243,2443,161439,3885,194570,2228,31928,2608,162642,2806,188774,1745,44151,2589,144623,3207,137191,1477,134068,1487,3123,879,104992,1495,104002,1611,990,489,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37831553,5167,18678471,8174,1544605,9273,720109,11401,824496,11475,3140230,9566,1225690,17379,1914540,17393,1990437,5393,272110,8030,1718327,9158,2761996,5444,288069,9311,2473927,10263,2516012,5082,274859,7940,2241153,10052,2544631,3997,327027,9296,2217604,9564,2104838,2803,409118,9373,1695720,9824,1239368,2545,1142524,5460,96844,4718,836354,2691,813589,3803,22765,2502,19153082,6595,1474376,8848,686300,10726,788076,11137,2998744,9025,1170908,15662,1827836,17988,1922021,3846,364506,9903,1557515,11504,2699300,3515,460980,9498,2238320,9116,2563856,3779,391474,8288,2172382,8616,2604238,2991,361464,10445,2242774,10683,2269189,2414,409319,9864,1859870,10305,1428312,2553,1319368,5633,108944,4950,1193046,2975,1164336,3768,28710,2706,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5173272,2685,2571218,4738,207533,3668,78449,4489,129084,4105,425567,4242,119197,5629,306370,6372,253817,3558,24491,2712,229326,4272,377414,3735,42164,3312,335250,5167,355744,3044,31726,2719,324018,4031,347512,2629,36328,2527,311184,3574,318649,1686,57109,2917,261540,3458,181353,1445,171951,1741,9402,1371,103629,1327,102215,1428,1414,491,2602054,4073,196257,3886,74176,3853,122081,4298,409834,4312,118110,5603,291724,6744,240889,2145,35369,2644,205520,3161,372187,3081,51527,4063,320660,4646,346376,2587,37638,2698,308738,3458,357361,2122,36365,3287,320996,3489,334991,1945,45189,3250,289802,3439,197218,1766,187131,1957,10087,1365,146941,1868,145054,2034,1887,635,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541409,1156,1718699,2659,118865,2752,45195,3608,73670,3632,279925,2900,89484,4073,190441,4101,171600,1501,22730,3162,148870,3183,212035,1698,28754,3622,183281,3773,213632,1589,29293,2969,184339,2982,267654,1488,35348,3140,232306,3613,228602,913,36098,3112,192504,3140,133728,826,124317,1456,9411,1296,92658,1166,91687,1191,971,444,1822710,2714,114793,2384,46207,3363,68586,3505,270576,2866,80577,4521,189999,4785,166172,1517,30699,3429,135473,3862,217883,1625,48942,3253,168941,3240,227989,1482,37855,2793,190134,3164,284237,1091,37971,3255,246266,3483,245891,926,35153,2682,210738,2693,154423,973,144492,1723,9931,1506,140746,1503,138439,1644,2307,654,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,911502,1114,437592,1253,35754,1466,15889,1890,19865,1759,67333,1523,24253,2241,43080,2423,44355,663,7089,1371,37266,1492,56141,1006,7100,1173,49041,1486,52652,888,7997,1413,44655,1650,61152,756,10355,1330,50797,1520,56419,677,12617,1570,43802,1725,39458,555,37774,791,1684,627,24328,538,23795,494,533,336,473910,1235,33363,1495,13424,1910,19939,2186,66889,1553,24419,2754,42470,2570,45687,714,12391,1611,33296,1807,59343,1106,15057,2105,44286,2186,57455,1112,10635,1615,46820,1765,68179,944,12786,1902,55393,1807,63755,729,11825,1620,51930,1617,45855,526,44031,682,1824,585,33384,540,33162,522,222,189,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635833,581,298312,741,23832,809,11520,1389,12312,1305,32035,891,17038,1734,14997,1610,36013,593,7342,1102,28671,1205,65437,642,9359,1680,56078,1861,43171,546,6177,954,36994,1006,37719,426,11127,1378,26592,1343,30883,390,9106,1314,21777,1322,17648,534,15738,741,1910,566,11574,675,11168,707,406,218,337521,821,24158,1108,11477,1468,12681,1357,31262,1118,17015,1678,14247,1479,43536,160,11146,1455,32390,1487,77557,268,14699,1761,62858,1824,44988,130,11099,1492,33889,1515,37282,373,11141,1284,26141,1293,36567,274,10842,1248,25725,1233,22824,392,20355,554,2469,506,19347,497,18409,688,938,438,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19245127,3839,9333945,8603,664760,6663,338232,9283,326528,8228,1395215,7113,515173,12721,880042,12253,874610,5099,93263,5361,781347,7414,1173841,6011,123950,6195,1049891,8590,1146955,5913,121845,5768,1025110,6686,1301898,5130,177577,6109,1124321,7219,1166565,3295,255843,7995,910722,8540,919338,3041,867872,4783,51466,3900,690763,3082,676254,3680,14509,2260,9911182,7269,635168,7689,318418,9497,316750,9002,1324692,7203,498768,13671,825924,15684,869636,4841,134464,6322,735172,7479,1194412,4768,198912,8440,995500,9393,1212030,4534,152363,7204,1059667,8700,1385275,4376,153751,6757,1231524,8049,1321673,3135,219415,8292,1102258,9215,1051243,2953,991798,5084,59445,4076,917053,2929,895338,4150,21715,2631,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
