GEO_ID,B08101_001E,B08101_001M,B08101_002E,B08101_002M,B08101_003E,B08101_003M,B08101_004E,B08101_004M,B08101_005E,B08101_005M,B08101_006E,B08101_006M,B08101_007E,B08101_007M,B08101_008E,B08101_008M,B08101_009E,B08101_009M,B08101_010E,B08101_010M,B08101_011E,B08101_011M,B08101_012E,B08101_012M,B08101_013E,B08101_013M,B08101_014E,B08101_014M,B08101_015E,B08101_015M,B08101_016E,B08101_016M,B08101_017E,B08101_017M,B08101_018E,B08101_018M,B08101_019E,B08101_019M,B08101_020E,B08101_020M,B08101_021E,B08101_021M,B08101_022E,B08101_022M,B08101_023E,B08101_023M,B08101_024E,B08101_024M,B08101_025E,B08101_025M,B08101_026E,B08101_026M,B08101_027E,B08101_027M,B08101_028E,B08101_028M,B08101_029E,B08101_029M,B08101_030E,B08101_030M,B08101_031E,B08101_031M,B08101_032E,B08101_032M,B08101_033E,B08101_033M,B08101_034E,B08101_034M,B08101_035E,B08101_035M,B08101_036E,B08101_036M,B08101_037E,B08101_037M,B08101_038E,B08101_038M,B08101_039E,B08101_039M,B08101_040E,B08101_040M,B08101_041E,B08101_041M,B08101_042E,B08101_042M,B08101_043E,B08101_043M,B08101_044E,B08101_044M,B08101_045E,B08101_045M,B08101_046E,B08101_046M,B08101_047E,B08101_047M,B08101_048E,B08101_048M,B08101_049E,B08101_049M,B08101_050E,B08101_050M,B08101_051E,B08101_051M,B08101_052E,B08101_052M,B08101_053E,B08101_053M,B08101_054E,B08101_054M,B08101_055E,B08101_055M,B08101_056E,B08101_056M,NAME,B08101_001MA,B08101_001EA,B08101_002EA,B08101_002MA,B08101_003EA,B08101_003MA,B08101_004EA,B08101_004MA,B08101_005EA,B08101_005MA,B08101_006MA,B08101_006EA,B08101_007MA,B08101_007EA,B08101_008EA,B08101_008MA,B08101_009EA,B08101_009MA,B08101_010EA,B08101_010MA,B08101_011MA,B08101_011EA,B08101_012MA,B08101_012EA,B08101_013MA,B08101_013EA,B08101_014MA,B08101_014EA,B08101_015EA,B08101_015MA,B08101_016MA,B08101_016EA,B08101_017MA,B08101_017EA,B08101_018EA,B08101_018MA,B08101_019EA,B08101_019MA,B08101_020EA,B08101_020MA,B08101_021EA,B08101_021MA,B08101_022MA,B08101_022EA,B08101_023MA,B08101_023EA,B08101_024EA,B08101_024MA,B08101_025EA,B08101_025MA,B08101_026EA,B08101_026MA,B08101_027EA,B08101_027MA,B08101_028MA,B08101_028EA,B08101_029MA,B08101_029EA,B08101_030EA,B08101_030MA,B08101_031EA,B08101_031MA,B08101_032EA,B08101_032MA,B08101_033EA,B08101_033MA,B08101_034MA,B08101_034EA,B08101_035EA,B08101_035MA,B08101_036EA,B08101_036MA,B08101_037MA,B08101_037EA,B08101_038EA,B08101_038MA,B08101_039MA,B08101_039EA,B08101_040MA,B08101_040EA,B08101_041EA,B08101_041MA,B08101_042EA,B08101_042MA,B08101_043EA,B08101_043MA,B08101_044EA,B08101_044MA,B08101_045MA,B08101_045EA,B08101_046EA,B08101_046MA,B08101_047EA,B08101_047MA,B08101_048EA,B08101_048MA,B08101_049EA,B08101_049MA,B08101_050EA,B08101_050MA,B08101_051MA,B08101_051EA,B08101_052EA,B08101_052MA,B08101_053EA,B08101_053MA,B08101_054MA,B08101_054EA,B08101_055EA,B08101_055MA,B08101_056MA,B08101_056EA,state
0400000US01,1983610,17231,60970,4010,200466,6479,856341,10327,449148,7017,194095,6579,123690,5528,98900,4670,1713067,16092,49535,3202,168443,6223,743964,10378,390303,6655,170764,6183,107087,5131,82971,4233,169281,7633,7381,1851,20821,2982,76874,5458,36369,2945,12497,1690,8530,1343,6809,1233,9592,1522,424,268,1975,829,3595,1065,1753,584,761,402,752,371,332,216,20806,2495,2108,660,3953,943,6993,1334,3312,1110,1939,724,754,459,1747,699,20809,2552,785,310,2294,749,8075,1674,5202,1232,1708,666,1147,462,1598,705,50055,3837,737,406,2980,1132,16840,2282,12209,1850,6426,1281,5420,1044,5443,1209,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,357776,5366,14155,1935,41923,2385,154583,3363,75722,2607,34697,2677,21504,1948,15192,1607,238572,6380,8289,1519,26070,2495,103596,4257,51877,2541,25297,2406,14231,1638,9212,1351,46463,3762,3334,1457,6636,1333,21179,2597,8630,1757,2932,948,2457,816,1295,634,6589,1186,250,178,780,435,2475,864,1630,554,533,491,520,279,401,313,31566,2754,1415,383,4767,905,13239,1986,5799,889,2772,630,1893,427,1681,750,19215,2075,647,319,2195,822,8094,1537,4181,911,1969,518,1089,380,1040,452,15371,2129,220,160,1475,916,6000,1186,3605,845,1194,434,1314,521,1563,559,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2754451,16364,96382,4863,294416,5809,1223792,10557,589115,7465,247625,5925,171597,5604,131524,4446,2100376,17326,62444,3815,210688,6744,941431,11304,456976,8919,192643,5295,136036,5064,100158,3982,304044,12325,14954,1883,38555,4152,150687,7679,56718,4052,20876,2064,13099,2007,9155,1500,64986,5490,4900,1530,12538,2361,27430,3495,12116,1899,3498,888,3016,861,1488,490,56982,4507,7452,1395,11290,1892,20889,2737,7638,1282,4620,1266,2366,864,2727,1005,77716,5044,5277,1464,14156,2106,30668,3401,14312,2010,6744,1514,3621,959,2938,892,150347,7170,1355,578,7189,1690,52687,4307,41355,3751,19244,1728,13459,1558,15058,1544,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1223214,12038,42199,3466,124204,4298,533395,8322,268218,5959,113558,4961,75574,3440,66066,3720,1020341,11819,32283,2748,97665,4154,444060,8292,227122,5358,100109,4682,64725,3256,54377,3055,124069,6716,5458,1310,15548,2344,61687,4267,24056,2300,6802,1169,4924,1130,5594,1242,5803,1288,332,283,948,553,1932,777,1693,673,399,259,324,239,175,160,20212,2476,1958,581,3866,1005,7987,1814,2914,794,867,353,1436,549,1184,478,18200,2229,1433,881,3913,1194,6132,1420,3612,994,1316,467,1011,414,783,505,34589,3457,735,379,2264,813,11597,2027,8821,1562,4065,993,3154,811,3953,974,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16745843,39207,403812,9907,1698549,16242,7670165,23964,3704529,17997,1515001,14462,1000189,14717,753598,12722,12260080,42986,239280,7904,1175024,15991,5652995,25064,2769235,19554,1138251,13416,746850,12981,538445,8935,1825475,24341,62466,4003,216628,7675,866479,14575,390957,10520,140370,6337,89349,4567,59226,4114,889921,17947,27507,2965,111517,5469,438215,13366,161193,6156,74496,4551,45371,3077,31622,2717,457693,13269,38740,3460,89013,5877,186885,8808,73885,4682,29276,2736,19623,2267,20271,2129,434841,11066,21129,2572,64522,4682,204836,8356,83549,4806,30059,2517,18659,2153,12087,1416,877833,17079,14690,2168,41845,3832,320755,11357,225710,8098,102549,5030,80337,4418,91947,4990,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2577184,15140,81331,3905,250476,6018,1171881,9934,549209,5639,241533,5475,165793,5397,116961,3935,1923952,17524,52270,3249,171983,6393,877513,11160,421946,6280,185892,5275,128734,5158,85614,3316,250316,8641,12608,1723,32039,3411,124411,6621,45100,2636,18177,2089,11333,1681,6648,1101,86249,4528,4019,945,14845,2193,39678,3143,14713,2142,6094,1225,4022,1050,2878,729,75639,4373,6757,1158,16526,1973,30201,3628,10464,1592,5358,1178,3473,757,2860,1070,63408,4119,2724,1022,8632,1394,30290,3427,11406,1836,4832,1077,3457,675,2067,643,177620,7065,2953,808,6451,1263,69788,4254,45580,3079,21180,1939,14774,1861,16894,1740,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1736156,10689,62219,3156,148097,4259,679165,6545,424746,5965,189310,5139,126456,4309,106163,3537,1353252,13031,39771,2758,100397,4586,533096,7424,340447,6589,152970,4891,102374,4588,84197,3518,143902,6763,8715,1489,16703,2227,62727,4159,28904,2974,13225,2009,7687,1440,5941,1109,89137,5194,3970,1262,11195,1759,35602,3424,20901,2423,7299,1149,5252,1051,4918,1034,54686,4012,6333,1055,13367,1546,17048,2476,10921,1701,3308,904,1538,613,2171,644,20050,2897,1982,859,2275,913,9724,1823,2213,768,1870,805,1500,873,486,250,75129,4216,1448,552,4160,1080,20968,2349,21360,2206,10638,1685,8105,1370,8450,1303,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,423542,6339,12901,1508,42306,2361,174638,3446,99248,2443,39989,3031,30879,2137,23581,1847,340270,7136,8371,1498,30323,2516,139563,3847,81632,2621,34499,2957,25733,1886,20149,1798,38451,3555,2325,838,5400,1500,16952,2157,9021,1509,2178,773,1820,649,755,311,14919,2159,776,421,2785,892,6545,1485,2746,782,961,445,481,352,625,293,9098,1507,943,418,2096,685,3528,881,1145,515,306,186,859,555,221,178,4958,1311,164,151,950,508,2038,993,1158,511,378,272,165,175,105,116,15846,1986,322,289,752,419,6012,1539,3546,786,1667,555,1821,567,1726,519,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,330087,4834,5611,1114,31374,2564,184938,3017,53209,2125,23115,1780,17148,1582,14692,1345,106657,5460,572,314,4724,1012,58800,3899,18245,1976,10468,1489,7691,1193,6157,984,17512,2064,628,478,1355,477,8863,1470,3777,852,1303,521,723,378,863,424,127045,5859,1325,639,14241,1648,73441,3838,21577,2460,6937,1177,5873,1138,3651,823,45003,3716,2381,769,8225,1814,24149,2583,4819,1114,2114,662,1462,555,1853,621,19396,2474,506,344,1582,690,12938,1996,2252,880,1402,723,441,296,275,212,14474,2265,199,208,1247,725,6747,1381,2539,772,891,458,958,420,1893,632,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8353263,33034,212705,7407,786449,14666,3516093,21739,1969529,11820,826642,13036,554359,12365,487486,12204,6652563,35087,146445,6700,594674,12379,2807013,23739,1598390,12704,675556,11696,452139,11512,378346,10546,786821,18680,33667,3087,91977,6041,360823,13258,167588,7446,61388,4177,38776,3853,32602,2924,175495,7663,7294,1447,26279,3141,74102,5330,36115,3744,15236,2145,9166,1573,7303,1704,127509,7074,9169,1728,21892,2664,50117,5051,21689,2912,10535,1915,5349,1145,8758,1583,186694,9132,7105,1194,28762,3840,77776,6332,35972,3442,17114,2069,9162,1585,10803,1704,424181,12099,9025,1851,22865,3142,146262,7244,109775,6120,46813,4562,39767,3074,49674,3261,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
