GEO_ID,B28005_001E,B28005_001M,B28005_002E,B28005_002M,B28005_003E,B28005_003M,B28005_004E,B28005_004M,B28005_005E,B28005_005M,B28005_006E,B28005_006M,B28005_007E,B28005_007M,B28005_008E,B28005_008M,B28005_009E,B28005_009M,B28005_010E,B28005_010M,B28005_011E,B28005_011M,B28005_012E,B28005_012M,B28005_013E,B28005_013M,B28005_014E,B28005_014M,B28005_015E,B28005_015M,B28005_016E,B28005_016M,B28005_017E,B28005_017M,B28005_018E,B28005_018M,B28005_019E,B28005_019M,NAME,B28005_001EA,B28005_001MA,B28005_002EA,B28005_002MA,B28005_003MA,B28005_003EA,B28005_004EA,B28005_004MA,B28005_005MA,B28005_005EA,B28005_006MA,B28005_006EA,B28005_007EA,B28005_007MA,B28005_008MA,B28005_008EA,B28005_009MA,B28005_009EA,B28005_010MA,B28005_010EA,B28005_011EA,B28005_011MA,B28005_012MA,B28005_012EA,B28005_013EA,B28005_013MA,B28005_014EA,B28005_014MA,B28005_015MA,B28005_015EA,B28005_016EA,B28005_016MA,B28005_017MA,B28005_017EA,B28005_018MA,B28005_018EA,B28005_019EA,B28005_019MA,state
0400000US13,9731466,-555555555,2486103,3743,2265325,12766,11292,3056,1941848,17507,312185,15543,220778,12774,6084979,5163,5429632,19219,36626,5152,4724225,28590,668781,20902,655347,18713,1160384,4144,823048,8136,16239,2304,721679,8770,85130,5002,337336,7854,Georgia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1360772,-555555555,305851,1176,293533,2710,2952,1379,264983,4621,25598,4050,12318,2664,841760,1624,791945,5012,7618,2313,722390,8478,61937,7411,49815,4564,213161,1327,158514,3246,3351,1168,141251,3727,13912,2146,54647,3164,Hawaii,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1582720,-555555555,425324,1362,401954,4277,3399,1253,346348,9303,52207,8800,23370,4113,938539,1784,868384,5777,9804,2107,749156,11043,109424,9966,70155,5708,218857,1382,169828,3851,7140,1699,142873,4973,19815,2722,49029,3568,Idaho,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12582656,-555555555,3015143,2597,2804623,12093,17949,3001,2490462,18570,296212,13950,210520,12092,7895134,3452,7197037,16462,58164,4993,6454531,22992,684342,16665,698097,15717,1672379,2682,1141130,10640,30970,2930,984232,12038,125928,5704,531249,10764,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6382308,-555555555,1583022,2860,1449324,10205,10943,2083,1245313,13060,193068,9350,133698,9902,3924076,3226,3509237,12806,40623,4006,3031292,16842,437322,14987,414839,11819,875210,3058,590240,7197,25793,2640,500048,7281,64399,4623,284970,6726,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2990316,-555555555,720969,2061,682694,4606,4899,1185,607546,6936,70249,6064,38275,4565,1816350,2502,1675279,6751,17851,2504,1484490,10448,172938,7652,141071,6000,452997,1659,301794,4591,12158,1411,254970,4376,34666,2516,151203,4415,Iowa,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2814853,-555555555,718695,2214,675283,6030,3039,1316,591653,8828,80591,7203,43412,5394,1710678,2890,1570601,8173,12238,2756,1386888,10746,171475,8783,140077,8390,385480,1998,267423,4499,8125,1603,230422,4857,28876,2492,118057,4176,Kansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4269156,-555555555,1010392,2862,928825,7146,4792,1575,806867,9423,117166,8212,81567,6344,2646942,3306,2330878,10060,22264,3610,2040378,14242,268236,10303,316064,9576,611822,2646,377050,7602,10624,1748,326039,6912,40387,3087,234772,7217,Kentucky,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4497113,-555555555,1109880,1720,983408,9036,6977,2304,817424,11792,159007,10160,126472,9168,2801614,2822,2387710,13383,19311,3067,2019252,17848,349147,12986,413904,13336,585619,2495,366389,6473,10375,1822,304687,6568,51327,3411,219230,6505,Louisiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1292700,-555555555,259599,1389,248393,2800,1317,513,222035,4228,25041,3359,11206,2606,804438,1774,740818,4883,8598,1309,653775,6901,78445,5090,63620,4432,228663,1069,162106,3354,4977,940,140909,3512,16220,1489,66557,3400,Maine,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5787855,-555555555,1342150,1352,1282889,7244,10565,2588,1156542,12256,115782,8961,59261,7040,3680945,2655,3444467,10244,25772,4253,3142659,17222,276036,13405,236478,10130,764760,2317,574398,6163,12111,1525,508768,6907,53519,3619,190362,6038,Maryland,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6446064,-555555555,1386007,1533,1331529,6128,4598,1917,1247318,9411,79613,6791,54478,6326,4114062,2536,3873654,12839,17031,2639,3619961,17272,236662,13203,240408,12023,945995,1921,685638,7124,12777,1888,611322,7049,61539,4047,260357,7283,Massachusetts,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9669160,-555555555,2238376,2318,2101470,9383,13113,2461,1780568,13684,307789,10929,136906,9325,5992417,3238,5466606,14892,57039,3950,4718099,18380,691468,14582,525811,13901,1438367,2631,1002454,7656,33379,2648,845426,8179,123649,5297,435913,7673,Michigan,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5284880,-555555555,1278233,2406,1235108,4489,7683,1536,1115211,8676,112214,8213,43125,4105,3283990,2799,3094187,8210,30516,2374,2795848,11478,267823,8799,189803,7765,722657,1809,511871,5063,18665,2099,438079,5550,55127,3436,210786,4890,Minnesota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2896747,-555555555,733891,1480,635140,8442,6194,1938,481516,9464,147430,8805,98751,8160,1764276,2361,1458386,12230,20491,3913,1134283,13385,303612,12207,305890,12286,398580,2178,223786,4889,6388,1270,178104,5487,39294,3631,174794,4982,Mississippi,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5869633,-555555555,1393908,3226,1293427,7548,5603,1640,1108677,11150,179147,8763,100481,7143,3609748,3512,3265172,11317,32884,4272,2808957,17296,423331,12497,344576,10304,865977,2598,588317,6953,22265,2405,497549,7629,68503,3735,277660,6914,Missouri,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,986368,-555555555,222822,1472,206391,3161,1693,686,181603,3716,23095,3130,16431,2796,603484,1664,546287,4870,8372,2199,482339,7340,55576,4916,57197,4884,160062,1253,115208,2614,5035,1251,97313,2898,12860,1804,44854,2340,Montana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1817080,-555555555,461784,1399,427480,6033,3331,978,379104,6481,45045,4521,34304,5737,1103905,1567,1008432,5779,9418,1568,899579,8194,99435,6020,95473,5793,251391,1395,169427,2904,6393,1214,142409,3155,20625,2266,81964,2646,Nebraska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2753821,-555555555,661060,1003,609865,6009,2899,1099,526004,9927,80962,8150,51195,5971,1718238,1539,1576201,8123,11461,2443,1390750,13645,173990,10984,142037,7847,374523,1412,295879,4290,5141,1106,260847,4911,29891,2688,78644,4147,Nevada,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1282588,-555555555,269908,1241,263748,2032,1594,869,240494,4343,21660,3774,6160,1534,818402,1938,779952,4351,5374,1436,719517,6426,55061,5536,38450,4385,194278,1561,151253,3396,3322,823,135295,3435,12636,1674,43025,3050,New Hampshire,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8712717,-555555555,2016168,1140,1931739,8670,8269,1680,1768172,11934,155298,9821,84429,8593,5456183,2160,5132214,12346,29579,4300,4743486,19220,359149,15476,323969,11989,1240366,1876,903933,8681,14769,1815,805978,9246,83186,4702,336433,8406,New Jersey,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2042164,-555555555,506283,1548,429173,6175,3198,1416,355714,7840,70261,6474,77110,6392,1235889,1861,1029708,9440,10650,2701,864149,12416,154909,8443,206181,9494,299992,1544,192617,4069,6061,1316,161633,4299,24923,2514,107375,3959,New Mexico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19067316,-555555555,4216310,2617,3907594,14484,15063,2828,3477121,20217,415410,14305,308716,13901,12147080,4608,11163515,23597,68074,5979,10118918,34883,976523,22452,983565,24110,2703926,3922,1879642,12099,34878,2464,1652870,13278,191894,6824,824284,11844,New York,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9594066,-555555555,2279529,3169,2074310,11423,17453,3213,1763685,16429,293172,13154,205219,11440,5952818,3799,5291642,16673,48297,4589,4614090,25632,629255,17436,661176,15910,1361719,3426,908837,8580,20914,2365,791147,9124,96776,5653,452882,8536,North Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,696440,-555555555,160378,1247,152931,1812,360,208,138653,2450,13918,2368,7447,1512,440185,1357,411242,2709,3830,1018,362000,5677,45412,4312,28943,2421,95877,640,59108,2020,2005,554,50590,2164,6513,1153,36769,2061,North Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11258433,-555555555,2643915,2615,2463858,9181,18230,2753,2143020,14862,302608,13292,180057,9481,6936317,3758,6280456,16772,63672,4671,5524993,22336,691791,16278,655861,15753,1678201,3220,1125505,8729,35934,2988,972325,9982,117246,5966,552696,7935,Ohio,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3740765,-555555555,945673,1343,856022,5445,5633,1295,693817,7987,156572,7006,89651,5134,2268607,2258,1998338,9237,19095,2225,1661327,13312,317916,10642,270269,8813,526485,2043,356569,4760,11067,1505,293486,5389,52016,3482,169916,4105,Oklahoma,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3842378,-555555555,857487,1717,817647,6154,4837,2014,731326,7594,81484,6948,39840,6114,2399396,2565,2252824,9530,18878,2607,2023654,13080,210292,11183,146572,9364,585495,2276,456426,5712,14617,2355,396000,6538,45809,3627,129069,5671,Oregon,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12343440,-555555555,2706998,2283,2536563,11642,16947,3018,2270597,16765,249019,14542,170435,11239,7634774,3829,6966642,17978,70540,4886,6303813,25850,592289,17787,668132,17768,2001668,3204,1291313,8626,44787,2814,1119505,9728,127021,5450,710355,8187,Pennsylvania,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1010669,-555555555,212101,1036,201401,2903,95,109,186548,4225,14758,3210,10700,2861,643492,1365,592850,5186,1475,785,551986,6744,39389,4490,50642,5206,155076,975,106658,3730,1431,547,95619,3878,9608,1876,48418,3457,Rhode Island,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4635730,-555555555,1075735,1789,969608,9265,5283,1456,801822,13252,162503,9363,106127,9091,2853355,2766,2482082,14921,22812,3218,2081855,19785,377415,14627,371273,15316,706640,2405,483862,6509,11156,1735,417626,7846,55080,4430,222778,5978,South Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,810863,-555555555,207220,1107,192827,2071,2874,1087,163700,3702,26253,3399,14393,1720,486678,1694,439380,4130,6092,1443,383516,5544,49772,3880,47298,3706,116965,1429,77555,2671,3818,1020,64950,2534,8787,1572,39410,2351,South Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6342054,-555555555,1488866,2696,1342295,10580,8751,2185,1121242,14352,212302,11786,146571,10611,3932407,3716,3429464,16428,33265,3717,2929329,21983,466870,16955,502943,15227,920781,3063,593074,8599,15622,2342,504749,9706,72703,4756,327707,8109,Tennessee,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25858349,-555555555,7024525,4401,6272919,25253,46301,6035,5236863,38607,989755,30831,751606,24607,15958207,6292,14196484,34210,125602,10442,12187268,49375,1883614,34403,1761723,33361,2875617,4622,2047533,14144,53152,4252,1759482,13906,234899,8417,828084,13718,Texas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2853641,-555555555,893169,1131,870682,3878,4192,1461,772452,8003,94038,8000,22487,3644,1682240,1669,1609682,5251,13619,3558,1414698,12933,181365,10827,72558,5134,278232,1296,227758,2756,5514,1176,199139,3843,23105,2861,50474,2817,Utah,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,601297,-555555555,123689,932,118961,1526,684,481,106939,2321,11338,1967,4728,1301,378289,1047,351007,2997,4382,1194,313971,4248,32654,3679,27282,2545,99319,666,73605,1857,2902,786,63627,2120,7076,1258,25714,1869,Vermont,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8018464,-555555555,1859844,3443,1759012,9282,9479,1662,1566863,13748,182670,10279,100832,8789,5079811,4422,4680760,14588,44289,3938,4196713,22315,439758,16028,399051,15124,1078809,3896,774320,7630,23498,2321,678510,8443,72312,5311,304489,6683,Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6830143,-555555555,1591132,1567,1506723,7359,10717,2695,1345368,9954,150638,9080,84409,7350,4318578,3186,4057186,12074,34061,4054,3670847,17348,352278,13755,261392,11214,920433,2723,721181,7005,18053,2363,635957,8466,67171,5109,199252,6583,Washington,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1804625,-555555555,379335,1415,347927,4119,3955,1902,297382,6505,46590,4887,31408,4036,1115338,1798,961495,8927,12602,2952,835211,11078,113682,8956,153843,8281,309952,1354,182774,4845,5126,1226,154706,4937,22942,2808,127178,4765,West Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5595351,-555555555,1304700,2169,1222416,6678,8242,1849,1089308,8210,124866,7588,82284,6095,3475630,2870,3187994,10200,36507,3420,2852819,13229,298668,10482,287636,10143,815021,1859,541617,7048,22554,2105,459532,6990,59531,3615,273404,7123,Wisconsin,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,568641,-555555555,139123,1624,135242,2080,563,495,117068,3279,17611,2652,3881,1199,354307,1819,334868,3454,2878,1092,290822,5443,41168,4227,19439,3082,75211,1197,55266,1722,1438,594,47749,1777,6079,1276,19945,1717,Wyoming,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3575456,-555555555,813053,292,616598,9876,11789,2419,456290,10759,148519,8678,196455,9848,2175921,1195,1500905,17939,36918,5676,1157835,18813,306152,12853,675016,17670,586482,1200,201830,6646,5812,1386,155255,6588,40763,3311,384652,6633,Puerto Rico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
