GEO_ID,C16001_001E,C16001_001M,C16001_002E,C16001_002M,C16001_003E,C16001_003M,C16001_004E,C16001_004M,C16001_005E,C16001_005M,C16001_006E,C16001_006M,C16001_007E,C16001_007M,C16001_008E,C16001_008M,C16001_009E,C16001_009M,C16001_010E,C16001_010M,C16001_011E,C16001_011M,C16001_012E,C16001_012M,C16001_013E,C16001_013M,NAME,C16001_001MA,C16001_001EA,C16001_002MA,C16001_002EA,C16001_003MA,C16001_003EA,C16001_004MA,C16001_004EA,C16001_005EA,C16001_005MA,C16001_006MA,C16001_006EA,C16001_007MA,C16001_007EA,C16001_008MA,C16001_008EA,C16001_009EA,C16001_009MA,C16001_010MA,C16001_010EA,C16001_011EA,C16001_011MA,C16001_012EA,C16001_012MA,C16001_013EA,C16001_013MA,state
0400000US01,4541368,2912,4309662,8763,143539,6605,6713,1592,9889,2179,4604,1440,15029,2822,6839,2038,10566,2290,7087,2266,3092,1253,9422,2425,14926,4819,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,680427,1049,575025,5395,20367,2652,2691,1146,3808,1240,3626,1026,5335,1910,4662,1633,2087,859,985,654,12191,2305,14034,3553,35616,2682,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6196543,887,4535677,23788,1266837,17006,16157,2200,27640,2906,24213,4023,50281,4849,8954,2135,25222,2804,23018,4536,21162,2995,41164,3734,156218,9072,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2769171,2391,2578940,9058,139554,6964,2682,745,7946,2876,1596,731,8458,2113,1185,757,3822,1376,4513,1503,3025,1083,10721,2491,6729,2455,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35831956,3033,20130999,53142,10322454,44779,131764,7900,131761,6724,230691,10992,1086193,24211,364837,15495,1083447,23536,548114,18631,761765,21255,687109,19971,352822,20149,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4934794,2520,4109040,17037,577824,15141,17515,2668,27955,2902,29823,4318,37923,4159,17017,3252,21597,3285,20752,3053,6955,1671,31833,4276,36560,5688,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3405334,868,2671765,12576,388509,8121,44947,4758,12215,1865,54525,5384,130804,7629,7811,2423,28106,3063,5577,1702,12126,3125,25890,3149,23059,4633,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,869514,423,764157,5465,54833,3638,6608,2182,4118,1375,2953,987,12819,2115,1128,705,7545,1724,2071,1485,1740,860,5829,1741,5713,1701,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,605388,270,497028,5706,53095,3567,11401,2745,2519,870,3086,1019,9630,1691,1800,724,6232,1445,1409,1000,1533,959,3509,966,14146,2712,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18478811,3217,13411845,36998,3764501,22947,476789,21004,78779,5906,87791,8809,281415,14537,16924,3908,71017,6189,56643,6985,58715,5070,76818,6612,97574,8806,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9335151,3801,8068316,21042,741407,12311,54180,6694,35367,4517,27513,4417,121344,9197,43863,6698,46521,5471,46350,5937,10795,2050,60759,5813,78736,9151,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1313348,394,983531,12796,25222,2994,4258,1227,4637,2047,1925,929,6790,1727,16963,3204,31704,4385,13456,2869,51458,4971,171057,11014,2347,1089,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1500897,1466,1336975,7584,120975,5652,3246,932,5742,1363,5627,2309,8057,2764,1223,613,4044,1299,1553,928,1935,815,4029,1166,7491,2246,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12085046,3404,9346306,23585,1588401,15510,43217,5505,48174,4118,298476,13445,280205,13351,49665,6751,98547,6510,18460,3667,91848,7502,93390,7831,128357,11271,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6146838,2969,5645211,12659,281954,7828,18120,3435,57217,5513,20374,4033,40360,4942,7979,2051,22473,3077,2833,933,5687,1284,24671,3433,19959,3772,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2897339,2384,2687597,8924,108020,4921,4448,1314,16883,2765,16317,4394,11042,2126,2364,921,11906,1974,5197,1365,2011,689,20229,2641,11325,2229,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2694653,1648,2402216,8828,194681,6696,4580,1455,12210,2030,5183,1691,13766,2698,3743,1396,10749,2176,11055,1923,4314,1293,16437,2456,15719,3485,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4123458,2572,3917503,8848,105204,6270,8104,1849,19651,3060,9641,2478,15683,3207,2657,786,7363,1893,3933,1498,2191,886,14993,2666,16535,3474,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4320472,1953,3962762,12401,151159,7666,114715,6789,6202,1456,3260,1523,19688,3483,2768,1035,8359,2156,23497,3038,5216,1778,8202,2050,14644,4130,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1264125,996,1184952,4724,10799,1575,41033,3846,3482,838,2872,1288,5372,1257,539,407,2607,1044,1245,842,1379,664,2884,1118,6961,2196,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
