GEO_ID,B27009_001E,B27009_001M,B27009_002E,B27009_002M,B27009_003E,B27009_003M,B27009_004E,B27009_004M,B27009_005E,B27009_005M,B27009_006E,B27009_006M,B27009_007E,B27009_007M,B27009_008E,B27009_008M,B27009_009E,B27009_009M,B27009_010E,B27009_010M,B27009_011E,B27009_011M,B27009_012E,B27009_012M,B27009_013E,B27009_013M,B27009_014E,B27009_014M,B27009_015E,B27009_015M,B27009_016E,B27009_016M,B27009_017E,B27009_017M,B27009_018E,B27009_018M,B27009_019E,B27009_019M,B27009_020E,B27009_020M,B27009_021E,B27009_021M,B27009_022E,B27009_022M,B27009_023E,B27009_023M,B27009_024E,B27009_024M,B27009_025E,B27009_025M,B27009_026E,B27009_026M,B27009_027E,B27009_027M,B27009_028E,B27009_028M,B27009_029E,B27009_029M,B27009_030E,B27009_030M,B27009_031E,B27009_031M,B27009_032E,B27009_032M,B27009_033E,B27009_033M,B27009_034E,B27009_034M,B27009_035E,B27009_035M,B27009_036E,B27009_036M,B27009_037E,B27009_037M,B27009_038E,B27009_038M,B27009_039E,B27009_039M,B27009_040E,B27009_040M,B27009_041E,B27009_041M,B27009_042E,B27009_042M,B27009_043E,B27009_043M,B27009_044E,B27009_044M,B27009_045E,B27009_045M,B27009_046E,B27009_046M,B27009_047E,B27009_047M,B27009_048E,B27009_048M,B27009_049E,B27009_049M,B27009_050E,B27009_050M,B27009_051E,B27009_051M,B27009_052E,B27009_052M,B27009_053E,B27009_053M,B27009_054E,B27009_054M,B27009_055E,B27009_055M,B27009_056E,B27009_056M,B27009_057E,B27009_057M,NAME,B27009_001EA,B27009_001MA,B27009_002MA,B27009_002EA,B27009_003EA,B27009_003MA,B27009_004MA,B27009_004EA,B27009_005EA,B27009_005MA,B27009_006EA,B27009_006MA,B27009_007EA,B27009_007MA,B27009_008EA,B27009_008MA,B27009_009EA,B27009_009MA,B27009_010MA,B27009_010EA,B27009_011EA,B27009_011MA,B27009_012EA,B27009_012MA,B27009_013MA,B27009_013EA,B27009_014EA,B27009_014MA,B27009_015EA,B27009_015MA,B27009_016MA,B27009_016EA,B27009_017EA,B27009_017MA,B27009_018MA,B27009_018EA,B27009_019MA,B27009_019EA,B27009_020EA,B27009_020MA,B27009_021MA,B27009_021EA,B27009_022EA,B27009_022MA,B27009_023EA,B27009_023MA,B27009_024MA,B27009_024EA,B27009_025EA,B27009_025MA,B27009_026MA,B27009_026EA,B27009_027EA,B27009_027MA,B27009_028EA,B27009_028MA,B27009_029MA,B27009_029EA,B27009_030EA,B27009_030MA,B27009_031MA,B27009_031EA,B27009_032MA,B27009_032EA,B27009_033EA,B27009_033MA,B27009_034MA,B27009_034EA,B27009_035EA,B27009_035MA,B27009_036MA,B27009_036EA,B27009_037EA,B27009_037MA,B27009_038EA,B27009_038MA,B27009_039MA,B27009_039EA,B27009_040MA,B27009_040EA,B27009_041MA,B27009_041EA,B27009_042EA,B27009_042MA,B27009_043MA,B27009_043EA,B27009_044EA,B27009_044MA,B27009_045EA,B27009_045MA,B27009_046MA,B27009_046EA,B27009_047EA,B27009_047MA,B27009_048EA,B27009_048MA,B27009_049EA,B27009_049MA,B27009_050EA,B27009_050MA,B27009_051EA,B27009_051MA,B27009_052MA,B27009_052EA,B27009_053EA,B27009_053MA,B27009_054EA,B27009_054MA,B27009_055MA,B27009_055EA,B27009_056EA,B27009_056MA,B27009_057MA,B27009_057EA,state
0400000US01,4755381,1814,2284668,5599,179773,4207,0,192,179773,4207,383344,4647,961,776,382383,4735,243352,4259,946,422,242406,4287,288265,4614,4669,1367,283596,4424,279410,3586,6597,1335,272813,4005,313967,2963,12133,1679,301834,3454,293729,1999,24790,2264,268939,2850,190180,1968,29371,2318,160809,3146,112648,1728,24906,1939,87742,2311,2470713,5159,175160,3797,448,463,174712,3753,369567,3768,1010,821,368557,3894,244927,3282,768,644,244159,3401,307208,4066,1627,771,305581,4145,314523,3522,2378,921,312145,3515,337379,2481,3282,894,334097,2598,322706,1851,4710,1155,317996,2242,224389,1875,2921,665,221468,1955,174854,1842,3483,691,171371,2003,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,712248,1963,366864,2541,32520,1140,83,116,32437,1128,64453,1770,27,35,64426,1773,41124,1698,323,339,40801,1684,53122,1828,1632,772,51490,1798,44886,1749,2373,754,42513,1774,50630,1328,3467,741,47163,1300,47868,960,5676,1073,42192,1332,22353,942,4403,928,17950,1213,9908,768,2918,779,6990,768,345384,2157,32990,1529,0,147,32990,1529,57922,1803,25,41,57897,1809,36049,1261,354,411,35695,1348,51378,1318,553,253,50825,1318,42352,1227,479,256,41873,1296,49128,1073,945,408,48183,1152,43239,814,569,383,42670,864,20604,843,377,263,20227,838,11722,617,170,175,11552,660,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6521226,1734,3207062,2887,265183,4042,365,321,264818,4058,558687,4205,1831,1357,556856,4432,326762,2780,1681,668,325081,2877,425036,3282,9751,1998,415285,3385,401090,2253,10192,1501,390898,2669,403433,1984,14795,1713,388638,2396,363766,1445,30354,2400,333412,2735,275142,1670,44388,2941,230754,3188,187963,1227,39690,2784,148273,2945,3314164,2699,255713,3782,400,289,255313,3768,533922,3863,667,473,533255,3867,319421,1819,506,401,318915,1900,425403,2362,2586,935,422817,2757,409803,1821,2788,1119,407015,2101,418774,1670,3381,881,415393,1697,407412,1292,3847,1043,403565,1710,310038,1235,3263,863,306775,1434,233678,1241,3634,1168,230044,1561,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2907014,1233,1427846,4941,125825,3669,229,181,125596,3655,243712,4285,566,362,243146,4302,143084,3384,674,387,142410,3387,183693,4213,3756,1070,179937,4130,173279,3081,6391,1417,166888,3298,187840,3143,8657,1407,179183,3622,174607,1658,20031,1921,154576,2554,119768,1332,22926,1671,96842,2314,76038,1155,21845,1478,54193,1829,1479168,4700,110963,3302,127,165,110836,3322,228625,3962,301,372,228324,4025,138908,2462,281,222,138627,2454,188463,3491,1028,526,187435,3561,186682,3062,1054,577,185628,3150,194570,2228,1629,614,192941,2199,188774,1745,3296,912,185478,1861,137191,1477,2778,745,134413,1815,104992,1495,3164,829,101828,1683,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37831553,5167,18678471,8174,1544605,9273,2003,1282,1542602,9619,3140230,9566,2705,1029,3137525,9391,1990437,5393,7473,1457,1982964,5173,2761996,5444,39812,3923,2722184,6730,2516012,5082,31626,3109,2484386,6045,2544631,3997,48286,3788,2496345,5133,2104838,2803,98458,4253,2006380,5502,1239368,2545,134629,4219,1104739,4648,836354,2691,120802,4924,715552,5065,19153082,6595,1474376,8848,1651,806,1472725,8895,2998744,9025,2508,795,2996236,9069,1922021,3846,4459,1197,1917562,4073,2699300,3515,8175,1298,2691125,3767,2563856,3779,8419,1700,2555437,4094,2604238,2991,10232,1829,2594006,3566,2269189,2414,13733,1568,2255456,2924,1428312,2553,10615,1580,1417697,3103,1193046,2975,14394,1520,1178652,3422,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5173272,2685,2571218,4738,207533,3668,287,297,207246,3552,425567,4242,1102,792,424465,4359,253817,3558,1836,903,251981,3624,377414,3735,10587,1746,366827,4368,355744,3044,7715,1384,348029,3374,347512,2629,9540,1390,337972,2958,318649,1686,23535,1845,295114,2511,181353,1445,26394,2277,154959,2297,103629,1327,18174,1626,85455,1926,2602054,4073,196257,3886,200,211,196057,3895,409834,4312,788,413,409046,4348,240889,2145,513,373,240376,2156,372187,3081,1974,667,370213,3094,346376,2587,1247,444,345129,2654,357361,2122,3317,1059,354044,2399,334991,1945,2528,596,332463,1983,197218,1766,1531,733,195687,1868,146941,1868,1922,580,145019,1906,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541409,1156,1718699,2659,118865,2752,79,129,118786,2752,279925,2900,124,150,279801,2898,171600,1501,288,229,171312,1504,212035,1698,2885,842,209150,1772,213632,1589,3468,1139,210164,1795,267654,1488,5458,1130,262196,1747,228602,913,8059,1543,220543,1772,133728,826,15508,1610,118220,1883,92658,1166,19221,1399,73437,1613,1822710,2714,114793,2384,0,201,114793,2384,270576,2866,125,203,270451,2882,166172,1517,39,83,166133,1511,217883,1625,240,219,217643,1637,227989,1482,487,320,227502,1490,284237,1091,820,395,283417,1166,245891,926,1274,626,244617,1116,154423,973,697,315,153726,1037,140746,1503,1297,470,139449,1531,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,911502,1114,437592,1253,35754,1466,0,189,35754,1466,67333,1523,49,89,67284,1535,44355,663,27,35,44328,664,56141,1006,873,493,55268,1116,52652,888,568,365,52084,989,61152,756,1267,457,59885,875,56419,677,2879,669,53540,998,39458,555,4115,767,35343,939,24328,538,3857,697,20471,842,473910,1235,33363,1495,74,126,33289,1505,66889,1553,57,100,66832,1556,45687,714,0,189,45687,714,59343,1106,130,212,59213,1168,57455,1112,167,141,57288,1130,68179,944,419,247,67760,891,63755,729,412,229,63343,757,45855,526,401,276,45454,585,33384,540,456,291,32928,631,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,635833,581,298312,741,23832,809,0,203,23832,809,32035,891,0,203,32035,891,36013,593,93,150,35920,594,65437,642,706,448,64731,746,43171,546,646,480,42525,614,37719,426,1459,576,36260,672,30883,390,1624,554,29259,680,17648,534,1509,461,16139,652,11574,675,2093,506,9481,685,337521,821,24158,1108,0,203,24158,1108,31262,1118,0,203,31262,1118,43536,160,0,203,43536,160,77557,268,359,275,77198,385,44988,130,74,120,44914,179,37282,373,184,167,37098,429,36567,274,419,212,36148,337,22824,392,293,205,22531,449,19347,497,270,284,19077,568,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19245127,3839,9333945,8603,664760,6663,554,556,664206,6677,1395215,7113,2246,1169,1392969,7252,874610,5099,3171,917,871439,5020,1173841,6011,23610,2824,1150231,6874,1146955,5913,20329,2119,1126626,6445,1301898,5130,46845,4084,1255053,6169,1166565,3295,88525,5304,1078040,6175,919338,3041,139965,5355,779373,6015,690763,3082,154426,5712,536337,6703,9911182,7269,635168,7689,543,611,634625,7622,1324692,7203,1394,708,1323298,7368,869636,4841,2227,777,867409,4873,1194412,4768,4611,1378,1189801,4659,1212030,4534,6980,1733,1205050,4513,1385275,4376,10545,1831,1374730,4586,1321673,3135,14085,2093,1307588,3642,1051243,2953,12410,1726,1038833,3464,917053,2929,14040,1545,903013,3242,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
