GEO_ID,B27019_001E,B27019_001M,B27019_002E,B27019_002M,B27019_003E,B27019_003M,B27019_004E,B27019_004M,B27019_005E,B27019_005M,B27019_006E,B27019_006M,B27019_007E,B27019_007M,B27019_008E,B27019_008M,B27019_009E,B27019_009M,B27019_010E,B27019_010M,B27019_011E,B27019_011M,B27019_012E,B27019_012M,B27019_013E,B27019_013M,B27019_014E,B27019_014M,B27019_015E,B27019_015M,B27019_016E,B27019_016M,B27019_017E,B27019_017M,B27019_018E,B27019_018M,B27019_019E,B27019_019M,B27019_020E,B27019_020M,B27019_021E,B27019_021M,B27019_022E,B27019_022M,B27019_023E,B27019_023M,B27019_024E,B27019_024M,B27019_025E,B27019_025M,B27019_026E,B27019_026M,B27019_027E,B27019_027M,B27019_028E,B27019_028M,B27019_029E,B27019_029M,B27019_030E,B27019_030M,B27019_031E,B27019_031M,B27019_032E,B27019_032M,B27019_033E,B27019_033M,B27019_034E,B27019_034M,B27019_035E,B27019_035M,B27019_036E,B27019_036M,B27019_037E,B27019_037M,B27019_038E,B27019_038M,B27019_039E,B27019_039M,B27019_040E,B27019_040M,B27019_041E,B27019_041M,B27019_042E,B27019_042M,B27019_043E,B27019_043M,NAME,B27019_001MA,B27019_001EA,B27019_002EA,B27019_002MA,B27019_003MA,B27019_003EA,B27019_004MA,B27019_004EA,B27019_005EA,B27019_005MA,B27019_006EA,B27019_006MA,B27019_007EA,B27019_007MA,B27019_008EA,B27019_008MA,B27019_009MA,B27019_009EA,B27019_010MA,B27019_010EA,B27019_011EA,B27019_011MA,B27019_012MA,B27019_012EA,B27019_013MA,B27019_013EA,B27019_014EA,B27019_014MA,B27019_015EA,B27019_015MA,B27019_016EA,B27019_016MA,B27019_017EA,B27019_017MA,B27019_018MA,B27019_018EA,B27019_019MA,B27019_019EA,B27019_020EA,B27019_020MA,B27019_021MA,B27019_021EA,B27019_022EA,B27019_022MA,B27019_023EA,B27019_023MA,B27019_024MA,B27019_024EA,B27019_025EA,B27019_025MA,B27019_026EA,B27019_026MA,B27019_027EA,B27019_027MA,B27019_028EA,B27019_028MA,B27019_029MA,B27019_029EA,B27019_030EA,B27019_030MA,B27019_031EA,B27019_031MA,B27019_032MA,B27019_032EA,B27019_033EA,B27019_033MA,B27019_034MA,B27019_034EA,B27019_035EA,B27019_035MA,B27019_036EA,B27019_036MA,B27019_037MA,B27019_037EA,B27019_038EA,B27019_038MA,B27019_039MA,B27019_039EA,B27019_040EA,B27019_040MA,B27019_041EA,B27019_041MA,B27019_042MA,B27019_042EA,B27019_043MA,B27019_043EA,state
0400000US01,3159258,5313,2457187,5880,321145,10080,200280,8312,108941,6061,108602,6016,120865,7476,735952,14461,560919,12981,458851,11978,141798,5599,175033,8256,790111,12474,651238,12803,575064,13209,120925,5859,138873,6820,609979,13426,571416,12859,555386,12722,36230,2744,38563,3751,702071,2771,155125,4802,153566,4914,75148,3824,151556,4904,1559,835,243362,6340,241999,6353,157342,5743,237948,6289,1363,638,163903,5044,163182,5005,117843,3968,159532,4814,721,418,139681,4375,139495,4371,110103,3942,135543,4455,186,160,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,447190,2024,382603,2104,26703,2196,15563,1889,7504,1073,8881,1596,11140,1417,109818,4324,76354,4125,61901,3918,18406,2007,33464,2790,139023,4249,109364,4626,99907,4646,18781,2023,29659,2665,107059,4960,94862,4720,93177,4701,4708,969,12197,1747,64587,1146,10784,1313,10637,1293,4210,914,10301,1371,147,109,15666,1621,15517,1620,10318,1345,15360,1643,149,71,19063,1521,18726,1503,12349,1478,17858,1518,337,256,19074,1560,19008,1587,15953,1538,17244,1623,66,98,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4261538,3573,3254717,3771,448597,12102,237233,9187,118926,6090,128563,6525,211364,9021,772242,13274,542455,11354,402172,10590,166657,7289,229787,8389,1122071,13997,913559,14751,767026,14129,196500,7767,208512,9575,911807,12964,834187,13610,800529,13347,57509,3938,77620,4189,1006821,1666,142749,5866,138562,5545,52475,4061,135007,5579,4187,1088,280121,5805,277724,5837,161621,5061,272346,5826,2397,834,314647,7731,313152,7808,194153,6204,306543,7695,1495,501,269304,6431,268378,6404,178141,5504,260421,6283,926,504,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1915897,4677,1477908,4989,194766,7065,114193,6196,63955,5108,59170,4033,80573,4919,506578,10193,368346,9219,286359,8873,104480,4812,138232,6445,450191,10853,358089,9396,304606,8436,78569,4575,92102,5602,326373,9707,297858,9597,287547,9348,19598,1932,28515,3324,437989,2282,98866,4459,98494,4412,39227,2728,97579,4468,372,322,162004,5324,161625,5380,96186,3556,159407,5405,379,454,101597,4386,101131,4380,64909,3598,99361,4404,466,473,75522,3458,75072,3381,55197,3180,73336,3402,450,322,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24761140,7872,20064060,7853,3494016,28350,1905485,22822,1066157,16899,902308,17760,1588531,23205,4078310,33398,2845589,29484,2169735,24570,781669,17046,1232721,21454,6100178,37930,4896541,34868,4188000,32292,912525,16816,1203637,21669,6391556,33096,5741805,33624,5533441,34786,325808,8962,649751,16188,4697080,3683,999318,13443,955197,13826,271857,8273,932048,13419,44121,4007,1039632,14553,1026267,14496,544890,9697,998216,14059,13365,2109,1292763,15587,1281331,15405,805008,12891,1234732,15452,11432,1906,1365367,11558,1350861,11721,887265,12419,1274821,11345,14506,2377,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3439375,5214,2810234,5518,248746,8726,140371,7217,88941,6055,59005,4825,108375,6165,569108,11941,418439,10709,343359,9898,93851,5046,150669,7669,893809,12815,726379,11674,632452,11545,129344,5957,167430,7657,1098571,11032,1008946,11199,978743,11610,55846,3715,89625,5724,629141,2142,69475,3636,67845,3605,29465,2355,66709,3553,1630,578,164854,4089,164125,4113,99778,4097,161417,4126,729,397,178010,4720,177050,4840,118158,4383,172065,4713,960,527,216802,5056,216009,4963,148801,4772,206160,4948,793,498,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2419478,2513,1897923,2774,154066,7671,103613,6394,51182,4691,57300,4485,50453,4875,483243,11048,393260,10808,299754,10186,108930,6088,89983,5915,500153,10431,437667,9289,365848,8713,89214,5763,62486,5642,760461,12304,715539,12315,693811,11847,33970,2837,44922,4030,521555,1361,87889,4541,86127,4513,39773,2608,84955,4388,1762,874,172877,5335,171804,5403,109401,4675,166956,5372,1073,527,109628,4111,109202,4105,75148,3561,105247,4067,426,232,151161,5650,149776,5549,110700,5264,141777,5283,1385,698,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,618121,1502,475096,1621,47273,3400,36325,3170,18426,2546,20740,2582,10948,1849,141117,4506,113451,4781,85544,4570,34046,3136,27666,3144,134206,5535,120706,5058,102376,4869,24370,2601,13500,1970,152500,4856,143903,4804,138628,4898,9216,1373,8597,2025,143025,657,22688,2126,22273,2225,12934,1543,21905,2239,415,405,52044,2557,51892,2561,39212,2397,51350,2604,152,154,34607,2388,34448,2384,26782,2085,33942,2304,159,247,33686,2352,32942,2325,26673,2098,31565,2327,744,551,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,444997,708,373604,1002,29405,2849,25102,2577,9188,1685,17718,2401,4303,1251,64101,3580,54703,3376,28058,2888,31377,3379,9398,1740,60928,3109,53979,3146,35747,2998,23640,2603,6949,1404,219170,5181,207558,4785,199361,4228,10815,1802,11612,1985,71393,513,13929,1422,13690,1402,5723,1031,13083,1446,239,260,17087,1419,17062,1420,9480,1042,15940,1455,25,41,12207,1667,12207,1667,9291,1494,11073,1462,0,203,28170,1561,28170,1561,24175,1668,25574,1546,0,203,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13481046,8183,9902649,8697,1125075,22817,568776,17370,314502,10620,285563,12312,556299,15461,2818278,25116,1809903,19203,1385706,17613,513256,12653,1008375,20396,3167197,27032,2358717,25408,2039551,23551,437249,12664,808480,19180,2792099,26441,2393802,25390,2291959,24143,167588,6861,398297,12714,3578397,4016,613202,11582,589708,11229,199003,6491,578932,11310,23494,2749,1134503,18897,1117263,18878,593041,13958,1092214,18642,17240,2972,917927,13067,909186,13020,545802,11254,889982,13629,8741,2144,912765,13548,903099,13970,595349,12826,870134,13764,9666,2132,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
